query,cliques,impressoes,ctr,posicao,oportunidade_seo
kentucky fried chicken crispy chicken strips,0,1,0.0,1.0,False
kentucky santa catarina,0,14,0.0,27.428571428571427,True
key account junior,0,4,0.0,1.0,True
kfc,0,7,0.0,6.714285714285714,True
kfc america,0,7,0.0,73.57142857142857,True
kfc american,0,10,0.0,55.9,True
kfc americana,0,13,0.0,11.538461538461538,True
kfc balcones,0,1,0.0,28.0,False
kfc balde,0,60,0.0,18.7,True
kfc balde de frango,0,5,0.0,60.2,True
kfc balde de frango preço,0,2,0.0,49.0,False
kfc balde de frango valor,0,1,0.0,43.0,False
kfc balneario,0,11,0.0,9.636363636363637,True
kfc balneario camboriu,0,49,0.0,11.510204081632653,True
kfc balneário camboriú,0,77,0.0,15.909090909090908,True
kfc blumenau,0,1,0.0,51.0,False
kfc brand country,0,1,0.0,80.0,False
kfc brusque,0,2,0.0,14.0,False
kfc camboriu,0,9,0.0,11.555555555555555,True
kfc carioca shopping,0,16,0.0,17.0,True
kfc carrers,0,2,0.0,6.5,False
kfc chain,0,1,0.0,4.0,False
kfc cnpj,0,1,0.0,13.0,False
kfc concordia,0,3,0.0,4.0,True
kfc continente,0,1,0.0,7.0,False
kfc continente shopping,0,8,0.0,15.625,True
kfc em balneário camboriú,0,22,0.0,10.590909090909092,True
kfc em florianópolis,0,1,0.0,12.0,False
kfc em santa catarina,0,61,0.0,6.39344262295082,True
kfc en,0,3,0.0,68.33333333333333,True
kfc en camboriu,0,1,0.0,14.0,False
kfc en florianópolis,0,1,0.0,52.0,False
kfc first restaurant,0,1,0.0,11.0,False
kfc florianopolis,0,3,0.0,51.666666666666664,True
kfc florianópolis,0,21,0.0,16.142857142857142,True
kfc grande rio,0,1,0.0,2.0,False
kfc in brazil,0,1,0.0,80.0,False
kfc in the us,0,2,0.0,94.5,False
kfc is a restaurant,0,1,0.0,19.0,False
kfc itajai,0,5,0.0,8.2,True
kfc joinville,0,3,0.0,3.3333333333333335,True
kfc junior,0,8,0.0,14.75,True
kfc kelmscott,0,1,0.0,32.0,False
kfc made,0,1,0.0,80.0,False
kfc mais próximo,0,1,0.0,21.0,False
kfc natal shopping,0,15,0.0,13.933333333333334,True
kfc nações criciúma,0,1,0.0,1.0,False
kfc nações shopping,0,16,0.0,15.25,True
kfc neumarkt,0,6,0.0,10.166666666666666,True
kfc norte shopping,0,5,0.0,50.8,True
kfc nova america,0,3,0.0,25.666666666666668,True
kfc promoção quarta-feira,0,1,0.0,59.0,False
kfc quando foi criado,0,11,0.0,26.272727272727273,True
kfc recreio shopping,0,1,0.0,95.0,False
kfc restaurant usa,0,4,0.0,72.5,True
kfc restaurante,0,24,0.0,33.958333333333336,True
kfc santa,0,1,0.0,5.0,False
kfc santa catarina,0,489,0.0,9.584867075664622,True
kfc santa catarina promociones,0,1,0.0,5.0,False
kfc sao jose,0,1,0.0,65.0,False
kfc sc,0,84,0.0,5.678571428571429,True
kfc shopping continente,0,2,0.0,14.5,False
kfc shopping da bahia,0,1,0.0,4.0,False
kfc tubarao,0,1,0.0,6.0,False
kfc usa,0,2,0.0,72.5,False
kfc valde,0,3,0.0,1.6666666666666665,True
kfc which country,0,1,0.0,58.0,False
kichen chicken,0,1,0.0,1.0,False
kid junior privacy,0,27,0.0,9.222222222222221,True
kid júnior privacy,0,8,0.0,8.5,True
kimono storm brasil,0,1,0.0,1.0,False
king loterias,0,1,0.0,34.0,False
king rifa,0,3,0.0,10.0,True
king sushi vix,0,1,0.0,39.0,False
king whatsapp,0,5,0.0,60.8,True
kings continente shopping,0,4,0.0,10.5,True
kiosk neumarkt,0,1,0.0,11.0,False
kipling balneario shopping,0,19,0.0,15.105263157894736,True
kit churrasco imaginarium,0,12,0.0,47.0,True
kit para fazer sushi continente,0,1,0.0,35.0,False
kit pet friendly,0,3,0.0,10.333333333333334,True
kits gratuitos,0,21,0.0,13.142857142857142,True
kits para crianças,0,1,0.0,85.0,False
kobasi,0,1,0.0,10.0,False
kontynenty,0,1,0.0,30.0,False
kopenhagen,0,1,0.0,2.0,False
kopenhagen balneario shopping,0,90,0.0,11.566666666666666,True
kopenhagen blumenau neumarkt shopping centro,0,1,0.0,1.0,False
kopenhagen chocolate franquia,0,33,0.0,67.60606060606061,True
kopenhagen franquia,0,3,0.0,49.333333333333336,True
kopenhagen joinville,0,175,0.0,9.337142857142856,True
kopenhagen mais próxima,0,1,0.0,42.0,False
kopenhagen navegantes,0,1,0.0,55.0,False
kopenhagen norte shopping,0,2,0.0,22.5,False
kopenhagen shopping,0,1,0.0,9.0,False
kopenhagen shopping balneario,0,9,0.0,12.444444444444445,True
kraft mall,0,1,0.0,12.0,False
l & a store,0,1,0.0,5.0,False
l occitane lojas shopping,0,1,0.0,2.0,False
l'américa shopping center,0,1,0.0,92.0,False
l'occitane shopping continente,0,17,0.0,14.882352941176471,True
la guapa center norte,0,1,0.0,19.0,False
la guapa franquia,0,1,0.0,10.0,False
la guapa lojas,0,1,0.0,36.0,False
la guapa preços,0,1,0.0,1.0,False
la guapa é franquia,0,1,0.0,6.0,False
la mandinne balneário camboriú,0,1,0.0,44.0,False
la mandinne joinville,0,1,0.0,37.0,False
la mandinne trabalhe conosco,0,1,0.0,20.0,False
la shopping,0,1,0.0,11.0,False
la vita balneário camboriú,0,1,0.0,5.0,False
laboratorio continente,0,1,0.0,61.0,False
laboratorio floripa shopping,0,1,0.0,29.0,False
laboratorio hemos blumenau,0,1,0.0,53.0,False
laboratório almeida,0,3,0.0,45.666666666666664,True
laboratório camboriu,0,2,0.0,94.0,False
laboratório camboriú,0,6,0.0,95.33333333333333,True
laboratório continente,0,9,0.0,37.888888888888886,True
laboratório das nações,0,1,0.0,88.0,False
laboratório em camboriú,0,2,0.0,98.0,False
laboratório hemos,0,3,0.0,36.666666666666664,True
laboratório hemos norte shopping,0,4,0.0,14.5,True
laboratório no norte shopping,0,10,0.0,10.2,True
laboratório norte shopping,0,17,0.0,18.058823529411764,True
laboratório santa catarina blumenau,0,1,0.0,97.0,False
laboratório shopping norte,0,2,0.0,10.5,False
lacoste,0,2,0.0,2.0,False
lacoste balneario camboriu,0,2,0.0,51.5,False
lacoste balneario shopping,0,88,0.0,12.090909090909092,True
lacoste franquia,0,15,0.0,9.733333333333333,True
lacoste garten,0,1,0.0,35.0,False
lacoste norte shopping,0,24,0.0,21.041666666666668,True
lacoste norteshopping fotos,0,1,0.0,4.0,False
lacoste outlet - moema fotos,0,1,0.0,28.0,False
lacoste perto de mim,0,1,0.0,6.0,False
lacoste sa,0,1,0.0,30.0,False
lacoste shopping,0,47,0.0,13.659574468085106,True
lacoste trabalhe conosco,0,11,0.0,27.818181818181817,True
lages a balneário camboriú,0,5,0.0,82.4,True
lages a blumenau,0,2,0.0,80.0,False
lages garden shopping,0,7,0.0,39.57142857142857,True
lages garden shopping cinema,0,1,0.0,36.0,False
lages garden shopping lojas,0,2,0.0,35.5,False
lages sc shopping,0,2,0.0,25.0,False
lages shopping,0,12,0.0,33.5,True
lages shopping center lages - sc,0,1,0.0,95.0,False
lages tem shopping,0,1,0.0,8.0,False
lan house norte shopping,0,7,0.0,9.285714285714286,True
lan house ribeirao preto,0,1,0.0,1.0,False
lanca perfume,0,12,0.0,9.0,True
lanca perfume loja,0,54,0.0,6.074074074074074,True
lanca perfume lojas,0,1,0.0,10.0,False
lanca perfume roupa,0,2,0.0,71.5,False
lanca perfume site,0,1,0.0,58.0,False
lancamentos farm,0,1,0.0,50.0,False
lancaperfume site,0,3,0.0,71.33333333333333,True
lanche giraffas,0,3,0.0,29.0,True
lanche popeye,0,2,0.0,1.0,False
lanches do giraffas,0,4,0.0,26.5,True
lanches giraffas,0,5,0.0,30.6,True
lanchonete do alemão,0,1,0.0,13.0,False
lanchonete giraffas,0,6,0.0,26.333333333333332,True
lanvanderia,0,2,0.0,5.5,False
lanzara shopping continente,0,6,0.0,10.5,True
lança perfume,0,9,0.0,8.88888888888889,True
lança perfume boulevard,0,43,0.0,7.790697674418604,True
lança perfume e shop,0,4,0.0,47.0,True
lança perfume era legalizado,0,1,0.0,13.0,False
lança perfume loja,0,1476,0.0,6.279810298102981,True
lança perfume loja fisica,0,1,0.0,72.0,False
lança perfume loja física,0,16,0.0,9.0625,True
lança perfume loja online,0,1,0.0,58.0,False
lança perfume lojas,0,9,0.0,21.77777777777778,True
lança perfume marca de roupa origem,0,1,0.0,8.0,False
lança perfume marca origem,0,7,0.0,2.0,True
lança perfume moda,0,3,0.0,46.0,True
lança perfume roupas,0,2,0.0,2.5,False
lança perfume site,0,13,0.0,76.38461538461539,True
lança perfume é grife,0,2,0.0,3.0,False
lapierre neumarkt,0,1,0.0,9.0,False
largest shopping mall in florianopolis brazil,0,7,0.0,10.857142857142858,True
larroude,0,3,0.0,3.0,True
laser e company,0,1,0.0,21.0,False
laser fast blumenau,0,2,0.0,14.0,False
laser junior,0,2,0.0,9.0,False
laser neumarkt,0,1,0.0,11.0,False
lauf loja,0,47,0.0,8.170212765957448,True
lauf lojas,0,38,0.0,13.894736842105264,True
launch shopping,0,1,0.0,9.0,False
laungerie,0,1,0.0,42.0,False
laura gambatto kudiess,0,8,0.0,21.75,True
laurindo almeida,0,1,0.0,5.0,False
lavabderia,0,2,0.0,7.0,False
lavabderia omo,0,1,0.0,6.0,False
lavagem de carros norteshopping,0,1,0.0,60.0,False
lavamderia,0,2,0.0,9.5,False
lavamderia omo,0,1,0.0,10.0,False
lavandaria omo,0,1,0.0,5.0,False
lavandaria shopping,0,2,0.0,9.0,False
lavandeeia,0,1,0.0,12.0,False
lavandeira omo,0,5,0.0,36.4,True
lavandeiria,0,3,0.0,37.0,True
lavanderi,0,1,0.0,7.0,False
lavanderia,0,279,0.0,9.75268817204301,True
lavanderia avenida santa catarina,0,17,0.0,9.176470588235293,True
lavanderia catarina,0,25,0.0,14.92,True
lavanderia da omo,0,12,0.0,23.666666666666668,True
lavanderia de,0,1,0.0,8.0,False
lavanderia dentro do shopping,0,1,0.0,10.0,False
lavanderia do shopping,0,22,0.0,4.0,True
lavanderia domingo,0,1,0.0,8.0,False
lavanderia em shopping,0,18,0.0,9.666666666666666,True
lavanderia exclusiva,0,1,0.0,10.0,False
lavanderia garten shopping joinville,0,1,0.0,43.0,False
lavanderia genimar,0,1,0.0,13.0,False
lavanderia no norte shopping,0,1,0.0,92.0,False
lavanderia no shopping,0,126,0.0,3.1666666666666665,True
lavanderia no shopping iguatemi,0,1,0.0,8.0,False
lavanderia norte shopping,0,29,0.0,17.96551724137931,True
lavanderia oko,0,1,0.0,7.0,False
lavanderia omi,0,5,0.0,67.4,True
lavanderia omo,0,261,0.0,29.203065134099617,True
lavanderia omo av santa catarina,0,8,0.0,15.0,True
lavanderia omo balneario camboriu,0,24,0.0,12.833333333333334,True
lavanderia omo como funciona,0,1,0.0,2.0,False
lavanderia omo em porto alegre,0,2,0.0,13.0,False
lavanderia omo natal,0,2,0.0,13.0,False
lavanderia omo perto de mim,0,1,0.0,8.0,False
lavanderia omo preço,0,8,0.0,1.0,True
lavanderia omo proximo a mim,0,1,0.0,10.0,False
lavanderia omo quanto custa,0,2,0.0,1.0,False
lavanderia omo shopping curitiba,0,2,0.0,37.0,False
lavanderia omo valor,0,2,0.0,1.0,False
lavanderia ono,0,3,0.0,6.333333333333333,True
lavanderia santa catarina,0,120,0.0,13.108333333333333,True
lavanderia self-service,0,2,0.0,9.5,False
lavanderia shopping,0,22,0.0,5.954545454545454,True
lavanderia shopping neumarkt,0,11,0.0,9.545454545454545,True
lavanderia.,0,1,0.0,11.0,False
lavanderias omo,0,6,0.0,35.833333333333336,True
lavandrria,0,1,0.0,8.0,False
lavação garten shopping,0,1,0.0,10.0,False
lavnderia,0,1,0.0,6.0,False
lazer em joinville,0,1,0.0,67.0,False
lazer junior,0,3,0.0,41.0,True
le briju,0,35,0.0,30.17142857142857,True
le briju center norte,0,4,0.0,14.25,True
le briju franquia,0,29,0.0,11.172413793103448,True
le briju loja online,0,23,0.0,10.217391304347826,True
le briju lojas,0,42,0.0,16.714285714285715,True
le creuset balneario camboriu,0,6,0.0,24.166666666666668,True
le creuset balneario shopping,0,1,0.0,13.0,False
le creuset bc,0,4,0.0,14.75,True
le creuset catarina,0,1,0.0,34.0,False
le postiche lojas,0,1,0.0,45.0,False
le postiche mochila,0,1,0.0,20.0,False
le postiche shopping cidade,0,5,0.0,83.0,True
le store,0,1,0.0,12.0,False
leadership panel,0,1,0.0,32.0,False
lebriju,0,21,0.0,22.285714285714285,True
legging nike,0,1,0.0,9.0,False
lei do material escolar,0,1,0.0,1.0,False
lemida para que sirve,0,1,0.0,12.0,False
lenovo desconto estudante,0,3,0.0,2.0,True
lenovo desconto para estudante,0,1,0.0,2.0,False
lenovo estudante,0,8,0.0,2.875,True
lenovo estudante tablet,0,1,0.0,4.0,False
lentes contato coloridas otica diniz,0,1,0.0,47.0,False
lentes de contato oticas diniz,0,6,0.0,39.333333333333336,True
levi,0,11,0.0,1.1818181818181819,True
levi jeans,0,1,0.0,42.0,False
levi levi jeans,0,1,0.0,54.0,False
levi s,0,206,0.0,39.922330097087375,True
levi s jeans,0,2,0.0,42.5,False
levi sa,0,1,0.0,6.0,False
levi strauss,0,5,0.0,1.0,True
levi strauss & co,0,2,0.0,1.0,False
levi strauss jeans,0,1,0.0,3.0,False
levi strauss marca,0,1,0.0,1.0,False
levi's,0,5,0.0,26.4,True
levi's norte shoppin,0,16,0.0,11.0,True
levi's norte shopping,0,84,0.0,12.261904761904763,True
levi's outlet,0,1,0.0,14.0,False
levi's shopping esta,0,90,0.0,13.988888888888889,True
levi's store,0,2,0.0,9.0,False
levi's trabalhe conosco,0,6,0.0,12.5,True
levi.com.br,0,2,0.0,58.5,False
levia sa,0,9,0.0,50.44444444444444,True
levies jeans,0,1,0.0,47.0,False
levis,0,145,0.0,14.83448275862069,True
levis balneario camboriu,0,2,0.0,1.0,False
levis center norte,0,1,0.0,48.0,False
levis franquia,0,4,0.0,5.25,True
levis garden,0,1,0.0,2.0,False
levis garten,0,18,0.0,10.055555555555555,True
levis garten shopping,0,79,0.0,9.481012658227849,True
levis jeans,0,5,0.0,46.8,True
levis juniors,0,1,0.0,3.0,False
levis logo,0,1,0.0,1.0,False
levis logotipo,0,1,0.0,1.0,False
levis norte shopping,0,739,0.0,12.649526387009471,True
levis norteshopping,0,8,0.0,11.25,True
levis original,0,1,0.0,54.0,False
levis outlet,0,1,0.0,15.0,False
levis shopping center norte,0,2,0.0,9.0,False
levis significado,0,1,0.0,1.0,False
levis trabalhe conosco,0,19,0.0,20.263157894736842,True
levis wrangler jeans,0,1,0.0,1.0,False
levi’s,0,1,0.0,10.0,False
levlis,0,1,0.0,10.0,False
levos,0,2,0.0,10.0,False
lewvis,0,1,0.0,11.0,False
lez,0,1,0.0,3.0,False
lez a lex,0,1,0.0,4.0,False
lez a lez,0,26,0.0,29.346153846153847,True
lez a lez balneario,0,65,0.0,9.138461538461538,True
lez a lez balneario shopping,0,17,0.0,8.529411764705882,True
lez a lez balneário camboriú,0,2,0.0,39.5,False
lez a lez blusa,0,1,0.0,4.0,False
lez a lez continente shopping,0,24,0.0,10.0,True
lez a lez curitiba,0,1,0.0,7.0,False
lez a lez fabrica,0,61,0.0,6.229508196721311,True
lez a lez franquia,0,18,0.0,9.777777777777779,True
lez a lez gramado,0,1,0.0,3.0,False
lez a lez iguatemi,0,1,0.0,5.0,False
lez a lez logo,0,1,0.0,49.0,False
lez a lez loja fisica,0,5,0.0,9.8,True
lez a lez loja online,0,12,0.0,8.5,True
lez a lez lojas,0,1997,0.0,12.381071607411117,True
lez a lez oficial,0,1,0.0,3.0,False
lez a lez oscar freire,0,1,0.0,4.0,False
lez a lez outlet,0,2,0.0,70.0,False
lez a lez salvador,0,1,0.0,5.0,False
lez a lez shopping,0,10,0.0,10.0,True
lez a lez significado,0,392,0.0,10.770408163265307,True
lez a lez tradução,0,2,0.0,1.0,False
lez a lez uberaba,0,2,0.0,2.5,False
lez les,0,1,0.0,10.0,False
lez significado,0,10,0.0,12.8,True
leza lez,0,1,0.0,57.0,False
lezalez loja,0,4,0.0,23.5,True
lezalez lojas,0,156,0.0,8.391025641025642,True
libreria alameda,0,1,0.0,83.0,False
lide,0,2,0.0,50.5,False
lide conceito,0,2,0.0,71.0,False
lide evento,0,1,0.0,59.0,False
lide mulher,0,5,0.0,7.4,True
lide noticia,0,1,0.0,56.0,False
lide o que significa,0,1,0.0,97.0,False
lide português,0,3,0.0,79.33333333333333,True
lide santa catarina,0,23,0.0,16.26086956521739,True
lide sc,0,11,0.0,19.545454545454547,True
lide store,0,9,0.0,8.777777777777779,True
lide talks,0,5,0.0,32.2,True
liebe endereço,0,1,0.0,3.0,False
lifestyle loja,0,35,0.0,14.771428571428572,True
lija centauro,0,76,0.0,6.565789473684211,True
lija de taco,0,2,0.0,8.5,False
lija taco,0,1,0.0,7.0,False
lija vans,0,65,0.0,8.907692307692308,True
lijas centauro,0,10,0.0,5.3,True
lil ica,0,6,0.0,55.0,True
lilica,0,315,0.0,14.152380952380952,True
lilica & tigor,0,90,0.0,13.044444444444444,True
lilica & tigor centro,0,2,0.0,13.0,False
lilica & tigor fotos,0,5,0.0,5.8,True
lilica e,0,4,0.0,6.5,True
lilica e tigor,0,800,0.0,19.985,True
lilica e tigor fotos,0,1,0.0,1.0,False
lilica e tigor franquia,0,25,0.0,10.28,True
lilica e tigor lojas,0,163,0.0,13.662576687116564,True
lilica e tigor midway,0,1,0.0,9.0,False
lilica e tigor site,0,49,0.0,13.653061224489797,True
lilica leaks,0,1,0.0,2.0,False
lilica loja,0,136,0.0,10.610294117647058,True
lilica modas,0,1,0.0,7.0,False
lilica pililica,0,1,0.0,9.0,False
lilica privacy,0,18,0.0,10.833333333333334,True
lilica repilica,0,10,0.0,6.6,True
lilica replica,0,2,0.0,4.0,False
lilica rioilica,0,1,0.0,5.0,False
lilica ripilica,0,186,0.0,6.67741935483871,True
lilica ripilica anos 2000,0,1,0.0,3.0,False
lilica ripilica baby,0,2,0.0,7.0,False
lilica ripilica clube,0,2,0.0,36.5,False
lilica ripilica e tigor,0,113,0.0,24.97345132743363,True
lilica ripilica logo,0,1,0.0,64.0,False
lilica ripilica loja virtual,0,1,0.0,48.0,False
lilica ripilica lojas,0,122,0.0,10.311475409836065,True
lilica ripilica natal,0,2,0.0,6.0,False
lilica ripilica o que é,0,2,0.0,28.5,False
lilica ripilica outlet,0,56,0.0,22.375,True
lilica ripilica para adultos,0,1,0.0,7.0,False
lilica ripilica roupas,0,1,0.0,60.0,False
lilica ripilica site oficial,0,5,0.0,44.2,True
lilica ripilica tigor,0,20,0.0,22.75,True
lilica roupa infantil,0,2,0.0,39.5,False
lilica tigor,0,632,0.0,10.414556962025317,True
lilica zona norte,0,83,0.0,8.192771084337348,True
lilica&tigor,0,3,0.0,7.666666666666667,True
lilica&tigor (@lilicaetigor),0,9,0.0,2.0,True
lilica.ripilica,0,1,0.0,5.0,False
lilicaetigor,0,2,0.0,3.5,False
lilicaripilica,0,2,0.0,19.0,False
liligre,0,2,0.0,1.0,False
lilika zona norte,0,1,0.0,62.0,False
lincon almeida,0,1,0.0,3.0,False
lindt - shopping balneário camboriú fotos,0,3,0.0,10.0,True
lindt - shopping vitória fotos,0,1,0.0,27.0,False
lindt balneario camboriu,0,85,0.0,11.623529411764705,True
lindt bc,0,21,0.0,11.476190476190476,True
lindt brazil,0,2,0.0,65.5,False
lindt catarina,0,166,0.0,9.614457831325302,True
lindt catarina outlet,0,43,0.0,10.255813953488373,True
lindt chocolate shopping,0,4,0.0,10.0,True
lindt cidade,0,1,0.0,1.0,False
lindt continente,0,1,0.0,20.0,False
lindt de,0,3,0.0,22.333333333333332,True
lindt dia dos pais,0,1,0.0,88.0,False
lindt garten,0,3,0.0,6.666666666666667,True
lindt garten shopping,0,3,0.0,12.333333333333334,True
lindt grand plaza,0,1,0.0,9.0,False
lindt in,0,1,0.0,87.0,False
lindt joinville,0,9,0.0,10.444444444444445,True
lindt lojas,0,1,0.0,4.0,False
lindt lojas shopping,0,2,0.0,6.0,False
lindt mais próximo de mim,0,1,0.0,9.0,False
lindt natal shopping,0,1,0.0,35.0,False
lindt neumarkt,0,3,0.0,10.0,True
lindt newmarket,0,3,0.0,10.333333333333334,True
lindt norte shopping,0,30,0.0,44.766666666666666,True
lindt outlet catarina,0,52,0.0,11.057692307692308,True
lindt perto de mim,0,6,0.0,3.3333333333333335,True
lindt plaza,0,5,0.0,84.8,True
lindt proximo a mim,0,1,0.0,1.0,False
lindt sc,0,4,0.0,9.5,True
lindt shopping,0,5,0.0,10.8,True
lindt shopping boulevard,0,1,0.0,12.0,False
lindt since,0,1,0.0,18.0,False
lindt.de,0,9,0.0,73.33333333333333,True
line schutz,0,25,0.0,1.08,True
linha almeida,0,1,0.0,77.0,False
linha omo lavanderia,0,1,0.0,10.0,False
link fans,0,1,0.0,22.0,False
linkedin,0,1,0.0,12.0,False
links place,0,2,0.0,8.5,False
linus sandalia,0,1,0.0,3.0,False
liquidacao de natal,0,1,0.0,83.0,False
liquidação de natal,0,16,0.0,67.9375,True
lista de compras continente,0,1,0.0,71.0,False
lista de materi,0,1,0.0,2.0,False
lista de materiais,0,30,0.0,3.0,True
lista de materiais escolares,0,1,0.0,24.0,False
lista de material,0,20,0.0,2.35,True
lista de material escolar,0,8,0.0,1.0,True
lista de médicos,0,1,0.0,4.0,False
lista de presente preçolandia,0,2,0.0,45.0,False
lista de presentes preçolandia,0,11,0.0,39.18181818181818,True
lista de shopping,0,3,0.0,3.0,True
lista de shoppings em são paulo,0,1,0.0,170.0,False
lista materiais,0,2,0.0,2.0,False
lista material,0,2,0.0,2.5,False
listar todos,0,1,0.0,16.0,False
litoral plaza shopping trabalhe conosco,0,1,0.0,68.0,False
litoral restaurante e churrascaria,0,1,0.0,3.0,False
litoral shopping balneario camboriu,0,6,0.0,9.833333333333334,True
litoral shopping balneário camboriú,0,106,0.0,10.132075471698114,True
litoral shopping camboriu,0,20,0.0,10.3,True
litoral shopping camboriú,0,94,0.0,9.787234042553191,True
liungerie,0,2,0.0,33.0,False
live balneario shopping,0,21,0.0,12.0,True
live continente shopping,0,3,0.0,30.666666666666668,True
live home,0,1,0.0,39.0,False
live me dicas,0,2,0.0,59.5,False
live shopping balneario,0,1,0.0,11.0,False
livraria balneario camboriu,0,2,0.0,31.0,False
livraria balneario shopping,0,19,0.0,9.842105263157896,True
livraria balneário shopping,0,85,0.0,10.423529411764706,True
livraria blumenau shopping neumarkt,0,1,0.0,23.0,False
livraria catarinense balneário camboriú,0,6,0.0,30.333333333333332,True
livraria catarinense balneário shopping,0,6,0.0,12.0,True
livraria catarinense florianopolis,0,2,0.0,72.5,False
livraria catarinense shopping continente,0,2,0.0,36.0,False
livraria em balneário camboriú shopping,0,10,0.0,12.0,True
livraria kalunga,0,1,0.0,9.0,False
livraria nações shopping,0,1,0.0,7.0,False
livraria no shopping balneario camboriu,0,7,0.0,11.714285714285714,True
livraria no shopping center norte,0,3,0.0,62.666666666666664,True
livraria norte shopping blumenau,0,1,0.0,3.0,False
livraria passeio das aguas,0,1,0.0,61.0,False
livraria shopping balneario,0,16,0.0,15.5625,True
livraria shopping balneário camboriú,0,52,0.0,10.98076923076923,True
livraria shopping continente,0,1,0.0,56.0,False
livraria shopping mueller,0,1,0.0,80.0,False
livraria shopping neumarkt,0,2,0.0,17.5,False
livrarias catarinense trabalhe conosco,0,1,0.0,35.0,False
livrarias curitiba shopping estacao,0,2,0.0,89.5,False
livrarias em balneário camboriú,0,2,0.0,36.5,False
livrarias perto de mim,0,1,0.0,1.0,False
livro que virou serie,0,2,0.0,91.5,False
livros de almeida júnior,0,1,0.0,49.0,False
livros de séries,0,108,0.0,88.78703703703704,True
livros inesquecíveis,0,41,0.0,15.073170731707316,True
livros para quem gostou de o conto da aia,0,4,0.0,67.75,True
livros que viraram serie,0,2,0.0,66.0,False
livros que viraram series,0,31,0.0,94.2258064516129,True
livros que viraram séries,0,1,0.0,71.0,False
livros que viraram séries na apple tv,0,51,0.0,53.372549019607845,True
livros series,0,1,0.0,44.0,False
lixeira de praça de alimentação shopping,0,1,0.0,88.0,False
lmeida,0,16,0.0,27.3125,True
lo boutique,0,4,0.0,10.5,True
loafer schutz,0,1,0.0,4.0,False
locais para fazer passaporte,0,1,0.0,12.0,False
local guide program,0,65,0.0,1.0,True
locales en shopping,0,1,0.0,9.0,False
localização do norte shopping,0,2,0.0,1.0,False
localização nações shopping criciúma,0,17,0.0,8.823529411764707,True
locação de banheiro quimico,0,2,0.0,1.0,False
loft balneário shopping,0,7,0.0,12.0,True
lofty style cardoso de almeida,0,5,0.0,14.0,True
logicamente bc,0,2,0.0,9.5,False
logo almeida,0,136,0.0,7.919117647058823,True
logo balneario camboriu,0,1,0.0,60.0,False
logo biscoite,0,15,0.0,1.0,True
logo biscoitê,0,8,0.0,1.0,True
logo boali,0,8,0.0,1.0,True
logo continente,0,1,0.0,39.0,False
logo continente portugal,0,2,0.0,11.0,False
logo dress to,0,1,0.0,1.0,False
logo garten,0,11,0.0,7.7272727272727275,True
logo junior,0,3,0.0,36.0,True
logo lilica e tigor,0,2,0.0,48.0,False
logo norte shopping,0,4,0.0,4.25,True
logo oticas diniz,0,1,0.0,1.0,False
logo sipat,0,1,0.0,18.0,False
logo sipat 2025,0,19,0.0,1.0,True
logo spog,0,1,0.0,8.0,False
logo óticas diniz,0,2,0.0,41.0,False
logotipo levis,0,1,0.0,1.0,False
loj,0,1,0.0,13.0,False
loja,0,30,0.0,6.866666666666666,True
loja adcos,0,1,0.0,45.0,False
loja adidas blumenau,0,1,0.0,4.0,False
loja almeida,0,51,0.0,27.84313725490196,True
loja altenburg,0,1,0.0,33.0,False
loja altenburg balneário camboriú,0,33,0.0,9.878787878787879,True
loja americanas balneário camboriú,0,1,0.0,5.0,False
loja americanas material escolar,0,1,0.0,57.0,False
loja anacapri florianopolis,0,1,0.0,10.0,False
loja ao lado do shopping neumarkt,0,20,0.0,11.2,True
loja apple continente shopping,0,2,0.0,12.5,False
loja aptk,0,1,0.0,8.0,False
loja aramis,0,1,0.0,53.0,False
loja aramis shopping,0,6,0.0,32.5,True
loja arezzo perto de mim,0,1,0.0,2.0,False
loja artefacto,0,166,0.0,17.102409638554217,True
loja artefatos,0,7,0.0,16.42857142857143,True
loja artex,0,11,0.0,7.090909090909091,True
loja artex shopping,0,1,0.0,6.0,False
loja artwalk,0,112,0.0,15.625,True
loja australiana,0,2,0.0,79.0,False
loja australiana cotton,0,2,0.0,13.5,False
loja authentic feet,0,54,0.0,13.925925925925926,True
loja avans,0,1,0.0,6.0,False
loja avantim,0,1,0.0,7.0,False
loja avatim vila leopoldina,0,1,0.0,44.0,False
loja bacio,0,2,0.0,11.0,False
loja bacio de latte,0,2,0.0,6.5,False
loja bacio di latte,0,3,0.0,24.666666666666668,True
loja bagaggio balneario camboriu,0,6,0.0,10.166666666666666,True
loja balneario,0,4,0.0,19.25,True
loja balneario camboriu,0,54,0.0,11.537037037037036,True
loja balneario shopping,0,51,0.0,8.431372549019608,True
loja balneário camboriú,0,9,0.0,47.55555555555556,True
loja balneário camboriú - sc,0,6,0.0,10.0,True
loja bauducco fotos,0,1,0.0,26.0,False
loja bb basico,0,56,0.0,7.821428571428571,True
loja bebe basico,0,25,0.0,15.16,True
loja bibi,0,4,0.0,18.0,True
loja bibi analia franco,0,8,0.0,7.875,True
loja bibi balneario camboriu,0,26,0.0,12.26923076923077,True
loja bibi blumenau,0,9,0.0,9.777777777777779,True
loja bibi center norte,0,11,0.0,13.181818181818182,True
loja bibi gramado,0,3,0.0,20.333333333333332,True
loja bibi norte shopping,0,15,0.0,10.866666666666667,True
