campanha,campanha_id,objetivo,data,impressoes,alcance,frequencia,cliques,ctr,cpc,cpm,custo,link_click,valor_link_click,custo_link_click,landing_page_view,valor_landing_page_view,custo_landing_page_view,lead,valor_lead,custo_lead,purchase,valor_purchase,custo_purchase,add_to_cart,valor_add_to_cart,custo_add_to_cart,initiate_checkout,valor_initiate_checkout,custo_initiate_checkout,complete_registration,valor_complete_registration,custo_complete_registration,post_engagement,valor_post_engagement,custo_post_engagement,post_reaction,valor_post_reaction,custo_post_reaction,page_engagement,valor_page_engagement,custo_page_engagement,offsite_conversion.fb_pixel_purchase,valor_offsite_conversion.fb_pixel_purchase,custo_offsite_conversion.fb_pixel_purchase,offsite_conversion.fb_pixel_lead,valor_offsite_conversion.fb_pixel_lead,custo_offsite_conversion.fb_pixel_lead,offsite_conversion.fb_pixel_view_content,valor_offsite_conversion.fb_pixel_view_content,custo_offsite_conversion.fb_pixel_view_content,video_p25,video_p50,video_p75,video_p100,quality_ranking,engagement_rate_ranking,conversion_rate_ranking,outbound_clicks,shopping
[ALC] Musical K-Pop,120240776590700087,OUTCOME_AWARENESS,2026-03-10,17612,16422,1.072464,33,0.187372,0.614545,1.151488,20.28,23.0,0,0.881739,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,30.0,0,0.676,3.0,0,0,30.0,0,0.676,0,0,0,0.0,0,0,0.0,0,0,,,,,UNKNOWN,UNKNOWN,UNKNOWN,23.0,CS
ALC - Narbona novos conteúdos,120240054308210087,OUTCOME_AWARENESS,2026-03-11,17373,16982,1.023024,26,0.149658,0.77,1.152363,20.02,15.0,0,1.334667,6.0,0,3.336667,0.0,0,0.0,0,0,0,0,0,0,1.0,0,20.02,0,0,0,498.0,0,0.040201,2.0,0,0,498.0,0,0.040201,0,0,0,0.0,0,0,5.0,0,0,80.0,17.0,10.0,4.0,UNKNOWN,UNKNOWN,UNKNOWN,15.0,CS
[ALC] Musical K-Pop,120240776590700087,OUTCOME_AWARENESS,2026-03-11,32560,32560,1.0,51,0.156634,0.773137,1.210995,39.43,27.0,0,1.46037,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,41.0,0,0.961707,8.0,0,0,41.0,0,0.961707,0,0,0,0.0,0,0,0.0,0,0,,,,,UNKNOWN,UNKNOWN,UNKNOWN,27.0,CS
ALC - Narbona novos conteúdos,120240054308210087,OUTCOME_AWARENESS,2026-03-12,16803,16612,1.011498,38,0.22615,0.553158,1.250967,21.02,16.0,0,1.31375,6.0,0,3.503333,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,767.0,0,0.027405,4.0,0,0,767.0,0,0.027405,0,0,0,0.0,0,0,9.0,0,0,131.0,37.0,21.0,13.0,UNKNOWN,UNKNOWN,UNKNOWN,15.0,CS
[ALC] Musical K-Pop,120240776590700087,OUTCOME_AWARENESS,2026-03-12,31466,31456,1.000318,69,0.219284,0.561014,1.230217,38.71,47.0,0,0.823617,1.0,0,38.71,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,54.0,0,0.716852,0.0,0,0,54.0,0,0.716852,0,0,0,0.0,0,0,0.0,0,0,,,,,UNKNOWN,UNKNOWN,UNKNOWN,47.0,CS
ALC - VOLTA AS AULAS,120240233245310402,OUTCOME_AWARENESS,2026-02-11,28256,27362,1.032673,17,0.060164,1.796471,1.080832,30.54,11.0,0,2.776364,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,543.0,0,0.056243,2.0,0,0,543.0,0,0.056243,0,0,0,0.0,0,0,0.0,0,0,115.0,17.0,7.0,5.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,BS
ALC - SUMMER,120240233387880402,OUTCOME_AWARENESS,2026-02-11,35925,35563,1.010179,12,0.033403,3.738333,1.248713,44.86,1.0,0,44.86,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,207.0,0,0.216715,4.0,0,0,207.0,0,0.216715,0,0,0,0.0,0,0,0.0,0,0,1230.0,276.0,143.0,95.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,BS
ALC - Semana do Cinema - BS JAN 25,120241101673890402,OUTCOME_AWARENESS,2026-02-11,24934,24371,1.023101,29,0.116307,1.063793,1.237266,30.85,19.0,0,1.623684,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,22.0,0,1.402273,3.0,0,0,22.0,0,1.402273,0,0,0,0.0,0,0,0.0,0,0,,,,,UNKNOWN,UNKNOWN,UNKNOWN,6.0,BS
ALC - Inauguração - Shantal,120241101729600402,OUTCOME_AWARENESS,2026-02-11,22730,19674,1.155332,30,0.131984,0.972667,1.283766,29.18,15.0,0,1.945333,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,48.0,0,0.607917,3.0,0,0,48.0,0,0.607917,0,0,0,0.0,0,0,0.0,0,0,14.0,4.0,2.0,2.0,UNKNOWN,UNKNOWN,UNKNOWN,3.0,BS
ALC - Carnaval Kids,120241264649820402,OUTCOME_AWARENESS,2026-02-11,64153,61971,1.03521,52,0.081056,1.628654,1.320125,84.69,33.0,0,2.566364,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,38.0,0,2.228684,5.0,0,0,38.0,0,2.228684,0,0,0,0.0,0,0,0.0,0,0,,,,,UNKNOWN,UNKNOWN,UNKNOWN,12.0,BS
ALC - VOLTA AS AULAS,120240233245310402,OUTCOME_AWARENESS,2026-02-12,4965,4965,1.0,1,0.020141,5.44,1.09567,5.44,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,0,5.44,0.0,0,0,1.0,0,5.44,0,0,0,0.0,0,0,0.0,0,0,,,,,UNKNOWN,UNKNOWN,UNKNOWN,0.0,BS
ALC - SUMMER,120240233387880402,OUTCOME_AWARENESS,2026-02-12,36792,36702,1.002452,29,0.078821,1.592069,1.254892,46.17,6.0,0,7.695,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,229.0,0,0.201616,6.0,0,0,229.0,0,0.201616,0,0,0,0.0,0,0,0.0,0,0,1519.0,311.0,155.0,105.0,UNKNOWN,UNKNOWN,UNKNOWN,1.0,BS
ALC - Inauguração - Shantal,120241101729600402,OUTCOME_AWARENESS,2026-02-12,22658,19623,1.154665,15,0.066202,1.95,1.290935,29.25,7.0,0,4.178571,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,31.0,0,0.943548,4.0,0,0,31.0,0,0.943548,0,0,0,0.0,0,0,0.0,0,0,14.0,8.0,1.0,1.0,UNKNOWN,UNKNOWN,UNKNOWN,2.0,BS
ALC - Carnaval Kids,120241264649820402,OUTCOME_AWARENESS,2026-02-12,159921,154685,1.033849,218,0.136317,1.059908,1.444838,231.06,169.0,0,1.367219,70.0,0,3.300857,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,181.0,0,1.276575,12.0,0,0,181.0,0,1.276575,0,0,0,0.0,0,0,0.0,0,0,,,,,UNKNOWN,UNKNOWN,UNKNOWN,163.0,BS
TRAF - Carnaval,120241501677080402,LINK_CLICKS,2026-02-12,30130,23615,1.275884,647,2.147361,0.206074,4.425158,133.33,525.0,0,0.253962,309.0,0,0.431489,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,551.0,0,0.241978,23.0,0,0,553.0,0,0.241103,0,0,0,0.0,0,0,0.0,0,0,,,,,UNKNOWN,UNKNOWN,UNKNOWN,525.0,BS
ALC - SUMMER,120240233387880402,OUTCOME_AWARENESS,2026-02-13,36875,35185,1.048032,16,0.04339,2.86,1.240949,45.76,3.0,0,15.253333,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,559.0,0,0.08186,3.0,0,0,559.0,0,0.08186,0,0,0,0.0,0,0,0.0,0,0,2854.0,747.0,384.0,275.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,BS
ALC - Inauguração - Shantal,120241101729600402,OUTCOME_AWARENESS,2026-02-13,23782,22532,1.055477,28,0.117736,1.065,1.25389,29.82,14.0,0,2.13,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,58.0,0,0.514138,9.0,0,0,58.0,0,0.514138,0,0,0,0.0,0,0,0.0,0,0,21.0,9.0,7.0,5.0,UNKNOWN,UNKNOWN,UNKNOWN,5.0,BS
ALC - Carnaval Kids,120241264649820402,OUTCOME_AWARENESS,2026-02-13,195651,188359,1.038713,277,0.141579,0.968736,1.371524,268.34,222.0,0,1.208739,89.0,0,3.015056,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,241.0,0,1.113444,16.0,0,0,241.0,0,1.113444,0,0,0,0.0,0,0,0.0,0,0,,,,,UNKNOWN,UNKNOWN,UNKNOWN,222.0,BS
TRAF - Carnaval,120241501677080402,LINK_CLICKS,2026-02-13,44305,30145,1.46973,938,2.117143,0.206898,4.380318,194.07,823.0,0,0.235808,474.0,0,0.40943,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,843.0,0,0.230214,17.0,0,0,844.0,0,0.229941,0,0,0,0.0,0,0,0.0,0,0,,,,,UNKNOWN,UNKNOWN,UNKNOWN,823.0,BS
ALC - SUMMER,120240233387880402,OUTCOME_AWARENESS,2026-02-14,43372,43281,1.002103,17,0.039196,2.972353,1.165037,50.53,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,837.0,0,0.06037,7.0,0,0,837.0,0,0.06037,0,0,0,0.0,0,0,0.0,0,0,3315.0,1065.0,631.0,448.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,BS
ALC - Inauguração - Shantal,120241101729600402,OUTCOME_AWARENESS,2026-02-14,24813,22238,1.115793,20,0.080603,1.501,1.20985,30.02,9.0,0,3.335556,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,38.0,0,0.79,5.0,0,0,38.0,0,0.79,0,0,0,0.0,0,0,0.0,0,0,15.0,3.0,1.0,1.0,UNKNOWN,UNKNOWN,UNKNOWN,1.0,BS
ALC - Carnaval Kids,120241264649820402,OUTCOME_AWARENESS,2026-02-14,217865,205027,1.062616,308,0.141372,0.916656,1.295894,282.33,247.0,0,1.143036,116.0,0,2.433879,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,258.0,0,1.094302,10.0,0,0,258.0,0,1.094302,0,0,0,0.0,0,0,0.0,0,0,,,,,UNKNOWN,UNKNOWN,UNKNOWN,247.0,BS
TRAF - Carnaval,120241501677080402,LINK_CLICKS,2026-02-14,57718,39220,1.471647,551,0.954642,0.34029,3.248553,187.5,488.0,0,0.384221,190.0,0,0.986842,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,513.0,0,0.365497,24.0,0,0,513.0,0,0.365497,0,0,0,0.0,0,0,0.0,0,0,,,,,UNKNOWN,UNKNOWN,UNKNOWN,212.0,BS
ALC - SUMMER,120240233387880402,OUTCOME_AWARENESS,2026-02-15,47468,46331,1.024541,23,0.048454,2.244348,1.087469,51.62,3.0,0,17.206667,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,326.0,0,0.158344,6.0,0,0,326.0,0,0.158344,0,0,0,0.0,0,0,0.0,0,0,975.0,384.0,251.0,190.0,UNKNOWN,UNKNOWN,UNKNOWN,1.0,BS
ALC - Inauguração - Shantal,120241101729600402,OUTCOME_AWARENESS,2026-02-15,30719,28001,1.097068,29,0.094404,1.196207,1.129269,34.69,8.0,0,4.33625,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,82.0,0,0.423049,5.0,0,0,82.0,0,0.423049,0,0,0,0.0,0,0,0.0,0,0,54.0,18.0,10.0,6.0,UNKNOWN,UNKNOWN,UNKNOWN,1.0,BS
ALC - Carnaval Kids,120241264649820402,OUTCOME_AWARENESS,2026-02-15,228522,220939,1.034322,300,0.131278,0.928267,1.218614,278.48,234.0,0,1.190085,116.0,0,2.40069,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,259.0,0,1.075212,25.0,0,0,259.0,0,1.075212,0,0,0,0.0,0,0,0.0,0,0,,,,,UNKNOWN,UNKNOWN,UNKNOWN,234.0,BS
TRAF - Carnaval,120241501677080402,LINK_CLICKS,2026-02-15,66728,44241,1.508284,719,1.077509,0.305605,3.292921,219.73,625.0,0,0.351568,230.0,0,0.955348,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,663.0,0,0.331418,32.0,0,0,663.0,0,0.331418,0,0,0,0.0,0,0,0.0,0,0,,,,,UNKNOWN,UNKNOWN,UNKNOWN,260.0,BS
ALC - SUMMER,120240233387880402,OUTCOME_AWARENESS,2026-02-16,46244,46209,1.000757,20,0.043249,2.3725,1.026079,47.45,3.0,0,15.816667,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,165.0,0,0.287576,8.0,0,0,165.0,0,0.287576,0,0,0,0.0,0,0,0.0,0,0,1189.0,219.0,106.0,81.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,BS
ALC - Inauguração - Shantal,120241101729600402,OUTCOME_AWARENESS,2026-02-16,28534,25459,1.120782,31,0.108642,0.975161,1.059438,30.23,15.0,0,2.015333,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,36.0,0,0.839722,6.0,0,0,36.0,0,0.839722,0,0,0,0.0,0,0,0.0,0,0,10.0,7.0,1.0,,UNKNOWN,UNKNOWN,UNKNOWN,0.0,BS
ALC - Carnaval Kids,120241264649820402,OUTCOME_AWARENESS,2026-02-16,232242,226304,1.026239,277,0.119272,0.981264,1.170374,271.81,217.0,0,1.252581,103.0,0,2.638932,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,230.0,0,1.181783,11.0,0,0,230.0,0,1.181783,0,0,0,0.0,0,0,0.0,0,0,,,,,UNKNOWN,UNKNOWN,UNKNOWN,215.0,BS
TRAF - Carnaval,120241501677080402,LINK_CLICKS,2026-02-16,69025,47995,1.438171,772,1.118435,0.268536,3.003405,207.31,693.0,0,0.299149,258.0,0,0.803527,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,723.0,0,0.286736,22.0,0,0,723.0,0,0.286736,0,0,0,0.0,0,0,0.0,0,0,,,,,UNKNOWN,UNKNOWN,UNKNOWN,292.0,BS
ALC - SUMMER,120240233387880402,OUTCOME_AWARENESS,2026-02-17,47657,46411,1.026847,21,0.044065,2.197619,0.968378,46.15,1.0,0,46.15,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,687.0,0,0.067176,3.0,0,0,687.0,0,0.067176,0,0,0,0.0,0,0,0.0,0,0,4200.0,914.0,507.0,351.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,BS
ALC - Inauguração - Shantal,120241101729600402,OUTCOME_AWARENESS,2026-02-17,29344,25931,1.131619,32,0.109051,0.916563,0.999523,29.33,7.0,0,4.19,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,286.0,0,0.102552,9.0,0,0,286.0,0,0.102552,0,0,0,0.0,0,0,0.0,0,0,155.0,68.0,24.0,18.0,UNKNOWN,UNKNOWN,UNKNOWN,4.0,BS
ALC - Carnaval Kids,120241264649820402,OUTCOME_AWARENESS,2026-02-17,146826,140669,1.043769,168,0.114421,1.012738,1.158787,170.14,131.0,0,1.298779,75.0,0,2.268533,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,146.0,0,1.165342,14.0,0,0,146.0,0,1.165342,0,0,0,0.0,0,0,0.0,0,0,,,,,UNKNOWN,UNKNOWN,UNKNOWN,130.0,BS
TRAF - Carnaval,120241501677080402,LINK_CLICKS,2026-02-17,20218,18584,1.087925,212,1.048571,0.273868,2.871698,58.06,187.0,0,0.310481,56.0,0,1.036786,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,188.0,0,0.30883,1.0,0,0,188.0,0,0.30883,0,0,0,0.0,0,0,0.0,0,0,,,,,UNKNOWN,UNKNOWN,UNKNOWN,93.0,BS
ALC - SUMMER,120240233387880402,OUTCOME_AWARENESS,2026-02-18,45022,45022,1.0,13,0.028875,3.376923,0.975079,43.9,2.0,0,21.95,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,402.0,0,0.109204,4.0,0,0,402.0,0,0.109204,0,0,0,0.0,0,0,0.0,0,0,3103.0,517.0,283.0,198.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,BS
ALC - Inauguração - Shantal,120241101729600402,OUTCOME_AWARENESS,2026-02-18,27388,24136,1.134736,29,0.105886,0.944483,1.000073,27.39,10.0,0,2.739,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,130.0,0,0.210692,5.0,0,0,130.0,0,0.210692,0,0,0,0.0,0,0,0.0,0,0,51.0,23.0,12.0,11.0,UNKNOWN,UNKNOWN,UNKNOWN,5.0,BS
ALC - SUMMER,120240233387880402,OUTCOME_AWARENESS,2026-02-19,41152,40716,1.010708,15,0.03645,2.892667,1.054384,43.39,2.0,0,21.695,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,331.0,0,0.131088,7.0,0,0,331.0,0,0.131088,0,0,0,0.0,0,0,0.0,0,0,2619.0,453.0,233.0,164.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,BS
ALC - Inauguração - Shantal,120241101729600402,OUTCOME_AWARENESS,2026-02-19,3117,2925,1.065641,4,0.128329,0.83,1.065127,3.32,1.0,0,3.32,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,6.0,0,0.553333,1.0,0,0,6.0,0,0.553333,0,0,0,0.0,0,0,0.0,0,0,4.0,,,,UNKNOWN,UNKNOWN,UNKNOWN,1.0,BS
ALC - SUMMER,120240233387880402,OUTCOME_AWARENESS,2026-02-20,40508,40042,1.011638,20,0.049373,2.2305,1.101264,44.61,4.0,0,11.1525,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,600.0,0,0.07435,5.0,0,0,600.0,0,0.07435,0,0,0,0.0,0,0,0.0,0,0,3707.0,782.0,419.0,279.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,BS
ALC - SUMMER,120240233387880402,OUTCOME_AWARENESS,2026-02-21,46310,45281,1.022725,20,0.043187,2.484,1.07277,49.68,2.0,0,24.84,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,586.0,0,0.084778,13.0,0,0,586.0,0,0.084778,0,0,0,0.0,0,0,0.0,0,0,3419.0,777.0,419.0,278.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,BS
ALC - SUMMER,120240233387880402,OUTCOME_AWARENESS,2026-02-22,50161,50161,1.0,26,0.051833,1.955769,1.013736,50.85,4.0,0,12.7125,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,674.0,0,0.075445,11.0,0,0,674.0,0,0.075445,0,0,0,0.0,0,0,0.0,0,0,4181.0,892.0,468.0,320.0,UNKNOWN,UNKNOWN,UNKNOWN,1.0,BS
ALC - SUMMER,120240233387880402,OUTCOME_AWARENESS,2026-02-23,26362,25239,1.044495,15,0.0569,1.794,1.020788,26.91,2.0,0,13.455,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,367.0,0,0.073324,4.0,0,0,367.0,0,0.073324,0,0,0,0.0,0,0,0.0,0,0,1718.0,466.0,266.0,183.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,BS
ALC - Ghibli Fest,120242067064510402,OUTCOME_AWARENESS,2026-02-23,7611,7585,1.003428,4,0.052556,1.9725,1.036657,7.89,4.0,0,1.9725,2.0,0,3.945,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,11.0,0,0.717273,3.0,0,0,11.0,0,0.717273,0,0,0,0.0,0,0,0.0,0,0,,,,,UNKNOWN,UNKNOWN,UNKNOWN,4.0,BS
ALC - Moda Masculina - AON,120242067335900402,OUTCOME_AWARENESS,2026-02-23,7484,7484,1.0,9,0.120257,1.001111,1.203902,9.01,7.0,0,1.287143,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,354.0,0,0.025452,3.0,0,0,354.0,0,0.025452,0,0,0,0.0,0,0,0.0,0,0,42.0,10.0,7.0,3.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,BS
ALC - Lojas Corredor Zara,120242067408940402,OUTCOME_AWARENESS,2026-02-23,9113,8567,1.063733,13,0.142653,0.731538,1.043564,9.51,7.0,0,1.358571,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,548.0,0,0.017354,1.0,0,0,548.0,0,0.017354,0,0,0,0.0,0,0,0.0,0,0,117.0,57.0,26.0,12.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,BS
ALC - Ghibli Fest,120242067064510402,OUTCOME_AWARENESS,2026-02-24,21948,21948,1.0,33,0.150355,0.739091,1.111263,24.39,31.0,0,0.786774,9.0,0,2.71,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,38.0,0,0.641842,4.0,0,0,38.0,0,0.641842,0,0,0,0.0,0,0,0.0,0,0,,,,,UNKNOWN,UNKNOWN,UNKNOWN,31.0,BS
ALC - Moda Feminina | Verão - AON,120242067169520402,OUTCOME_AWARENESS,2026-02-24,25002,24486,1.021073,19,0.075994,1.442105,1.095912,27.4,18.0,0,1.522222,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,19.0,0,1.442105,1.0,0,0,19.0,0,1.442105,0,0,0,0.0,0,0,0.0,0,0,,,,,UNKNOWN,UNKNOWN,UNKNOWN,0.0,BS
ALC - Moda Masculina - AON,120242067335900402,OUTCOME_AWARENESS,2026-02-24,20729,20729,1.0,15,0.072362,1.659333,1.200733,24.89,12.0,0,2.074167,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,691.0,0,0.03602,0.0,0,0,691.0,0,0.03602,0,0,0,0.0,0,0,0.0,0,0,139.0,33.0,7.0,4.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,BS
ALC - Lojas Corredor Zara,120242067408940402,OUTCOME_AWARENESS,2026-02-24,26273,22068,1.190547,30,0.114186,0.963,1.099608,28.89,23.0,0,1.256087,2.0,0,14.445,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1619.0,0,0.017844,3.0,0,0,1619.0,0,0.017844,0,0,0,0.0,0,0,0.0,0,0,319.0,143.0,60.0,32.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,BS
ALC - Ghibli Fest,120242067064510402,OUTCOME_AWARENESS,2026-02-25,19214,18974,1.012649,21,0.109295,1.094762,1.196523,22.99,16.0,0,1.436875,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,21.0,0,1.094762,4.0,0,0,21.0,0,1.094762,0,0,0,0.0,0,0,0.0,0,0,,,,,UNKNOWN,UNKNOWN,UNKNOWN,6.0,BS
ALC - Moda Feminina | Verão - AON,120242067169520402,OUTCOME_AWARENESS,2026-02-25,26749,25924,1.031824,16,0.059815,1.92875,1.153688,30.86,6.0,0,5.143333,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,11.0,0,2.805455,5.0,0,0,11.0,0,2.805455,0,0,0,0.0,0,0,0.0,0,0,,,,,UNKNOWN,UNKNOWN,UNKNOWN,0.0,BS
ALC - Moda Masculina - AON,120242067335900402,OUTCOME_AWARENESS,2026-02-25,19572,19054,1.027186,13,0.066421,1.843846,1.224709,23.97,8.0,0,2.99625,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,566.0,0,0.04235,5.0,0,0,566.0,0,0.04235,0,0,0,0.0,0,0,0.0,0,0,144.0,29.0,15.0,8.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,BS
ALC - Lojas Corredor Zara,120242067408940402,OUTCOME_AWARENESS,2026-02-25,24407,20759,1.175731,15,0.061458,1.892,1.162781,28.38,11.0,0,2.58,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1204.0,0,0.023571,5.0,0,0,1204.0,0,0.023571,0,0,0,0.0,0,0,0.0,0,0,256.0,108.0,35.0,22.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,BS
ALC - Ghibli Fest,120242067064510402,OUTCOME_AWARENESS,2026-02-26,19863,19863,1.0,25,0.125862,0.9228,1.161456,23.07,3.0,0,7.69,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,5.0,0,4.614,2.0,0,0,5.0,0,4.614,0,0,0,0.0,0,0,0.0,0,0,,,,,UNKNOWN,UNKNOWN,UNKNOWN,0.0,BS
ALC - Moda Feminina | Verão - AON,120242067169520402,OUTCOME_AWARENESS,2026-02-26,25026,24835,1.007691,18,0.071925,1.723333,1.239511,31.02,11.0,0,2.82,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,27.0,0,1.148889,4.0,0,0,27.0,0,1.148889,0,0,0,0.0,0,0,0.0,0,0,4.0,1.0,,,UNKNOWN,UNKNOWN,UNKNOWN,4.0,BS
ALC - Moda Masculina - AON,120242067335900402,OUTCOME_AWARENESS,2026-02-26,18755,18755,1.0,12,0.063983,1.959167,1.253532,23.51,8.0,0,2.93875,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,467.0,0,0.050343,1.0,0,0,467.0,0,0.050343,0,0,0,0.0,0,0,0.0,0,0,107.0,20.0,7.0,5.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,BS
ALC - Lojas Corredor Zara,120242067408940402,OUTCOME_AWARENESS,2026-02-26,23806,20523,1.159967,22,0.092414,1.316818,1.21692,28.97,19.0,0,1.524737,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1132.0,0,0.025592,2.0,0,0,1132.0,0,0.025592,0,0,0,0.0,0,0,0.0,0,0,274.0,101.0,35.0,13.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,BS
ALC - Ghibli Fest,120242067064510402,OUTCOME_AWARENESS,2026-02-27,19927,19927,1.0,20,0.100366,1.2395,1.244041,24.79,7.0,0,3.541429,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,12.0,0,2.065833,4.0,0,0,12.0,0,2.065833,0,0,0,0.0,0,0,0.0,0,0,,,,,UNKNOWN,UNKNOWN,UNKNOWN,1.0,BS
