campanha,campanha_id,objetivo,data,impressoes,alcance,frequencia,cliques,ctr,cpc,cpm,custo,link_click,valor_link_click,custo_link_click,landing_page_view,valor_landing_page_view,custo_landing_page_view,lead,valor_lead,custo_lead,purchase,valor_purchase,custo_purchase,add_to_cart,valor_add_to_cart,custo_add_to_cart,initiate_checkout,valor_initiate_checkout,custo_initiate_checkout,complete_registration,valor_complete_registration,custo_complete_registration,post_engagement,valor_post_engagement,custo_post_engagement,post_reaction,valor_post_reaction,custo_post_reaction,page_engagement,valor_page_engagement,custo_page_engagement,offsite_conversion.fb_pixel_purchase,valor_offsite_conversion.fb_pixel_purchase,custo_offsite_conversion.fb_pixel_purchase,offsite_conversion.fb_pixel_lead,valor_offsite_conversion.fb_pixel_lead,custo_offsite_conversion.fb_pixel_lead,offsite_conversion.fb_pixel_view_content,valor_offsite_conversion.fb_pixel_view_content,custo_offsite_conversion.fb_pixel_view_content,quality_ranking,engagement_rate_ranking,conversion_rate_ranking,outbound_clicks,publisher_platform,shopping,video_p25,video_p50,video_p75,video_p100
Chegada do Papai Noel,120236045000290402,LINK_CLICKS,2025-11-01,4228,3761,1.124169,111,2.625355,0.282371,7.413237,31.343167,100.0,0,0.313432,82.0,0,0.382234,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1065.0,0,0.02943,21.0,0,0,1065.0,0,0.02943,0,0,0,0.0,0,0,0.0,0,0,,,,100.0,instagram,BS,308.0,162.0,115.0,73.0
Carrossel chegada noel,120236045103480402,LINK_CLICKS,2025-11-01,426,269,1.583643,12,2.816901,0.099186,2.793984,1.190237,12.0,0,0.099186,7.0,0,0.170034,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,12.0,0,0.099186,0.0,0,0,12.0,0,0.099186,0,0,0,0.0,0,0,0.0,0,0,,,,12.0,audience_network,BS,,,,
Carrossel chegada noel,120236045103480402,LINK_CLICKS,2025-11-01,12668,11341,1.117009,266,2.099779,0.169395,3.556913,45.058974,171.0,0,0.263503,66.0,0,0.682712,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,205.0,0,0.2198,30.0,0,0,205.0,0,0.2198,0,0,0,0.0,0,0,0.0,0,0,,,,169.0,facebook,BS,,,,
Carrossel chegada noel,120236045103480402,LINK_CLICKS,2025-11-01,1207,1145,1.054148,15,1.242751,0.260719,3.240082,3.910779,11.0,0,0.355525,3.0,0,1.303593,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,16.0,0,0.244424,4.0,0,0,16.0,0,0.244424,0,0,0,0.0,0,0,0.0,0,0,,,,11.0,instagram,BS,,,,
Carrossel chegada noel,120236045103480402,LINK_CLICKS,2025-11-01,89,89,1.0,0,0.0,0.0,0.56191,0.05001,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,messenger,BS,,,,
[ALC - Chegada Noel],120236188850140402,OUTCOME_AWARENESS,2025-11-01,83893,82160,1.021093,32,0.038144,4.34125,1.655919,138.92,1.0,0,138.92,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1753.0,0,0.079247,10.0,0,0,1753.0,0,0.079247,0,0,0,0.0,0,0,0.0,0,0,,,,1.0,instagram,BS,997.0,376.0,251.0,191.0
Reels chegada noel,120236199665480402,LINK_CLICKS,2025-11-01,14,13,1.076923,0,0.0,0.0,3.571429,0.05,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,11.0,0,0.004545,0.0,0,0,11.0,0,0.004545,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,audience_network,BS,9.0,8.0,3.0,3.0
Reels chegada noel,120236199665480402,LINK_CLICKS,2025-11-01,18903,17621,1.072754,452,2.391155,0.191527,4.579696,86.57,320.0,0,0.270531,147.0,0,0.588912,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2672.0,0,0.032399,24.0,0,0,2673.0,0,0.032387,0,0,0,0.0,0,0,0.0,0,0,,,,320.0,facebook,BS,2738.0,1282.0,787.0,560.0
Reels chegada noel,120236199665480402,LINK_CLICKS,2025-11-01,30,30,1.0,0,0.0,0.0,3.666667,0.11,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,5.0,0,0.022,1.0,0,0,5.0,0,0.022,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,instagram,BS,4.0,3.0,2.0,2.0
Reels chegada noel,120236199665480402,LINK_CLICKS,2025-11-01,7,7,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,messenger,BS,,,,
ALC - NATAL 25,120236680754500402,OUTCOME_AWARENESS,2025-11-01,235531,132978,1.771203,429,0.182142,0.805702,1.467518,345.646011,275.0,0,1.256895,51.0,0,6.777373,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1530.0,0,0.225912,57.0,0,0,1530.0,0,0.225912,0,0,0,0.0,0,0,0.0,0,0,,,,275.0,facebook,BS,2918.0,847.0,420.0,240.0
ALC - NATAL 25,120236680754500402,OUTCOME_AWARENESS,2025-11-01,247681,112392,2.203724,310,0.125161,1.308335,1.637526,405.583989,255.0,0,1.590525,53.0,0,7.652528,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2210.0,0,0.183522,22.0,0,0,2210.0,0,0.183522,0,0,0,0.0,0,0,0.0,0,0,,,,255.0,instagram,BS,8715.0,2604.0,1508.0,1106.0
Aventura Canina,120237077896970402,LINK_CLICKS,2025-11-01,8707,3467,2.511393,329,3.778569,0.537587,20.313091,176.866082,353.0,0,0.501037,237.0,0,0.74627,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,615.0,0,0.287587,0.0,0,0,615.0,0,0.287587,0,0,0,0.0,0,0,0.0,0,0,,,,353.0,audience_network,BS,278.0,270.0,246.0,216.0
Aventura Canina,120237077896970402,LINK_CLICKS,2025-11-01,97440,58424,1.667808,1458,1.496305,0.220074,3.292981,320.868027,1000.0,0,0.320868,393.0,0,0.816458,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1842.0,0,0.174195,58.0,0,0,1845.0,0,0.173912,0,0,0,0.0,0,0,0.0,0,0,,,,1000.0,facebook,BS,2160.0,973.0,626.0,458.0
Aventura Canina,120237077896970402,LINK_CLICKS,2025-11-01,111858,52713,2.122019,1805,1.613653,0.278048,4.486723,501.875891,1585.0,0,0.316641,716.0,0,0.700944,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2132.0,0,0.235401,78.0,0,0,2132.0,0,0.235401,0,0,0,0.0,0,0,0.0,0,0,,,,1585.0,instagram,BS,261.0,154.0,117.0,96.0
Aventura Canina,120237077896970402,LINK_CLICKS,2025-11-01,1,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,messenger,BS,,,,
Reels Aventura Canina,120237269817780402,LINK_CLICKS,2025-11-01,15,15,1.0,0,0.0,0.0,6.669068,0.100036,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,11.0,0,0.009094,0.0,0,0,11.0,0,0.009094,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,audience_network,BS,9.0,8.0,6.0,2.0
Reels Aventura Canina,120237269817780402,LINK_CLICKS,2025-11-01,238559,128505,1.856418,8486,3.557191,0.103179,3.670267,875.575207,4471.0,0,0.195834,1880.0,0,0.465731,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,49680.0,0,0.017624,449.0,0,0,49702.0,0,0.017617,0,0,0,0.0,0,0,0.0,0,0,,,,4466.0,facebook,BS,24327.0,11337.0,7271.0,5348.0
Reels Aventura Canina,120237269817780402,LINK_CLICKS,2025-11-01,24806,15736,1.576385,765,3.083931,0.162516,5.011882,124.324757,638.0,0,0.194866,495.0,0,0.251161,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,5487.0,0,0.022658,85.0,0,0,5487.0,0,0.022658,0,0,0,0.0,0,0,0.0,0,0,,,,638.0,instagram,BS,2969.0,2005.0,1280.0,922.0
TRAF - NATAL 25 - CLIQUES,120237281768620402,LINK_CLICKS,2025-11-01,93529,48991,1.909106,1576,1.685039,0.240089,4.04559,378.38,1424.0,0,0.265716,1103.0,0,0.343046,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2316.0,0,0.163377,150.0,0,0,2316.0,0,0.163377,0,0,0,0.0,0,0,0.0,0,0,,,,1424.0,instagram,BS,401.0,205.0,114.0,77.0
Video Campanha Jeep,120237337357090402,LINK_CLICKS,2025-11-01,3,2,1.5,0,0.0,0.0,6.667281,0.020002,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,0,0.020002,0.0,0,0,1.0,0,0.020002,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,audience_network,BS,1.0,1.0,1.0,
Video Campanha Jeep,120237337357090402,LINK_CLICKS,2025-11-01,66541,48468,1.372885,2157,3.24161,0.194612,6.308572,419.778704,1466.0,0,0.286343,531.0,0,0.790544,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,13090.0,0,0.032069,129.0,0,0,13092.0,0,0.032064,0,0,0,0.0,0,0,0.0,0,0,,,,1464.0,facebook,BS,4726.0,2204.0,1164.0,568.0
Video Campanha Jeep,120237337357090402,LINK_CLICKS,2025-11-01,1311,759,1.727273,45,3.432494,0.311807,10.702741,14.031294,18.0,0,0.779516,33.0,0,0.425191,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,198.0,0,0.070865,5.0,0,0,198.0,0,0.070865,0,0,0,0.0,0,0,0.0,0,0,,,,18.0,instagram,BS,59.0,29.0,19.0,11.0
Video Campanha Jeep,120237337357090402,LINK_CLICKS,2025-11-01,1,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,messenger,BS,,,,
Sessão especial Wicked,120237355221110402,LINK_CLICKS,2025-11-01,952,497,1.915493,85,8.928571,0.541108,48.313225,45.994191,89.0,0,0.516789,20.0,0,2.29971,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,89.0,0,0.516789,0.0,0,0,89.0,0,0.516789,0,0,0,0.0,0,0,0.0,0,0,,,,89.0,audience_network,BS,,,,
Sessão especial Wicked,120237355221110402,LINK_CLICKS,2025-11-01,35755,22267,1.605739,715,1.99972,0.271754,5.434329,194.304439,473.0,0,0.410792,354.0,0,0.548883,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,530.0,0,0.366612,32.0,0,0,532.0,0,0.365234,0,0,0,0.0,0,0,0.0,0,0,,,,473.0,facebook,BS,40.0,17.0,10.0,10.0
Sessão especial Wicked,120237355221110402,LINK_CLICKS,2025-11-01,29824,21553,1.383752,288,0.965665,0.380074,3.670244,109.46137,252.0,0,0.434371,194.0,0,0.564234,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,382.0,0,0.286548,44.0,0,0,382.0,0,0.286548,0,0,0,0.0,0,0,0.0,0,0,,,,252.0,instagram,BS,112.0,53.0,37.0,28.0
Vilão Favorito,120237719928760402,LINK_CLICKS,2025-11-01,24843,6799,3.65392,286,1.15123,0.456631,5.256874,130.59653,310.0,0,0.421279,130.0,0,1.004589,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,368.0,0,0.354882,0.0,0,0,368.0,0,0.354882,0,0,0,0.0,0,0,0.0,0,0,,,,310.0,audience_network,BS,56.0,57.0,55.0,55.0
Vilão Favorito,120237719928760402,LINK_CLICKS,2025-11-01,158862,81212,1.956139,2335,1.469829,0.261666,3.846046,610.99055,1740.0,0,0.351144,479.0,0,1.275554,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2333.0,0,0.261891,111.0,0,0,2338.0,0,0.26133,0,0,0,0.0,0,0,0.0,0,0,,,,1740.0,facebook,BS,1079.0,513.0,342.0,271.0
Vilão Favorito,120237719928760402,LINK_CLICKS,2025-11-01,54472,31630,1.722163,757,1.389705,0.341351,4.743775,258.40292,678.0,0,0.381125,211.0,0,1.224658,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,864.0,0,0.299077,62.0,0,0,864.0,0,0.299077,0,0,0,0.0,0,0,0.0,0,0,,,,678.0,instagram,BS,73.0,40.0,33.0,26.0
Vilão Favorito,120237719928760402,LINK_CLICKS,2025-11-01,5,5,1.0,0,0.0,0.0,2.0001,0.010001,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,messenger,BS,,,,
ALC - NATAL 25,120236680754500402,OUTCOME_AWARENESS,2025-12-01,797576,340606,2.341638,1868,0.23421,0.531653,1.245184,993.128631,894.0,0,1.110882,148.0,0,6.710329,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,16382.0,0,0.060623,208.0,0,0,16386.0,0,0.060608,0,0,0,0.0,0,0,0.0,0,0,,,,894.0,facebook,BS,8656.0,2839.0,1425.0,889.0
ALC - NATAL 25,120236680754500402,OUTCOME_AWARENESS,2025-12-01,533412,217207,2.455777,693,0.129918,1.00612,1.307135,697.241369,562.0,0,1.240643,45.0,0,15.494253,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4536.0,0,0.153713,66.0,0,0,4536.0,0,0.153713,0,0,0,0.0,0,0,0.0,0,0,,,,529.0,instagram,BS,4354.0,1697.0,757.0,517.0
TRAF - NATAL 25 - CLIQUES,120237281768620402,LINK_CLICKS,2025-12-01,518248,183794,2.819722,9298,1.794122,0.200426,3.595885,1863.56,8399.0,0,0.221879,3518.0,0,0.529721,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,20770.0,0,0.089724,763.0,0,0,20770.0,0,0.089724,0,0,0,0.0,0,0,0.0,0,0,,,,8394.0,instagram,BS,5318.0,2548.0,1625.0,1045.0
Video Campanha Jeep,120237337357090402,LINK_CLICKS,2025-12-01,783,769,1.018205,41,5.236271,0.26439,13.844189,10.84,26.0,0,0.416923,16.0,0,0.6775,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,259.0,0,0.041853,5.0,0,0,259.0,0,0.041853,0,0,0,0.0,0,0,0.0,0,0,,,,26.0,facebook,BS,102.0,53.0,34.0,20.0
Video Campanha Jeep,120237337357090402,LINK_CLICKS,2025-12-01,35,33,1.060606,1,2.857143,0.34,9.714286,0.34,1.0,0,0.34,1.0,0,0.34,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,8.0,0,0.0425,0.0,0,0,8.0,0,0.0425,0,0,0,0.0,0,0,0.0,0,0,,,,1.0,instagram,BS,1.0,1.0,1.0,1.0
ALC - Pet Day,120238799202670402,OUTCOME_AWARENESS,2025-12-01,272528,208250,1.308658,299,0.109714,1.672241,1.834674,500.0,238.0,0,2.10084,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,465.0,0,1.075269,11.0,0,0,465.0,0,1.075269,0,0,0,0.0,0,0,0.0,0,0,,,,1.0,instagram,BS,327.0,159.0,96.0,64.0
ALC - Encontro com personagens,120238799625500402,OUTCOME_AWARENESS,2025-12-01,279027,192533,1.449242,368,0.131887,1.358696,1.791941,500.0,299.0,0,1.672241,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,395.0,0,1.265823,17.0,0,0,395.0,0,1.265823,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,instagram,BS,207.0,81.0,61.0,41.0
ENG - PANETONE,120238800303500402,OUTCOME_ENGAGEMENT,2025-12-01,50871,31980,1.590713,141,0.277172,1.772837,4.913802,249.97,82.0,0,3.048415,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,19024.0,0,0.01314,88.0,0,0,19024.0,0,0.01314,0,0,0,0.0,0,0,0.0,0,0,,,,37.0,instagram,BS,14202.0,7402.0,5742.0,2603.0
ALC - NATAL 25,120236680754500402,OUTCOME_AWARENESS,2026-01-01,365165,227099,1.607955,654,0.179097,0.435329,0.779662,284.705296,299.0,0,0.952192,56.0,0,5.084023,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,10413.0,0,0.027341,102.0,0,0,10413.0,0,0.027341,0,0,0,0.0,0,0,0.0,0,0,,,,299.0,facebook,BS,8915.0,2880.0,1415.0,872.0
ALC - NATAL 25,120236680754500402,OUTCOME_AWARENESS,2026-01-01,354817,232566,1.525662,347,0.097797,0.788746,0.771369,273.694704,244.0,0,1.1217,24.0,0,11.403946,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,5319.0,0,0.051456,51.0,0,0,5319.0,0,0.051456,0,0,0,0.0,0,0,0.0,0,0,,,,204.0,instagram,BS,3946.0,1794.0,778.0,554.0
TRAF - NATAL 25 - CLIQUES,120237281768620402,LINK_CLICKS,2026-01-01,177147,99153,1.786603,4227,2.386154,0.122964,2.934117,519.77,3742.0,0,0.138902,1520.0,0,0.341954,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,15815.0,0,0.032866,262.0,0,0,15815.0,0,0.032866,0,0,0,0.0,0,0,0.0,0,0,,,,3741.0,instagram,BS,5210.0,2440.0,1486.0,948.0
ALC - Capivalley - CS,120239928434450402,OUTCOME_AWARENESS,2026-01-01,84150,59402,1.416619,147,0.174688,0.550408,0.961497,80.91,85.0,0,0.951882,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,101.0,0,0.801089,16.0,0,0,101.0,0,0.801089,0,0,0,0.0,0,0,0.0,0,0,,,,85.0,facebook,BS,,,,
ALC - LIQUIDA 25,120239970790610402,OUTCOME_AWARENESS,2026-01-01,1531602,819344,1.869303,1438,0.093889,2.08621,1.958714,2999.97,1064.0,0,2.819521,538.0,0,5.576152,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,38740.0,0,0.077439,150.0,0,0,38740.0,0,0.077439,0,0,0,0.0,0,0,0.0,0,0,,,,1048.0,instagram,BS,28901.0,12514.0,7651.0,5588.0
ALC - LIQUIDA 25,120239970790610402,OUTCOME_AWARENESS,2026-01-01,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,unknown,BS,,,,
ALC - VOLTA AS AULAS,120240233245310402,OUTCOME_AWARENESS,2026-01-01,289643,183693,1.576778,282,0.097361,1.139645,1.109573,321.38,209.0,0,1.537703,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,8190.0,0,0.039241,36.0,0,0,8190.0,0,0.039241,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,instagram,BS,1868.0,376.0,206.0,133.0
ALC - SUMMER,120240233387880402,OUTCOME_AWARENESS,2026-01-01,393572,216805,1.815327,85,0.021597,5.515294,1.191142,468.8,2.0,0,234.4,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2123.0,0,0.22082,33.0,0,0,2123.0,0,0.22082,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,instagram,BS,8968.0,2674.0,1562.0,1119.0
ALC - VOLTA AS AULAS,120240233245310402,OUTCOME_AWARENESS,2026-01-25,2268,2144,1.057836,0,0.0,0.0,0.934744,2.12,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,facebook,BS,,,,
ALC - VOLTA AS AULAS,120240233245310402,OUTCOME_AWARENESS,2026-01-25,197343,153605,1.284743,173,0.087665,1.297341,1.137309,224.44,115.0,0,1.951652,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,6094.0,0,0.03683,21.0,0,0,6094.0,0,0.03683,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,instagram,BS,1343.0,257.0,137.0,93.0
ALC - SUMMER,120240233387880402,OUTCOME_AWARENESS,2026-01-25,21494,20032,1.072983,15,0.069787,1.604715,1.119881,24.070728,4.0,0,6.017682,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,57.0,0,0.422293,2.0,0,0,57.0,0,0.422293,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,facebook,BS,298.0,65.0,38.0,20.0
ALC - SUMMER,120240233387880402,OUTCOME_AWARENESS,2026-01-25,254334,178076,1.428233,52,0.020446,5.892101,1.204673,306.389272,1.0,0,306.389272,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2325.0,0,0.13178,19.0,0,0,2325.0,0,0.13178,0,0,0,0.0,0,0,0.0,0,0,,,,1.0,instagram,BS,9856.0,2966.0,1710.0,1217.0
ALC - VOLTA AS AULAS,120240233245310402,OUTCOME_AWARENESS,2026-02-01,90814,79175,1.147003,21,0.023124,3.339048,0.772128,70.12,1.0,0,70.12,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,8.0,0,8.765,7.0,0,0,8.0,0,8.765,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,facebook,BS,,,,
ALC - VOLTA AS AULAS,120240233245310402,OUTCOME_AWARENESS,2026-02-01,271588,193209,1.40567,266,0.097942,1.083421,1.061129,288.19,205.0,0,1.405805,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4613.0,0,0.062473,24.0,0,0,4613.0,0,0.062473,0,0,0,0.0,0,0,0.0,0,0,,,,27.0,instagram,BS,1062.0,210.0,85.0,56.0
ALC - SUMMER,120240233387880402,OUTCOME_AWARENESS,2026-02-01,416906,229605,1.815753,297,0.071239,1.510168,1.07583,448.52,58.0,0,7.733103,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1575.0,0,0.284775,79.0,0,0,1575.0,0,0.284775,0,0,0,0.0,0,0,0.0,0,0,,,,1.0,facebook,BS,6745.0,2002.0,964.0,595.0
ALC - SUMMER,120240233387880402,OUTCOME_AWARENESS,2026-02-01,554204,251691,2.201922,136,0.02454,4.538309,1.113687,617.21,4.0,0,154.3025,1.0,0,617.21,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,7275.0,0,0.08484,83.0,0,0,7275.0,0,0.08484,0,0,0,0.0,0,0,0.0,0,0,,,,2.0,instagram,BS,46710.0,9428.0,5353.0,3768.0
ALC - Semana do Cinema - BS JAN 25,120241101673890402,OUTCOME_AWARENESS,2026-02-01,139833,94981,1.472221,89,0.063647,1.848278,1.17638,164.496709,3.0,0,54.832236,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,27.0,0,6.092471,24.0,0,0,27.0,0,6.092471,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,facebook,BS,,,,
ALC - Semana do Cinema - BS JAN 25,120241101673890402,OUTCOME_AWARENESS,2026-02-01,270525,174619,1.54923,448,0.165604,0.748356,1.239306,335.263292,344.0,0,0.974603,116.0,0,2.890201,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,372.0,0,0.901245,16.0,0,0,372.0,0,0.901245,0,0,0,0.0,0,0,0.0,0,0,,,,236.0,instagram,BS,,,,
ALC - Semana do Cinema - BS JAN 25,120241101673890402,OUTCOME_AWARENESS,2026-02-01,1,1,1.0,0,0.0,0.0,9.9998,0.01,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,unknown,BS,,,,
ALC - Inauguração - Shantal,120241101729600402,OUTCOME_AWARENESS,2026-02-01,188742,81017,2.329659,154,0.081593,1.434286,1.170275,220.88,12.0,0,18.406667,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,97.0,0,2.277113,70.0,0,0,97.0,0,2.277113,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,facebook,BS,12.0,7.0,4.0,3.0
ALC - Inauguração - Shantal,120241101729600402,OUTCOME_AWARENESS,2026-02-01,204856,107173,1.911452,233,0.113738,1.042575,1.185809,242.92,165.0,0,1.472242,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1058.0,0,0.229603,10.0,0,0,1058.0,0,0.229603,0,0,0,0.0,0,0,0.0,0,0,,,,32.0,instagram,BS,515.0,216.0,93.0,65.0
ALC - Arena Summer Vibes Sephora,120241133287260402,OUTCOME_AWARENESS,2026-02-01,431324,315999,1.364954,1134,0.262911,0.592402,1.557491,671.783359,527.0,0,1.274731,179.0,0,3.75298,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,17138.0,0,0.039198,93.0,0,0,17138.0,0,0.039198,0,0,0,0.0,0,0,0.0,0,0,,,,503.0,facebook,BS,2339.0,750.0,338.0,198.0
ALC - Arena Summer Vibes Sephora,120241133287260402,OUTCOME_AWARENESS,2026-02-01,851869,550124,1.548504,1517,0.178079,0.875555,1.559179,1328.216641,1074.0,0,1.236701,249.0,0,5.334203,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,74607.0,0,0.017803,289.0,0,0,74549.0,0,0.017817,0,0,0,0.0,0,0,0.0,0,0,,,,611.0,instagram,BS,20551.0,8642.0,3659.0,2393.0
ALC - Arena Summer Vibes Sephora,120241133287260402,OUTCOME_AWARENESS,2026-02-01,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,unknown,BS,,,,
TRAF - ARENA SUMMER VIBES SEPHORA,120241256148390402,LINK_CLICKS,2026-02-01,166323,74093,2.244787,154,0.092591,0.73013,0.676034,112.44,145.0,0,0.775448,27.0,0,4.164444,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,215.0,0,0.522977,2.0,0,0,215.0,0,0.522977,0,0,0,0.0,0,0,0.0,0,0,,,,145.0,facebook,BS,61.0,14.0,5.0,2.0
