campanha,campanha_id,objetivo,data,impressoes,alcance,frequencia,cliques,ctr,cpc,cpm,custo,link_click,valor_link_click,custo_link_click,landing_page_view,valor_landing_page_view,custo_landing_page_view,lead,valor_lead,custo_lead,purchase,valor_purchase,custo_purchase,add_to_cart,valor_add_to_cart,custo_add_to_cart,initiate_checkout,valor_initiate_checkout,custo_initiate_checkout,complete_registration,valor_complete_registration,custo_complete_registration,post_engagement,valor_post_engagement,custo_post_engagement,post_reaction,valor_post_reaction,custo_post_reaction,page_engagement,valor_page_engagement,custo_page_engagement,offsite_conversion.fb_pixel_purchase,valor_offsite_conversion.fb_pixel_purchase,custo_offsite_conversion.fb_pixel_purchase,offsite_conversion.fb_pixel_lead,valor_offsite_conversion.fb_pixel_lead,custo_offsite_conversion.fb_pixel_lead,offsite_conversion.fb_pixel_view_content,valor_offsite_conversion.fb_pixel_view_content,custo_offsite_conversion.fb_pixel_view_content,quality_ranking,engagement_rate_ranking,conversion_rate_ranking,outbound_clicks,hourly_stats_aggregated_by_advertiser_time_zone,shopping
[ENG] Decoração de Natal,120236148469040087,OUTCOME_ENGAGEMENT,2025-11-01,1340,0,0.0,27,2.014925,0.159259,3.208955,4.3,5.0,0,0.86,2.0,0,2.15,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,482.0,0,0.008921,17.0,0,0,482.0,0,0.008921,0,0,0,0.0,0,0,0.0,0,0,,,,5.0,00:00:00 - 00:59:59,CS
[ALC] Vídeo Promo Natal 25 Sara,120236328658450087,OUTCOME_AWARENESS,2025-11-01,2373,0,0.0,1,0.042141,4.13,1.740413,4.13,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,86.0,0,0.048023,0.0,0,0,86.0,0,0.048023,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,00:00:00 - 00:59:59,CS
[ENG] Encontro Pet,120236405335330087,OUTCOME_ENGAGEMENT,2025-11-01,420,0,0.0,14,3.333333,0.397857,13.261905,5.57,5.0,0,1.114,3.0,0,1.856667,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,43.0,0,0.129535,35.0,0,0,43.0,0,0.129535,0,0,0,0.0,0,0,0.0,0,0,,,,5.0,00:00:00 - 00:59:59,CS
[TFG] Narbona - Jazz,120236413078750087,LINK_CLICKS,2025-11-01,538,0,0.0,17,3.159851,0.275882,8.717472,4.69,15.0,0,0.312667,8.0,0,0.58625,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,15.0,0,0.312667,0.0,0,0,15.0,0,0.312667,0,0,0,0.0,0,0,0.0,0,0,,,,15.0,00:00:00 - 00:59:59,CS
[ALC] Horário Black,120236465660000087,OUTCOME_AWARENESS,2025-11-01,2702,0,0.0,2,0.074019,3.055,2.261288,6.11,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,0,6.11,1.0,0,0,1.0,0,6.11,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,00:00:00 - 00:59:59,CS
[ALC] Eventos de Natal,120236497340300087,OUTCOME_AWARENESS,2025-11-01,3680,0,0.0,5,0.13587,1.626,2.209239,8.13,4.0,0,2.0325,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,14.0,0,0.580714,1.0,0,0,14.0,0,0.580714,0,0,0,0.0,0,0,0.0,0,0,,,,4.0,00:00:00 - 00:59:59,CS
ALC - NATAL 25,120235302545560087,OUTCOME_AWARENESS,2025-12-01,12225,0,0.0,10,0.0818,1.869,1.528834,18.69,7.0,0,2.67,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,170.0,0,0.109941,2.0,0,0,170.0,0,0.109941,0,0,0,0.0,0,0,0.0,0,0,,,,7.0,00:00:00 - 00:59:59,CS
TRAF - NATAL 25,120235302629640087,LINK_CLICKS,2025-12-01,4493,0,0.0,126,2.804362,0.184127,5.163588,23.2,71.0,0,0.326761,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,556.0,0,0.041727,6.0,0,0,556.0,0,0.041727,0,0,0,0.0,0,0,0.0,0,0,,,,71.0,00:00:00 - 00:59:59,CS
[ALC] Agenda de Natal,120236907935260087,OUTCOME_AWARENESS,2025-12-01,7729,0,0.0,18,0.232889,0.782778,1.823004,14.09,9.0,0,1.565556,2.0,0,7.045,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,10.0,0,1.409,1.0,0,0,10.0,0,1.409,0,0,0,0.0,0,0,0.0,0,0,,,,9.0,00:00:00 - 00:59:59,CS
ALC - NARBONA,120237232905670087,OUTCOME_AWARENESS,2025-12-01,9416,0,0.0,17,0.180544,0.845882,1.527188,14.38,9.0,0,1.597778,3.0,0,4.793333,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,549.0,0,0.026193,5.0,0,0,549.0,0,0.026193,0,0,0,0.0,0,0,0.0,0,0,,,,9.0,00:00:00 - 00:59:59,CS
ALC - Horário final de ano,120237500254090087,OUTCOME_AWARENESS,2025-12-01,3324,0,0.0,9,0.270758,0.526667,1.425993,4.74,6.0,0,0.79,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,6.0,0,0.79,0.0,0,0,6.0,0,0.79,0,0,0,0.0,0,0,0.0,0,0,,,,4.0,00:00:00 - 00:59:59,CS
TFG - Story Horário Dezembro,120237500542310087,LINK_CLICKS,2025-12-01,539,0,0.0,42,7.792208,0.053333,4.155844,2.24,38.0,0,0.058947,7.0,0,0.32,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,41.0,0,0.054634,3.0,0,0,41.0,0,0.054634,0,0,0,0.0,0,0,0.0,0,0,,,,38.0,00:00:00 - 00:59:59,CS
ALC Winter 25,120227162349160087,OUTCOME_AWARENESS,2025-09-20,286,0,0.0,0,0.0,0.0,1.363636,0.39,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,17.0,0,0.022941,0.0,0,0,17.0,0,0.022941,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,01:00:00 - 01:59:59,CS
ALC Moda - Julho a Setembro 25,120228732607280087,OUTCOME_AWARENESS,2025-09-20,1476,0,0.0,4,0.271003,0.5225,1.415989,2.09,2.0,0,1.045,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,115.0,0,0.018174,1.0,0,0,115.0,0,0.018174,0,0,0,0.0,0,0,0.0,0,0,,,,2.0,01:00:00 - 01:59:59,CS
ALC Mr. Cat - Novidade!,120230466692930087,OUTCOME_AWARENESS,2025-09-20,1345,0,0.0,1,0.074349,1.91,1.420074,1.91,1.0,0,1.91,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,109.0,0,0.017523,0.0,0,0,109.0,0,0.017523,0,0,0,0.0,0,0,0.0,0,0,,,,1.0,01:00:00 - 01:59:59,CS
ALC Outback - Chef de Alto Nível NOVIDADE,120231345976010087,OUTCOME_AWARENESS,2025-09-20,258,0,0.0,0,0.0,0.0,1.511628,0.39,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,21.0,0,0.018571,0.0,0,0,21.0,0,0.018571,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,01:00:00 - 01:59:59,CS
ALC Restaurantes & PET,120231653162250087,OUTCOME_AWARENESS,2025-09-20,1626,0,0.0,4,0.246002,0.6025,1.482165,2.41,2.0,0,1.205,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,101.0,0,0.023861,0.0,0,0,101.0,0,0.023861,0,0,0,0.0,0,0,0.0,0,0,,,,2.0,01:00:00 - 01:59:59,CS
ALC Expo Arábia,120232039727720087,OUTCOME_AWARENESS,2025-09-20,3274,0,0.0,8,0.244349,0.5825,1.423335,4.66,2.0,0,2.33,1.0,0,4.66,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,219.0,0,0.021279,3.0,0,0,219.0,0,0.021279,0,0,0,0.0,0,0,0.0,0,0,,,,2.0,01:00:00 - 01:59:59,CS
ALC Cotton On - Novidade!,120232087508760087,OUTCOME_AWARENESS,2025-09-20,2213,0,0.0,4,0.18075,0.7875,1.423407,3.15,1.0,0,3.15,1.0,0,3.15,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,90.0,0,0.035,1.0,0,0,90.0,0,0.035,0,0,0,0.0,0,0,0.0,0,0,,,,1.0,01:00:00 - 01:59:59,CS
ALC Encontro de Porsches,120232197819760087,OUTCOME_AWARENESS,2025-09-20,212,0,0.0,0,0.0,0.0,1.462264,0.31,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,01:00:00 - 01:59:59,CS
ALC Continente Night RUN - Vendas!,120232284160870087,OUTCOME_AWARENESS,2025-09-20,5155,0,0.0,14,0.271581,0.527857,1.43356,7.39,7.0,0,1.055714,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,44.0,0,0.167955,0.0,0,0,44.0,0,0.167955,0,0,0,0.0,0,0,0.0,0,0,,,,7.0,01:00:00 - 01:59:59,CS
ALC Mileninha,120232537982950087,OUTCOME_AWARENESS,2025-09-20,6604,0,0.0,12,0.181708,0.876667,1.592974,10.52,3.0,0,3.506667,1.0,0,10.52,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,517.0,0,0.020348,0.0,0,0,517.0,0,0.020348,0,0,0,0.0,0,0,0.0,0,0,,,,3.0,01:00:00 - 01:59:59,CS
ALC Encontro de Labubus,120232762646630087,OUTCOME_AWARENESS,2025-09-20,4343,0,0.0,14,0.322358,0.483571,1.55883,6.77,4.0,0,1.6925,2.0,0,3.385,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,154.0,0,0.043961,0.0,0,0,154.0,0,0.043961,0,0,0,0.0,0,0,0.0,0,0,,,,4.0,01:00:00 - 01:59:59,CS
ALC Encontro de Beagles,120232764161050087,OUTCOME_AWARENESS,2025-09-20,3549,0,0.0,10,0.28177,0.529,1.490561,5.29,8.0,0,0.66125,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,8.0,0,0.66125,0.0,0,0,8.0,0,0.66125,0,0,0,0.0,0,0,0.0,0,0,,,,8.0,01:00:00 - 01:59:59,CS
ALC Dia do Sorvete,120232769969850087,OUTCOME_AWARENESS,2025-09-20,2447,0,0.0,3,0.122599,1.106667,1.356763,3.32,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,01:00:00 - 01:59:59,CS
ALC Bacio di Latte em dobro,120232832665160087,OUTCOME_AWARENESS,2025-09-20,223,0,0.0,1,0.44843,0.3,1.345291,0.3,1.0,0,0.3,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,8.0,0,0.0375,0.0,0,0,8.0,0,0.0375,0,0,0,0.0,0,0,0.0,0,0,,,,1.0,01:00:00 - 01:59:59,CS
ALC GIFT CARD,120232929013550087,OUTCOME_AWARENESS,2025-09-20,878,0,0.0,2,0.22779,0.635,1.446469,1.27,1.0,0,1.27,1.0,0,1.27,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,38.0,0,0.033421,0.0,0,0,38.0,0,0.033421,0,0,0,0.0,0,0,0.0,0,0,,,,1.0,01:00:00 - 01:59:59,CS
ALC Tio Nick no WOW PARK,120233107668550087,OUTCOME_AWARENESS,2025-09-20,210,0,0.0,0,0.0,0.0,1.238095,0.26,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,01:00:00 - 01:59:59,CS
VND Jantar de Halloween 25,120233110627190087,OUTCOME_SALES,2025-09-20,27,0,0.0,3,11.111111,0.05,5.555556,0.15,2.0,0,0.075,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3.0,0,0.05,1.0,0,0,3.0,0,0.05,0,0,0,0.0,0,0,0.0,0,0,,,,2.0,01:00:00 - 01:59:59,CS
ALC Mr. Cat - Novidade!,120230466692930087,OUTCOME_AWARENESS,2025-10-01,2879,0,0.0,8,0.277874,0.49,1.361584,3.92,5.0,0,0.784,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,200.0,0,0.0196,1.0,0,0,200.0,0,0.0196,0,0,0,0.0,0,0,0.0,0,0,,,,5.0,01:00:00 - 01:59:59,CS
ALC Restaurantes & PET,120231653162250087,OUTCOME_AWARENESS,2025-10-01,758,0,0.0,0,0.0,0.0,1.332454,1.01,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,43.0,0,0.023488,0.0,0,0,43.0,0,0.023488,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,01:00:00 - 01:59:59,CS
ALC Cotton On - Novidade!,120232087508760087,OUTCOME_AWARENESS,2025-10-01,4761,0,0.0,2,0.042008,3.255,1.36736,6.51,1.0,0,6.51,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,247.0,0,0.026356,1.0,0,0,247.0,0,0.026356,0,0,0,0.0,0,0,0.0,0,0,,,,1.0,01:00:00 - 01:59:59,CS
ALC Continente Night RUN - Vendas!,120232284160870087,OUTCOME_AWARENESS,2025-10-01,11484,0,0.0,22,0.191571,0.715,1.369732,15.73,16.0,0,0.983125,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,229.0,0,0.06869,2.0,0,0,229.0,0,0.06869,0,0,0,0.0,0,0,0.0,0,0,,,,16.0,01:00:00 - 01:59:59,CS
ALC GIFT CARD,120232929013550087,OUTCOME_AWARENESS,2025-10-01,6040,0,0.0,4,0.066225,2.1,1.390728,8.4,3.0,0,2.8,1.0,0,8.4,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,228.0,0,0.036842,1.0,0,0,228.0,0,0.036842,0,0,0,0.0,0,0,0.0,0,0,,,,3.0,01:00:00 - 01:59:59,CS
ALC Tio Nick no WOW PARK,120233107668550087,OUTCOME_AWARENESS,2025-10-01,2899,0,0.0,6,0.206968,0.653333,1.35219,3.92,6.0,0,0.653333,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,8.0,0,0.49,0.0,0,0,8.0,0,0.49,0,0,0,0.0,0,0,0.0,0,0,,,,6.0,01:00:00 - 01:59:59,CS
VND Jantar de Halloween 25,120233110627190087,OUTCOME_SALES,2025-10-01,868,0,0.0,17,1.958525,0.208824,4.089862,3.55,15.0,0,0.236667,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,18.0,0,0.197222,3.0,0,0,18.0,0,0.197222,0,0,0,0.0,0,0,0.0,0,0,,,,15.0,01:00:00 - 01:59:59,CS
[TFG] Jantar de Halloween Outback,120233541559050087,LINK_CLICKS,2025-10-01,1598,0,0.0,42,2.628285,0.130476,3.429287,5.48,34.0,0,0.161176,26.0,0,0.210769,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,38.0,0,0.144211,0.0,0,0,38.0,0,0.144211,0,0,0,0.0,0,0,0.0,0,0,,,,33.0,01:00:00 - 01:59:59,CS
[ALC] Encontro com Gabby,120233542045710087,OUTCOME_AWARENESS,2025-10-01,3544,0,0.0,3,0.08465,1.71,1.447517,5.13,1.0,0,5.13,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,138.0,0,0.037174,1.0,0,0,138.0,0,0.037174,0,0,0,0.0,0,0,0.0,0,0,,,,1.0,01:00:00 - 01:59:59,CS
[ALC] Encontro com Gabby 02,120233543624060087,LINK_CLICKS,2025-10-01,1456,0,0.0,61,4.18956,0.101148,4.237637,6.17,31.0,0,0.199032,12.0,0,0.514167,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,370.0,0,0.016676,3.0,0,0,370.0,0,0.016676,0,0,0,0.0,0,0,0.0,0,0,,,,31.0,01:00:00 - 01:59:59,CS
[ALC] Programação infantil,120233683270170087,OUTCOME_AWARENESS,2025-10-01,6640,0,0.0,11,0.165663,0.883636,1.463855,9.72,9.0,0,1.08,1.0,0,9.72,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,10.0,0,0.972,1.0,0,0,10.0,0,0.972,0,0,0,0.0,0,0,0.0,0,0,,,,9.0,01:00:00 - 01:59:59,CS
[ALC] Chegada do Papai Noel 01,120233867518940087,OUTCOME_AWARENESS,2025-10-01,5092,0,0.0,9,0.176748,0.774444,1.368814,6.97,3.0,0,2.323333,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4.0,0,1.7425,0.0,0,0,4.0,0,1.7425,0,0,0,0.0,0,0,0.0,0,0,,,,3.0,01:00:00 - 01:59:59,CS
[ALC] Stories Natal 02,120233867994020087,OUTCOME_AWARENESS,2025-10-01,5559,0,0.0,6,0.107933,1.296667,1.399532,7.78,3.0,0,2.593333,1.0,0,7.78,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4.0,0,1.945,1.0,0,0,4.0,0,1.945,0,0,0,0.0,0,0,0.0,0,0,,,,3.0,01:00:00 - 01:59:59,CS
[ALC] Corrida Night Run,120233884785960087,LINK_CLICKS,2025-10-01,1444,0,0.0,67,4.639889,0.098806,4.584488,6.62,57.0,0,0.11614,30.0,0,0.220667,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,63.0,0,0.105079,3.0,0,0,63.0,0,0.105079,0,0,0,0.0,0,0,0.0,0,0,,,,57.0,01:00:00 - 01:59:59,CS
[ALC] Chegada do papai noel 03,120234003967010087,OUTCOME_AWARENESS,2025-10-01,5024,0,0.0,14,0.278662,0.562143,1.566481,7.87,7.0,0,1.124286,2.0,0,3.935,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,285.0,0,0.027614,2.0,0,0,285.0,0,0.027614,0,0,0,0.0,0,0,0.0,0,0,,,,7.0,01:00:00 - 01:59:59,CS
[TFG] Night Run,120234004302300087,LINK_CLICKS,2025-10-01,1382,0,0.0,30,2.170767,0.169333,3.675832,5.08,21.0,0,0.241905,19.0,0,0.267368,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,27.0,0,0.188148,2.0,0,0,27.0,0,0.188148,0,0,0,0.0,0,0,0.0,0,0,,,,21.0,01:00:00 - 01:59:59,CS
[TFG] Virada de lote - CS Run,120234004569030087,LINK_CLICKS,2025-10-01,2491,0,0.0,31,1.24448,0.294194,3.66118,9.12,24.0,0,0.38,7.0,0,1.302857,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,25.0,0,0.3648,0.0,0,0,25.0,0,0.3648,0,0,0,0.0,0,0,0.0,0,0,,,,24.0,01:00:00 - 01:59:59,CS
[ALC] CS Night Run contagem,120234004722730087,OUTCOME_AWARENESS,2025-10-01,4457,0,0.0,5,0.112183,1.33,1.492035,6.65,4.0,0,1.6625,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4.0,0,1.6625,0.0,0,0,4.0,0,1.6625,0,0,0,0.0,0,0,0.0,0,0,,,,4.0,01:00:00 - 01:59:59,CS
[ALC] CS Night Run - geral,120234005014520087,OUTCOME_AWARENESS,2025-10-01,3732,0,0.0,2,0.053591,2.735,1.465702,5.47,1.0,0,5.47,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,0,5.47,0.0,0,0,1.0,0,5.47,0,0,0,0.0,0,0,0.0,0,0,,,,1.0,01:00:00 - 01:59:59,CS
[ALC] Vídeo Night Run,120234005259520087,OUTCOME_AWARENESS,2025-10-01,4591,0,0.0,6,0.13069,1.166667,1.524722,7.0,4.0,0,1.75,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,389.0,0,0.017995,0.0,0,0,389.0,0,0.017995,0,0,0,0.0,0,0,0.0,0,0,,,,4.0,01:00:00 - 01:59:59,CS
[ALC] Bailinho Kids Halloween,120234206811950087,OUTCOME_AWARENESS,2025-10-01,5695,0,0.0,2,0.035119,4.355,1.529412,8.71,1.0,0,8.71,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,0,8.71,0.0,0,0,1.0,0,8.71,0,0,0,0.0,0,0,0.0,0,0,,,,1.0,01:00:00 - 01:59:59,CS
[ENG] Bailinho de Halloween,120234207111020087,OUTCOME_ENGAGEMENT,2025-10-01,537,0,0.0,17,3.165736,0.275294,8.715084,4.68,6.0,0,0.78,1.0,0,4.68,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,34.0,0,0.137647,26.0,0,0,34.0,0,0.137647,0,0,0,0.0,0,0,0.0,0,0,,,,6.0,01:00:00 - 01:59:59,CS
[TFG] Night Run 02,120234219373560087,LINK_CLICKS,2025-10-01,497,0,0.0,20,4.024145,0.1875,7.545272,3.75,17.0,0,0.220588,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,111.0,0,0.033784,1.0,0,0,111.0,0,0.033784,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,01:00:00 - 01:59:59,CS
[ALC] Night Run 03,120234220168660087,OUTCOME_AWARENESS,2025-10-01,3334,0,0.0,4,0.119976,1.2225,1.466707,4.89,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,318.0,0,0.015377,0.0,0,0,318.0,0,0.015377,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,01:00:00 - 01:59:59,CS
[ENG] Chegada do Papai Noel,120234398644480087,OUTCOME_ENGAGEMENT,2025-10-01,320,0,0.0,6,1.875,0.441667,8.28125,2.65,2.0,0,1.325,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,15.0,0,0.176667,12.0,0,0,15.0,0,0.176667,0,0,0,0.0,0,0,0.0,0,0,,,,2.0,01:00:00 - 01:59:59,CS
[ALC] Nike Promoção Out,120234411870060087,OUTCOME_AWARENESS,2025-10-01,2776,0,0.0,6,0.216138,0.736667,1.592219,4.42,3.0,0,1.473333,1.0,0,4.42,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,132.0,0,0.033485,1.0,0,0,132.0,0,0.033485,0,0,0,0.0,0,0,0.0,0,0,,,,3.0,01:00:00 - 01:59:59,CS
[TFG] Halloween WOW PARK,120234466390710087,LINK_CLICKS,2025-10-01,147,0,0.0,5,3.401361,0.1,3.401361,0.5,4.0,0,0.125,4.0,0,0.125,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4.0,0,0.125,0.0,0,0,4.0,0,0.125,0,0,0,0.0,0,0,0.0,0,0,,,,4.0,01:00:00 - 01:59:59,CS
[TFG] Halloween WOW PARK 02,120234467364050087,LINK_CLICKS,2025-10-01,213,0,0.0,9,4.225352,0.091111,3.849765,0.82,6.0,0,0.136667,3.0,0,0.273333,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,6.0,0,0.136667,0.0,0,0,6.0,0,0.136667,0,0,0,0.0,0,0,0.0,0,0,,,,6.0,01:00:00 - 01:59:59,CS
[ALC] Feed Chegada do Papai Noel,120234468753100087,OUTCOME_AWARENESS,2025-10-01,3679,0,0.0,8,0.21745,0.77375,1.682522,6.19,7.0,0,0.884286,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,9.0,0,0.687778,1.0,0,0,9.0,0,0.687778,0,0,0,0.0,0,0,0.0,0,0,,,,7.0,01:00:00 - 01:59:59,CS
[ALC] Reels Papai Noel,120234468893970087,OUTCOME_AWARENESS,2025-10-01,1246,0,0.0,2,0.160514,1.045,1.677368,2.09,2.0,0,1.045,1.0,0,2.09,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,46.0,0,0.045435,0.0,0,0,46.0,0,0.045435,0,0,0,0.0,0,0,0.0,0,0,,,,2.0,01:00:00 - 01:59:59,CS
ALC Continente Night RUN - Vendas!,120232284160870087,OUTCOME_AWARENESS,2025-11-01,4860,0,0.0,9,0.185185,0.85,1.574074,7.65,7.0,0,1.092857,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,10.0,0,0.765,2.0,0,0,10.0,0,0.765,0,0,0,0.0,0,0,0.0,0,0,,,,7.0,01:00:00 - 01:59:59,CS
ALC GIFT CARD,120232929013550087,OUTCOME_AWARENESS,2025-11-01,906,0,0.0,0,0.0,0.0,1.467991,1.33,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,39.0,0,0.034103,0.0,0,0,39.0,0,0.034103,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,01:00:00 - 01:59:59,CS
[ALC] Corrida Final,120235177303150087,OUTCOME_AWARENESS,2025-11-01,1954,0,0.0,6,0.307062,0.486667,1.494371,2.92,6.0,0,0.486667,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,6.0,0,0.486667,0.0,0,0,6.0,0,0.486667,0,0,0,0.0,0,0,0.0,0,0,,,,6.0,01:00:00 - 01:59:59,CS
[TFG] Corrida Story Final,120235177716760087,LINK_CLICKS,2025-11-01,259,0,0.0,5,1.930502,0.204,3.938224,1.02,5.0,0,0.204,3.0,0,0.34,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,5.0,0,0.204,0.0,0,0,5.0,0,0.204,0,0,0,0.0,0,0,0.0,0,0,,,,5.0,01:00:00 - 01:59:59,CS
ALC - NATAL 25,120235302545560087,OUTCOME_AWARENESS,2025-11-01,7676,0,0.0,4,0.05211,3.085,1.607608,12.34,2.0,0,6.17,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,30.0,0,0.411333,0.0,0,0,30.0,0,0.411333,0,0,0,0.0,0,0,0.0,0,0,,,,2.0,01:00:00 - 01:59:59,CS
TRAF - NATAL 25,120235302629640087,LINK_CLICKS,2025-11-01,4082,0,0.0,55,1.347379,0.264909,3.569329,14.57,38.0,0,0.383421,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,172.0,0,0.084709,9.0,0,0,172.0,0,0.084709,0,0,0,0.0,0,0,0.0,0,0,,,,38.0,01:00:00 - 01:59:59,CS
