campanha,campanha_id,objetivo,data,impressoes,alcance,frequencia,cliques,ctr,cpc,cpm,custo,link_click,valor_link_click,custo_link_click,landing_page_view,valor_landing_page_view,custo_landing_page_view,lead,valor_lead,custo_lead,purchase,valor_purchase,custo_purchase,add_to_cart,valor_add_to_cart,custo_add_to_cart,initiate_checkout,valor_initiate_checkout,custo_initiate_checkout,complete_registration,valor_complete_registration,custo_complete_registration,video_p25,video_p50,video_p75,video_p100,shopping
ALC - NATAL 25,120235302545560087,OUTCOME_AWARENESS,2025-12-10,15699,15102,1.039531,14,0.089178,1.659286,1.479712,23.23,14.0,0,1.659286,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,287.0,92.0,47.0,29.0,CS
TRAF - NATAL 25,120235302629640087,LINK_CLICKS,2025-12-10,12441,8953,1.38959,231,1.856764,0.218182,4.051121,50.4,147.0,0,0.342857,1.0,0,50.4,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,154.0,76.0,42.0,27.0,CS
ALC - NARBONA,120237232905670087,OUTCOME_AWARENESS,2025-12-10,6859,6548,1.047495,10,0.145794,1.004,1.46377,10.04,8.0,0,1.255,1.0,0,10.04,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,48.0,16.0,11.0,9.0,CS
ALC - NATAL 25,120235302545560087,OUTCOME_AWARENESS,2025-12-11,16328,15521,1.051994,32,0.195982,0.85,1.66585,27.2,28.0,0,0.971429,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,270.0,83.0,49.0,32.0,CS
TRAF - NATAL 25,120235302629640087,LINK_CLICKS,2025-12-11,14106,9456,1.491751,248,1.758117,0.217419,3.822487,53.92,158.0,0,0.341266,1.0,0,53.92,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,153.0,63.0,40.0,25.0,CS
ALC - NARBONA,120237232905670087,OUTCOME_AWARENESS,2025-12-11,30243,28975,1.043762,45,0.148795,1.051778,1.56499,47.33,28.0,0,1.690357,7.0,0,6.761429,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,181.0,55.0,37.0,22.0,CS
ALC - NATAL 25,120235302545560087,OUTCOME_AWARENESS,2025-12-12,28546,27504,1.037885,38,0.133118,1.269737,1.690254,48.25,29.0,0,1.663793,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,545.0,194.0,116.0,83.0,CS
TRAF - NATAL 25,120235302629640087,LINK_CLICKS,2025-12-12,13994,10400,1.345577,321,2.29384,0.212492,4.874232,68.21,182.0,0,0.37478,3.0,0,22.736667,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,361.0,169.0,114.0,82.0,CS
ALC - NARBONA,120237232905670087,OUTCOME_AWARENESS,2025-12-12,36642,36642,1.0,60,0.163747,0.992167,1.624638,59.53,42.0,0,1.417381,6.0,0,9.921667,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,173.0,57.0,33.0,18.0,CS
ALC - NATAL 25,120235302545560087,OUTCOME_AWARENESS,2025-12-13,43431,41125,1.056073,74,0.170385,0.933108,1.589878,69.05,61.0,0,1.131967,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,628.0,205.0,109.0,70.0,CS
TRAF - NATAL 25,120235302629640087,LINK_CLICKS,2025-12-13,14231,10069,1.413348,329,2.311854,0.199422,4.610358,65.61,194.0,0,0.338196,1.0,0,65.61,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,289.0,119.0,65.0,41.0,CS
ALC - NARBONA,120237232905670087,OUTCOME_AWARENESS,2025-12-13,41713,39695,1.050838,60,0.14384,1.103833,1.587754,66.23,47.0,0,1.409149,6.0,0,11.038333,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,201.0,51.0,27.0,16.0,CS
ALC - NATAL 25,120235302545560087,OUTCOME_AWARENESS,2025-12-14,49559,47326,1.047183,71,0.143264,1.034225,1.481668,73.43,58.0,0,1.266034,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,650.0,288.0,153.0,103.0,CS
TRAF - NATAL 25,120235302629640087,LINK_CLICKS,2025-12-14,13520,10219,1.323026,384,2.840237,0.173073,4.91568,66.46,209.0,0,0.31799,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,326.0,129.0,78.0,54.0,CS
ALC - NARBONA,120237232905670087,OUTCOME_AWARENESS,2025-12-14,44811,44811,1.0,68,0.151748,0.99,1.50231,67.32,50.0,0,1.3464,7.0,0,9.617143,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,199.0,59.0,37.0,24.0,CS
ALC - NATAL 25,120235302545560087,OUTCOME_AWARENESS,2025-12-15,46551,44785,1.039433,62,0.133187,1.039677,1.384718,64.46,51.0,0,1.263922,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,257.0,92.0,41.0,33.0,CS
TRAF - NATAL 25,120235302629640087,LINK_CLICKS,2025-12-15,17073,13631,1.252513,349,2.044163,0.169513,3.46512,59.16,217.0,0,0.272627,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,206.0,79.0,53.0,31.0,CS
ALC - NARBONA,120237232905670087,OUTCOME_AWARENESS,2025-12-15,36883,36342,1.014886,50,0.135564,1.1012,1.492829,55.06,42.0,0,1.310952,4.0,0,13.765,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,188.0,45.0,21.0,11.0,CS
ALC - Horário final de ano,120237500254090087,OUTCOME_AWARENESS,2025-12-15,11639,11133,1.04545,26,0.223387,0.586538,1.31025,15.25,19.0,0,0.802632,1.0,0,15.25,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,CS
TFG - Story Horário Dezembro,120237500542310087,LINK_CLICKS,2025-12-15,2642,2403,1.099459,146,5.526117,0.084178,4.651779,12.29,130.0,0,0.094538,30.0,0,0.409667,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,CS
ALC - NATAL 25,120235302545560087,OUTCOME_AWARENESS,2025-12-16,40147,38416,1.045059,46,0.114579,1.39913,1.603109,64.36,28.0,0,2.298571,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,557.0,236.0,86.0,58.0,CS
TRAF - NATAL 25,120235302629640087,LINK_CLICKS,2025-12-16,12117,9735,1.244684,449,3.705538,0.144321,5.347858,64.8,239.0,0,0.27113,1.0,0,64.8,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1016.0,509.0,308.0,216.0,CS
ALC - NARBONA,120237232905670087,OUTCOME_AWARENESS,2025-12-16,38338,37149,1.032006,52,0.135636,1.131538,1.53477,58.84,42.0,0,1.400952,4.0,0,14.71,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,183.0,50.0,29.0,18.0,CS
ALC - Horário final de ano,120237500254090087,OUTCOME_AWARENESS,2025-12-16,44471,42530,1.045638,107,0.240606,0.581402,1.398889,62.21,65.0,0,0.957077,5.0,0,12.442,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,CS
TFG - Story Horário Dezembro,120237500542310087,LINK_CLICKS,2025-12-16,6274,5197,1.207235,355,5.658272,0.064901,3.672298,23.04,344.0,0,0.066977,79.0,0,0.291646,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,CS
ALC - NATAL 25,120235302545560087,OUTCOME_AWARENESS,2025-12-17,60916,58851,1.035089,70,0.114912,1.492,1.714492,104.44,56.0,0,1.865,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,837.0,379.0,115.0,80.0,CS
TRAF - NATAL 25,120235302629640087,LINK_CLICKS,2025-12-17,12351,10513,1.174831,426,3.449113,0.19331,6.667476,82.35,282.0,0,0.292021,2.0,0,41.175,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1767.0,847.0,543.0,380.0,CS
ALC - NARBONA,120237232905670087,OUTCOME_AWARENESS,2025-12-17,29086,28270,1.028865,46,0.158152,0.986522,1.560201,45.38,35.0,0,1.296571,9.0,0,5.042222,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,166.0,59.0,34.0,21.0,CS
ALC - Horário final de ano,120237500254090087,OUTCOME_AWARENESS,2025-12-17,40879,40879,1.0,100,0.244624,0.5968,1.459918,59.68,70.0,0,0.852571,5.0,0,11.936,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,CS
TFG - Story Horário Dezembro,120237500542310087,LINK_CLICKS,2025-12-17,5645,5350,1.05514,311,5.5093,0.066302,3.65279,20.62,289.0,0,0.071349,54.0,0,0.381852,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,CS
ALC - NATAL 25,120235302545560087,OUTCOME_AWARENESS,2025-12-18,69674,66690,1.044744,82,0.117691,1.49439,1.758762,122.54,59.0,0,2.076949,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1078.0,469.0,182.0,114.0,CS
TRAF - NATAL 25,120235302629640087,LINK_CLICKS,2025-12-18,4905,4196,1.16897,133,2.711519,0.318346,8.632008,42.34,91.0,0,0.465275,1.0,0,42.34,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,839.0,425.0,266.0,189.0,CS
ALC - NARBONA,120237232905670087,OUTCOME_AWARENESS,2025-12-18,24132,23806,1.013694,35,0.145036,1.071714,1.554368,37.51,21.0,0,1.78619,3.0,0,12.503333,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,114.0,37.0,25.0,15.0,CS
ALC - Horário final de ano,120237500254090087,OUTCOME_AWARENESS,2025-12-18,40948,40948,1.0,82,0.200254,0.752927,1.507766,61.74,55.0,0,1.122545,7.0,0,8.82,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,CS
TFG - Story Horário Dezembro,120237500542310087,LINK_CLICKS,2025-12-18,5361,4999,1.072414,233,4.346204,0.080515,3.499347,18.76,204.0,0,0.091961,34.0,0,0.551765,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,CS
[ALC] Homem do Sapato - feed,120237652019840087,OUTCOME_AWARENESS,2025-12-18,3074,3006,1.022621,5,0.162655,0.924,1.502928,4.62,2.0,0,2.31,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,CS
[ALC] Homem do Sapato - Reels,120237652925190087,OUTCOME_AWARENESS,2025-12-18,4593,4435,1.035626,5,0.108861,1.354,1.473982,6.77,3.0,0,2.256667,1.0,0,6.77,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,84.0,38.0,18.0,11.0,CS
ALC - NATAL 25,120235302545560087,OUTCOME_AWARENESS,2025-12-19,70660,68677,1.028874,71,0.100481,1.779296,1.787857,126.33,56.0,0,2.255893,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1113.0,512.0,198.0,129.0,CS
TRAF - NATAL 25,120235302629640087,LINK_CLICKS,2025-12-19,7246,5451,1.329297,190,2.622136,0.495263,12.986475,94.1,133.0,0,0.707519,2.0,0,47.05,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,726.0,354.0,229.0,163.0,CS
ALC - NARBONA,120237232905670087,OUTCOME_AWARENESS,2025-12-19,23917,23339,1.024765,27,0.11289,1.384444,1.562905,37.38,17.0,0,2.198824,5.0,0,7.476,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,100.0,22.0,12.0,6.0,CS
ALC - Horário final de ano,120237500254090087,OUTCOME_AWARENESS,2025-12-19,43781,42159,1.038473,95,0.216989,0.688526,1.494027,65.41,64.0,0,1.022031,8.0,0,8.17625,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,CS
TFG - Story Horário Dezembro,120237500542310087,LINK_CLICKS,2025-12-19,5864,5462,1.073599,249,4.246248,0.085141,3.61528,21.2,233.0,0,0.090987,32.0,0,0.6625,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,CS
[ALC] Homem do Sapato - feed,120237652019840087,OUTCOME_AWARENESS,2025-12-19,18940,18371,1.030973,30,0.158395,0.973667,1.542239,29.21,24.0,0,1.217083,3.0,0,9.736667,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,CS
[ALC] Homem do Sapato - Reels,120237652925190087,OUTCOME_AWARENESS,2025-12-19,26663,26663,1.0,39,0.14627,1.048974,1.534336,40.91,16.0,0,2.556875,2.0,0,20.455,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,780.0,278.0,144.0,79.0,CS
ALC - NATAL 25,120235302545560087,OUTCOME_AWARENESS,2025-12-20,86467,82772,1.044641,98,0.113338,1.486429,1.684689,145.67,76.0,0,1.916711,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1302.0,634.0,214.0,143.0,CS
TRAF - NATAL 25,120235302629640087,LINK_CLICKS,2025-12-20,7006,4943,1.417358,199,2.840423,0.537236,15.259777,106.91,154.0,0,0.694221,1.0,0,106.91,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,294.0,140.0,94.0,65.0,CS
ALC - NARBONA,120237232905670087,OUTCOME_AWARENESS,2025-12-20,28359,27220,1.041844,39,0.137522,1.096154,1.507458,42.75,36.0,0,1.1875,4.0,0,10.6875,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,119.0,25.0,15.0,9.0,CS
ALC - Horário final de ano,120237500254090087,OUTCOME_AWARENESS,2025-12-20,50077,48105,1.040994,112,0.223656,0.642054,1.435989,71.91,83.0,0,0.866386,7.0,0,10.272857,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,CS
TFG - Story Horário Dezembro,120237500542310087,LINK_CLICKS,2025-12-20,6909,6328,1.091814,352,5.094804,0.072955,3.716891,25.68,331.0,0,0.077583,62.0,0,0.414194,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,CS
[ALC] Homem do Sapato - feed,120237652019840087,OUTCOME_AWARENESS,2025-12-20,22434,21771,1.030453,33,0.147098,1.00303,1.475439,33.1,24.0,0,1.379167,4.0,0,8.275,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,CS
[ALC] Homem do Sapato - Reels,120237652925190087,OUTCOME_AWARENESS,2025-12-20,31351,30676,1.022004,54,0.172243,0.846111,1.45737,45.69,25.0,0,1.8276,3.0,0,15.23,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1027.0,374.0,203.0,98.0,CS
ALC - NATAL 25,120235302545560087,OUTCOME_AWARENESS,2025-12-21,96494,92742,1.040456,130,0.134723,1.091,1.469832,141.83,95.0,0,1.492947,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1701.0,701.0,254.0,183.0,CS
TRAF - NATAL 25,120235302629640087,LINK_CLICKS,2025-12-21,4111,2939,1.398775,120,2.918998,0.466417,13.614692,55.97,86.0,0,0.650814,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,217.0,115.0,63.0,43.0,CS
ALC - NARBONA,120237232905670087,OUTCOME_AWARENESS,2025-12-21,31440,30546,1.029267,73,0.232188,0.562329,1.305662,41.05,57.0,0,0.720175,8.0,0,5.13125,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,123.0,29.0,10.0,5.0,CS
ALC - Horário final de ano,120237500254090087,OUTCOME_AWARENESS,2025-12-21,55803,52136,1.070335,146,0.261635,0.486301,1.272333,71.0,100.0,0,0.71,16.0,0,4.4375,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,CS
TFG - Story Horário Dezembro,120237500542310087,LINK_CLICKS,2025-12-21,7555,7026,1.075292,366,4.844474,0.066721,3.232296,24.42,353.0,0,0.069178,72.0,0,0.339167,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,CS
[ALC] Homem do Sapato - feed,120237652019840087,OUTCOME_AWARENESS,2025-12-21,24244,23998,1.010251,37,0.152615,0.847838,1.293928,31.37,31.0,0,1.011935,2.0,0,15.685,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,CS
[ALC] Homem do Sapato - Reels,120237652925190087,OUTCOME_AWARENESS,2025-12-21,34211,34211,1.0,57,0.166613,0.770526,1.283798,43.92,31.0,0,1.416774,3.0,0,14.64,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1016.0,376.0,196.0,96.0,CS
ALC - NATAL 25,120235302545560087,OUTCOME_AWARENESS,2025-12-22,85108,79462,1.071053,101,0.118673,1.221188,1.449217,123.34,75.0,0,1.644533,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1753.0,744.0,334.0,218.0,CS
TRAF - NATAL 25,120235302629640087,LINK_CLICKS,2025-12-22,5617,3966,1.416288,128,2.278797,0.565781,12.893003,72.42,103.0,0,0.703107,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,385.0,184.0,131.0,96.0,CS
ALC - NARBONA,120237232905670087,OUTCOME_AWARENESS,2025-12-22,28160,27670,1.017709,46,0.163352,0.791739,1.293324,36.42,32.0,0,1.138125,2.0,0,18.21,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,109.0,31.0,16.0,11.0,CS
ALC - Horário final de ano,120237500254090087,OUTCOME_AWARENESS,2025-12-22,49843,47780,1.043177,106,0.212668,0.591415,1.257749,62.69,72.0,0,0.870694,4.0,0,15.6725,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,CS
TFG - Story Horário Dezembro,120237500542310087,LINK_CLICKS,2025-12-22,7610,7116,1.069421,320,4.204993,0.070281,2.955322,22.49,298.0,0,0.07547,59.0,0,0.381186,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,CS
[ALC] Homem do Sapato - feed,120237652019840087,OUTCOME_AWARENESS,2025-12-22,21174,21174,1.0,35,0.165297,0.782857,1.29404,27.4,20.0,0,1.37,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,CS
[ALC] Homem do Sapato - Reels,120237652925190087,OUTCOME_AWARENESS,2025-12-22,31044,30578,1.01524,53,0.170725,0.743208,1.268844,39.39,22.0,0,1.790455,3.0,0,13.13,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1017.0,362.0,167.0,86.0,CS
ALC - NATAL 25,120235302545560087,OUTCOME_AWARENESS,2025-12-23,76944,73511,1.0467,79,0.102672,1.571519,1.613511,124.15,63.0,0,1.970635,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1460.0,625.0,275.0,201.0,CS
TRAF - NATAL 25,120235302629640087,LINK_CLICKS,2025-12-23,11954,7516,1.590474,123,1.028944,0.915366,9.418605,112.59,114.0,0,0.987632,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1138.0,570.0,360.0,260.0,CS
ALC - NARBONA,120237232905670087,OUTCOME_AWARENESS,2025-12-23,25665,24782,1.035631,40,0.155854,0.909,1.416715,36.36,27.0,0,1.346667,6.0,0,6.06,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,92.0,36.0,20.0,11.0,CS
ALC - Horário final de ano,120237500254090087,OUTCOME_AWARENESS,2025-12-23,46701,43792,1.066428,92,0.196998,0.690978,1.361213,63.57,59.0,0,1.077458,6.0,0,10.595,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,CS
TFG - Story Horário Dezembro,120237500542310087,LINK_CLICKS,2025-12-23,7682,7248,1.059879,334,4.347826,0.068563,2.980995,22.9,317.0,0,0.07224,69.0,0,0.331884,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,CS
[ALC] Homem do Sapato - feed,120237652019840087,OUTCOME_AWARENESS,2025-12-23,20206,20206,1.0,26,0.128675,1.095769,1.409977,28.49,19.0,0,1.499474,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,CS
[ALC] Homem do Sapato - Reels,120237652925190087,OUTCOME_AWARENESS,2025-12-23,29164,28264,1.031843,44,0.150871,0.921591,1.390413,40.55,20.0,0,2.0275,1.0,0,40.55,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,917.0,338.0,150.0,84.0,CS
ALC - NATAL 25,120235302545560087,OUTCOME_AWARENESS,2025-12-24,87427,86725,1.008095,138,0.157846,0.976014,1.5406,134.69,92.0,0,1.464022,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2049.0,846.0,400.0,284.0,CS
TRAF - NATAL 25,120235302629640087,LINK_CLICKS,2025-12-24,14095,7833,1.799438,158,1.120965,0.852405,9.555161,134.68,140.0,0,0.962,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1188.0,596.0,378.0,288.0,CS
ALC - NARBONA,120237232905670087,OUTCOME_AWARENESS,2025-12-24,30509,30355,1.005073,65,0.213052,0.626615,1.335016,40.73,51.0,0,0.798627,11.0,0,3.702727,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,122.0,35.0,19.0,10.0,CS
ALC - Horário final de ano,120237500254090087,OUTCOME_AWARENESS,2025-12-24,51533,49456,1.041997,122,0.236742,0.552869,1.30887,67.45,88.0,0,0.766477,10.0,0,6.745,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,CS
TFG - Story Horário Dezembro,120237500542310087,LINK_CLICKS,2025-12-24,7494,7228,1.036801,304,4.056579,0.066349,2.691487,20.17,300.0,0,0.067233,54.0,0,0.373519,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,CS
[ALC] Homem do Sapato - feed,120237652019840087,OUTCOME_AWARENESS,2025-12-24,23319,23097,1.009612,40,0.171534,0.79425,1.362408,31.77,24.0,0,1.32375,3.0,0,10.59,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,CS
[ALC] Homem do Sapato - Reels,120237652925190087,OUTCOME_AWARENESS,2025-12-24,31519,30908,1.019768,44,0.139598,0.969545,1.353469,42.66,27.0,0,1.58,4.0,0,10.665,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,905.0,351.0,166.0,79.0,CS
ALC - NATAL 25,120235302545560087,OUTCOME_AWARENESS,2025-12-25,107012,103479,1.034142,207,0.193436,0.624589,1.208182,129.29,122.0,0,1.059754,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2809.0,1170.0,588.0,415.0,CS
TRAF - NATAL 25,120235302629640087,LINK_CLICKS,2025-12-25,10435,5748,1.815414,179,1.715381,0.571229,9.798754,102.25,169.0,0,0.60503,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,659.0,326.0,213.0,152.0,CS
ALC - NARBONA,120237232905670087,OUTCOME_AWARENESS,2025-12-25,35929,35775,1.004305,82,0.228228,0.460488,1.050962,37.76,66.0,0,0.572121,11.0,0,3.432727,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,106.0,26.0,14.0,8.0,CS
ALC - Horário final de ano,120237500254090087,OUTCOME_AWARENESS,2025-12-25,63339,60460,1.047618,165,0.260503,0.400061,1.04217,66.01,106.0,0,0.622736,10.0,0,6.601,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,CS
TFG - Story Horário Dezembro,120237500542310087,LINK_CLICKS,2025-12-25,11942,10799,1.105843,617,5.166639,0.040827,2.109362,25.19,564.0,0,0.044663,117.0,0,0.215299,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,CS
[ALC] Homem do Sapato - feed,120237652019840087,OUTCOME_AWARENESS,2025-12-25,25849,24678,1.047451,39,0.150876,0.71641,1.080893,27.94,28.0,0,0.997857,4.0,0,6.985,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,CS
[ALC] Homem do Sapato - Reels,120237652925190087,OUTCOME_AWARENESS,2025-12-25,38738,38738,1.0,43,0.111002,0.963256,1.069234,41.42,22.0,0,1.882727,2.0,0,20.71,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,897.0,338.0,168.0,80.0,CS
ALC - NATAL 25,120235302545560087,OUTCOME_AWARENESS,2025-12-26,103368,99260,1.041386,184,0.178005,0.664891,1.183538,122.34,113.0,0,1.082655,1.0,0,122.34,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3078.0,1281.0,621.0,417.0,CS
TRAF - NATAL 25,120235302629640087,LINK_CLICKS,2025-12-26,8112,5009,1.619485,177,2.181953,0.48774,10.642258,86.33,167.0,0,0.516946,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,442.0,208.0,132.0,103.0,CS
ALC - NARBONA,120237232905670087,OUTCOME_AWARENESS,2025-12-26,35087,34154,1.027317,66,0.188104,0.550303,1.035141,36.32,46.0,0,0.789565,2.0,0,18.16,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,133.0,48.0,30.0,18.0,CS
ALC - Horário final de ano,120237500254090087,OUTCOME_AWARENESS,2025-12-26,61992,56618,1.094917,143,0.230675,0.433497,0.999968,61.99,92.0,0,0.673804,8.0,0,7.74875,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,CS
TFG - Story Horário Dezembro,120237500542310087,LINK_CLICKS,2025-12-26,10001,9258,1.080255,515,5.149485,0.040563,2.088791,20.89,505.0,0,0.041366,102.0,0,0.204804,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,CS
[ALC] Homem do Sapato - feed,120237652019840087,OUTCOME_AWARENESS,2025-12-26,25860,25860,1.0,41,0.158546,0.660976,1.047951,27.1,29.0,0,0.934483,3.0,0,9.033333,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,CS
[ALC] Homem do Sapato - Reels,120237652925190087,OUTCOME_AWARENESS,2025-12-26,37982,37252,1.019596,63,0.165868,0.621587,1.031015,39.16,31.0,0,1.263226,2.0,0,19.58,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1115.0,388.0,197.0,102.0,CS
[ALC] Horário dezembro 02,120237943844790087,OUTCOME_AWARENESS,2025-12-26,15318,14719,1.040696,28,0.182791,0.551071,1.007312,15.43,14.0,0,1.102143,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,CS
