campanha,campanha_id,objetivo,data,impressoes,alcance,frequencia,cliques,ctr,cpc,cpm,custo,link_click,valor_link_click,custo_link_click,landing_page_view,valor_landing_page_view,custo_landing_page_view,lead,valor_lead,custo_lead,purchase,valor_purchase,custo_purchase,add_to_cart,valor_add_to_cart,custo_add_to_cart,initiate_checkout,valor_initiate_checkout,custo_initiate_checkout,complete_registration,valor_complete_registration,custo_complete_registration,video_p25,video_p50,video_p75,video_p100,shopping
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2026-02-12,6733,6675,1.008689,9,0.13367,1.012222,1.353037,9.11,7.0,0,1.301429,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,112.0,51.0,30.0,23.0,NR
ALC - Lojas - Inauguração/ Gastronomia,120218470856850075,OUTCOME_AWARENESS,2026-02-12,6661,6583,1.011849,9,0.135115,1.033333,1.396187,9.3,6.0,0,1.55,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,17.0,7.0,4.0,2.0,NR
ALC - Wow Park,120238243719230075,OUTCOME_AWARENESS,2026-02-12,16472,16101,1.023042,30,0.182127,0.816,1.486158,24.48,21.0,0,1.165714,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,30.0,10.0,6.0,5.0,NR
ALC - PISTA DE PATINAÇAO,120238346134830075,OUTCOME_AWARENESS,2026-02-12,37899,36898,1.027129,39,0.102905,1.347436,1.38658,52.55,20.0,0,2.6275,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,351.0,150.0,63.0,39.0,NR
ALC - Inauguração Freddo Gelateria,120238539202460075,OUTCOME_AWARENESS,2026-02-12,22023,20387,1.080247,53,0.240657,0.54566,1.313173,28.92,3.0,0,9.64,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,404.0,104.0,61.0,43.0,NR
ALC - Dragões,120238712803660075,OUTCOME_AWARENESS,2026-02-12,38865,35968,1.080544,100,0.257301,0.5296,1.362666,52.96,17.0,0,3.115294,9.0,0,5.884444,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,405.0,135.0,71.0,46.0,NR
ALC - Bailinho de Carnaval,120238985339690075,OUTCOME_AWARENESS,2026-02-12,31125,31125,1.0,39,0.125301,1.110513,1.391486,43.31,31.0,0,1.397097,11.0,0,3.937273,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,94.0,25.0,12.0,5.0,NR
ALC - Brasileirisse,120239236381150075,OUTCOME_AWARENESS,2026-02-12,7631,7433,1.026638,8,0.104836,1.30875,1.372035,10.47,6.0,0,1.745,1.0,0,10.47,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,72.0,21.0,11.0,6.0,NR
ALC - Feira de adoção pet,120239353688880075,OUTCOME_AWARENESS,2026-02-12,4762,4762,1.0,6,0.125997,1.045,1.316674,6.27,2.0,0,3.135,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,NR
ALC - Oficina de RPG,120239356883300075,OUTCOME_AWARENESS,2026-02-12,29367,28229,1.040313,37,0.125992,1.14027,1.436647,42.19,26.0,0,1.622692,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,NR
ALC - Aventura Congelante,120239402846960075,OUTCOME_AWARENESS,2026-02-12,9707,9182,1.057177,17,0.175131,0.723529,1.267127,12.3,13.0,0,0.946154,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,861.0,310.0,155.0,89.0,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2026-02-13,7503,7205,1.04136,5,0.06664,1.994,1.328802,9.97,3.0,0,3.323333,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,210.0,72.0,47.0,27.0,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2026-02-13,7446,7398,1.006488,13,0.17459,0.783077,1.367177,10.18,10.0,0,1.018,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,68.0,25.0,12.0,10.0,NR
ALC - Lojas - Inauguração/ Gastronomia,120218470856850075,OUTCOME_AWARENESS,2026-02-13,7324,7164,1.022334,6,0.081922,1.69,1.384489,10.14,5.0,0,2.028,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,23.0,6.0,6.0,5.0,NR
ALC - Wow Park,120238243719230075,OUTCOME_AWARENESS,2026-02-13,16816,16776,1.002384,19,0.112988,1.325789,1.497978,25.19,13.0,0,1.937692,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,66.0,20.0,10.0,8.0,NR
ALC - PISTA DE PATINAÇAO,120238346134830075,OUTCOME_AWARENESS,2026-02-13,37544,37544,1.0,37,0.098551,1.395405,1.375186,51.63,26.0,0,1.985769,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,205.0,77.0,40.0,19.0,NR
ALC - Inauguração Freddo Gelateria,120238539202460075,OUTCOME_AWARENESS,2026-02-13,22948,21198,1.082555,47,0.204811,0.629149,1.288565,29.57,5.0,0,5.914,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,383.0,102.0,60.0,37.0,NR
ALC - Dragões,120238712803660075,OUTCOME_AWARENESS,2026-02-13,39873,38019,1.048765,79,0.198129,0.691772,1.370602,54.65,11.0,0,4.968182,2.0,0,27.325,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,420.0,145.0,81.0,53.0,NR
ALC - Bailinho de Carnaval,120238985339690075,OUTCOME_AWARENESS,2026-02-13,29794,28769,1.035629,39,0.130899,1.040769,1.362355,40.59,36.0,0,1.1275,11.0,0,3.69,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,15.0,7.0,2.0,2.0,NR
ALC - Brasileirisse,120239236381150075,OUTCOME_AWARENESS,2026-02-13,7986,7758,1.029389,13,0.162785,0.831538,1.353619,10.81,12.0,0,0.900833,8.0,0,1.35125,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,73.0,27.0,14.0,8.0,NR
ALC - Feira de adoção pet,120239353688880075,OUTCOME_AWARENESS,2026-02-13,5124,4945,1.036198,2,0.039032,3.41,1.330991,6.82,2.0,0,3.41,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,NR
ALC - Oficina de RPG,120239356883300075,OUTCOME_AWARENESS,2026-02-13,41855,41855,1.0,61,0.145741,0.950492,1.385259,57.98,44.0,0,1.317727,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,NR
ALC - Aventura Congelante,120239402846960075,OUTCOME_AWARENESS,2026-02-13,19998,18592,1.075624,31,0.155016,0.806452,1.250125,25.0,11.0,0,2.272727,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2271.0,841.0,424.0,242.0,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2026-02-14,8204,8032,1.021414,3,0.036568,3.516667,1.285958,10.55,3.0,0,3.516667,1.0,0,10.55,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,217.0,81.0,47.0,35.0,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2026-02-14,8138,8138,1.0,4,0.049152,2.5925,1.274269,10.37,3.0,0,3.456667,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,67.0,20.0,11.0,7.0,NR
ALC - Lojas - Inauguração/ Gastronomia,120218470856850075,OUTCOME_AWARENESS,2026-02-14,7913,7913,1.0,6,0.075825,1.693333,1.283963,10.16,4.0,0,2.54,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,26.0,13.0,7.0,3.0,NR
ALC - Wow Park,120238243719230075,OUTCOME_AWARENESS,2026-02-14,17554,17074,1.028113,28,0.159508,0.875357,1.396263,24.51,23.0,0,1.065652,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,103.0,21.0,13.0,9.0,NR
ALC - PISTA DE PATINAÇAO,120238346134830075,OUTCOME_AWARENESS,2026-02-14,44836,43587,1.028655,56,0.1249,1.035714,1.293603,58.0,41.0,0,1.414634,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,160.0,49.0,26.0,15.0,NR
ALC - Inauguração Freddo Gelateria,120238539202460075,OUTCOME_AWARENESS,2026-02-14,23803,20498,1.161235,52,0.21846,0.568462,1.24186,29.56,6.0,0,4.926667,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,410.0,97.0,55.0,43.0,NR
ALC - Dragões,120238712803660075,OUTCOME_AWARENESS,2026-02-14,41747,40366,1.034212,98,0.234747,0.556735,1.30692,54.56,17.0,0,3.209412,9.0,0,6.062222,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,474.0,169.0,88.0,51.0,NR
ALC - Bailinho de Carnaval,120238985339690075,OUTCOME_AWARENESS,2026-02-14,6768,6565,1.030922,6,0.088652,1.503333,1.332742,9.02,5.0,0,1.804,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,NR
ALC - Brasileirisse,120239236381150075,OUTCOME_AWARENESS,2026-02-14,9287,9024,1.029145,13,0.139981,0.915385,1.281361,11.9,8.0,0,1.4875,3.0,0,3.966667,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,70.0,20.0,11.0,6.0,NR
ALC - Feira de adoção pet,120239353688880075,OUTCOME_AWARENESS,2026-02-14,5811,5683,1.022523,9,0.154879,0.822222,1.273447,7.4,7.0,0,1.057143,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,NR
ALC - Oficina de RPG,120239356883300075,OUTCOME_AWARENESS,2026-02-14,48295,46236,1.044532,69,0.142872,0.93087,1.329951,64.23,55.0,0,1.167818,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,NR
ALC - Aventura Congelante,120239402846960075,OUTCOME_AWARENESS,2026-02-14,22831,21475,1.063143,41,0.17958,0.67439,1.211073,27.65,21.0,0,1.316667,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2637.0,901.0,424.0,238.0,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2026-02-15,9633,9633,1.0,4,0.041524,2.87,1.191737,11.48,2.0,0,5.74,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,73.0,32.0,15.0,10.0,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2026-02-15,9639,9464,1.018491,13,0.134869,0.878462,1.18477,11.42,12.0,0,0.951667,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,18.0,7.0,4.0,2.0,NR
ALC - Lojas - Inauguração/ Gastronomia,120218470856850075,OUTCOME_AWARENESS,2026-02-15,9774,9604,1.017701,9,0.092081,1.296667,1.193984,11.67,6.0,0,1.945,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,87.0,30.0,14.0,2.0,NR
ALC - Wow Park,120238243719230075,OUTCOME_AWARENESS,2026-02-15,22541,21975,1.025757,24,0.106473,1.203333,1.281221,28.88,15.0,0,1.925333,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,273.0,62.0,27.0,15.0,NR
ALC - PISTA DE PATINAÇAO,120238346134830075,OUTCOME_AWARENESS,2026-02-15,48538,45942,1.056506,69,0.142157,0.858116,1.219869,59.21,36.0,0,1.644722,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,418.0,189.0,83.0,48.0,NR
ALC - Inauguração Freddo Gelateria,120238539202460075,OUTCOME_AWARENESS,2026-02-15,28984,28984,1.0,39,0.134557,0.87641,1.179271,34.18,27.0,0,1.265926,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,25.0,5.0,1.0,1.0,NR
ALC - Dragões,120238712803660075,OUTCOME_AWARENESS,2026-02-15,52757,51899,1.016532,100,0.189548,0.64,1.213109,64.0,23.0,0,2.782609,6.0,0,10.666667,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,604.0,252.0,117.0,75.0,NR
ALC - Brasileirisse,120239236381150075,OUTCOME_AWARENESS,2026-02-15,9569,9569,1.0,15,0.156756,0.782667,1.226878,11.74,10.0,0,1.174,6.0,0,1.956667,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,78.0,23.0,12.0,7.0,NR
ALC - Feira de adoção pet,120239353688880075,OUTCOME_AWARENESS,2026-02-15,6365,6338,1.00426,9,0.141398,0.838889,1.186174,7.55,6.0,0,1.258333,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,NR
ALC - Oficina de RPG,120239356883300075,OUTCOME_AWARENESS,2026-02-15,28106,27862,1.008757,42,0.149434,0.844524,1.262008,35.47,39.0,0,0.909487,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,NR
ALC - Aventura Congelante,120239402846960075,OUTCOME_AWARENESS,2026-02-15,24302,23033,1.055095,36,0.148136,0.756667,1.120895,27.24,21.0,0,1.297143,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2837.0,1064.0,508.0,320.0,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2026-02-16,9130,8993,1.015234,6,0.065717,1.715,1.127054,10.29,4.0,0,2.5725,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,115.0,39.0,14.0,9.0,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2026-02-16,9433,9259,1.018793,8,0.084809,1.2875,1.091911,10.3,5.0,0,2.06,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,280.0,90.0,55.0,40.0,NR
ALC - Lojas - Inauguração/ Gastronomia,120218470856850075,OUTCOME_AWARENESS,2026-02-16,8828,8323,1.060675,15,0.169914,0.662667,1.125963,9.94,10.0,0,0.994,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,46.0,19.0,12.0,5.0,NR
ALC - Wow Park,120238243719230075,OUTCOME_AWARENESS,2026-02-16,20821,20719,1.004923,28,0.13448,0.897143,1.206474,25.12,19.0,0,1.322105,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,279.0,69.0,35.0,21.0,NR
ALC - PISTA DE PATINAÇAO,120238346134830075,OUTCOME_AWARENESS,2026-02-16,47410,46141,1.027503,54,0.1139,1.013889,1.15482,54.75,34.0,0,1.610294,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,471.0,238.0,105.0,66.0,NR
ALC - Inauguração Freddo Gelateria,120238539202460075,OUTCOME_AWARENESS,2026-02-16,27612,27505,1.00389,35,0.126756,0.880286,1.115819,30.81,25.0,0,1.2324,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,40.0,7.0,4.0,3.0,NR
ALC - Dragões,120238712803660075,OUTCOME_AWARENESS,2026-02-16,48131,48014,1.002437,89,0.184912,0.621573,1.149363,55.32,22.0,0,2.514545,10.0,0,5.532,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,589.0,220.0,95.0,39.0,NR
ALC - Brasileirisse,120239236381150075,OUTCOME_AWARENESS,2026-02-16,9805,9733,1.007398,14,0.142784,0.787857,1.124936,11.03,11.0,0,1.002727,5.0,0,2.206,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,83.0,27.0,14.0,6.0,NR
ALC - Feira de adoção pet,120239353688880075,OUTCOME_AWARENESS,2026-02-16,6155,6018,1.022765,5,0.081235,1.356,1.101543,6.78,3.0,0,2.26,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,NR
ALC - Aventura Congelante,120239402846960075,OUTCOME_AWARENESS,2026-02-16,22835,21902,1.042599,35,0.153273,0.704286,1.079483,24.65,15.0,0,1.643333,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2585.0,895.0,395.0,233.0,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2026-02-17,9031,8881,1.01689,3,0.033219,3.223333,1.070756,9.67,2.0,0,4.835,1.0,0,9.67,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,219.0,89.0,43.0,32.0,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2026-02-17,8930,8698,1.026673,9,0.100784,1.051111,1.059351,9.46,8.0,0,1.1825,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,61.0,21.0,14.0,10.0,NR
ALC - Lojas - Inauguração/ Gastronomia,120218470856850075,OUTCOME_AWARENESS,2026-02-17,9176,8892,1.031939,11,0.119878,0.9,1.078901,9.9,5.0,0,1.98,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,74.0,25.0,10.0,6.0,NR
ALC - Wow Park,120238243719230075,OUTCOME_AWARENESS,2026-02-17,21004,20186,1.040523,25,0.119025,0.9744,1.159779,24.36,13.0,0,1.873846,1.0,0,24.36,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,276.0,71.0,37.0,20.0,NR
ALC - PISTA DE PATINAÇAO,120238346134830075,OUTCOME_AWARENESS,2026-02-17,47790,47021,1.016354,51,0.106717,1.032549,1.101904,52.66,35.0,0,1.504571,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,469.0,220.0,85.0,51.0,NR
ALC - Inauguração Freddo Gelateria,120238539202460075,OUTCOME_AWARENESS,2026-02-17,26904,26789,1.004293,24,0.089206,1.197083,1.067871,28.73,17.0,0,1.69,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,31.0,6.0,1.0,1.0,NR
ALC - Dragões,120238712803660075,OUTCOME_AWARENESS,2026-02-17,48725,47923,1.016735,97,0.199076,0.552887,1.100667,53.63,23.0,0,2.331739,15.0,0,3.575333,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,517.0,194.0,67.0,38.0,NR
ALC - Brasileirisse,120239236381150075,OUTCOME_AWARENESS,2026-02-17,9671,9409,1.027846,8,0.082722,1.2825,1.060904,10.26,3.0,0,3.42,1.0,0,10.26,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,74.0,30.0,18.0,13.0,NR
ALC - Feira de adoção pet,120239353688880075,OUTCOME_AWARENESS,2026-02-17,6262,6262,1.0,4,0.063877,1.6375,1.045992,6.55,2.0,0,3.275,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,NR
ALC - Aventura Congelante,120239402846960075,OUTCOME_AWARENESS,2026-02-17,23787,21893,1.086512,33,0.138731,0.740606,1.027452,24.44,17.0,0,1.437647,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2801.0,1014.0,471.0,266.0,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2026-02-18,8263,8151,1.013741,9,0.108919,0.972222,1.058937,8.75,4.0,0,2.1875,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,243.0,103.0,55.0,44.0,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2026-02-18,8301,7935,1.046125,11,0.132514,0.82,1.086616,9.02,7.0,0,1.288571,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,54.0,15.0,9.0,7.0,NR
ALC - Lojas - Inauguração/ Gastronomia,120218470856850075,OUTCOME_AWARENESS,2026-02-18,7993,7961,1.00402,10,0.125109,0.869,1.087201,8.69,7.0,0,1.241429,1.0,0,8.69,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,11.0,2.0,1.0,1.0,NR
ALC - Wow Park,120238243719230075,OUTCOME_AWARENESS,2026-02-18,19861,19861,1.0,25,0.125875,0.956,1.203363,23.9,17.0,0,1.405882,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,163.0,45.0,16.0,11.0,NR
ALC - PISTA DE PATINAÇAO,120238346134830075,OUTCOME_AWARENESS,2026-02-18,45412,45412,1.0,60,0.132124,0.845333,1.116885,50.72,37.0,0,1.370811,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,325.0,141.0,66.0,35.0,NR
ALC - Inauguração Freddo Gelateria,120238539202460075,OUTCOME_AWARENESS,2026-02-18,26873,26021,1.032743,47,0.174897,0.607872,1.063149,28.57,13.0,0,2.197692,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,223.0,56.0,32.0,20.0,NR
ALC - Dragões,120238712803660075,OUTCOME_AWARENESS,2026-02-18,45079,44024,1.023964,99,0.219614,0.507071,1.113601,50.2,21.0,0,2.390476,12.0,0,4.183333,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,475.0,186.0,78.0,36.0,NR
ALC - Brasileirisse,120239236381150075,OUTCOME_AWARENESS,2026-02-18,9472,9170,1.032933,7,0.073902,1.465714,1.083193,10.26,4.0,0,2.565,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,54.0,14.0,5.0,1.0,NR
ALC - Feira de adoção pet,120239353688880075,OUTCOME_AWARENESS,2026-02-18,5894,5843,1.008728,7,0.118765,0.895714,1.063794,6.27,3.0,0,2.09,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,NR
ALC - Aventura Congelante,120239402846960075,OUTCOME_AWARENESS,2026-02-18,22450,21429,1.047646,41,0.182628,0.545854,0.996882,22.38,9.0,0,2.486667,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2477.0,948.0,419.0,234.0,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2026-02-19,8576,8576,1.0,6,0.069963,1.695,1.185868,10.17,5.0,0,2.034,1.0,0,10.17,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,196.0,96.0,62.0,41.0,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2026-02-19,8295,8085,1.025974,6,0.072333,1.615,1.168174,9.69,4.0,0,2.4225,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,6.0,1.0,1.0,,NR
ALC - Lojas - Inauguração/ Gastronomia,120218470856850075,OUTCOME_AWARENESS,2026-02-19,8237,7999,1.029754,8,0.097123,1.21625,1.181255,9.73,6.0,0,1.621667,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,50.0,16.0,12.0,6.0,NR
ALC - Wow Park,120238243719230075,OUTCOME_AWARENESS,2026-02-19,18372,17901,1.026311,26,0.14152,0.900769,1.274766,23.42,16.0,0,1.46375,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,26.0,6.0,4.0,2.0,NR
ALC - PISTA DE PATINAÇAO,120238346134830075,OUTCOME_AWARENESS,2026-02-19,43365,42081,1.030513,45,0.10377,1.166,1.209962,52.47,20.0,0,2.6235,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,372.0,157.0,63.0,39.0,NR
ALC - Inauguração Freddo Gelateria,120238539202460075,OUTCOME_AWARENESS,2026-02-19,24632,22240,1.107554,28,0.113673,1.004286,1.141604,28.12,6.0,0,4.686667,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,398.0,101.0,57.0,41.0,NR
ALC - Dragões,120238712803660075,OUTCOME_AWARENESS,2026-02-19,7308,7308,1.0,10,0.136836,0.857,1.172687,8.57,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,86.0,37.0,14.0,7.0,NR
ALC - Brasileirisse,120239236381150075,OUTCOME_AWARENESS,2026-02-19,9398,9231,1.018091,12,0.127687,0.955,1.219408,11.46,8.0,0,1.4325,2.0,0,5.73,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,67.0,25.0,13.0,6.0,NR
ALC - Feira de adoção pet,120239353688880075,OUTCOME_AWARENESS,2026-02-19,690,689,1.001451,1,0.144928,0.73,1.057971,0.73,1.0,0,0.73,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,NR
ALC - Aventura Congelante,120239402846960075,OUTCOME_AWARENESS,2026-02-19,23526,23079,1.019368,41,0.174275,0.646098,1.125988,26.49,14.0,0,1.892143,1.0,0,26.49,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2369.0,878.0,384.0,228.0,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2026-02-20,7891,7676,1.028009,9,0.114054,1.091111,1.244456,9.82,6.0,0,1.636667,1.0,0,9.82,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,163.0,63.0,38.0,27.0,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2026-02-20,7841,7841,1.0,6,0.076521,1.596667,1.221783,9.58,5.0,0,1.916,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,NR
ALC - Lojas - Inauguração/ Gastronomia,120218470856850075,OUTCOME_AWARENESS,2026-02-20,9812,9614,1.020595,10,0.101916,1.246,1.269874,12.46,9.0,0,1.384444,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,55.0,26.0,13.0,7.0,NR
ALC - Wow Park,120238243719230075,OUTCOME_AWARENESS,2026-02-20,17806,17568,1.013547,34,0.190947,0.706176,1.348422,24.01,23.0,0,1.043913,1.0,0,24.01,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,37.0,11.0,4.0,4.0,NR
ALC - PISTA DE PATINAÇAO,120238346134830075,OUTCOME_AWARENESS,2026-02-20,41523,40158,1.033991,38,0.091516,1.367895,1.251836,51.98,25.0,0,2.0792,1.0,0,51.98,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,273.0,107.0,39.0,28.0,NR
