campanha,campanha_id,objetivo,data,impressoes,alcance,frequencia,cliques,ctr,cpc,cpm,custo,link_click,valor_link_click,custo_link_click,landing_page_view,valor_landing_page_view,custo_landing_page_view,lead,valor_lead,custo_lead,purchase,valor_purchase,custo_purchase,add_to_cart,valor_add_to_cart,custo_add_to_cart,initiate_checkout,valor_initiate_checkout,custo_initiate_checkout,complete_registration,valor_complete_registration,custo_complete_registration,video_p25,video_p50,video_p75,video_p100,publisher_platform,platform_position,shopping
ALC - Lojas - Diversão,120226684244550075,OUTCOME_AWARENESS,2025-12-11,2,2,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_explore,NR
ALC - Lojas - Diversão,120226684244550075,OUTCOME_AWARENESS,2025-12-11,776,776,1.0,1,0.128866,1.39,1.791237,1.39,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_reels,NR
ALC - Lojas - Diversão,120226684244550075,OUTCOME_AWARENESS,2025-12-11,4647,4624,1.004974,4,0.086077,1.975,1.700022,7.9,4.0,0,1.975,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_stories,NR
ALC - Natal Noel Decor,120234329536470075,OUTCOME_AWARENESS,2025-12-11,1180,1180,1.0,0,0.0,0.0,1.694915,2.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,7.0,2.0,2.0,2.0,instagram,feed,NR
ALC - Natal Noel Decor,120234329536470075,OUTCOME_AWARENESS,2025-12-11,14,14,1.0,0,0.0,0.0,2.142857,0.03,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_explore,NR
ALC - Natal Noel Decor,120234329536470075,OUTCOME_AWARENESS,2025-12-11,2387,2387,1.0,0,0.0,0.0,1.901969,4.54,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,7.0,3.0,2.0,1.0,instagram,instagram_reels,NR
ALC - Natal Noel Decor,120234329536470075,OUTCOME_AWARENESS,2025-12-11,5994,5732,1.045708,8,0.133467,1.3875,1.851852,11.1,7.0,0,1.585714,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,27.0,3.0,2.0,,instagram,instagram_stories,NR
ALC - NATAL 25,120234821449200075,OUTCOME_AWARENESS,2025-12-11,2773,2742,1.011306,3,0.108186,1.513333,1.637216,4.54,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.0,,,,facebook,facebook_reels,NR
ALC - NATAL 25,120234821449200075,OUTCOME_AWARENESS,2025-12-11,793,782,1.014067,0,0.0,0.0,1.286255,1.02,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,facebook,facebook_reels_overlay,NR
ALC - NATAL 25,120234821449200075,OUTCOME_AWARENESS,2025-12-11,6016,6016,1.0,11,0.182846,0.848182,1.550864,9.33,11.0,0,0.848182,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,facebook,facebook_stories,NR
ALC - NATAL 25,120234821449200075,OUTCOME_AWARENESS,2025-12-11,3454,3454,1.0,14,0.405327,0.375714,1.522872,5.26,6.0,0,0.876667,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,12.0,1.0,,,facebook,feed,NR
ALC - NATAL 25,120234821449200075,OUTCOME_AWARENESS,2025-12-11,2,2,1.0,0,0.0,0.0,5.0,0.01,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,facebook,instream_video,NR
ALC - NATAL 25,120234821449200075,OUTCOME_AWARENESS,2025-12-11,5079,4346,1.168661,2,0.039378,4.08,1.606615,8.16,1.0,0,8.16,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,9.0,1.0,,,facebook,marketplace,NR
ALC - NATAL 25,120234821449200075,OUTCOME_AWARENESS,2025-12-11,364,360,1.011111,0,0.0,0.0,1.785714,0.65,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,1.0,,,instagram,feed,NR
ALC - NATAL 25,120234821449200075,OUTCOME_AWARENESS,2025-12-11,1716,1716,1.0,0,0.0,0.0,1.579254,2.71,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,6.0,3.0,1.0,1.0,instagram,instagram_reels,NR
ALC - NATAL 25,120234821449200075,OUTCOME_AWARENESS,2025-12-11,1480,1480,1.0,0,0.0,0.0,1.668919,2.47,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,1.0,,,instagram,instagram_stories,NR
TRAF - NATAL 25,120234821911100075,LINK_CLICKS,2025-12-11,2,2,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,facebook,facebook_notification,NR
TRAF - NATAL 25,120234821911100075,LINK_CLICKS,2025-12-11,4,3,1.333333,0,0.0,0.0,2.503284,0.010013,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,facebook,facebook_profile_feed,NR
TRAF - NATAL 25,120234821911100075,LINK_CLICKS,2025-12-11,79,72,1.097222,2,2.531646,0.090118,2.281474,0.180236,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,8.0,4.0,2.0,1.0,facebook,facebook_reels,NR
TRAF - NATAL 25,120234821911100075,LINK_CLICKS,2025-12-11,2490,2373,1.049305,15,0.60241,0.198928,1.198359,2.983915,15.0,0,0.198928,9.0,0,0.331546,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3.0,1.0,,,facebook,facebook_reels_overlay,NR
TRAF - NATAL 25,120234821911100075,LINK_CLICKS,2025-12-11,2817,2629,1.07151,192,6.815761,0.139402,9.501283,26.765113,104.0,0,0.257357,82.0,0,0.326404,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,110.0,57.0,42.0,22.0,facebook,feed,NR
TRAF - NATAL 25,120234821911100075,LINK_CLICKS,2025-12-11,86,84,1.02381,0,0.0,0.0,3.027227,0.260342,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3.0,1.0,,,facebook,instream_video,NR
TRAF - NATAL 25,120234821911100075,LINK_CLICKS,2025-12-11,5,3,1.666667,0,0.0,0.0,6.007882,0.030039,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,,,,facebook,marketplace,NR
TRAF - NATAL 25,120234821911100075,LINK_CLICKS,2025-12-11,22,22,1.0,1,4.545455,0.200263,9.102851,0.200263,1.0,0,0.200263,1.0,0,0.200263,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.0,,,,instagram,feed,NR
TRAF - NATAL 25,120234821911100075,LINK_CLICKS,2025-12-11,3,3,1.0,1,33.333333,0.050066,16.68856,0.050066,0.0,0,0.0,1.0,0,0.050066,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_reels,NR
TRAF - NATAL 25,120234821911100075,LINK_CLICKS,2025-12-11,2,2,1.0,0,0.0,0.0,5.006568,0.010013,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,1.0,1.0,1.0,instagram,instagram_stories,NR
ALC - Senhora Farinha,120235105425650075,OUTCOME_AWARENESS,2025-12-11,1137,1131,1.005305,1,0.087951,2.060852,1.812535,2.060852,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,112.0,66.0,39.0,16.0,instagram,feed,NR
ALC - Senhora Farinha,120235105425650075,OUTCOME_AWARENESS,2025-12-11,71,70,1.014286,0,0.0,0.0,2.254453,0.160066,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.0,2.0,2.0,2.0,instagram,instagram_explore,NR
ALC - Senhora Farinha,120235105425650075,OUTCOME_AWARENESS,2025-12-11,5167,5167,1.0,5,0.096768,1.924796,1.862586,9.62398,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,616.0,332.0,172.0,27.0,instagram,instagram_reels,NR
ALC - Senhora Farinha,120235105425650075,OUTCOME_AWARENESS,2025-12-11,7171,7128,1.006033,7,0.097615,1.762157,1.720137,12.335101,5.0,0,2.46702,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,148.0,116.0,5.0,3.0,instagram,instagram_stories,NR
ALC - Cidadania Já,120235524827340075,OUTCOME_AWARENESS,2025-12-11,1142,1131,1.009726,1,0.087566,1.71,1.497373,1.71,1.0,0,1.71,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,26.0,14.0,9.0,4.0,instagram,feed,NR
ALC - Cidadania Já,120235524827340075,OUTCOME_AWARENESS,2025-12-11,8,8,1.0,0,0.0,0.0,3.75,0.03,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_explore,NR
ALC - Cidadania Já,120235524827340075,OUTCOME_AWARENESS,2025-12-11,767,767,1.0,0,0.0,0.0,1.720991,1.32,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,12.0,4.0,2.0,,instagram,instagram_reels,NR
ALC - Cidadania Já,120235524827340075,OUTCOME_AWARENESS,2025-12-11,3294,3294,1.0,4,0.121433,1.47,1.785064,5.88,4.0,0,1.47,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,28.0,1.0,,,instagram,instagram_stories,NR
ALC - Nova Arezzo,120235811959840075,OUTCOME_AWARENESS,2025-12-11,14005,14005,1.0,23,0.164227,1.1839,1.944284,27.229694,14.0,0,1.944978,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,313.0,126.0,60.0,51.0,instagram,feed,NR
ALC - Nova Arezzo,120235811959840075,OUTCOME_AWARENESS,2025-12-11,464,463,1.00216,0,0.0,0.0,1.854108,0.860306,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3.0,1.0,1.0,1.0,instagram,instagram_explore,NR
ALC- Diário da lancheira,120235811993880075,OUTCOME_AWARENESS,2025-12-11,293,290,1.010345,0,0.0,0.0,1.672355,0.49,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.0,1.0,1.0,1.0,instagram,feed,NR
ALC- Diário da lancheira,120235811993880075,OUTCOME_AWARENESS,2025-12-11,1,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_explore,NR
ALC- Diário da lancheira,120235811993880075,OUTCOME_AWARENESS,2025-12-11,678,678,1.0,0,0.0,0.0,2.0059,1.36,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_reels,NR
ALC- Diário da lancheira,120235811993880075,OUTCOME_AWARENESS,2025-12-11,3563,3472,1.02621,1,0.028066,5.96,1.672748,5.96,1.0,0,5.96,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,,,,instagram,instagram_stories,NR
ALC - CHURRAS,120235922401180075,OUTCOME_AWARENESS,2025-12-11,6171,6034,1.022705,7,0.113434,1.554286,1.763085,10.88,7.0,0,1.554286,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,14.0,4.0,4.0,2.0,instagram,feed,NR
ALC - CHURRAS,120235922401180075,OUTCOME_AWARENESS,2025-12-11,110,110,1.0,0,0.0,0.0,1.545455,0.17,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_explore,NR
ALC - CHURRAS,120235922401180075,OUTCOME_AWARENESS,2025-12-11,6908,6800,1.015882,7,0.101332,1.812857,1.837001,12.69,4.0,0,3.1725,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4.0,,,,instagram,instagram_reels,NR
ALC - CHURRAS,120235922401180075,OUTCOME_AWARENESS,2025-12-11,16992,16292,1.042966,24,0.141243,1.296667,1.83145,31.12,18.0,0,1.728889,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4.0,2.0,2.0,1.0,instagram,instagram_stories,NR
ENG - CHURRAS NR,120235922750610075,OUTCOME_ENGAGEMENT,2025-12-11,422,362,1.165746,3,0.7109,3.103333,22.061611,9.31,3.0,0,3.103333,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,feed,NR
ENG - CHURRAS NR,120235922750610075,OUTCOME_ENGAGEMENT,2025-12-11,1,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_explore,NR
ENG - CHURRAS NR,120235922750610075,OUTCOME_ENGAGEMENT,2025-12-11,302,232,1.301724,4,1.324503,2.2375,29.635762,8.95,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_reels,NR
ENG - CHURRAS NR,120235922750610075,OUTCOME_ENGAGEMENT,2025-12-11,54,42,1.285714,0,0.0,0.0,13.703704,0.74,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_stories,NR
ALC - Musical Chapeuzinho,120236583431100075,OUTCOME_AWARENESS,2025-12-11,1030,1016,1.01378,4,0.38835,0.49,1.902913,1.96,4.0,0,0.49,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,feed,NR
ALC - Musical Chapeuzinho,120236583431100075,OUTCOME_AWARENESS,2025-12-11,70,69,1.014493,0,0.0,0.0,2.0,0.14,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_explore,NR
ALC - Musical Chapeuzinho,120236583431100075,OUTCOME_AWARENESS,2025-12-11,14157,14157,1.0,19,0.134209,1.416316,1.900826,26.91,16.0,0,1.681875,4.0,0,6.7275,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_reels,NR
ALC - Musical Chapeuzinho,120236583431100075,OUTCOME_AWARENESS,2025-12-11,38267,36753,1.041194,50,0.130661,1.3738,1.795019,68.69,41.0,0,1.675366,18.0,0,3.816111,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_stories,NR
ALC - Árvore solidária,120236584388850075,OUTCOME_AWARENESS,2025-12-11,1896,1867,1.015533,1,0.052743,3.318737,1.750389,3.318737,1.0,0,3.318737,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,43.0,19.0,11.0,8.0,instagram,feed,NR
ALC - Árvore solidária,120236584388850075,OUTCOME_AWARENESS,2025-12-11,31,30,1.033333,0,0.0,0.0,1.612289,0.049981,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_explore,NR
ALC - Árvore solidária,120236584388850075,OUTCOME_AWARENESS,2025-12-11,3244,3105,1.044767,1,0.030826,5.627858,1.734851,5.627858,1.0,0,5.627858,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,30.0,14.0,10.0,5.0,instagram,instagram_reels,NR
ALC - Árvore solidária,120236584388850075,OUTCOME_AWARENESS,2025-12-11,9775,9444,1.035049,11,0.112532,1.570311,1.767102,17.273425,9.0,0,1.919269,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,92.0,25.0,1.0,1.0,instagram,instagram_stories,NR
ALC - Cine Materna,120236688425640075,OUTCOME_AWARENESS,2025-12-11,680,675,1.007407,1,0.147059,1.22,1.794118,1.22,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,14.0,4.0,4.0,3.0,instagram,feed,NR
ALC - Cine Materna,120236688425640075,OUTCOME_AWARENESS,2025-12-11,4,4,1.0,0,0.0,0.0,2.5,0.01,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_explore,NR
ALC - Cine Materna,120236688425640075,OUTCOME_AWARENESS,2025-12-11,316,313,1.009585,0,0.0,0.0,1.93038,0.61,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3.0,,,,instagram,instagram_reels,NR
ALC - Cine Materna,120236688425640075,OUTCOME_AWARENESS,2025-12-11,4673,4673,1.0,9,0.192596,0.855556,1.647764,7.7,6.0,0,1.283333,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,59.0,34.0,1.0,,instagram,instagram_stories,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2025-12-12,1463,1463,1.0,1,0.068353,2.61,1.784005,2.61,1.0,0,2.61,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,25.0,10.0,4.0,4.0,instagram,feed,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2025-12-12,18,16,1.125,0,0.0,0.0,2.777778,0.05,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_explore,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2025-12-12,1598,1582,1.010114,1,0.062578,2.6,1.627034,2.6,1.0,0,2.6,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,10.0,2.0,1.0,1.0,instagram,instagram_reels,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2025-12-12,2634,2634,1.0,0,0.0,0.0,1.594533,4.2,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,13.0,2.0,1.0,,instagram,instagram_stories,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2025-12-12,1133,1133,1.0,3,0.264784,0.66,1.747573,1.98,3.0,0,0.66,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,71.0,25.0,8.0,1.0,instagram,feed,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2025-12-12,15,15,1.0,0,0.0,0.0,2.666667,0.04,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_explore,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2025-12-12,1620,1620,1.0,2,0.123457,1.325,1.635802,2.65,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,45.0,10.0,6.0,3.0,instagram,instagram_reels,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2025-12-12,3198,3179,1.005977,1,0.03127,5.63,1.760475,5.63,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,44.0,25.0,8.0,7.0,instagram,instagram_stories,NR
ALC - Lojas - Inauguração/ Gastronomia,120218470856850075,OUTCOME_AWARENESS,2025-12-12,951,948,1.003165,0,0.0,0.0,1.913775,1.82,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,15.0,5.0,5.0,3.0,instagram,feed,NR
ALC - Lojas - Inauguração/ Gastronomia,120218470856850075,OUTCOME_AWARENESS,2025-12-12,5,5,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_explore,NR
ALC - Lojas - Inauguração/ Gastronomia,120218470856850075,OUTCOME_AWARENESS,2025-12-12,468,461,1.015184,0,0.0,0.0,1.730769,0.81,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.0,,,,instagram,instagram_reels,NR
ALC - Lojas - Inauguração/ Gastronomia,120218470856850075,OUTCOME_AWARENESS,2025-12-12,3794,3713,1.021815,10,0.263574,0.672,1.771218,6.72,8.0,0,0.84,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,17.0,7.0,4.0,1.0,instagram,instagram_stories,NR
ALC - Lojas - Diversão,120226684244550075,OUTCOME_AWARENESS,2025-12-12,565,565,1.0,0,0.0,0.0,1.469027,0.83,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,feed,NR
ALC - Lojas - Diversão,120226684244550075,OUTCOME_AWARENESS,2025-12-12,5,5,1.0,0,0.0,0.0,2.0,0.01,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_explore,NR
ALC - Lojas - Diversão,120226684244550075,OUTCOME_AWARENESS,2025-12-12,1288,1288,1.0,1,0.07764,2.25,1.746894,2.25,1.0,0,2.25,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_reels,NR
ALC - Lojas - Diversão,120226684244550075,OUTCOME_AWARENESS,2025-12-12,4183,4140,1.010386,5,0.119531,1.458,1.742768,7.29,1.0,0,7.29,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_stories,NR
ALC - Natal Noel Decor,120234329536470075,OUTCOME_AWARENESS,2025-12-12,1620,1599,1.013133,1,0.061728,3.12,1.925926,3.12,1.0,0,3.12,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,10.0,3.0,2.0,,instagram,feed,NR
ALC - Natal Noel Decor,120234329536470075,OUTCOME_AWARENESS,2025-12-12,29,29,1.0,0,0.0,0.0,1.37931,0.04,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_explore,NR
ALC - Natal Noel Decor,120234329536470075,OUTCOME_AWARENESS,2025-12-12,2334,2334,1.0,4,0.17138,1.1325,1.940874,4.53,1.0,0,4.53,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,8.0,3.0,3.0,2.0,instagram,instagram_reels,NR
ALC - Natal Noel Decor,120234329536470075,OUTCOME_AWARENESS,2025-12-12,5768,5768,1.0,14,0.242718,0.747143,1.813454,10.46,9.0,0,1.162222,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,33.0,1.0,,,instagram,instagram_stories,NR
ALC - NATAL 25,120234821449200075,OUTCOME_AWARENESS,2025-12-12,1935,1932,1.001553,4,0.206718,0.74,1.529716,2.96,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,facebook,facebook_reels,NR
ALC - NATAL 25,120234821449200075,OUTCOME_AWARENESS,2025-12-12,10126,9450,1.071534,22,0.217262,0.471818,1.025084,10.38,22.0,0,0.471818,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,facebook,facebook_reels_overlay,NR
ALC - NATAL 25,120234821449200075,OUTCOME_AWARENESS,2025-12-12,4901,4856,1.009267,12,0.244848,0.666667,1.63232,8.0,11.0,0,0.727273,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,facebook,facebook_stories,NR
ALC - NATAL 25,120234821449200075,OUTCOME_AWARENESS,2025-12-12,2267,2260,1.003097,7,0.308778,0.5,1.543891,3.5,4.0,0,0.875,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,7.0,4.0,2.0,1.0,facebook,feed,NR
ALC - NATAL 25,120234821449200075,OUTCOME_AWARENESS,2025-12-12,1,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,facebook,instream_video,NR
ALC - NATAL 25,120234821449200075,OUTCOME_AWARENESS,2025-12-12,2467,2274,1.084872,1,0.040535,4.09,1.657884,4.09,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.0,,,,facebook,marketplace,NR
ALC - NATAL 25,120234821449200075,OUTCOME_AWARENESS,2025-12-12,242,242,1.0,0,0.0,0.0,1.487603,0.36,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,1.0,,,instagram,feed,NR
ALC - NATAL 25,120234821449200075,OUTCOME_AWARENESS,2025-12-12,2139,2127,1.005642,4,0.187003,0.92,1.72043,3.68,2.0,0,1.84,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.0,2.0,,,instagram,instagram_reels,NR
ALC - NATAL 25,120234821449200075,OUTCOME_AWARENESS,2025-12-12,2124,2124,1.0,8,0.376648,0.43375,1.63371,3.47,8.0,0,0.43375,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,,,,instagram,instagram_stories,NR
TRAF - NATAL 25,120234821911100075,LINK_CLICKS,2025-12-12,6,6,1.0,0,0.0,0.0,3.333333,0.02,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,facebook,facebook_notification,NR
TRAF - NATAL 25,120234821911100075,LINK_CLICKS,2025-12-12,63,60,1.05,0,0.0,0.0,1.269841,0.08,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.0,2.0,1.0,,facebook,facebook_reels,NR
