campanha,campanha_id,objetivo,data,impressoes,alcance,frequencia,cliques,ctr,cpc,cpm,custo,link_click,valor_link_click,custo_link_click,landing_page_view,valor_landing_page_view,custo_landing_page_view,lead,valor_lead,custo_lead,purchase,valor_purchase,custo_purchase,add_to_cart,valor_add_to_cart,custo_add_to_cart,initiate_checkout,valor_initiate_checkout,custo_initiate_checkout,complete_registration,valor_complete_registration,custo_complete_registration,video_p25,video_p50,video_p75,video_p100,age,shopping
ALC - Últimos eventos do GS,120245278626830260,OUTCOME_AWARENESS,2026-03-01,27253,18761,1.452641,21,0.077056,1.631905,1.257476,34.27,17.0,0,2.015882,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,64.0,45.0,15.0,3.0,18-24,GS
ALC - Últimos eventos do GS,120245278626830260,OUTCOME_AWARENESS,2026-03-01,24637,18383,1.340206,30,0.121768,0.995,1.211592,29.85,23.0,0,1.297826,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,69.0,54.0,25.0,5.0,25-34,GS
ALC - Últimos eventos do GS,120245278626830260,OUTCOME_AWARENESS,2026-03-01,8546,6572,1.300365,10,0.117014,1.027,1.201732,10.27,6.0,0,1.711667,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,33.0,11.0,5.0,4.0,35-44,GS
ALC - Últimos eventos do GS,120245278626830260,OUTCOME_AWARENESS,2026-03-01,3624,2767,1.309722,4,0.110375,1.0925,1.20585,4.37,4.0,0,1.0925,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,11.0,6.0,,,45-54,GS
ALC - Últimos eventos do GS,120245278626830260,OUTCOME_AWARENESS,2026-03-01,1858,1372,1.354227,1,0.053821,2.37,1.275565,2.37,1.0,0,2.37,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,7.0,3.0,3.0,1.0,55-64,GS
ALC - Últimos eventos do GS,120245278626830260,OUTCOME_AWARENESS,2026-03-01,975,738,1.321138,0,0.0,0.0,1.394872,1.36,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4.0,2.0,,,65+,GS
ALC - Últimos eventos do GS,120245278626830260,OUTCOME_AWARENESS,2026-03-01,1,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,Unknown,GS
ALC - ANIVERSARIO JOINVILLE GARTEN,120245447327370260,OUTCOME_AWARENESS,2026-03-01,4471,4289,1.042434,1,0.022366,6.0,1.341982,6.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,18-24,GS
ALC - ANIVERSARIO JOINVILLE GARTEN,120245447327370260,OUTCOME_AWARENESS,2026-03-01,5205,4901,1.062028,3,0.057637,2.36,1.360231,7.08,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,25-34,GS
ALC - ANIVERSARIO JOINVILLE GARTEN,120245447327370260,OUTCOME_AWARENESS,2026-03-01,3277,3274,1.000916,2,0.061031,2.115,1.290815,4.23,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,35-44,GS
ALC - ANIVERSARIO JOINVILLE GARTEN,120245447327370260,OUTCOME_AWARENESS,2026-03-01,3121,2987,1.044861,4,0.128164,1.0525,1.348927,4.21,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,45-54,GS
ALC - ANIVERSARIO JOINVILLE GARTEN,120245447327370260,OUTCOME_AWARENESS,2026-03-01,3147,3105,1.013527,4,0.127105,1.065,1.35367,4.26,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,55-64,GS
ALC - ANIVERSARIO JOINVILLE GARTEN,120245447327370260,OUTCOME_AWARENESS,2026-03-01,1956,1913,1.022478,4,0.204499,0.59,1.206544,2.36,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,65+,GS
ALC- SEMANA DO CONSUMIDOR,120245447379270260,OUTCOME_AWARENESS,2026-03-01,38396,36421,1.054227,70,0.182311,1.181143,2.153349,82.68,59.0,0,1.401356,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1152.0,468.0,294.0,218.0,18-24,GS
ALC- SEMANA DO CONSUMIDOR,120245447379270260,OUTCOME_AWARENESS,2026-03-01,46138,44458,1.037788,68,0.147384,1.511765,2.228098,102.8,54.0,0,1.903704,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2052.0,812.0,434.0,305.0,25-34,GS
ALC- SEMANA DO CONSUMIDOR,120245447379270260,OUTCOME_AWARENESS,2026-03-01,18412,18412,1.0,22,0.119487,1.880909,2.247447,41.38,19.0,0,2.177895,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1327.0,463.0,254.0,183.0,35-44,GS
ALC- SEMANA DO CONSUMIDOR,120245447379270260,OUTCOME_AWARENESS,2026-03-01,8092,7659,1.056535,10,0.123579,1.891,2.336876,18.91,10.0,0,1.891,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,951.0,295.0,155.0,103.0,45-54,GS
ALC- SEMANA DO CONSUMIDOR,120245447379270260,OUTCOME_AWARENESS,2026-03-01,3579,3579,1.0,3,0.083822,2.706667,2.26879,8.12,3.0,0,2.706667,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,588.0,157.0,79.0,51.0,55-64,GS
ALC- SEMANA DO CONSUMIDOR,120245447379270260,OUTCOME_AWARENESS,2026-03-01,1822,1803,1.010538,1,0.054885,4.51,2.475302,4.51,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,341.0,99.0,50.0,27.0,65+,GS
ALC - Super ZOO,120237697768620225,OUTCOME_AWARENESS,2026-02-09,260465,100955,2.580011,485,0.186205,0.673753,1.254564,326.77,339.0,0,0.963923,158.0,0,2.068165,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1398.0,274.0,141.0,92.0,18-24,NS
ALC - Super ZOO,120237697768620225,OUTCOME_AWARENESS,2026-02-09,318504,127281,2.502369,649,0.203765,0.620678,1.264725,402.82,461.0,0,0.873796,209.0,0,1.927368,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1861.0,393.0,208.0,122.0,25-34,NS
ALC - Super ZOO,120237697768620225,OUTCOME_AWARENESS,2026-02-09,139443,57754,2.41443,282,0.202233,0.621064,1.255997,175.14,196.0,0,0.893571,97.0,0,1.805567,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1222.0,321.0,182.0,109.0,35-44,NS
ALC - Super ZOO,120237697768620225,OUTCOME_AWARENESS,2026-02-09,59493,24773,2.401526,92,0.15464,0.832717,1.287715,76.61,67.0,0,1.143433,25.0,0,3.0644,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,734.0,210.0,111.0,75.0,45-54,NS
ALC - Super ZOO,120237697768620225,OUTCOME_AWARENESS,2026-02-09,30922,13142,2.352914,56,0.181101,0.683393,1.23763,38.27,38.0,0,1.007105,16.0,0,2.391875,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,470.0,144.0,77.0,59.0,55-64,NS
ALC - Super ZOO,120237697768620225,OUTCOME_AWARENESS,2026-02-09,13947,6109,2.283025,19,0.13623,0.892632,1.216032,16.96,13.0,0,1.304615,4.0,0,4.24,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,223.0,55.0,30.0,25.0,65+,NS
ALC - Super ZOO,120237697768620225,OUTCOME_AWARENESS,2026-02-09,37,37,1.0,0,0.0,0.0,1.081081,0.04,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,,,,Unknown,NS
ALC - FÉRIAS JAN 25,120237769674470225,OUTCOME_AWARENESS,2026-02-09,135263,53017,2.551314,214,0.15821,0.802866,1.270217,171.813367,164.0,0,1.047642,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1342.0,353.0,183.0,110.0,18-24,NS
ALC - FÉRIAS JAN 25,120237769674470225,OUTCOME_AWARENESS,2026-02-09,154229,66561,2.317108,232,0.150426,0.838853,1.26185,194.613814,166.0,0,1.172372,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1671.0,480.0,212.0,138.0,25-34,NS
ALC - FÉRIAS JAN 25,120237769674470225,OUTCOME_AWARENESS,2026-02-09,65045,29184,2.22879,80,0.122992,1.030895,1.267916,82.471616,49.0,0,1.683094,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,946.0,289.0,127.0,73.0,35-44,NS
ALC - FÉRIAS JAN 25,120237769674470225,OUTCOME_AWARENESS,2026-02-09,27317,12961,2.107631,30,0.109822,1.147022,1.25968,34.410674,22.0,0,1.564122,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,453.0,130.0,61.0,35.0,45-54,NS
ALC - FÉRIAS JAN 25,120237769674470225,OUTCOME_AWARENESS,2026-02-09,14513,6835,2.123336,13,0.089575,1.421566,1.273366,18.480362,8.0,0,2.310045,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,287.0,79.0,40.0,26.0,55-64,NS
ALC - FÉRIAS JAN 25,120237769674470225,OUTCOME_AWARENESS,2026-02-09,6578,3297,1.995147,4,0.060809,2.110041,1.28309,8.440165,2.0,0,4.220083,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,117.0,29.0,12.0,4.0,65+,NS
ALC - FÉRIAS JAN 25,120237769674470225,OUTCOME_AWARENESS,2026-02-09,23,23,1.0,0,0.0,0.0,1.304373,0.030001,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,Unknown,NS
ALC - VERÃO/LOJAS,120237769884270225,OUTCOME_AWARENESS,2026-02-09,108574,42359,2.563186,151,0.139076,0.863642,1.201116,130.41,96.0,0,1.358438,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1000.0,560.0,316.0,93.0,18-24,NS
ALC - VERÃO/LOJAS,120237769884270225,OUTCOME_AWARENESS,2026-02-09,130990,55145,2.375374,186,0.141996,0.848495,1.204825,157.82,131.0,0,1.204733,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1589.0,915.0,502.0,154.0,25-34,NS
ALC - VERÃO/LOJAS,120237769884270225,OUTCOME_AWARENESS,2026-02-09,60270,25859,2.330717,67,0.111166,1.099851,1.222665,73.69,37.0,0,1.991622,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1023.0,528.0,327.0,117.0,35-44,NS
ALC - VERÃO/LOJAS,120237769884270225,OUTCOME_AWARENESS,2026-02-09,27945,12564,2.224212,28,0.100197,1.2375,1.239936,34.65,19.0,0,1.823684,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,597.0,284.0,170.0,75.0,45-54,NS
ALC - VERÃO/LOJAS,120237769884270225,OUTCOME_AWARENESS,2026-02-09,16750,7427,2.255285,20,0.119403,1.0065,1.201791,20.13,15.0,0,1.342,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,439.0,200.0,123.0,62.0,55-64,NS
ALC - VERÃO/LOJAS,120237769884270225,OUTCOME_AWARENESS,2026-02-09,7363,3417,2.154814,12,0.162977,0.755833,1.231835,9.07,10.0,0,0.907,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,196.0,76.0,39.0,22.0,65+,NS
ALC - VERÃO/LOJAS,120237769884270225,OUTCOME_AWARENESS,2026-02-09,9,9,1.0,0,0.0,0.0,1.111111,0.01,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,Unknown,NS
ALC - ÓCULOS META OAKLEY,120237770000040225,OUTCOME_AWARENESS,2026-02-09,91828,37948,2.419838,148,0.161171,0.78964,1.272671,116.866793,113.0,0,1.034219,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,520.0,86.0,44.0,21.0,18-24,NS
ALC - ÓCULOS META OAKLEY,120237770000040225,OUTCOME_AWARENESS,2026-02-09,108889,49621,2.194414,150,0.137755,0.932441,1.284484,139.866162,105.0,0,1.332059,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,620.0,106.0,56.0,31.0,25-34,NS
ALC - ÓCULOS META OAKLEY,120237770000040225,OUTCOME_AWARENESS,2026-02-09,47760,23037,2.073187,43,0.090034,1.386706,1.2485,59.628364,26.0,0,2.293399,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,285.0,47.0,22.0,10.0,35-44,NS
ALC - ÓCULOS META OAKLEY,120237770000040225,OUTCOME_AWARENESS,2026-02-09,20849,10368,2.010899,16,0.076742,1.669954,1.281561,26.719267,13.0,0,2.055328,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,146.0,26.0,10.0,6.0,45-54,NS
ALC - ÓCULOS META OAKLEY,120237770000040225,OUTCOME_AWARENESS,2026-02-09,11634,5993,1.941265,12,0.103146,1.2183,1.256627,14.619599,7.0,0,2.088514,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,67.0,20.0,9.0,3.0,55-64,NS
ALC - ÓCULOS META OAKLEY,120237770000040225,OUTCOME_AWARENESS,2026-02-09,5249,2790,1.881362,5,0.095256,1.331963,1.268778,6.659817,2.0,0,3.329909,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,33.0,9.0,6.0,3.0,65+,NS
ALC - ÓCULOS META OAKLEY,120237770000040225,OUTCOME_AWARENESS,2026-02-09,12,12,1.0,0,0.0,0.0,1.666621,0.019999,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,Unknown,NS
ALC - Novidades Cinema GNC,120238216202110225,OUTCOME_AWARENESS,2026-02-09,35807,24592,1.456043,77,0.215042,0.572597,1.231323,44.09,61.0,0,0.722787,32.0,0,1.377813,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,54.0,22.0,18.0,15.0,18-24,NS
ALC - Novidades Cinema GNC,120238216202110225,OUTCOME_AWARENESS,2026-02-09,33490,24054,1.392284,53,0.158256,0.767736,1.21499,40.69,38.0,0,1.070789,17.0,0,2.393529,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,60.0,25.0,17.0,12.0,25-34,NS
ALC - Novidades Cinema GNC,120238216202110225,OUTCOME_AWARENESS,2026-02-09,12619,9823,1.284638,15,0.118868,0.991333,1.178382,14.87,12.0,0,1.239167,6.0,0,2.478333,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,17.0,9.0,4.0,3.0,35-44,NS
ALC - Novidades Cinema GNC,120238216202110225,OUTCOME_AWARENESS,2026-02-09,4357,3153,1.381859,5,0.114758,1.102,1.264632,5.51,4.0,0,1.3775,2.0,0,2.755,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,11.0,1.0,1.0,1.0,45-54,NS
ALC - Novidades Cinema GNC,120238216202110225,OUTCOME_AWARENESS,2026-02-09,1746,1331,1.311796,2,0.114548,1.05,1.202749,2.1,2.0,0,1.05,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,10.0,1.0,1.0,,55-64,NS
ALC - Novidades Cinema GNC,120238216202110225,OUTCOME_AWARENESS,2026-02-09,773,601,1.28619,1,0.129366,1.02,1.319534,1.02,1.0,0,1.02,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,7.0,1.0,,,65+,NS
ALC - Novidades Cinema GNC,120238216202110225,OUTCOME_AWARENESS,2026-02-09,4,4,1.0,0,0.0,0.0,2.5,0.01,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,Unknown,NS
ALC - Vortex,120238216332790225,OUTCOME_AWARENESS,2026-02-09,88654,35333,2.509099,107,0.120694,0.984579,1.188328,105.35,86.0,0,1.225,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,18-24,NS
ALC - Vortex,120238216332790225,OUTCOME_AWARENESS,2026-02-09,96682,41944,2.305026,110,0.113775,1.050455,1.195155,115.55,90.0,0,1.283889,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,25-34,NS
ALC - Vortex,120238216332790225,OUTCOME_AWARENESS,2026-02-09,36009,16729,2.15249,43,0.119415,1.022326,1.220806,43.96,28.0,0,1.57,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,35-44,NS
ALC - Vortex,120238216332790225,OUTCOME_AWARENESS,2026-02-09,12681,6375,1.989176,10,0.078858,1.502,1.184449,15.02,4.0,0,3.755,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,45-54,NS
ALC - Vortex,120238216332790225,OUTCOME_AWARENESS,2026-02-09,5582,2783,2.005749,6,0.107488,1.15,1.236116,6.9,3.0,0,2.3,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,55-64,NS
ALC - Vortex,120238216332790225,OUTCOME_AWARENESS,2026-02-09,2262,1238,1.827141,1,0.044209,2.78,1.229001,2.78,1.0,0,2.78,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,65+,NS
ALC - Vortex,120238216332790225,OUTCOME_AWARENESS,2026-02-09,10,10,1.0,0,0.0,0.0,3.0,0.03,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,Unknown,NS
ALC - Exposição Ambiências,120238497254480225,OUTCOME_AWARENESS,2026-02-09,32364,18277,1.77075,37,0.114325,1.063961,1.216368,39.366539,32.0,0,1.230204,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,452.0,267.0,35.0,28.0,18-24,NS
ALC - Exposição Ambiências,120238497254480225,OUTCOME_AWARENESS,2026-02-09,36506,22085,1.652977,40,0.109571,1.077655,1.180798,43.10621,35.0,0,1.231606,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,565.0,302.0,52.0,35.0,25-34,NS
ALC - Exposição Ambiências,120238497254480225,OUTCOME_AWARENESS,2026-02-09,15497,9490,1.632982,15,0.096793,1.243891,1.203998,18.658359,12.0,0,1.554863,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,320.0,131.0,26.0,17.0,35-44,NS
ALC - Exposição Ambiências,120238497254480225,OUTCOME_AWARENESS,2026-02-09,6163,4193,1.469831,6,0.097355,1.186562,1.15518,7.119374,6.0,0,1.186562,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,181.0,74.0,28.0,16.0,45-54,NS
ALC - Exposição Ambiências,120238497254480225,OUTCOME_AWARENESS,2026-02-09,3123,2129,1.466886,5,0.160102,0.781931,1.251891,3.909656,4.0,0,0.977414,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,120.0,29.0,14.0,11.0,55-64,NS
ALC - Exposição Ambiências,120238497254480225,OUTCOME_AWARENESS,2026-02-09,1220,837,1.457587,0,0.0,0.0,1.286772,1.569862,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,40.0,8.0,4.0,3.0,65+,NS
ALC - Exposição Ambiências,120238497254480225,OUTCOME_AWARENESS,2026-02-09,2,2,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,Unknown,NS
ALC - A Casa de Gaby,120238749907260225,OUTCOME_AWARENESS,2026-02-09,81656,37090,2.201564,118,0.144509,0.845085,1.221221,99.72,95.0,0,1.049684,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,34.0,19.0,10.0,,18-24,NS
ALC - A Casa de Gaby,120238749907260225,OUTCOME_AWARENESS,2026-02-09,99044,49594,1.997096,184,0.185776,0.665924,1.237127,122.53,128.0,0,0.957266,1.0,0,122.53,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,44.0,21.0,15.0,1.0,25-34,NS
ALC - A Casa de Gaby,120238749907260225,OUTCOME_AWARENESS,2026-02-09,40567,21404,1.8953,55,0.135578,0.877455,1.189637,48.26,38.0,0,1.27,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,23.0,11.0,10.0,4.0,35-44,NS
ALC - A Casa de Gaby,120238749907260225,OUTCOME_AWARENESS,2026-02-09,14815,8065,1.83695,21,0.141748,0.848571,1.202835,17.82,14.0,0,1.272857,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,10.0,6.0,5.0,1.0,45-54,NS
ALC - A Casa de Gaby,120238749907260225,OUTCOME_AWARENESS,2026-02-09,6857,3767,1.820281,6,0.087502,1.403333,1.227942,8.42,6.0,0,1.403333,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,8.0,4.0,2.0,,55-64,NS
ALC - A Casa de Gaby,120238749907260225,OUTCOME_AWARENESS,2026-02-09,2699,1539,1.753736,3,0.111152,1.063333,1.181919,3.19,2.0,0,1.595,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,1.0,,,65+,NS
ALC - A Casa de Gaby,120238749907260225,OUTCOME_AWARENESS,2026-02-09,10,10,1.0,0,0.0,0.0,1.0,0.01,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,Unknown,NS
ALC - Exposição Beatles,120239046320590225,OUTCOME_AWARENESS,2026-02-09,56806,30498,1.862614,65,0.114425,1.016,1.162553,66.04,50.0,0,1.3208,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,322.0,46.0,31.0,19.0,18-24,NS
ALC - Exposição Beatles,120239046320590225,OUTCOME_AWARENESS,2026-02-09,59681,34730,1.718428,61,0.10221,1.141967,1.167206,69.66,47.0,0,1.482128,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,388.0,77.0,44.0,32.0,25-34,NS
ALC - Exposição Beatles,120239046320590225,OUTCOME_AWARENESS,2026-02-09,25056,14822,1.69046,29,0.115741,0.994828,1.151421,28.85,21.0,0,1.37381,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,174.0,35.0,15.0,12.0,35-44,NS
ALC - Exposição Beatles,120239046320590225,OUTCOME_AWARENESS,2026-02-09,10542,6528,1.61489,10,0.094859,1.217,1.15443,12.17,7.0,0,1.738571,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,92.0,13.0,4.0,2.0,45-54,NS
ALC - Exposição Beatles,120239046320590225,OUTCOME_AWARENESS,2026-02-09,5737,3681,1.558544,2,0.034861,3.145,1.096392,6.29,2.0,0,3.145,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,55.0,9.0,4.0,1.0,55-64,NS
ALC - Exposição Beatles,120239046320590225,OUTCOME_AWARENESS,2026-02-09,2350,1516,1.550132,1,0.042553,2.86,1.217021,2.86,1.0,0,2.86,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,30.0,7.0,3.0,3.0,65+,NS
ALC - Exposição Beatles,120239046320590225,OUTCOME_AWARENESS,2026-02-09,3,3,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,Unknown,NS
ALC - CAPIVALLEY,120239368933820225,OUTCOME_AWARENESS,2026-02-09,44393,33051,1.343167,45,0.101367,1.308444,1.326335,58.88,19.0,0,3.098947,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2735.0,1148.0,638.0,444.0,18-24,NS
ALC - CAPIVALLEY,120239368933820225,OUTCOME_AWARENESS,2026-02-09,70227,49936,1.40634,127,0.180842,0.750709,1.357598,95.34,35.0,0,2.724,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,6640.0,2695.0,1485.0,1057.0,25-34,NS
ALC - CAPIVALLEY,120239368933820225,OUTCOME_AWARENESS,2026-02-09,37083,27066,1.370095,49,0.132136,1.018776,1.346169,49.92,12.0,0,4.16,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,6370.0,2501.0,1369.0,922.0,35-44,NS
ALC - CAPIVALLEY,120239368933820225,OUTCOME_AWARENESS,2026-02-09,23744,17165,1.38328,37,0.155829,0.895405,1.3953,33.13,7.0,0,4.732857,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,5966.0,2059.0,1142.0,745.0,45-54,NS
ALC - CAPIVALLEY,120239368933820225,OUTCOME_AWARENESS,2026-02-09,20410,14383,1.419036,35,0.171485,0.805714,1.381676,28.2,5.0,0,5.64,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,6288.0,2046.0,1125.0,775.0,55-64,NS
ALC - CAPIVALLEY,120239368933820225,OUTCOME_AWARENESS,2026-02-09,11483,7982,1.438612,24,0.209005,0.65125,1.361143,15.63,1.0,0,15.63,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3780.0,1161.0,603.0,381.0,65+,NS
ALC - CAPIVALLEY,120239368933820225,OUTCOME_AWARENESS,2026-02-09,6,6,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,1.0,1.0,1.0,Unknown,NS
