campanha,campanha_id,objetivo,data,impressoes,alcance,frequencia,cliques,ctr,cpc,cpm,custo,link_click,valor_link_click,custo_link_click,landing_page_view,valor_landing_page_view,custo_landing_page_view,lead,valor_lead,custo_lead,purchase,valor_purchase,custo_purchase,add_to_cart,valor_add_to_cart,custo_add_to_cart,initiate_checkout,valor_initiate_checkout,custo_initiate_checkout,complete_registration,valor_complete_registration,custo_complete_registration,video_p25,video_p50,video_p75,video_p100,age,shopping
ALC - Norte Cafe,120239888343150075,OUTCOME_AWARENESS,2026-02-09,20918,14999,1.394626,9,0.043025,3.033333,1.305096,27.3,7.0,0,3.9,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,281.0,132.0,32.0,19.0,25-34,NR
ALC - Norte Cafe,120239888343150075,OUTCOME_AWARENESS,2026-02-09,7400,5534,1.337188,5,0.067568,1.914,1.293243,9.57,4.0,0,2.3925,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,131.0,56.0,20.0,15.0,35-44,NR
ALC - Norte Cafe,120239888343150075,OUTCOME_AWARENESS,2026-02-09,3648,2830,1.289046,1,0.027412,4.79,1.313048,4.79,1.0,0,4.79,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,81.0,31.0,9.0,6.0,45-54,NR
ALC - Norte Cafe,120239888343150075,OUTCOME_AWARENESS,2026-02-09,2180,1641,1.328458,1,0.045872,2.78,1.275229,2.78,1.0,0,2.78,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,67.0,25.0,8.0,4.0,55-64,NR
ALC - Norte Cafe,120239888343150075,OUTCOME_AWARENESS,2026-02-09,1086,829,1.310012,3,0.276243,0.47,1.298343,1.41,1.0,0,1.41,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,32.0,13.0,6.0,4.0,65+,NR
ALC - Norte Cafe,120239888343150075,OUTCOME_AWARENESS,2026-02-09,3,3,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,Unknown,NR
ALC - Filme Todo mundo em Panico,120239890360550075,OUTCOME_AWARENESS,2026-02-09,2,2,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,25-34,NR
ALC - Filme Todo mundo em Panico,120239890360550075,OUTCOME_AWARENESS,2026-02-09,1,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,35-44,NR
ALC - Filme Todo mundo em Panico,120239890360550075,OUTCOME_AWARENESS,2026-02-09,1,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,45-54,NR
ALC - Todo mundo em panico,120239954131620075,OUTCOME_AWARENESS,2026-02-09,34850,25986,1.341107,19,0.054519,2.559474,1.395409,48.63,4.0,0,12.1575,1.0,0,48.63,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,362.0,184.0,63.0,47.0,18-24,NR
ALC - Todo mundo em panico,120239954131620075,OUTCOME_AWARENESS,2026-02-09,26636,20903,1.274267,11,0.041297,3.427273,1.415378,37.7,4.0,0,9.425,3.0,0,12.566667,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,338.0,172.0,74.0,52.0,25-34,NR
ALC - Todo mundo em panico,120239954131620075,OUTCOME_AWARENESS,2026-02-09,8774,7028,1.248435,3,0.034192,4.253333,1.454297,12.76,1.0,0,12.76,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,131.0,56.0,26.0,16.0,35-44,NR
ALC - Todo mundo em panico,120239954131620075,OUTCOME_AWARENESS,2026-02-09,3761,3169,1.18681,2,0.053177,2.51,1.334751,5.02,2.0,0,2.51,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,78.0,27.0,12.0,10.0,45-54,NR
ALC - Todo mundo em panico,120239954131620075,OUTCOME_AWARENESS,2026-02-09,1945,1571,1.238065,0,0.0,0.0,1.465296,2.85,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,49.0,12.0,9.0,7.0,55-64,NR
ALC - Todo mundo em panico,120239954131620075,OUTCOME_AWARENESS,2026-02-09,908,763,1.190039,1,0.110132,1.32,1.453744,1.32,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,19.0,5.0,4.0,3.0,65+,NR
ALC- Massinha Play-Doh,120240047519830075,OUTCOME_AWARENESS,2026-02-09,12879,12659,1.017379,6,0.046587,3.078333,1.434118,18.47,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,186.0,85.0,59.0,22.0,18-24,NR
ALC- Massinha Play-Doh,120240047519830075,OUTCOME_AWARENESS,2026-02-09,25480,24558,1.037544,4,0.015699,9.9325,1.559262,39.73,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,531.0,200.0,128.0,51.0,25-34,NR
ALC- Massinha Play-Doh,120240047519830075,OUTCOME_AWARENESS,2026-02-09,18378,17703,1.038129,7,0.038089,4.287143,1.632931,30.01,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,532.0,206.0,116.0,68.0,35-44,NR
ALC- Massinha Play-Doh,120240047519830075,OUTCOME_AWARENESS,2026-02-09,6226,6095,1.021493,0,0.0,0.0,1.56762,9.76,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,200.0,76.0,47.0,29.0,45-54,NR
ALC- Massinha Play-Doh,120240047519830075,OUTCOME_AWARENESS,2026-02-09,1028,1028,1.0,0,0.0,0.0,1.361868,1.4,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,48.0,16.0,8.0,6.0,55-64,NR
ALC- Massinha Play-Doh,120240047519830075,OUTCOME_AWARENESS,2026-02-09,462,462,1.0,1,0.21645,0.63,1.363636,0.63,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,18.0,6.0,1.0,2.0,65+,NR
ALC- Massinha Play-Doh,120240047519830075,OUTCOME_AWARENESS,2026-02-09,1,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,Unknown,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2026-03-01,97425,87501,1.113416,100,0.102643,1.2341,1.266718,123.41,68.0,0,1.814853,16.0,0,7.713125,0.0,0,0.0,0,0,0,0,0,0,7.0,0,17.63,0,0,0,1602.0,681.0,379.0,260.0,18-24,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2026-03-01,102200,89088,1.14718,105,0.10274,1.235238,1.26908,129.7,67.0,0,1.935821,16.0,0,8.10625,0.0,0,0.0,0,0,0,0,0,0,5.0,0,25.94,0,0,0,1997.0,795.0,414.0,281.0,25-34,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2026-03-01,42139,37667,1.118725,48,0.113909,1.126042,1.28266,54.05,30.0,0,1.801667,2.0,0,27.025,1.0,0,54.05,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1387.0,494.0,243.0,157.0,35-44,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2026-03-01,24129,21702,1.111833,23,0.095321,1.324348,1.262381,30.46,11.0,0,2.769091,2.0,0,15.23,0.0,0,0.0,0,0,0,0,0,0,1.0,0,30.46,0,0,0,1311.0,478.0,214.0,147.0,45-54,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2026-03-01,18761,16879,1.1115,28,0.149246,0.826786,1.233943,23.15,6.0,0,3.858333,1.0,0,23.15,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1654.0,612.0,319.0,207.0,55-64,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2026-03-01,11615,10836,1.07189,41,0.352992,0.362683,1.280241,14.87,8.0,0,1.85875,2.0,0,7.435,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1243.0,470.0,235.0,146.0,65+,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2026-03-01,6,6,1.0,0,0.0,0.0,5.0,0.03,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,Unknown,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2026-03-01,90589,78491,1.154132,98,0.108181,1.170408,1.266158,114.7,66.0,0,1.737879,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3078.0,1294.0,752.0,540.0,18-24,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2026-03-01,95596,84235,1.134873,86,0.089962,1.390233,1.25068,119.56,64.0,0,1.868125,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3969.0,1545.0,910.0,646.0,25-34,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2026-03-01,35781,31460,1.137349,39,0.108996,1.184103,1.290629,46.18,28.0,0,1.649286,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2355.0,807.0,402.0,265.0,35-44,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2026-03-01,15673,14087,1.112586,8,0.051043,2.56375,1.30862,20.51,5.0,0,4.102,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1620.0,477.0,248.0,145.0,45-54,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2026-03-01,8063,7571,1.064985,5,0.062012,2.194,1.360536,10.97,4.0,0,2.7425,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1270.0,374.0,183.0,107.0,55-64,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2026-03-01,3742,3607,1.037427,3,0.080171,1.653333,1.325494,4.96,2.0,0,2.48,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,691.0,198.0,94.0,52.0,65+,NR
ALC - Lojas - Inauguração/ Gastronomia,120218470856850075,OUTCOME_AWARENESS,2026-03-01,146347,128236,1.141232,161,0.110013,1.231925,1.355272,198.34,115.0,0,1.724696,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,861.0,228.0,109.0,65.0,18-24,NR
ALC - Lojas - Inauguração/ Gastronomia,120218470856850075,OUTCOME_AWARENESS,2026-03-01,177639,154945,1.146465,199,0.112025,1.201206,1.34565,239.04,140.0,0,1.707429,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,1.0,0,239.04,0,0,0,1188.0,289.0,158.0,99.0,25-34,NR
ALC - Lojas - Inauguração/ Gastronomia,120218470856850075,OUTCOME_AWARENESS,2026-03-01,75667,65825,1.149518,64,0.084581,1.579688,1.336117,101.1,49.0,0,2.063265,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,672.0,176.0,99.0,67.0,35-44,NR
ALC - Lojas - Inauguração/ Gastronomia,120218470856850075,OUTCOME_AWARENESS,2026-03-01,35685,30027,1.18843,32,0.089674,1.45875,1.308113,46.68,19.0,0,2.456842,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,1.0,0,46.68,0,0,0,399.0,136.0,67.0,43.0,45-54,NR
ALC - Lojas - Inauguração/ Gastronomia,120218470856850075,OUTCOME_AWARENESS,2026-03-01,18343,16539,1.109076,14,0.076323,1.744286,1.331298,24.42,12.0,0,2.035,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,212.0,74.0,43.0,25.0,55-64,NR
ALC - Lojas - Inauguração/ Gastronomia,120218470856850075,OUTCOME_AWARENESS,2026-03-01,8544,7618,1.121554,7,0.081929,1.6,1.310861,11.2,7.0,0,1.6,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,125.0,44.0,22.0,12.0,65+,NR
ALC - Lojas - Inauguração/ Gastronomia,120218470856850075,OUTCOME_AWARENESS,2026-03-01,7,7,1.0,0,0.0,0.0,1.428571,0.01,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,Unknown,NR
ALC - Wow Park,120238243719230075,OUTCOME_AWARENESS,2026-03-01,27476,25928,1.059704,51,0.185617,0.685294,1.272019,34.95,37.0,0,0.944595,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,246.0,63.0,28.0,16.0,18-24,NR
ALC - Wow Park,120238243719230075,OUTCOME_AWARENESS,2026-03-01,33664,32735,1.028379,47,0.139615,0.908085,1.267823,42.68,28.0,0,1.524286,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,297.0,76.0,36.0,22.0,25-34,NR
ALC - Wow Park,120238243719230075,OUTCOME_AWARENESS,2026-03-01,13869,13610,1.01903,12,0.086524,1.5,1.297859,18.0,7.0,0,2.571429,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,149.0,36.0,20.0,9.0,35-44,NR
ALC - Wow Park,120238243719230075,OUTCOME_AWARENESS,2026-03-01,6189,5949,1.040343,13,0.21005,0.590769,1.240911,7.68,9.0,0,0.853333,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,83.0,24.0,14.0,9.0,45-54,NR
ALC - Wow Park,120238243719230075,OUTCOME_AWARENESS,2026-03-01,3028,3024,1.001323,0,0.0,0.0,1.291281,3.91,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,49.0,10.0,7.0,2.0,55-64,NR
ALC - Wow Park,120238243719230075,OUTCOME_AWARENESS,2026-03-01,1433,1430,1.002098,3,0.209351,0.576667,1.207258,1.73,3.0,0,0.576667,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,29.0,7.0,2.0,2.0,65+,NR
ALC - Wow Park,120238243719230075,OUTCOME_AWARENESS,2026-03-01,1,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,Unknown,NR
ALC - PISTA DE PATINAÇAO,120238346134830075,OUTCOME_AWARENESS,2026-03-01,62340,49114,1.269292,81,0.129933,0.921111,1.196824,74.61,55.0,0,1.356545,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,953.0,494.0,162.0,90.0,18-24,NR
ALC - PISTA DE PATINAÇAO,120238346134830075,OUTCOME_AWARENESS,2026-03-01,72356,57293,1.262912,88,0.121621,0.988523,1.20225,86.99,66.0,0,1.31803,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1084.0,494.0,156.0,94.0,25-34,NR
ALC - PISTA DE PATINAÇAO,120238346134830075,OUTCOME_AWARENESS,2026-03-01,29250,24649,1.186661,35,0.119658,0.974857,1.166496,34.12,26.0,0,1.312308,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,585.0,227.0,88.0,57.0,35-44,NR
ALC - PISTA DE PATINAÇAO,120238346134830075,OUTCOME_AWARENESS,2026-03-01,13565,10987,1.234641,7,0.051603,2.298571,1.186141,16.09,4.0,0,4.0225,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,275.0,93.0,37.0,22.0,45-54,NR
ALC - PISTA DE PATINAÇAO,120238346134830075,OUTCOME_AWARENESS,2026-03-01,7390,5980,1.235786,7,0.094723,1.215714,1.151556,8.51,1.0,0,8.51,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,194.0,59.0,24.0,20.0,55-64,NR
ALC - PISTA DE PATINAÇAO,120238346134830075,OUTCOME_AWARENESS,2026-03-01,3318,2813,1.179524,3,0.090416,1.153333,1.042797,3.46,3.0,0,1.153333,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,95.0,34.0,14.0,11.0,65+,NR
ALC - PISTA DE PATINAÇAO,120238346134830075,OUTCOME_AWARENESS,2026-03-01,3,3,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,Unknown,NR
ALC - Todo mundo em panico,120239954131620075,OUTCOME_AWARENESS,2026-03-01,181563,111291,1.631426,249,0.137142,1.044538,1.432506,260.09,145.0,0,1.793724,97.0,0,2.68134,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2927.0,1286.0,808.0,550.0,18-24,NR
ALC - Todo mundo em panico,120239954131620075,OUTCOME_AWARENESS,2026-03-01,212683,128384,1.656616,282,0.132592,1.085567,1.439372,306.13,176.0,0,1.739375,116.0,0,2.639052,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4049.0,1723.0,1053.0,667.0,25-34,NR
ALC - Todo mundo em panico,120239954131620075,OUTCOME_AWARENESS,2026-03-01,97247,61598,1.578736,109,0.112086,1.283761,1.438913,139.93,52.0,0,2.690962,36.0,0,3.886944,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2052.0,761.0,457.0,250.0,35-44,NR
ALC - Todo mundo em panico,120239954131620075,OUTCOME_AWARENESS,2026-03-01,49407,31153,1.585947,45,0.09108,1.592667,1.450604,71.67,24.0,0,2.98625,22.0,0,3.257727,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,951.0,285.0,171.0,108.0,45-54,NR
ALC - Todo mundo em panico,120239954131620075,OUTCOME_AWARENESS,2026-03-01,26776,16525,1.620333,25,0.093367,1.5424,1.440096,38.56,14.0,0,2.754286,5.0,0,7.712,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,576.0,157.0,74.0,50.0,55-64,NR
ALC - Todo mundo em panico,120239954131620075,OUTCOME_AWARENESS,2026-03-01,12792,8073,1.584541,12,0.093809,1.540833,1.445435,18.49,5.0,0,3.698,2.0,0,9.245,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,267.0,64.0,31.0,20.0,65+,NR
ALC - Coelho Flock,120240253340710075,OUTCOME_AWARENESS,2026-03-01,89053,58193,1.530304,117,0.131382,0.990171,1.300911,115.85,95.0,0,1.219474,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,18-24,NR
ALC - Coelho Flock,120240253340710075,OUTCOME_AWARENESS,2026-03-01,86620,56016,1.546344,79,0.091203,1.407848,1.283999,111.22,70.0,0,1.588857,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,25-34,NR
ALC - Coelho Flock,120240253340710075,OUTCOME_AWARENESS,2026-03-01,29766,19342,1.538931,45,0.151179,0.873778,1.32097,39.32,36.0,0,1.092222,1.0,0,39.32,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,35-44,NR
ALC - Coelho Flock,120240253340710075,OUTCOME_AWARENESS,2026-03-01,11678,7894,1.479351,7,0.059942,2.144286,1.285323,15.01,7.0,0,2.144286,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,45-54,NR
ALC - Coelho Flock,120240253340710075,OUTCOME_AWARENESS,2026-03-01,5206,3577,1.45541,6,0.115252,1.11,1.279293,6.66,5.0,0,1.332,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,55-64,NR
ALC - Coelho Flock,120240253340710075,OUTCOME_AWARENESS,2026-03-01,2364,1639,1.442343,1,0.042301,2.75,1.163283,2.75,1.0,0,2.75,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,65+,NR
ALC - Coelho Flock,120240253340710075,OUTCOME_AWARENESS,2026-03-01,3,3,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,Unknown,NR
ALC - Pet Day - Corrida Pet,120240504098140075,OUTCOME_AWARENESS,2026-03-01,33960,33218,1.022337,64,0.188457,0.703125,1.325088,45.0,54.0,0,0.833333,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,18-24,NR
ALC - Pet Day - Corrida Pet,120240504098140075,OUTCOME_AWARENESS,2026-03-01,31782,30389,1.045839,44,0.138443,0.976364,1.351709,42.96,35.0,0,1.227429,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,25-34,NR
ALC - Pet Day - Corrida Pet,120240504098140075,OUTCOME_AWARENESS,2026-03-01,10705,10254,1.043983,14,0.13078,1.065,1.392807,14.91,12.0,0,1.2425,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,35-44,NR
ALC - Pet Day - Corrida Pet,120240504098140075,OUTCOME_AWARENESS,2026-03-01,4523,4265,1.060492,4,0.088437,1.545,1.36635,6.18,3.0,0,2.06,1.0,0,6.18,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,45-54,NR
ALC - Pet Day - Corrida Pet,120240504098140075,OUTCOME_AWARENESS,2026-03-01,2186,2120,1.031132,2,0.091491,1.495,1.367795,2.99,2.0,0,1.495,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,55-64,NR
ALC - Pet Day - Corrida Pet,120240504098140075,OUTCOME_AWARENESS,2026-03-01,1052,1046,1.005736,2,0.190114,0.75,1.425856,1.5,2.0,0,0.75,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,1.0,0,1.5,0,0,0,,,,,65+,NR
ALC - Pokemon,120240557522400075,OUTCOME_AWARENESS,2026-03-01,4637,4637,1.0,8,0.172525,0.83125,1.434117,6.65,6.0,0,1.108333,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,69.0,37.0,9.0,8.0,18-24,NR
ALC - Pokemon,120240557522400075,OUTCOME_AWARENESS,2026-03-01,4264,4077,1.045867,3,0.070356,2.04,1.435272,6.12,1.0,0,6.12,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,66.0,33.0,6.0,6.0,25-34,NR
ALC - Pokemon,120240557522400075,OUTCOME_AWARENESS,2026-03-01,1613,1597,1.010019,0,0.0,0.0,1.587105,2.56,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,28.0,12.0,6.0,2.0,35-44,NR
ALC - Pokemon,120240557522400075,OUTCOME_AWARENESS,2026-03-01,181,180,1.005556,1,0.552486,0.29,1.60221,0.29,1.0,0,0.29,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,5.0,,,,45-54,NR
ALC - Pokemon,120240557522400075,OUTCOME_AWARENESS,2026-03-01,46,46,1.0,0,0.0,0.0,2.173913,0.1,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,55-64,NR
ALC - Pokemon,120240557522400075,OUTCOME_AWARENESS,2026-03-01,15,15,1.0,0,0.0,0.0,2.0,0.03,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,1.0,,,65+,NR
ALC - Páscoa Cacau Show,120240557649330075,OUTCOME_AWARENESS,2026-03-01,821,810,1.01358,0,0.0,0.0,1.242387,1.02,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,15.0,4.0,4.0,4.0,18-24,NR
ALC - Páscoa Cacau Show,120240557649330075,OUTCOME_AWARENESS,2026-03-01,718,711,1.009845,0,0.0,0.0,1.267409,0.91,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,11.0,5.0,3.0,,25-34,NR
ALC - Páscoa Cacau Show,120240557649330075,OUTCOME_AWARENESS,2026-03-01,506,500,1.012,0,0.0,0.0,1.185771,0.6,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,9.0,5.0,5.0,2.0,35-44,NR
ALC - Páscoa Cacau Show,120240557649330075,OUTCOME_AWARENESS,2026-03-01,744,744,1.0,1,0.134409,0.98,1.317204,0.98,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,14.0,4.0,3.0,1.0,45-54,NR
ALC - Páscoa Cacau Show,120240557649330075,OUTCOME_AWARENESS,2026-03-01,832,832,1.0,1,0.120192,1.16,1.394231,1.16,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,32.0,11.0,5.0,3.0,55-64,NR
ALC - Páscoa Cacau Show,120240557649330075,OUTCOME_AWARENESS,2026-03-01,547,531,1.030132,2,0.365631,0.35,1.279708,0.7,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,20.0,6.0,5.0,2.0,65+,NR
ALC - MODA,120242232300500260,OUTCOME_AWARENESS,2026-02-09,199699,127885,1.561551,244,0.122184,1.006037,1.229215,245.472945,156.0,0,1.573545,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,269.0,89.0,46.0,32.0,18-24,GS
ALC - MODA,120242232300500260,OUTCOME_AWARENESS,2026-02-09,217486,142923,1.521701,213,0.097937,1.257945,1.231998,267.942299,143.0,0,1.873722,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,292.0,105.0,64.0,39.0,25-34,GS
ALC - MODA,120242232300500260,OUTCOME_AWARENESS,2026-02-09,83072,56438,1.471916,83,0.099913,1.226832,1.225769,101.827073,57.0,0,1.78644,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,136.0,53.0,30.0,19.0,35-44,GS
