campanha,campanha_id,objetivo,data,impressoes,alcance,frequencia,cliques,ctr,cpc,cpm,custo,link_click,valor_link_click,custo_link_click,landing_page_view,valor_landing_page_view,custo_landing_page_view,lead,valor_lead,custo_lead,purchase,valor_purchase,custo_purchase,add_to_cart,valor_add_to_cart,custo_add_to_cart,initiate_checkout,valor_initiate_checkout,custo_initiate_checkout,complete_registration,valor_complete_registration,custo_complete_registration,post_engagement,valor_post_engagement,custo_post_engagement,post_reaction,valor_post_reaction,custo_post_reaction,page_engagement,valor_page_engagement,custo_page_engagement,offsite_conversion.fb_pixel_purchase,valor_offsite_conversion.fb_pixel_purchase,custo_offsite_conversion.fb_pixel_purchase,offsite_conversion.fb_pixel_lead,valor_offsite_conversion.fb_pixel_lead,custo_offsite_conversion.fb_pixel_lead,offsite_conversion.fb_pixel_view_content,valor_offsite_conversion.fb_pixel_view_content,custo_offsite_conversion.fb_pixel_view_content,quality_ranking,engagement_rate_ranking,conversion_rate_ranking,outbound_clicks,country,shopping,video_p25,video_p50,video_p75,video_p100
ALC - CORRIDA SHOPPING,120243392123360260,OUTCOME_AWARENESS,2026-01-01,340760,190522,1.78856,413,0.1212,1.020097,1.236354,421.3,278.0,0,1.515468,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,14834.0,0,0.028401,65.0,0,0,14834.0,0,0.028401,0,0,0,0.0,0,0,0.0,0,0,,,,278.0,BR,GS,3690.0,1188.0,636.0,278.0
ALC - Exposição Legueiros,120243666484080260,OUTCOME_AWARENESS,2026-01-01,66341,64496,1.028606,69,0.104008,1.465797,1.524547,101.14,44.0,0,2.298636,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1700.0,0,0.059494,11.0,0,0,1700.0,0,0.059494,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,BR,GS,598.0,192.0,111.0,71.0
ALC - Volta às aulas,120243667013080260,OUTCOME_AWARENESS,2026-01-01,17648,17489,1.009091,27,0.152992,0.847037,1.295898,22.87,23.0,0,0.994348,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,145.0,0,0.157724,2.0,0,0,145.0,0,0.157724,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,BR,GS,50.0,38.0,8.0,4.0
ALC - MODA,120242232300500260,OUTCOME_AWARENESS,2026-01-28,101670,101670,1.0,104,0.102292,1.323462,1.353792,137.64,70.0,0,1.966286,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4328.0,0,0.031802,17.0,0,0,4328.0,0,0.031802,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,BR,GS,143.0,39.0,22.0,16.0
ALC - Filme Bob Esponja,120243182467530260,OUTCOME_AWARENESS,2026-01-28,32714,32345,1.011408,23,0.070306,1.883913,1.324509,43.33,20.0,0,2.1665,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2148.0,0,0.020172,13.0,0,0,2148.0,0,0.020172,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,BR,GS,2519.0,803.0,384.0,269.0
ALC - CORRIDA SHOPPING,120243392123360260,OUTCOME_AWARENESS,2026-01-28,144083,120455,1.196156,183,0.12701,1.070929,1.360188,195.98,120.0,0,1.633167,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,6039.0,0,0.032452,33.0,0,0,6039.0,0,0.032452,0,0,0,0.0,0,0,0.0,0,0,,,,120.0,BR,GS,1578.0,480.0,231.0,103.0
ALC - Exposição Legueiros,120243666484080260,OUTCOME_AWARENESS,2026-01-28,376597,289310,1.301708,478,0.126926,1.398243,1.774735,668.36,328.0,0,2.037683,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,9092.0,0,0.073511,108.0,0,0,9092.0,0,0.073511,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,BR,GS,3063.0,1073.0,613.0,417.0
ALC - Volta às aulas,120243667013080260,OUTCOME_AWARENESS,2026-01-28,128874,91471,1.408906,144,0.111737,1.190972,1.330757,171.5,116.0,0,1.478448,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1054.0,0,0.162713,6.0,0,0,1054.0,0,0.162713,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,BR,GS,412.0,274.0,48.0,35.0
ALC - MODA,120242232300500260,OUTCOME_AWARENESS,2026-02-01,793657,443936,1.787773,854,0.107603,1.147471,1.234715,979.94,575.0,0,1.704243,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,39568.0,0,0.024766,84.0,0,0,39568.0,0,0.024766,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,BR,GS,1165.0,407.0,242.0,163.0
ALC - MODA,120242232300500260,OUTCOME_AWARENESS,2026-02-01,1,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,unknown,GS,,,,
ALC - CORRIDA SHOPPING,120243392123360260,OUTCOME_AWARENESS,2026-02-01,726651,318659,2.28034,851,0.117113,1.03718,1.214668,882.64,603.0,0,1.463748,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,34276.0,0,0.025751,135.0,0,0,34276.0,0,0.025751,0,0,0,0.0,0,0,0.0,0,0,,,,603.0,BR,GS,7767.0,2302.0,1201.0,572.0
ALC - CORRIDA SHOPPING,120243392123360260,OUTCOME_AWARENESS,2026-02-01,1,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,unknown,GS,,,,
ALC - Exposição Legueiros,120243666484080260,OUTCOME_AWARENESS,2026-02-01,660400,469165,1.407607,888,0.134464,1.38527,1.862689,1230.12,601.0,0,2.046789,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,18568.0,0,0.066249,185.0,0,0,18568.0,0,0.066249,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,BR,GS,6278.0,2207.0,1205.0,848.0
ALC - Volta às aulas,120243667013080260,OUTCOME_AWARENESS,2026-02-01,248217,169157,1.467376,231,0.093064,1.322944,1.231181,305.6,180.0,0,1.697778,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1553.0,0,0.19678,17.0,0,0,1553.0,0,0.19678,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,BR,GS,528.0,276.0,75.0,46.0
ALC - Bailinho de carnaval e carnapet,120244043225990260,OUTCOME_AWARENESS,2026-02-01,332877,246143,1.352372,385,0.115658,1.298104,1.501365,499.77,306.0,0,1.633235,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2662.0,0,0.187742,12.0,0,0,2662.0,0,0.187742,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,BR,GS,3129.0,1424.0,922.0,683.0
ALC - Semana do Cinema,120244043525950260,OUTCOME_AWARENESS,2026-02-01,374058,241964,1.545924,791,0.211465,0.631643,1.335702,499.63,575.0,0,0.868922,13.0,0,38.433077,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3143.0,0,0.158966,42.0,0,0,3143.0,0,0.158966,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,BR,GS,5857.0,2450.0,1423.0,1073.0
ALC - Retail Experience,120244288353810260,OUTCOME_AWARENESS,2026-02-01,73335,43789,1.674736,87,0.118634,0.936782,1.111338,81.5,69.0,0,1.181159,1.0,0,81.5,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,74.0,0,1.101351,4.0,0,0,74.0,0,1.101351,0,0,0,0.0,0,0,0.0,0,0,,,,13.0,BR,GS,,,,
ALC - Heroinas do Kpop,120244790251900260,OUTCOME_AWARENESS,2026-02-01,333889,220393,1.514971,703,0.210549,0.665519,1.401244,467.86,569.0,0,0.82225,236.0,0,1.982458,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,732.0,0,0.639153,34.0,0,0,732.0,0,0.639153,0,0,0,0.0,0,0,0.0,0,0,,,,568.0,BR,GS,,,,
ALC - Benefícios AJFans,120244790529090260,OUTCOME_AWARENESS,2026-02-01,173520,112435,1.543292,138,0.07953,1.650652,1.312759,227.79,109.0,0,2.089817,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2739.0,0,0.083165,13.0,0,0,2739.0,0,0.083165,0,0,0,0.0,0,0,0.0,0,0,,,,109.0,BR,GS,1129.0,641.0,280.0,106.0
ALC - Aniversário Joinville - Atlantida,120245006540330260,OUTCOME_AWARENESS,2026-02-01,480279,426364,1.126453,1172,0.244025,0.852073,2.079271,998.63,11.0,0,90.784545,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,55343.0,0,0.018044,242.0,0,0,55344.0,0,0.018044,0,0,0,0.0,0,0,0.0,0,0,,,,3.0,BR,GS,10002.0,2874.0,1593.0,996.0
ALC - Aniversário Joinville - Atlantida,120245006540330260,OUTCOME_AWARENESS,2026-02-01,1,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,unknown,GS,,,,
ALC - MODA,120242232300500260,OUTCOME_AWARENESS,2026-03-01,82969,77780,1.066714,84,0.101243,1.109643,1.123432,93.21,60.0,0,1.5535,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4346.0,0,0.021447,7.0,0,0,4346.0,0,0.021447,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,BR,GS,86.0,22.0,12.0,7.0
ALC - Heroinas do Kpop,120244790251900260,OUTCOME_AWARENESS,2026-03-01,24510,24510,1.0,54,0.220318,0.595,1.310894,32.13,44.0,0,0.730227,27.0,0,1.19,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,57.0,0,0.563684,5.0,0,0,57.0,0,0.563684,0,0,0,0.0,0,0,0.0,0,0,,,,44.0,BR,GS,,,,
ALC - Benefícios AJFans,120244790529090260,OUTCOME_AWARENESS,2026-03-01,338153,211680,1.597473,324,0.095815,1.241667,1.189698,402.3,260.0,0,1.547308,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,6252.0,0,0.064347,21.0,0,0,6252.0,0,0.064347,0,0,0,0.0,0,0,0.0,0,0,,,,258.0,BR,GS,2409.0,1172.0,563.0,226.0
ALC - Aniversário Joinville - Atlantida,120245006540330260,OUTCOME_AWARENESS,2026-03-01,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,BR,GS,,,,
ALC - Exposição Territórios Internos,120245275376110260,OUTCOME_AWARENESS,2026-03-01,696088,309483,2.249196,410,0.058901,2.308927,1.359972,946.66,10.0,0,94.666,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,42293.0,0,0.022383,119.0,0,0,42293.0,0,0.022383,0,0,0,0.0,0,0,0.0,0,0,,,,3.0,BR,GS,5258.0,1329.0,651.0,399.0
ALC - COTTON,120245275442810260,OUTCOME_AWARENESS,2026-03-01,713794,356302,2.00334,646,0.090502,1.508437,1.36517,974.45,8.0,0,121.80625,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,46971.0,0,0.020746,171.0,0,0,46972.0,0,0.020745,0,0,0,0.0,0,0,0.0,0,0,,,,1.0,BR,GS,5162.0,1679.0,974.0,518.0
ALC - COTTON,120245275442810260,OUTCOME_AWARENESS,2026-03-01,1,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,unknown,GS,,,,
ALC - TODO MUNDO EM PANICO,120245275605620260,OUTCOME_AWARENESS,2026-03-01,1044428,506686,2.061292,2547,0.243866,0.567691,1.384404,1445.91,910.0,0,1.588912,442.0,0,3.27129,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,73433.0,0,0.01969,365.0,0,0,73433.0,0,0.01969,0,0,0,0.0,0,0,0.0,0,0,,,,905.0,BR,GS,1516.0,601.0,348.0,174.0
ALC - Últimos eventos do GS,120245278626830260,OUTCOME_AWARENESS,2026-03-01,66895,49776,1.343921,66,0.098662,1.249848,1.233127,82.49,51.0,0,1.617451,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,514.0,0,0.160486,7.0,0,0,514.0,0,0.160486,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,BR,GS,188.0,121.0,48.0,13.0
ALC - ANIVERSARIO JOINVILLE GARTEN,120245447327370260,OUTCOME_AWARENESS,2026-03-01,261527,173278,1.509291,138,0.052767,2.536159,1.338256,349.99,8.0,0,43.74875,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,83.0,0,4.216747,43.0,0,0,83.0,0,4.216747,0,0,0,0.0,0,0,0.0,0,0,,,,1.0,BR,GS,,,,
ALC- SEMANA DO CONSUMIDOR,120245447379270260,OUTCOME_AWARENESS,2026-03-01,1065400,675457,1.577302,1772,0.166323,1.408956,2.343411,2496.67,1486.0,0,1.680128,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,26507.0,0,0.094189,89.0,0,0,26507.0,0,0.094189,0,0,0,0.0,0,0,0.0,0,0,,,,1477.0,BR,GS,65437.0,24939.0,14057.0,10075.0
ALC - Camiseta Centauro,120246042142770260,OUTCOME_AWARENESS,2026-03-01,107397,69890,1.536658,269,0.250473,0.544015,1.362608,146.34,68.0,0,2.152059,37.0,0,3.955135,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,5802.0,0,0.025222,31.0,0,0,5802.0,0,0.025222,0,0,0,0.0,0,0,0.0,0,0,,,,68.0,BR,GS,1132.0,298.0,163.0,94.0
ALC - PROMO IPHONE,120246044174640260,OUTCOME_AWARENESS,2026-03-01,411118,253974,1.618741,606,0.147403,0.989257,1.458194,599.49,455.0,0,1.31756,3.0,0,199.83,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,522.0,0,1.148448,55.0,0,0,522.0,0,1.148448,0,0,0,0.0,0,0,0.0,0,0,,,,454.0,BR,GS,1.0,,,
ALC - Turma do Coelho,120246044270030260,OUTCOME_AWARENESS,2026-03-01,69029,64953,1.062753,105,0.15211,0.912,1.387243,95.76,66.0,0,1.450909,34.0,0,2.816471,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1733.0,0,0.055257,6.0,0,0,1734.0,0,0.055225,0,0,0,0.0,0,0,0.0,0,0,,,,66.0,BR,GS,4502.0,1669.0,942.0,625.0
ALC - Musical - A menina da casa mágica,120246044406370260,OUTCOME_AWARENESS,2026-03-01,185003,135576,1.36457,420,0.227023,0.595238,1.351329,250.0,218.0,0,1.146789,118.0,0,2.118644,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4056.0,0,0.061637,43.0,0,0,4056.0,0,0.061637,0,0,0,0.0,0,0,0.0,0,0,,,,218.0,BR,GS,5700.0,1879.0,1014.0,643.0
ENG - Panico 7,120246044638080260,OUTCOME_ENGAGEMENT,2026-03-01,37269,28502,1.307592,397,1.065228,0.307053,3.270815,121.9,61.0,0,1.998361,35.0,0,3.482857,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,21021.0,0,0.005799,179.0,0,0,21021.0,0,0.005799,0,0,0,0.0,0,0,0.0,0,0,,,,56.0,BR,GS,1436.0,757.0,544.0,99.0
TRAF - FRANQUIA,120246486234420260,LINK_CLICKS,2026-03-01,5889,5462,1.078176,158,2.682968,0.239051,6.413653,37.77,123.0,0,0.307073,106.0,0,0.356321,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,137.0,0,0.275693,8.0,0,0,137.0,0,0.275693,0,0,0,0.0,0,0,0.0,0,0,,,,122.0,BR,GS,,,,
ENG - FRANQUIAS,120246492291640260,OUTCOME_ENGAGEMENT,2026-03-01,653,445,1.467416,17,2.603369,0.844118,21.975498,14.35,13.0,0,1.103846,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,19.0,0,0.755263,4.0,0,0,20.0,0,0.7175,0,0,0,0.0,0,0,0.0,0,0,,,,9.0,BR,GS,,,,
ALC - Camiseta Centauro,120246042142770260,OUTCOME_AWARENESS,2026-04-01,96029,71498,1.343101,191,0.198898,0.538115,1.070302,102.78,49.0,0,2.097551,28.0,0,3.670714,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,5030.0,0,0.020433,31.0,0,0,5030.0,0,0.020433,0,0,0,0.0,0,0,0.0,0,0,,,,49.0,BR,GS,911.0,234.0,111.0,66.0
ALC - PROMO IPHONE,120246044174640260,OUTCOME_AWARENESS,2026-04-01,1566280,603376,2.595861,2415,0.154187,0.993859,1.532402,2400.17,1869.0,0,1.2842,219.0,0,10.95968,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,61399.0,0,0.039091,151.0,0,0,61401.0,0,0.03909,0,0,0,0.0,0,0,0.0,0,0,,,,1865.0,BR,GS,11269.0,3357.0,1539.0,983.0
ALC - PROMO IPHONE,120246044174640260,OUTCOME_AWARENESS,2026-04-01,2,2,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,unknown,GS,,,,
ENG - Panico 7,120246044638080260,OUTCOME_ENGAGEMENT,2026-04-01,7892,7511,1.050726,68,0.861632,0.348824,3.005575,23.72,8.0,0,2.965,5.0,0,4.744,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4492.0,0,0.005281,33.0,0,0,4492.0,0,0.005281,0,0,0,0.0,0,0,0.0,0,0,,,,7.0,BR,GS,308.0,153.0,104.0,21.0
TRAF - FRANQUIA,120246486234420260,LINK_CLICKS,2026-04-01,152555,112141,1.360386,5119,3.355511,0.095923,3.218708,491.03,3257.0,0,0.150761,2581.0,0,0.190248,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3464.0,0,0.141752,143.0,0,0,3466.0,0,0.141671,0,0,0,0.0,0,0,0.0,0,0,,,,3257.0,BR,GS,,,,
ENG - FRANQUIAS,120246492291640260,OUTCOME_ENGAGEMENT,2026-04-01,32707,16315,2.00472,592,1.81001,0.815541,14.761366,482.8,245.0,0,1.970612,1.0,0,482.8,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,336.0,0,1.436905,76.0,0,0,338.0,0,1.428402,0,0,0,0.0,0,0,0.0,0,0,,,,192.0,BR,GS,,,,
ALC - ELLAS,120246600992030260,OUTCOME_AWARENESS,2026-04-01,511320,372095,1.374165,636,0.124384,0.786132,0.977822,499.98,459.0,0,1.089281,190.0,0,2.631474,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,9052.0,0,0.055234,53.0,0,0,9053.0,0,0.055228,0,0,0,0.0,0,0,0.0,0,0,,,,459.0,BR,GS,4899.0,2212.0,1049.0,424.0
TRAF - PROMO IPHONE,120246819817910260,LINK_CLICKS,2026-04-01,231594,53151,4.357284,3378,1.458587,0.147969,2.15826,499.84,2981.0,0,0.167675,1265.0,0,0.39513,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,15358.0,0,0.032546,103.0,0,0,15358.0,0,0.032546,0,0,0,0.0,0,0,0.0,0,0,,,,2981.0,BR,GS,4524.0,2090.0,1423.0,596.0
ALC - DINOS,120247009600330260,OUTCOME_AWARENESS,2026-04-01,697511,305212,2.285333,2600,0.372754,0.337535,1.258174,877.59,761.0,0,1.153206,548.0,0,1.601442,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,57051.0,0,0.015383,350.0,0,0,57059.0,0,0.01538,0,0,0,0.0,0,0,0.0,0,0,,,,758.0,BR,GS,93837.0,38554.0,22420.0,15227.0
TRAF - FRANQUIA 02,120247121341160260,LINK_CLICKS,2026-04-01,114891,78928,1.455643,7275,6.332089,0.060279,3.816922,438.53,5763.0,0,0.076094,2749.0,0,0.159523,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,6018.0,0,0.07287,226.0,0,0,6019.0,0,0.072858,0,0,0,0.0,0,0,0.0,0,0,,,,5762.0,BR,GS,,,,
ENG - FRANQUIAS GS,120247121838140260,OUTCOME_ENGAGEMENT,2026-04-01,32975,16414,2.008956,563,1.707354,0.787744,13.449583,443.5,245.0,0,1.810204,5.0,0,88.7,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,327.0,0,1.356269,56.0,0,0,329.0,0,1.348024,0,0,0,0.0,0,0,0.0,0,0,,,,195.0,BR,GS,,,,
ALC - LOOKS OUTONO,120247552534330260,OUTCOME_AWARENESS,2026-04-01,42991,30494,1.409818,17,0.039543,3.288235,1.300272,55.9,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1782.0,0,0.031369,9.0,0,0,1782.0,0,0.031369,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,BR,GS,108.0,47.0,36.0,11.0
ALC - DIABO VESTE PRADA,120247980664870260,OUTCOME_AWARENESS,2026-04-01,18981,18981,1.0,56,0.295032,0.496429,1.464623,27.8,38.0,0,0.731579,25.0,0,1.112,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1036.0,0,0.026834,12.0,0,0,1036.0,0,0.026834,0,0,0,0.0,0,0,0.0,0,0,,,,38.0,BR,GS,546.0,260.0,128.0,53.0
ALC - PROMO MAES 26,120247981257820260,OUTCOME_AWARENESS,2026-04-01,14458,14402,1.003888,13,0.089916,1.856154,1.668972,24.13,10.0,0,2.413,1.0,0,24.13,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,449.0,0,0.053742,2.0,0,0,449.0,0,0.053742,0,0,0,0.0,0,0,0.0,0,0,,,,10.0,BR,GS,321.0,140.0,65.0,42.0
TRAF - PROMO MAES 26,120247999952910260,LINK_CLICKS,2026-04-01,4051,3692,1.097237,57,1.40706,0.324035,4.559368,18.47,52.0,0,0.355192,29.0,0,0.636897,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,81.0,0,0.228025,3.0,0,0,81.0,0,0.228025,0,0,0,0.0,0,0,0.0,0,0,,,,52.0,BR,GS,46.0,25.0,19.0,14.0
ALC - Gifcard,120231989380800225,OUTCOME_AWARENESS,2025-10-30,19705,19029,1.035525,22,0.111647,1.382273,1.543263,30.41,19.0,0,1.600526,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,366.0,0,0.083087,0.0,0,0,366.0,0,0.083087,0,0,0,0.0,0,0,0.0,0,0,,,,19.0,BR,NS,138.0,86.0,13.0,9.0
TRAF- Giftcard,120231989566400225,LINK_CLICKS,2025-10-30,2942,2624,1.121189,96,3.263086,0.255833,8.348063,24.56,86.0,0,0.285581,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,762.0,0,0.032231,4.0,0,0,762.0,0,0.032231,0,0,0,0.0,0,0,0.0,0,0,,,,86.0,BR,NS,166.0,75.0,46.0,29.0
ALC - Inauguração Ritmi,120231990939630225,OUTCOME_AWARENESS,2025-10-30,24663,23533,1.048018,10,0.040547,3.963,1.60686,39.63,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1330.0,0,0.029797,5.0,0,0,1330.0,0,0.029797,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,BR,NS,163.0,38.0,16.0,10.0
ALC - Loja Crocs,120232410145660225,OUTCOME_AWARENESS,2025-10-30,35310,35028,1.008051,44,0.124611,1.345,1.676012,59.18,29.0,0,2.04069,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1189.0,0,0.049773,1.0,0,0,1189.0,0,0.049773,0,0,0,0.0,0,0,0.0,0,0,,,,14.0,BR,NS,481.0,224.0,143.0,110.0
ENG - pratos brasileiros cheios de sabor,120232410340560225,OUTCOME_ENGAGEMENT,2025-10-30,8410,8343,1.008031,33,0.39239,1.213939,4.763377,40.06,19.0,0,2.108421,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3089.0,0,0.012969,44.0,0,0,3089.0,0,0.012969,0,0,0,0.0,0,0,0.0,0,0,,,,8.0,BR,NS,895.0,599.0,423.0,236.0
ALC - Chilli Beans,120233141162840225,OUTCOME_AWARENESS,2025-10-30,13957,13550,1.030037,15,0.107473,1.524667,1.638604,22.87,8.0,0,2.85875,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,682.0,0,0.033534,5.0,0,0,682.0,0,0.033534,0,0,0,0.0,0,0,0.0,0,0,,,,6.0,BR,NS,148.0,41.0,24.0,15.0
ALC - Café Cultura Halloween 2025,120233141777540225,OUTCOME_AWARENESS,2025-10-30,14652,14231,1.029583,5,0.034125,4.694,1.601829,23.47,1.0,0,23.47,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,849.0,0,0.027644,5.0,0,0,849.0,0,0.027644,0,0,0,0.0,0,0,0.0,0,0,,,,1.0,BR,NS,228.0,97.0,23.0,15.0
ALC - Avatim,120233142672850225,OUTCOME_AWARENESS,2025-10-30,12778,12104,1.055684,7,0.054782,2.812857,1.54093,19.69,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,628.0,0,0.031354,0.0,0,0,628.0,0,0.031354,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,BR,NS,33.0,10.0,6.0,5.0
ALC - Chegada Papai Noel - Natal 2025,120233915772800225,OUTCOME_AWARENESS,2025-10-30,29766,29186,1.019873,45,0.151179,1.075111,1.625344,48.38,23.0,0,2.103478,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1131.0,0,0.042776,12.0,0,0,1131.0,0,0.042776,0,0,0,0.0,0,0,0.0,0,0,,,,20.0,BR,NS,926.0,478.0,308.0,241.0
