campanha,campanha_id,objetivo,data,impressoes,alcance,frequencia,cliques,ctr,cpc,cpm,custo,link_click,valor_link_click,custo_link_click,landing_page_view,valor_landing_page_view,custo_landing_page_view,lead,valor_lead,custo_lead,purchase,valor_purchase,custo_purchase,add_to_cart,valor_add_to_cart,custo_add_to_cart,initiate_checkout,valor_initiate_checkout,custo_initiate_checkout,complete_registration,valor_complete_registration,custo_complete_registration,video_p25,device_platform,shopping,video_p50,video_p75,video_p100
ALC - NATAL 25,120235302545560087,OUTCOME_AWARENESS,2025-12-10,97,89,1.089888,0,0.0,0.0,1.857269,0.180155,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,desktop,CS,,,
ALC - NATAL 25,120235302545560087,OUTCOME_AWARENESS,2025-12-10,15574,15021,1.036815,14,0.089893,1.642128,1.476165,22.989793,14.0,0,1.642128,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,286.0,mobile_app,CS,92.0,47.0,29.0
ALC - NATAL 25,120235302545560087,OUTCOME_AWARENESS,2025-12-10,28,27,1.037037,0,0.0,0.0,2.144704,0.060052,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,mobile_web,CS,,,
TRAF - NATAL 25,120235302629640087,LINK_CLICKS,2025-12-10,40,25,1.6,0,0.0,0.0,1.75,0.07,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,desktop,CS,,,
TRAF - NATAL 25,120235302629640087,LINK_CLICKS,2025-12-10,12388,8939,1.385837,231,1.864708,0.217662,4.058767,50.28,147.0,0,0.342041,1.0,0,50.28,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,154.0,mobile_app,CS,76.0,42.0,27.0
TRAF - NATAL 25,120235302629640087,LINK_CLICKS,2025-12-10,13,12,1.083333,0,0.0,0.0,3.846154,0.05,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,mobile_web,CS,,,
ALC - NARBONA,120237232905670087,OUTCOME_AWARENESS,2025-12-10,7,7,1.0,0,0.0,0.0,2.857143,0.02,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,desktop,CS,,,
ALC - NARBONA,120237232905670087,OUTCOME_AWARENESS,2025-12-10,6847,6540,1.046942,10,0.146049,1.002,1.463415,10.02,8.0,0,1.2525,1.0,0,10.02,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,48.0,mobile_app,CS,16.0,11.0,9.0
ALC - NARBONA,120237232905670087,OUTCOME_AWARENESS,2025-12-10,5,5,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,mobile_web,CS,,,
ALC - NATAL 25,120235302545560087,OUTCOME_AWARENESS,2025-12-11,42,39,1.076923,0,0.0,0.0,2.380952,0.1,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,desktop,CS,,,
ALC - NATAL 25,120235302545560087,OUTCOME_AWARENESS,2025-12-11,16276,15465,1.052441,32,0.196609,0.846563,1.664414,27.09,28.0,0,0.9675,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,270.0,mobile_app,CS,83.0,49.0,32.0
ALC - NATAL 25,120235302545560087,OUTCOME_AWARENESS,2025-12-11,10,10,1.0,0,0.0,0.0,1.0,0.01,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,mobile_web,CS,,,
TRAF - NATAL 25,120235302629640087,LINK_CLICKS,2025-12-11,27,15,1.8,0,0.0,0.0,1.110905,0.029994,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,desktop,CS,,,
TRAF - NATAL 25,120235302629640087,LINK_CLICKS,2025-12-11,14067,9412,1.494581,248,1.762991,0.217137,3.828109,53.850013,158.0,0,0.340823,1.0,0,53.850013,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,153.0,mobile_app,CS,63.0,40.0,25.0
TRAF - NATAL 25,120235302629640087,LINK_CLICKS,2025-12-11,12,12,1.0,0,0.0,0.0,3.332715,0.039993,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,mobile_web,CS,,,
ALC - NARBONA,120237232905670087,OUTCOME_AWARENESS,2025-12-11,94,94,1.0,0,0.0,0.0,1.489676,0.14003,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,desktop,CS,,,
ALC - NARBONA,120237232905670087,OUTCOME_AWARENESS,2025-12-11,30091,28898,1.041283,45,0.149546,1.047777,1.566912,47.149962,28.0,0,1.683927,7.0,0,6.735709,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,179.0,mobile_app,CS,54.0,37.0,22.0
ALC - NARBONA,120237232905670087,OUTCOME_AWARENESS,2025-12-11,58,58,1.0,0,0.0,0.0,0.689801,0.040008,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,mobile_web,CS,1.0,,
ALC - NATAL 25,120235302545560087,OUTCOME_AWARENESS,2025-12-12,80,71,1.126761,0,0.0,0.0,2.374016,0.189921,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3.0,desktop,CS,2.0,1.0,
ALC - NATAL 25,120235302545560087,OUTCOME_AWARENESS,2025-12-12,28434,27428,1.036678,38,0.133643,1.262108,1.686717,47.96012,29.0,0,1.653797,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,540.0,mobile_app,CS,191.0,115.0,83.0
ALC - NATAL 25,120235302545560087,OUTCOME_AWARENESS,2025-12-12,32,32,1.0,0,0.0,0.0,3.123705,0.099959,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.0,mobile_web,CS,1.0,,
TRAF - NATAL 25,120235302629640087,LINK_CLICKS,2025-12-12,17,15,1.133333,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,desktop,CS,,,
TRAF - NATAL 25,120235302629640087,LINK_CLICKS,2025-12-12,13965,10372,1.346413,321,2.298604,0.21243,4.882922,68.19,182.0,0,0.37467,3.0,0,22.73,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,361.0,mobile_app,CS,169.0,114.0,82.0
TRAF - NATAL 25,120235302629640087,LINK_CLICKS,2025-12-12,12,12,1.0,0,0.0,0.0,1.666667,0.02,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,mobile_web,CS,,,
ALC - NARBONA,120237232905670087,OUTCOME_AWARENESS,2025-12-12,139,134,1.037313,0,0.0,0.0,1.438849,0.2,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3.0,desktop,CS,1.0,1.0,1.0
ALC - NARBONA,120237232905670087,OUTCOME_AWARENESS,2025-12-12,36432,36432,1.0,60,0.16469,0.987167,1.625769,59.23,42.0,0,1.410238,6.0,0,9.871667,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,169.0,mobile_app,CS,55.0,32.0,17.0
ALC - NARBONA,120237232905670087,OUTCOME_AWARENESS,2025-12-12,71,71,1.0,0,0.0,0.0,1.408451,0.1,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,mobile_web,CS,1.0,,
ALC - NATAL 25,120235302545560087,OUTCOME_AWARENESS,2025-12-13,52,44,1.181818,0,0.0,0.0,2.116304,0.110048,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,desktop,CS,,,
ALC - NATAL 25,120235302545560087,OUTCOME_AWARENESS,2025-12-13,43346,41011,1.056936,74,0.170719,0.93108,1.589534,68.899935,61.0,0,1.129507,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,628.0,mobile_app,CS,205.0,109.0,70.0
ALC - NATAL 25,120235302545560087,OUTCOME_AWARENESS,2025-12-13,33,33,1.0,0,0.0,0.0,1.212648,0.040017,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,mobile_web,CS,,,
TRAF - NATAL 25,120235302629640087,LINK_CLICKS,2025-12-13,16,9,1.777778,0,0.0,0.0,1.25,0.02,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,desktop,CS,,,
TRAF - NATAL 25,120235302629640087,LINK_CLICKS,2025-12-13,14195,10057,1.411455,329,2.317718,0.199058,4.613596,65.49,194.0,0,0.337577,1.0,0,65.49,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,289.0,mobile_app,CS,119.0,65.0,41.0
TRAF - NATAL 25,120235302629640087,LINK_CLICKS,2025-12-13,20,17,1.176471,0,0.0,0.0,5.0,0.1,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,mobile_web,CS,,,
ALC - NARBONA,120237232905670087,OUTCOME_AWARENESS,2025-12-13,67,63,1.063492,0,0.0,0.0,1.343081,0.089986,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,desktop,CS,,,
ALC - NARBONA,120237232905670087,OUTCOME_AWARENESS,2025-12-13,41601,39630,1.049735,60,0.144227,1.1015,1.588664,66.090021,47.0,0,1.406171,6.0,0,11.015004,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,199.0,mobile_app,CS,51.0,27.0,16.0
ALC - NARBONA,120237232905670087,OUTCOME_AWARENESS,2025-12-13,45,45,1.0,0,0.0,0.0,1.110943,0.049992,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.0,mobile_web,CS,,,
ALC - NATAL 25,120235302545560087,OUTCOME_AWARENESS,2025-12-14,74,69,1.072464,0,0.0,0.0,1.081081,0.08,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3.0,desktop,CS,2.0,1.0,1.0
ALC - NATAL 25,120235302545560087,OUTCOME_AWARENESS,2025-12-14,49429,47282,1.045408,71,0.14364,1.031408,1.481519,73.23,58.0,0,1.262586,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,646.0,mobile_app,CS,285.0,151.0,102.0
ALC - NATAL 25,120235302545560087,OUTCOME_AWARENESS,2025-12-14,56,55,1.018182,0,0.0,0.0,2.142857,0.12,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,mobile_web,CS,1.0,1.0,
TRAF - NATAL 25,120235302629640087,LINK_CLICKS,2025-12-14,8,5,1.6,0,0.0,0.0,1.250188,0.010002,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,desktop,CS,,,
TRAF - NATAL 25,120235302629640087,LINK_CLICKS,2025-12-14,13506,10210,1.322821,384,2.843181,0.172969,4.917814,66.419994,209.0,0,0.317799,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,326.0,mobile_app,CS,129.0,78.0,54.0
TRAF - NATAL 25,120235302629640087,LINK_CLICKS,2025-12-14,6,5,1.2,0,0.0,0.0,5.000752,0.030005,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,mobile_web,CS,,,
ALC - NARBONA,120237232905670087,OUTCOME_AWARENESS,2025-12-14,72,71,1.014085,0,0.0,0.0,1.528005,0.110016,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,desktop,CS,,,
ALC - NARBONA,120237232905670087,OUTCOME_AWARENESS,2025-12-14,44685,44685,1.0,68,0.152176,0.987647,1.502965,67.159976,50.0,0,1.3432,7.0,0,9.594282,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,197.0,mobile_app,CS,58.0,36.0,23.0
ALC - NARBONA,120237232905670087,OUTCOME_AWARENESS,2025-12-14,54,54,1.0,0,0.0,0.0,0.926063,0.050007,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,mobile_web,CS,1.0,1.0,1.0
ALC - NATAL 25,120235302545560087,OUTCOME_AWARENESS,2025-12-15,195,173,1.127168,0,0.0,0.0,1.333333,0.26,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3.0,desktop,CS,2.0,1.0,1.0
ALC - NATAL 25,120235302545560087,OUTCOME_AWARENESS,2025-12-15,46303,44542,1.039536,61,0.131741,1.051475,1.385223,64.14,51.0,0,1.257647,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,253.0,mobile_app,CS,90.0,40.0,32.0
ALC - NATAL 25,120235302545560087,OUTCOME_AWARENESS,2025-12-15,53,53,1.0,1,1.886792,0.06,1.132075,0.06,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,mobile_web,CS,,,
TRAF - NATAL 25,120235302629640087,LINK_CLICKS,2025-12-15,18,8,2.25,0,0.0,0.0,0.555649,0.010002,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,desktop,CS,,,
TRAF - NATAL 25,120235302629640087,LINK_CLICKS,2025-12-15,17047,13627,1.250972,349,2.047281,0.169398,3.468059,59.119993,217.0,0,0.272442,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,206.0,mobile_app,CS,79.0,53.0,31.0
TRAF - NATAL 25,120235302629640087,LINK_CLICKS,2025-12-15,8,8,1.0,0,0.0,0.0,3.750634,0.030005,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,mobile_web,CS,,,
ALC - NARBONA,120237232905670087,OUTCOME_AWARENESS,2025-12-15,44,44,1.0,0,0.0,0.0,1.590909,0.07,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,desktop,CS,1.0,1.0,
ALC - NARBONA,120237232905670087,OUTCOME_AWARENESS,2025-12-15,36815,36294,1.014355,50,0.135814,1.0994,1.493141,54.97,42.0,0,1.30881,4.0,0,13.7425,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,186.0,mobile_app,CS,43.0,20.0,11.0
ALC - NARBONA,120237232905670087,OUTCOME_AWARENESS,2025-12-15,24,24,1.0,0,0.0,0.0,0.833333,0.02,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,mobile_web,CS,1.0,,
ALC - Horário final de ano,120237500254090087,OUTCOME_AWARENESS,2025-12-15,20,18,1.111111,0,0.0,0.0,0.5,0.01,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,desktop,CS,,,
ALC - Horário final de ano,120237500254090087,OUTCOME_AWARENESS,2025-12-15,11563,11055,1.045952,25,0.216207,0.6084,1.315403,15.21,19.0,0,0.800526,1.0,0,15.21,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,mobile_app,CS,,,
ALC - Horário final de ano,120237500254090087,OUTCOME_AWARENESS,2025-12-15,56,54,1.037037,1,1.785714,0.03,0.535714,0.03,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,mobile_web,CS,,,
TFG - Story Horário Dezembro,120237500542310087,LINK_CLICKS,2025-12-15,2639,2403,1.098211,146,5.532399,0.08411,4.653278,12.28,130.0,0,0.094462,30.0,0,0.409333,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,mobile_app,CS,,,
TFG - Story Horário Dezembro,120237500542310087,LINK_CLICKS,2025-12-15,3,3,1.0,0,0.0,0.0,3.333333,0.01,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,mobile_web,CS,,,
ALC - NATAL 25,120235302545560087,OUTCOME_AWARENESS,2025-12-16,221,212,1.042453,0,0.0,0.0,1.628959,0.36,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,16.0,desktop,CS,5.0,4.0,2.0
ALC - NATAL 25,120235302545560087,OUTCOME_AWARENESS,2025-12-16,39872,38196,1.043879,46,0.115369,1.390435,1.604133,63.96,28.0,0,2.284286,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,540.0,mobile_app,CS,230.0,81.0,55.0
ALC - NATAL 25,120235302545560087,OUTCOME_AWARENESS,2025-12-16,54,54,1.0,0,0.0,0.0,0.740741,0.04,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,mobile_web,CS,1.0,1.0,1.0
TRAF - NATAL 25,120235302629640087,LINK_CLICKS,2025-12-16,12116,9735,1.244581,449,3.705844,0.144298,5.347474,64.79,239.0,0,0.271088,1.0,0,64.79,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1016.0,mobile_app,CS,509.0,308.0,216.0
TRAF - NATAL 25,120235302629640087,LINK_CLICKS,2025-12-16,1,1,1.0,0,0.0,0.0,10.0,0.01,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,mobile_web,CS,,,
ALC - NARBONA,120237232905670087,OUTCOME_AWARENESS,2025-12-16,58,58,1.0,0,0.0,0.0,1.896552,0.11,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.0,desktop,CS,,,
ALC - NARBONA,120237232905670087,OUTCOME_AWARENESS,2025-12-16,38246,37058,1.032058,52,0.135962,1.128462,1.534278,58.68,42.0,0,1.397143,4.0,0,14.67,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,181.0,mobile_app,CS,50.0,29.0,18.0
ALC - NARBONA,120237232905670087,OUTCOME_AWARENESS,2025-12-16,34,34,1.0,0,0.0,0.0,1.470588,0.05,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,mobile_web,CS,,,
ALC - Horário final de ano,120237500254090087,OUTCOME_AWARENESS,2025-12-16,109,102,1.068627,0,0.0,0.0,1.46789,0.16,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,desktop,CS,,,
ALC - Horário final de ano,120237500254090087,OUTCOME_AWARENESS,2025-12-16,44172,42252,1.045442,106,0.239971,0.583113,1.399303,61.81,65.0,0,0.950923,5.0,0,12.362,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,mobile_app,CS,,,
ALC - Horário final de ano,120237500254090087,OUTCOME_AWARENESS,2025-12-16,190,184,1.032609,1,0.526316,0.24,1.263158,0.24,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,mobile_web,CS,,,
TFG - Story Horário Dezembro,120237500542310087,LINK_CLICKS,2025-12-16,2,2,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,desktop,CS,,,
TFG - Story Horário Dezembro,120237500542310087,LINK_CLICKS,2025-12-16,6269,5188,1.208365,355,5.662785,0.064873,3.673632,23.03,344.0,0,0.066948,79.0,0,0.291519,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,mobile_app,CS,,,
TFG - Story Horário Dezembro,120237500542310087,LINK_CLICKS,2025-12-16,3,3,1.0,0,0.0,0.0,3.333333,0.01,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,mobile_web,CS,,,
ALC - NATAL 25,120235302545560087,OUTCOME_AWARENESS,2025-12-17,358,348,1.028736,0,0.0,0.0,1.620112,0.58,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,14.0,desktop,CS,6.0,1.0,1.0
ALC - NATAL 25,120235302545560087,OUTCOME_AWARENESS,2025-12-17,60477,58673,1.030747,70,0.115746,1.481571,1.714867,103.71,56.0,0,1.851964,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,823.0,mobile_app,CS,373.0,114.0,79.0
ALC - NATAL 25,120235302545560087,OUTCOME_AWARENESS,2025-12-17,81,80,1.0125,0,0.0,0.0,1.851852,0.15,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,mobile_web,CS,,,
TRAF - NATAL 25,120235302629640087,LINK_CLICKS,2025-12-17,1,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,desktop,CS,,,
TRAF - NATAL 25,120235302629640087,LINK_CLICKS,2025-12-17,12350,10513,1.174736,426,3.449393,0.19331,6.668016,82.35,282.0,0,0.292021,2.0,0,41.175,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1767.0,mobile_app,CS,847.0,543.0,380.0
ALC - NARBONA,120237232905670087,OUTCOME_AWARENESS,2025-12-17,103,102,1.009804,0,0.0,0.0,1.359223,0.14,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,6.0,desktop,CS,4.0,2.0,2.0
ALC - NARBONA,120237232905670087,OUTCOME_AWARENESS,2025-12-17,28929,28148,1.027746,46,0.15901,0.981304,1.560372,45.14,35.0,0,1.289714,9.0,0,5.015556,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,159.0,mobile_app,CS,54.0,31.0,18.0
ALC - NARBONA,120237232905670087,OUTCOME_AWARENESS,2025-12-17,54,54,1.0,0,0.0,0.0,1.851852,0.1,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,mobile_web,CS,1.0,1.0,1.0
ALC - Horário final de ano,120237500254090087,OUTCOME_AWARENESS,2025-12-17,94,89,1.05618,0,0.0,0.0,1.277024,0.12004,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,desktop,CS,,,
ALC - Horário final de ano,120237500254090087,OUTCOME_AWARENESS,2025-12-17,40625,40625,1.0,100,0.246154,0.592699,1.45895,59.269863,70.0,0,0.846712,5.0,0,11.853973,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,mobile_app,CS,,,
ALC - Horário final de ano,120237500254090087,OUTCOME_AWARENESS,2025-12-17,160,159,1.006289,0,0.0,0.0,1.813108,0.290097,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,mobile_web,CS,,,
TFG - Story Horário Dezembro,120237500542310087,LINK_CLICKS,2025-12-17,1,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,desktop,CS,,,
TFG - Story Horário Dezembro,120237500542310087,LINK_CLICKS,2025-12-17,5642,5348,1.054974,310,5.494505,0.066484,3.65296,20.61,289.0,0,0.071315,54.0,0,0.381667,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,mobile_app,CS,,,
TFG - Story Horário Dezembro,120237500542310087,LINK_CLICKS,2025-12-17,2,2,1.0,1,50.0,0.01,5.0,0.01,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,mobile_web,CS,,,
ALC - NATAL 25,120235302545560087,OUTCOME_AWARENESS,2025-12-18,341,331,1.030211,0,0.0,0.0,1.78871,0.60995,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,13.0,desktop,CS,4.0,2.0,2.0
ALC - NATAL 25,120235302545560087,OUTCOME_AWARENESS,2025-12-18,69252,66244,1.045408,82,0.118408,1.485245,1.75865,121.790061,59.0,0,2.064238,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1063.0,mobile_app,CS,464.0,179.0,111.0
ALC - NATAL 25,120235302545560087,OUTCOME_AWARENESS,2025-12-18,81,81,1.0,0,0.0,0.0,1.728254,0.139989,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.0,mobile_web,CS,1.0,1.0,1.0
TRAF - NATAL 25,120235302629640087,LINK_CLICKS,2025-12-18,1,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,desktop,CS,1.0,1.0,1.0
TRAF - NATAL 25,120235302629640087,LINK_CLICKS,2025-12-18,4904,4196,1.168732,133,2.712072,0.318346,8.633768,42.34,91.0,0,0.465275,1.0,0,42.34,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,838.0,mobile_app,CS,424.0,265.0,188.0
ALC - NARBONA,120237232905670087,OUTCOME_AWARENESS,2025-12-18,91,89,1.022472,0,0.0,0.0,1.098901,0.1,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.0,desktop,CS,2.0,1.0,1.0
ALC - NARBONA,120237232905670087,OUTCOME_AWARENESS,2025-12-18,24001,23737,1.011122,35,0.145827,1.066857,1.555769,37.34,21.0,0,1.778095,3.0,0,12.446667,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,110.0,mobile_app,CS,35.0,24.0,14.0
ALC - NARBONA,120237232905670087,OUTCOME_AWARENESS,2025-12-18,40,40,1.0,0,0.0,0.0,1.75,0.07,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.0,mobile_web,CS,,,
