data,plataforma,impressoes,cliques,custo,conversoes,receita,ctr,cpc,cpm,roas,cpa
2025-12-10,TikTok Ads,30615,744,93.45,0.0,0.0,2.43,0.13,3.05,0.0,0.0
2025-12-11,TikTok Ads,28815,767,94.49,0.0,0.0,2.66,0.12,3.28,0.0,0.0
2025-12-12,TikTok Ads,29014,1258,101.73,0.0,0.0,4.34,0.08,3.51,0.0,0.0
2025-12-13,TikTok Ads,29979,937,92.54,0.0,0.0,3.13,0.1,3.09,0.0,0.0
2025-12-13,Google Ads,276686,2287,1766.735467,7791.753443,5.0,0.0082656874579848,0.7725122286838653,6.38534463977216,0.0028300784658442588,0.226744272637016
2025-12-14,Google Ads,303606,2774,1823.450394,7537.69335,6.0,0.0091368418278953,0.657336118961788,6.005976146716468,0.0032904651641430943,0.24191092809579473
2025-12-14,TikTok Ads,30583,1142,92.57,0.0,0.0,3.73,0.08,3.03,0.0,0.0
2025-12-15,TikTok Ads,30421,964,88.06,0.0,0.0,3.17,0.09,2.89,0.0,0.0
2025-12-15,Google Ads,275162,1891,1497.642103,6250.410014,9.0,0.0068723152179443,0.791984189846642,5.442765000254395,0.006009446437150546,0.23960701772291765
2025-12-16,TikTok Ads,28378,1030,84.94,0.0,0.0,3.63,0.08,2.99,0.0,0.0
2025-12-16,Google Ads,218888,2047,1354.756694,6445.469745,12.0,0.0093518146266583,0.6618254489496824,6.18926891378239,0.008857679060119117,0.21018742583516695
2025-12-17,Google Ads,198815,1638,1138.305361,5854.358334,9.0,0.008238814978749,0.6949361178266178,5.72545009682368,0.007906490040680746,0.19443725444497195
2025-12-17,TikTok Ads,28140,839,83.48,0.0,0.0,2.98,0.1,2.97,0.0,0.0
2025-12-18,Google Ads,130210,1435,913.899902,4784.041667,10.0,0.0110206589355656,0.636864043205575,7.018661408493971,0.010942117378627315,0.19103092439683803
2025-12-18,TikTok Ads,25010,838,80.14,0.0,0.0,3.35,0.1,3.2,0.0,0.0
2025-12-19,TikTok Ads,25731,996,83.03,0.0,0.0,3.87,0.08,3.23,0.0,0.0
2025-12-19,Google Ads,126111,1611,903.147636,5410.837662,10.0,0.0127744605942384,0.5606130577281192,7.161529414563361,0.01107238684063831,0.16691456894793827
2025-12-20,Google Ads,139804,2139,943.358881,6248.678242,12.0,0.0152999914165546,0.44102799485741,6.747724535778661,0.012720503555634624,0.15096934815098773
2025-12-20,TikTok Ads,25104,858,82.64,0.0,0.0,3.42,0.1,3.29,0.0,0.0
2025-12-21,TikTok Ads,27991,799,82.57,0.0,0.0,2.85,0.1,2.95,0.0,0.0
2025-12-21,Google Ads,126134,2394,842.511051,5406.592812,22.0,0.0189798151172562,0.3519260864661654,6.679492056067357,0.026112417129588488,0.15583031315582638
2025-12-22,TikTok Ads,26926,976,81.74,0.0,0.0,3.62,0.08,3.04,0.0,0.0
2025-12-22,Google Ads,143444,2143,807.251541,6289.949578,5.0,0.0149396280081425,0.3766922729818012,5.627642431889797,0.006193856246847351,0.12833990654288835
2025-12-23,TikTok Ads,25875,779,81.88,0.0,0.0,3.01,0.11,3.16,0.0,0.0
2025-12-23,Google Ads,145409,2316,835.069567,5568.548153,9.0,0.015927487294459,0.3605654434369603,5.742901519163188,0.010777545195824386,0.14996181123981384
2025-12-24,Google Ads,152515,2212,765.111141,4086.246491,12.0,0.0145034914598564,0.3458911125678119,5.016628797167491,0.015683995901975764,0.18724057461662313
2025-12-24,TikTok Ads,30440,866,79.95,0.0,0.0,2.84,0.09,2.63,0.0,0.0
2025-12-25,Google Ads,145832,2550,779.226059,3368.977577,12.0,0.0174858741565637,0.3055788466666667,5.343313257721213,0.015399895654670348,0.23129452220750116
2025-12-25,TikTok Ads,30600,1062,78.99,0.0,0.0,3.47,0.07,2.58,0.0,0.0
2025-12-26,Google Ads,164669,2559,790.53278,6477.958639,10.0,0.0155402656237664,0.3089225400547088,4.800738329618811,0.01264969682851102,0.1220342432013481
2025-12-26,TikTok Ads,30730,1008,74.82,0.0,0.0,3.28,0.07,2.43,0.0,0.0
2025-12-27,Google Ads,161880,2602,777.593991,5915.100001,10.0,0.0160736347912033,0.2988447313604919,4.803521071163825,0.012860181683168383,0.13145914538529202
2025-12-27,TikTok Ads,33573,1431,85.52,0.0,0.0,4.26,0.06,2.55,0.0,0.0
2025-12-28,TikTok Ads,32098,1527,83.09,0.0,0.0,4.76,0.05,2.59,0.0,0.0
2025-12-28,Google Ads,167823,2676,822.326152,5747.143884,11.0,0.0159453710158917,0.3072967683109118,4.899960982702013,0.013376687550610698,0.14308431607034391
2025-12-29,Google Ads,161702,3175,813.176125,6757.125169,15.0,0.0196348839222767,0.2561184645669291,5.028856322123412,0.018446188394918753,0.12034350476895835
2025-12-29,TikTok Ads,33576,1579,79.37,0.0,0.0,4.7,0.05,2.36,0.0,0.0
2025-12-30,TikTok Ads,29421,1634,73.63,0.0,0.0,5.55,0.05,2.5,0.0,0.0
2025-12-30,Google Ads,176257,3027,738.370345,6704.115073,10.0,0.0171737860056621,0.2439280954740667,4.189168912440357,0.013543339149136602,0.11013688413161282
2025-12-31,TikTok Ads,21654,1094,50.26,0.0,0.0,5.05,0.05,2.32,0.0,0.0
2025-12-31,Google Ads,151027,2352,622.133309,4273.719378,7.0,0.015573374297311,0.2645124613095237,4.1193515662762294,0.011251607812562885,0.14557186702584665
2026-01-01,Google Ads,136922,2773,650.545403,4066.975094,6.0,0.0202524064796015,0.234599856833754,4.75121166065351,0.009223030356268615,0.15995804940132244
2026-01-01,TikTok Ads,54,4,0.0,0.0,0.0,7.41,0.0,0.0,0.0,0.0
2026-01-02,TikTok Ads,5,2,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0
2026-01-02,Google Ads,609,13,6.021053,23.0,0.0,0.0213464696223316,0.463157923076923,9.886786535303777,0.0,0.2617849130434783
2026-01-03,TikTok Ads,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03,Google Ads,630,10,4.978249,22.0,0.0,0.0158730158730158,0.4978249,7.90198253968254,0.0,0.22628404545454545
2026-01-04,TikTok Ads,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-05,Google Ads,17,2,0.822178,0.0,0.0,0.1176470588235294,0.411089,48.36341176470588,0.0,0.0
2026-01-05,TikTok Ads,8,1,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0
2026-01-06,TikTok Ads,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06,Google Ads,185243,1768,1023.364977,3939.636366,8.0,0.009544220294424,0.5788263444570135,5.524446143713932,0.007817347847345767,0.25976127792704
2026-01-07,TikTok Ads,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07,Google Ads,229373,1867,1020.565231,5242.635283,5.0,0.0081395805086038,0.5466337605784681,4.449369502949344,0.004899245876817451,0.19466645606825442
2026-01-08,TikTok Ads,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-08,Google Ads,343665,4757,1603.394245,6826.798325,12.0,0.013841968195772,0.3370599632121084,4.665573290850101,0.007484123157745275,0.23486767422560414
2026-01-09,Google Ads,562187,11984,2809.25718,9227.423066,11.0,0.021316750476265,0.2344173214285714,4.997015548207269,0.00391562583814416,0.304446556737079
2026-01-09,TikTok Ads,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-10,TikTok Ads,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-10,Google Ads,633037,15069,3000.185369,10524.052213,7.0,0.0238042957994556,0.1990965139690755,4.739352311160327,0.002333189166352474,0.2850789133575348
2026-01-11,Google Ads,589993,14633,2449.230269,8142.841972,4.0,0.0248019891761427,0.1673771795940682,4.151286996625385,0.0016331661627035036,0.3007832249995678
2026-01-11,TikTok Ads,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-12,Google Ads,445411,13329,2148.961529,7129.578246,19.0,0.0299251702360291,0.1612245126416085,4.824670987020977,0.008841479823438941,0.3014149581997589
2026-01-12,TikTok Ads,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-13,Google Ads,495532,14207,2270.933472,7381.066761,14.0,0.0286701968793135,0.1598460950235799,4.582819014715498,0.006164865757899225,0.30767008964058334
2026-01-13,TikTok Ads,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-14,TikTok Ads,9413,0,11.98,0.0,0.0,0.0,0.0,1.27,0.0,0.0
2026-01-14,Google Ads,503858,13738,2137.326889,6864.138458,13.0,0.0272656184877485,0.1555777324938127,4.241923099365297,0.006082363941101384,0.3113758415681422
2026-01-15,Google Ads,507270,13219,2445.335354,7013.690237,13.0,0.0260591006761685,0.1849864100158862,4.820579482326966,0.0053162442438559705,0.3486517469933139
2026-01-15,TikTok Ads,21494,0,34.65,0.0,0.0,0.0,0.0,1.61,0.0,0.0
2026-01-16,TikTok Ads,20387,0,33.66,0.0,0.0,0.0,0.0,1.65,0.0,0.0
2026-01-16,Google Ads,521942,9887,2919.347996,7471.698887,7.0,0.0189427177732391,0.2952713660362092,5.593242153342708,0.002397795675469722,0.3907207771821975
2026-01-17,Google Ads,555034,12578,3164.579814,8729.909025,22.0,0.0226616747802837,0.2515964234377484,5.70159632382881,0.0069519497984132685,0.3624986016392078
2026-01-17,TikTok Ads,20552,0,33.8,0.0,0.0,0.0,0.0,1.64,0.0,0.0
2026-01-18,TikTok Ads,20265,0,33.46,0.0,0.0,0.0,0.0,1.65,0.0,0.0
2026-01-18,Google Ads,366121,8039,3031.229674,7449.177321,26.0,0.0219572217927952,0.377065514865033,8.279311140306074,0.00857737710309839,0.4069214013008726
2026-01-19,Google Ads,227570,5658,1143.31319,6609.349732,19.0,0.0248626796150634,0.2020701997172145,5.024006635321001,0.01661836858542671,0.17298421726187452
2026-01-19,TikTok Ads,17300,0,31.47,0.0,0.0,0.0,0.0,1.82,0.0,0.0
2026-01-20,Google Ads,250294,4629,1123.847211,5991.651933,9.0,0.0184942507611049,0.2427840162022035,4.4901084764317165,0.008008206019385672,0.1875688413758196
2026-01-20,TikTok Ads,15140,0,30.59,0.0,0.0,0.0,0.0,2.02,0.0,0.0
2026-01-21,TikTok Ads,19038,0,33.74,0.0,0.0,0.0,0.0,1.77,0.0,0.0
2026-01-21,Google Ads,247465,4888,1214.496804,6279.858703,14.0,0.019752288202372,0.2484649762684124,4.907751819449215,0.011527407856398112,0.19339556213578715
2026-01-22,Google Ads,244481,5124,1216.564015,5708.570174,8.0,0.0209586839059068,0.2374246711553473,4.976108634208793,0.006575897282314404,0.2131118612749841
2026-01-22,TikTok Ads,19593,0,31.49,0.0,0.0,0.0,0.0,1.61,0.0,0.0
2026-01-23,Google Ads,234361,4610,1266.257717,5894.481432,11.0,0.0196705083183635,0.2746762943600868,5.403022333067361,0.008687015172599339,0.214820884857781
2026-01-23,TikTok Ads,18274,0,30.4,0.0,0.0,0.0,0.0,1.66,0.0,0.0
2026-01-24,Google Ads,222947,5503,1272.330549,6324.687047,15.0,0.0246829964072178,0.231206714337634,5.706874499320467,0.011789389173897765,0.20116893366344613
2026-01-24,TikTok Ads,17731,0,30.78,0.0,0.0,0.0,0.0,1.74,0.0,0.0
2026-01-25,Google Ads,212033,5234,1177.231927,5132.936495,5.0,0.0246848367942725,0.2249201236148261,5.5521165431796,0.0042472514424084255,0.22934862493365019
2026-01-25,TikTok Ads,18244,0,28.72,0.0,0.0,0.0,0.0,1.57,0.0,0.0
2026-01-26,Google Ads,242934,3932,1191.088054,5245.304063,9.0,0.0161854660113446,0.3029216820956256,4.902928589658097,0.007556116417905069,0.22707702731703394
2026-01-26,TikTok Ads,14688,0,28.46,0.0,0.0,0.0,0.0,1.94,0.0,0.0
2026-01-27,Google Ads,180186,4484,1009.522607,5419.856266,8.0,0.0248853962017026,0.2251388508028546,5.602669502625065,0.007924537741431679,0.18626372314206313
2026-01-27,TikTok Ads,14869,0,26.41,0.0,0.0,0.0,0.0,1.78,0.0,0.0
2026-01-28,Google Ads,151654,4100,982.878252,4568.932697,11.0,0.0270352249198834,0.2397264029268292,6.481057222361428,0.011191620099047629,0.21512206836519307
2026-01-28,TikTok Ads,19483,0,30.18,0.0,0.0,0.0,0.0,1.55,0.0,0.0
2026-01-29,TikTok Ads,31480,0,52.07,0.0,0.0,0.0,0.0,1.65,0.0,0.0
2026-01-29,Google Ads,144415,4590,981.891882,5469.163813,11.0,0.0317834020011771,0.2139198,6.799098999411418,0.011202862760810563,0.17953235916358537
2026-01-30,Google Ads,141425,3586,966.11687,4755.561738,6.0,0.0253561958635319,0.2694135164528722,6.831301891461905,0.006210428765207257,0.20315515247759358
2026-01-30,TikTok Ads,52380,0,97.28,0.0,0.0,0.0,0.0,1.86,0.0,0.0
2026-01-31,TikTok Ads,47769,0,92.03,0.0,0.0,0.0,0.0,1.93,0.0,0.0
2026-01-31,Google Ads,132304,5190,994.614533,5062.204321,15.0,0.0392278389164348,0.1916405651252408,7.5176452185874965,0.015081219409449348,0.1964785437193735
2026-02-01,Google Ads,126484,4847,895.290631,4212.816458,6.0,0.0383210524651339,0.1847102601609243,7.078291570475317,0.006701734377917332,0.2125159355803105
2026-02-01,TikTok Ads,50195,0,84.8,0.0,0.0,0.0,0.0,1.69,0.0,0.0
2026-02-02,TikTok Ads,45254,0,82.54,0.0,0.0,0.0,0.0,1.82,0.0,0.0
2026-02-02,Google Ads,188433,4755,1467.617928,4710.559353,8.0,0.0252344334591074,0.3086473034700315,7.788539841747464,0.0054510099988367006,0.31155916272773904
2026-02-03,TikTok Ads,40649,0,82.03,0.0,0.0,0.0,0.0,2.02,0.0,0.0
2026-02-03,Google Ads,574901,8872,6910.471547,8688.417472,7.0,0.0154322222434819,0.778907974188458,12.020280964896564,0.0010129554766836232,0.7953659650068896
2026-02-04,Google Ads,529988,9855,7777.871197,8773.602809,6.0,0.0185947606360898,0.789230968746829,14.675560950436614,0.0007714193058782277,0.8865082414058483
2026-02-04,TikTok Ads,39335,0,81.69,0.0,0.0,0.0,0.0,2.08,0.0,0.0
2026-02-05,Google Ads,377631,3398,4686.870352,7201.542295,4.0,0.0089982019484629,1.379302634490877,12.411243653195843,0.0008534479726526047,0.6508148060525971
2026-02-05,TikTok Ads,42084,0,83.04,0.0,0.0,0.0,0.0,1.97,0.0,0.0
2026-02-06,TikTok Ads,43683,0,79.32,0.0,0.0,0.0,0.0,1.82,0.0,0.0
2026-02-06,Google Ads,715,32,7.184525,27.333334,0.0,0.0447552447552447,0.22451640625,10.048286713286712,0.0,0.2628484691988178
2026-02-07,Google Ads,1282300,17102,11396.384164,17957.396208,7.0,0.0133369726273103,0.6663772754063851,8.887455481556577,0.0006142299082995357,0.6346345557003928
2026-02-07,TikTok Ads,32928,0,63.57,0.0,0.0,0.0,0.0,1.93,0.0,0.0
2026-02-08,Google Ads,986492,16279,9163.022111,15377.354175,13.0,0.0165019077701593,0.5628737705633025,9.28849104807743,0.0014187458943696965,0.5958776787424811
2026-02-08,TikTok Ads,16942,0,31.43,0.0,0.0,0.0,0.0,1.86,0.0,0.0
2026-02-09,Google Ads,204568,4285,1616.43303,4497.756376,6.0,0.0209465801102811,0.3772305787631272,7.901690538109577,0.0037118766374131815,0.3593865240512528
2026-02-09,TikTok Ads,9109,0,18.45,0.0,0.0,0.0,0.0,2.03,0.0,0.0
2026-02-10,Google Ads,58718,3418,514.608951,2866.234862,6.0,0.0582104295105419,0.1505584994148625,8.76407491740182,0.011659338587758066,0.17954179464585693
2026-02-10,TikTok Ads,11900,0,19.58,0.0,0.0,0.0,0.0,1.65,0.0,0.0
2026-02-11,TikTok Ads,12188,0,18.44,0.0,0.0,0.0,0.0,1.51,0.0,0.0
2026-02-11,Meta Ads,1026927,1427,1384.0700000000002,0.0,0.0,0.12332578048780486,1.4071797804878048,1.3803715609756098,0.0,0.0
2026-02-11,Google Ads,61133,3085,467.520622,2671.945921,1.0,0.0504637429866029,0.1515463928687196,7.647598220273829,0.002138943081744959,0.17497383398576652
2026-02-12,TikTok Ads,11286,0,18.0,0.0,0.0,0.0,0.0,1.59,0.0,0.0
2026-02-12,Meta Ads,1096382,2264,1608.67,0.0,0.0,0.18946873170731707,1.231034780487805,1.5451456097560976,0.0,0.0
2026-02-12,Google Ads,59913,3025,547.599542,2888.830592,4.0,0.0504898769882997,0.1810246419834711,9.139911905596449,0.0073046080086020225,0.1895575128276681
2026-02-13,Meta Ads,1204095,2764,1827.2199999999998,0.0,0.0,0.1969761538461538,1.22627241025641,1.580350923076923,0.0,0.0
2026-02-13,Google Ads,97684,3417,718.034024,3645.343911,1.0,0.0349801400434052,0.2101357986537899,7.350579665042382,0.0013926916644273113,0.1969729171048301
2026-02-13,TikTok Ads,10651,0,18.12,0.0,0.0,0.0,0.0,1.7,0.0,0.0
2026-02-14,Meta Ads,1288274,2625,1823.1300000000003,0.0,0.0,0.1741257435897436,1.2083582820512822,1.474448,0.0,0.0
2026-02-14,Google Ads,103054,4873,693.343873,5275.250192,4.0,0.0472858889514235,0.1422827566180997,6.727966629145885,0.005769143069935227,0.13143336292399305
2026-02-14,TikTok Ads,10271,0,18.04,0.0,0.0,0.0,0.0,1.76,0.0,0.0
2026-02-15,TikTok Ads,8968,0,16.9,0.0,0.0,0.0,0.0,1.88,0.0,0.0
2026-02-15,Google Ads,96372,4507,590.888508,4442.366582,8.0,0.0467666957207487,0.1311046168182826,6.131329722325987,0.013538933134912145,0.13301209999062613
2026-02-15,Meta Ads,1531140,3160,2136.89,0.0,0.0,0.178084552631579,1.0971669210526316,1.3851686315789473,0.0,0.0
2026-02-16,TikTok Ads,8598,0,16.27,0.0,0.0,0.0,0.0,1.89,0.0,0.0
2026-02-16,Meta Ads,1418313,2963,1949.8100000000002,0.0,0.0,0.17685774999999998,0.9674900555555556,1.3502116666666664,0.0,0.0
2026-02-16,Google Ads,95031,4559,586.991626,4365.469656,6.0,0.0479738190695667,0.1287544694011844,6.176843619450495,0.010221610895689336,0.13446242266126518
2026-02-17,TikTok Ads,11534,0,17.24,0.0,0.0,0.0,0.0,1.49,0.0,0.0
2026-02-17,Google Ads,105149,4359,509.614863,3706.373579,3.0,0.0414554584446832,0.1169109573296627,4.846597333307972,0.00588679847824611,0.13749689612710247
2026-02-17,Meta Ads,1024419,1472,1172.56,0.0,0.0,0.14194826470588234,1.0538354705882351,1.2104495294117648,0.0,0.0
2026-02-18,Google Ads,93739,2422,429.656465,2574.442003,1.0,0.0258376982899326,0.1773973843930635,4.58354009537119,0.0023274408311300516,0.16689304497802665
2026-02-18,TikTok Ads,11417,0,15.84,0.0,0.0,0.0,0.0,1.39,0.0,0.0
2026-02-18,Meta Ads,721331,906,807.8600000000001,0.0,0.0,0.11539035483870967,1.1505414193548387,1.215704322580645,0.0,0.0
2026-02-19,TikTok Ads,10159,0,15.54,0.0,0.0,0.0,0.0,1.53,0.0,0.0
2026-02-19,Google Ads,77890,1999,469.411167,2043.465793,2.0,0.0256643985107202,0.2348229949974987,6.026590923096674,0.004260657054202547,0.22971324922980982
2026-02-19,Meta Ads,656880,828,810.56,0.0,0.0,0.11553367647058822,1.2632838235294117,1.3263140294117646,0.0,0.0
2026-02-20,TikTok Ads,8981,0,15.15,0.0,0.0,0.0,0.0,1.69,0.0,0.0
2026-02-20,Google Ads,115545,2942,676.742844,3090.446329,0.0,0.0254619412350166,0.2300281590754588,5.856963468778398,0.0,0.21897899913342905
2026-02-20,Meta Ads,849965,1715,1153.8200000000004,0.0,0.0,0.23155146666666668,1.3278509,1.5987185333333334,0.0,0.0
2026-02-21,Meta Ads,1092718,4903,1828.8099999999997,0.0,0.0,0.24246019999999996,1.1997463666666666,1.4703289666666666,0.0,0.0
2026-02-21,Google Ads,109841,4134,718.574974,3690.487728,0.0,0.0376362196265511,0.1738207484276729,6.541955863475387,0.0,0.19471002939479223
2026-02-21,TikTok Ads,8479,0,14.61,0.0,0.0,0.0,0.0,1.72,0.0,0.0
2026-02-22,Google Ads,106725,3153,630.130904,3088.07218,0.0,0.0295432185523541,0.1998512223279416,5.904248339189506,0.0,0.20405316562257297
2026-02-22,Meta Ads,818652,2652,1151.7099999999998,0.0,0.0,0.22544882758620688,1.222741827586207,1.313063137931035,0.0,0.0
2026-02-22,TikTok Ads,7699,0,13.25,0.0,0.0,0.0,0.0,1.72,0.0,0.0
2026-02-23,Google Ads,42991,2009,349.981427,1786.427454,0.0,0.046730711079063,0.1742067829766053,8.140806843292781,0.0,0.19591135717062264
2026-02-23,TikTok Ads,5650,0,12.04,0.0,0.0,0.0,0.0,2.13,0.0,0.0
2026-02-23,Meta Ads,539682,633,643.85,0.0,0.0,0.11004032142857144,1.2572292500000002,1.3494163928571423,0.0,0.0
2026-02-24,TikTok Ads,6869,0,11.38,0.0,0.0,0.0,0.0,1.66,0.0,0.0
2026-02-24,Meta Ads,587217,708,725.55,0.0,0.0,0.10462208333333334,1.3237467083333332,1.1638395416666667,0.0,0.0
2026-02-24,Google Ads,48733,2369,413.77025,2075.116252,0.0,0.0486118236102846,0.1746602997045166,8.49055568095541,0.0,0.19939617821469408
2026-02-25,Meta Ads,560065,610,723.6300000000001,0.0,0.0,0.09559434615384615,1.8409516153846157,1.178372423076923,0.0,0.0
2026-02-25,TikTok Ads,2044,0,3.25,0.0,0.0,0.0,0.0,1.59,0.0,0.0
2026-02-25,Google Ads,26789,2307,375.476434,1580.780524,0.0,0.0861174362611519,0.1627552813177286,14.016067565045354,0.0,0.2375259742256288
2026-02-26,Meta Ads,537060,637,728.3599999999999,0.0,0.0,0.12376644444444444,1.7266661851851852,1.5983070370370374,0.0,0.0
2026-02-26,Google Ads,35282,2223,436.391238,1445.993463,0.0,0.0630066322770818,0.1963073495276653,12.368664984978174,0.0,0.30179336848080895
2026-02-27,TikTok Ads,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-27,Meta Ads,746146,1177,1183.6799999999998,0.0,0.0,0.18774427586206896,2.0453248275862066,1.626676793103448,0.0,0.0
2026-02-27,Google Ads,42381,2354,548.567769,1564.829323,1.0,0.0555437578160024,0.2330364354290569,12.943719331776032,0.0018229288275957752,0.3505607678339755
2026-02-28,Meta Ads,1032611,1666,1624.8199999999997,0.0,0.0,0.21346251724137932,1.4607576206896553,1.5727318620689659,0.0,0.0
2026-02-28,Google Ads,49765,3868,636.143939,2327.999394,0.0,0.0777253089520747,0.1644632727507756,12.78295868582337,0.0,0.2732577768875485
2026-03-01,Meta Ads,789512,935,877.76,0.0,0.0,0.17513452000000002,1.2419309600000001,1.2301435600000001,0.0,0.0
2026-03-01,Google Ads,40429,3748,529.978316,2157.032107,0.0,0.0927057310346533,0.1414029658484525,13.10886531944891,0.0,0.2456979264611382
2026-03-02,TikTok Ads,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-02,Google Ads,43884,2331,384.77102,1301.887875,0.0,0.0531173092698933,0.1650669326469326,8.767911311639779,0.0,0.2955485087377437
2026-03-02,Meta Ads,667955,642,733.9499999999999,0.0,0.0,0.11880060869565214,1.334930043478261,1.254702304347826,0.0,0.0
2026-03-03,TikTok Ads,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-03,Meta Ads,919123,971,1163.8799999999997,0.0,0.0,0.1304496551724138,1.2934762068965517,1.3297560689655172,0.0,0.0
2026-03-03,Google Ads,41592,2517,467.777026,1502.635155,0.0,0.0605164454702827,0.1858470504568931,11.246802894787457,0.0,0.3113044603298929
2026-03-04,Google Ads,45842,2765,473.522858,1456.304694,0.0,0.060315867545046,0.1712560065099457,10.329454604947427,0.0,0.3251536989140543
2026-03-04,TikTok Ads,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-04,Meta Ads,1020911,1047,1298.4699999999998,0.0,0.0,0.10255775,1.316488625,1.2222154166666668,0.0,0.0
2026-03-05,TikTok Ads,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-05,Google Ads,50526,2683,531.49943,1426.924906,0.0,0.0531013735502513,0.1980989303019008,10.519325297866445,0.0,0.37247890744994816
2026-03-05,Meta Ads,706993,665,870.0500000000001,0.0,0.0,0.08680141666666667,1.6951107500000002,1.2225507083333333,0.0,0.0
2026-03-06,TikTok Ads,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-06,Meta Ads,1105225,1113,1472.5600000000002,0.0,0.0,0.09859862068965518,1.9144680689655171,1.3064898620689653,0.0,0.0
2026-03-06,Google Ads,51924,3285,543.084361,1722.037925,0.0,0.0632655419459209,0.1653224843226788,10.459216566520299,0.0,0.31537305486463074
2026-03-07,Google Ads,53776,5572,735.964137,2716.151879,0.0,0.1036149955370425,0.1320825802225413,13.685735960279679,0.0,0.2709583888478867
2026-03-07,Meta Ads,1266397,1396,1672.6499999999999,0.0,0.0,0.106978,1.5939161481481483,1.280503703703704,0.0,0.0
2026-03-08,Google Ads,64915,5718,715.952095,1442.0,0.0,0.0880844180851883,0.1252102299755159,11.029070245705922,0.0,0.4964993723994452
2026-03-08,Meta Ads,1386544,1573,1695.04,0.0,0.0,0.10607803703703704,1.4735661851851853,1.1901981851851853,0.0,0.0
2026-03-09,TikTok Ads,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-09,Google Ads,86486,3785,930.73347,2294.0,0.0,0.0437643086742362,0.2459005204755614,10.761666281247832,0.0,0.40572513949433303
2026-03-09,Meta Ads,1299434,1440,1620.21,0.0,0.0,0.1039861724137931,1.554828206896552,1.205971896551724,0.0,0.0
2026-03-10,Google Ads,103673,3376,1400.364418,2125.0,0.0,0.0325639269626614,0.4147998868483412,13.507513219449615,0.0,0.6589950202352941
2026-03-10,Meta Ads,1219440,1306,1737.17,0.0,0.0,0.11221941176470587,1.5086590588235294,1.334197911764706,0.0,0.0
2026-03-11,Google Ads,105016,3174,1528.27124,379.0,0.0,0.0302239658718671,0.481496925015753,14.55274662908509,0.0,4.0323779419525065
2026-03-11,Meta Ads,1206403,1296,1788.7400000000002,0.0,0.0,0.09287375,1.8266975,1.35533240625,0.0,0.0
2026-03-12,Google Ads,124121,3468,1773.921427,6.0,0.0,0.0279404774373393,0.5115113688004613,14.291871858911868,0.0,295.65357116666667
2026-03-12,TikTok Ads,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-12,Meta Ads,1206454,1261,1835.6399999999999,0.0,0.0,0.09845865625,1.9067475625,1.3841258437500001,0.0,0.0
