plataforma,campanha,impressoes,custo,video_p25,video_p50,video_p75,video_p100,video_2s,video_6s
TikTok Ads,ALC - NATAL 25,9006,32.54,342.0,134.0,77.0,47.0,471.0,103.0
TikTok Ads,Alcance | Chillibeans Vini ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Giftcard ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Ritmi Mana Spolini,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,2,0.0,0.0,0.0,0.0,0.0,2.0,0.0
TikTok Ads,ALC - NATAL 25 02,16563,40.22,278.0,101.0,56.0,34.0,1253.0,249.0
TikTok Ads,ALC - NATAL 25 02,13120,40.07,31.0,9.0,5.0,3.0,145.0,31.0
TikTok Ads,ALC - BLACK FRIDAY - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,15761,36.41,113.0,41.0,27.0,21.0,435.0,86.0
TikTok Ads,ALC - LEGUEIROS,6195,13.48,132.0,60.0,42.0,23.0,895.0,252.0
TikTok Ads,Alcance | Ritmi Mana Spolini,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,6611,30.66,1215.0,399.0,229.0,167.0,1417.0,1304.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - LEGUEIROS,6906,14.58,199.0,98.0,59.0,26.0,1122.0,395.0
TikTok Ads,ALC - LEGUEIROS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,8111,31.57,1656.0,722.0,438.0,347.0,2186.0,1904.0
TikTok Ads,Alcance | Chillibeans Vini ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Visualizações de vídeo | Natal 02 ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Ritmi Mana Spolini,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,12651,36.63,48.0,17.0,13.0,6.0,225.0,55.0
TikTok Ads,ALC - LEGUEIROS,5769,9.24,95.0,39.0,27.0,16.0,818.0,219.0
TikTok Ads,ALC - LEGUEIROS,6726,16.83,284.0,132.0,88.0,42.0,1338.0,502.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,15027,41.95,169.0,56.0,35.0,18.0,630.0,133.0
TikTok Ads,ALC - LEGUEIROS,5864,12.48,175.0,89.0,53.0,26.0,929.0,305.0
TikTok Ads,TRAF - NATAL 25,8635,31.67,1356.0,571.0,326.0,223.0,1829.0,1638.0
TikTok Ads,TRAF - NATAL 25,9801,30.34,2067.0,853.0,489.0,387.0,2619.0,2311.0
TikTok Ads,ALC - BLACK FRIDAY - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,15360,35.68,120.0,46.0,29.0,12.0,521.0,128.0
TikTok Ads,Alcance | Giftcard ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,13809,37.12,56.0,18.0,11.0,7.0,272.0,56.0
TikTok Ads,ALC - BLACK FRIDAY - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - LEGUEIROS,6852,16.08,336.0,154.0,93.0,33.0,1497.0,584.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - LEGUEIROS,5171,8.24,127.0,56.0,33.0,15.0,759.0,230.0
TikTok Ads,ALC - BLACK FRIDAY - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,6175,36.93,1174.0,514.0,313.0,246.0,1365.0,1258.0
TikTok Ads,TRAF - NATAL 25,7226,21.63,1232.0,451.0,258.0,174.0,1501.0,1291.0
TikTok Ads,ALC - NATAL 25 02,15837,35.41,82.0,25.0,14.0,8.0,438.0,96.0
TikTok Ads,ALC - NATAL 25 02,16266,40.28,305.0,106.0,63.0,34.0,1127.0,248.0
TikTok Ads,Alcance | Giftcard ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - BLACK FRIDAY - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,13838,36.96,52.0,19.0,10.0,4.0,226.0,52.0
TikTok Ads,Alcance | Chillibeans Vini ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - LEGUEIROS,6022,13.01,193.0,87.0,58.0,22.0,1011.0,344.0
TikTok Ads,Alcance | Ritmi Mana Spolini,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - BLACK FRIDAY - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,2,0.0,1.0,1.0,1.0,1.0,2.0,1.0
TikTok Ads,TRAF - NATAL 25,7241,36.31,1397.0,597.0,379.0,301.0,1713.0,1557.0
TikTok Ads,ALC - LEGUEIROS,1442,2.48,30.0,10.0,2.0,1.0,205.0,66.0
TikTok Ads,ALC - LEGUEIROS,6417,15.6,313.0,144.0,87.0,40.0,1380.0,526.0
TikTok Ads,ALC - BLACK FRIDAY - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,6894,32.62,1712.0,581.0,314.0,239.0,1953.0,1824.0
TikTok Ads,Alcance | Ritmi Mana Spolini,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,16599,39.76,282.0,98.0,53.0,28.0,1231.0,239.0
TikTok Ads,ALC - LEGUEIROS,5791,12.54,151.0,67.0,45.0,22.0,895.0,287.0
TikTok Ads,ALC - LEGUEIROS,5514,13.45,168.0,81.0,57.0,28.0,949.0,338.0
TikTok Ads,TRAF - NATAL 25,7310,44.89,1267.0,595.0,384.0,313.0,1555.0,1358.0
TikTok Ads,TRAF - NATAL 25,14,0.0,7.0,4.0,2.0,2.0,9.0,4.0
TikTok Ads,ALC - BLACK FRIDAY - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,7958,32.71,1550.0,552.0,280.0,189.0,1784.0,1677.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - BLACK FRIDAY - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,14250,37.33,32.0,16.0,8.0,6.0,155.0,33.0
TikTok Ads,ALC - NATAL 25 02,14066,36.58,162.0,63.0,30.0,22.0,725.0,149.0
TikTok Ads,Alcance | Chillibeans Vini ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - BLACK FRIDAY - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - LEGUEIROS,5535,11.78,193.0,90.0,50.0,20.0,1037.0,329.0
TikTok Ads,ALC - BLACK FRIDAY - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,7114,41.71,1535.0,694.0,488.0,381.0,1854.0,1680.0
TikTok Ads,TRAF - NATAL 25,8762,29.28,1643.0,705.0,452.0,362.0,2009.0,1751.0
TikTok Ads,Alcance | Ritmi Mana Spolini,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,15104,37.83,70.0,30.0,17.0,13.0,293.0,71.0
TikTok Ads,ALC - BLACK FRIDAY - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,13991,38.36,31.0,11.0,8.0,4.0,177.0,33.0
TikTok Ads,ALC - LEGUEIROS,6752,16.4,220.0,105.0,56.0,22.0,1127.0,375.0
TikTok Ads,ALC - LEGUEIROS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,7636,40.66,2413.0,943.0,603.0,473.0,2809.0,2649.0
TikTok Ads,TRAF - NATAL 25,10969,38.17,2362.0,956.0,609.0,497.0,2930.0,2509.0
TikTok Ads,Tráfego - App instal - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - LEGUEIROS,6509,11.58,127.0,49.0,27.0,17.0,913.0,230.0
TikTok Ads,ALC - BLACK FRIDAY - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0
TikTok Ads,TRAF - NATAL 25,6916,33.72,1203.0,418.0,244.0,183.0,1353.0,1288.0
TikTok Ads,Alcance | Giftcard ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,16194,35.29,76.0,31.0,24.0,14.0,340.0,89.0
TikTok Ads,ALC - NATAL 25 02,17632,43.46,281.0,91.0,53.0,29.0,1222.0,260.0
TikTok Ads,ALC - LEGUEIROS,5807,13.91,121.0,55.0,28.0,7.0,799.0,224.0
TikTok Ads,ALC - LEGUEIROS,6311,15.2,151.0,73.0,45.0,12.0,920.0,282.0
TikTok Ads,TRAF - NATAL 25,11955,39.19,2635.0,1056.0,648.0,513.0,3241.0,2859.0
TikTok Ads,TRAF - NATAL 25,6626,37.65,1631.0,656.0,399.0,282.0,1875.0,1709.0
TikTok Ads,Alcance | Chillibeans Vini ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Giftcard ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0
TikTok Ads,TRAF - NATAL 25,7024,37.46,1735.0,651.0,375.0,283.0,2051.0,1879.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,12592,35.57,41.0,9.0,6.0,2.0,209.0,39.0
TikTok Ads,ALC - NATAL 25 02,14428,28.63,54.0,19.0,11.0,7.0,258.0,61.0
TikTok Ads,ALC - NATAL 25 02,15888,41.16,271.0,91.0,47.0,31.0,1201.0,235.0
TikTok Ads,ALC - BLACK FRIDAY - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Giftcard ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - LEGUEIROS,5406,13.27,100.0,37.0,21.0,9.0,729.0,194.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - BLACK FRIDAY - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,7987,31.97,1604.0,569.0,311.0,224.0,1964.0,1776.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,12367,37.05,48.0,13.0,8.0,6.0,248.0,65.0
TikTok Ads,ALC - BLACK FRIDAY - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - BLACK FRIDAY - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - LEGUEIROS,6124,15.76,271.0,118.0,71.0,30.0,1251.0,510.0
TikTok Ads,ALC - NATAL 25 02,40,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TikTok Ads,ALC - NATAL 25 02,15393,41.64,246.0,80.0,43.0,24.0,1088.0,197.0
TikTok Ads,ALC - LEGUEIROS,6103,10.24,109.0,48.0,29.0,8.0,790.0,211.0
TikTok Ads,Alcance | Chillibeans Vini ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,5834,32.01,1358.0,553.0,333.0,241.0,1631.0,1464.0
TikTok Ads,ALC - LEGUEIROS,5559,13.39,115.0,49.0,29.0,13.0,766.0,211.0
TikTok Ads,TRAF - NATAL 25,6566,34.39,1349.0,545.0,337.0,260.0,1523.0,1433.0
TikTok Ads,TRAF - NATAL 25,11785,35.86,2078.0,738.0,399.0,303.0,2669.0,2223.0
TikTok Ads,ALC - BLACK FRIDAY - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,15980,35.84,62.0,27.0,13.0,6.0,268.0,68.0
TikTok Ads,ALC - LEGUEIROS,6806,15.41,178.0,77.0,48.0,20.0,1073.0,330.0
TikTok Ads,ALC - LEGUEIROS,6569,16.61,316.0,141.0,84.0,30.0,1415.0,522.0
TikTok Ads,ALC - LEGUEIROS,5857,9.92,130.0,56.0,28.0,15.0,811.0,237.0
TikTok Ads,TRAF - NATAL 25,7224,32.3,1730.0,744.0,481.0,380.0,2158.0,1903.0
TikTok Ads,Alcance | Ritmi Mana Spolini,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,12568,35.72,2047.0,869.0,556.0,407.0,2576.0,2175.0
TikTok Ads,TRAF - NATAL 25,7554,37.82,1765.0,765.0,483.0,354.0,2287.0,2029.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,15932,40.82,306.0,111.0,55.0,29.0,1141.0,256.0
TikTok Ads,ALC - NATAL 25 02,15865,35.3,87.0,28.0,19.0,6.0,352.0,81.0
TikTok Ads,ALC - LEGUEIROS,6996,14.89,203.0,98.0,66.0,26.0,1095.0,359.0
TikTok Ads,ALC - BLACK FRIDAY - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - BLACK FRIDAY - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,8290,35.35,964.0,334.0,189.0,139.0,1112.0,1037.0
TikTok Ads,Alcance | Giftcard ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,12795,39.8,27.0,11.0,4.0,2.0,131.0,34.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - FERIAS NACOES SHOPPING,8555,13.41,132.0,67.0,33.0,15.0,845.0,183.0
TikTok Ads,ALC - LIQUIDA,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - LIQUIDA,10382,19.54,183.0,90.0,60.0,45.0,413.0,86.0
TikTok Ads,ALC - LEGUEIROS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - BLACK FRIDAY - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Carna PET,18632,33.78,233.0,90.0,43.0,27.0,1459.0,270.0
TikTok Ads,TRAF - NATAL 25,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - BLACK FRIDAY - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - FERIAS NACOES SHOPPING,7506,11.09,98.0,42.0,23.0,16.0,615.0,119.0
TikTok Ads,ALC - NATAL 25 02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Bloko Rosa,16449,32.39,132.0,52.0,24.0,16.0,1415.0,332.0
TikTok Ads,ALC - LEGUEIROS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Carna PET,15216,33.04,195.0,63.0,36.0,22.0,1203.0,223.0
TikTok Ads,TRAF - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - LIQUIDA,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - FERIAS NACOES SHOPPING,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - LIQUIDA,12558,20.88,244.0,105.0,62.0,51.0,556.0,97.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - FERIAS NACOES SHOPPING,6218,11.5,82.0,31.0,16.0,10.0,490.0,100.0
TikTok Ads,ALC - Smart Zoo,10767,18.57,423.0,164.0,86.0,62.0,1670.0,350.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - LEGUEIROS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - LIQUIDA,11192,18.91,184.0,82.0,55.0,37.0,438.0,83.0
TikTok Ads,ALC - FERIAS NACOES SHOPPING,7301,12.53,112.0,51.0,27.0,20.0,735.0,130.0
TikTok Ads,ALC - Bloko Rosa,17457,33.31,128.0,49.0,19.0,6.0,1561.0,322.0
TikTok Ads,TRAF - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - FERIAS NACOES SHOPPING,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - LIQUIDA,11746,20.02,200.0,90.0,56.0,42.0,495.0,79.0
TikTok Ads,ALC - LEGUEIROS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Carna PET,20557,34.76,280.0,94.0,55.0,40.0,1651.0,324.0
TikTok Ads,ALC - NATAL 25 02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - LIQUIDA,10658,18.24,195.0,78.0,47.0,40.0,414.0,89.0
TikTok Ads,ALC - FERIAS NACOES SHOPPING,6785,12.2,109.0,46.0,30.0,22.0,611.0,125.0
TikTok Ads,ALC - Smart Zoo,9600,18.22,335.0,141.0,92.0,61.0,1272.0,250.0
TikTok Ads,ALC - Smart Zoo,11442,18.94,276.0,123.0,79.0,66.0,1174.0,206.0
TikTok Ads,ALC - LEGUEIROS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Bloko Rosa,7197,11.33,42.0,8.0,2.0,2.0,582.0,135.0
TikTok Ads,TRAF - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Smart Zoo,7196,9.87,171.0,65.0,36.0,27.0,807.0,145.0
TikTok Ads,ALC - FERIAS NACOES SHOPPING,4705,9.92,80.0,40.0,25.0,16.0,416.0,89.0
TikTok Ads,ALC - NATAL 25 02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TikTok Ads,ALC - LIQUIDA,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - LIQUIDA,10371,18.54,158.0,59.0,37.0,25.0,412.0,65.0
TikTok Ads,ALC - FERIAS NACOES SHOPPING,8656,14.2,97.0,45.0,22.0,15.0,702.0,117.0
TikTok Ads,ALC - BLACK FRIDAY - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - FERIAS NACOES SHOPPING,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - LIQUIDA,11845,20.09,239.0,82.0,52.0,42.0,520.0,89.0
TikTok Ads,ALC - FERIAS NACOES SHOPPING,4068,4.88,34.0,12.0,6.0,3.0,246.0,45.0
TikTok Ads,Traffic - Promo Natal,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Carna PET,18940,36.73,253.0,86.0,49.0,37.0,1636.0,293.0
TikTok Ads,TRAF - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - FERIAS NACOES SHOPPING,7020,11.18,56.0,30.0,17.0,10.0,442.0,71.0
TikTok Ads,ALC - LEGUEIROS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - LEGUEIROS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - LIQUIDA,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - LIQUIDA,11710,20.05,207.0,98.0,62.0,49.0,463.0,89.0
TikTok Ads,ALC - FERIAS NACOES SHOPPING,8936,13.77,121.0,54.0,27.0,17.0,676.0,147.0
TikTok Ads,ALC - NATAL 25 02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Smart Zoo,12463,19.0,349.0,135.0,76.0,57.0,1579.0,292.0
TikTok Ads,ALC - Smart Zoo,10837,19.08,345.0,135.0,79.0,56.0,1505.0,287.0
TikTok Ads,TRAF - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Bloko Rosa,13991,30.05,119.0,45.0,28.0,14.0,1158.0,280.0
TikTok Ads,ALC - FERIAS NACOES SHOPPING,8401,12.58,67.0,28.0,15.0,10.0,554.0,85.0
TikTok Ads,ALC - LIQUIDA,10738,17.63,210.0,96.0,63.0,44.0,458.0,97.0
TikTok Ads,ALC - NATAL 25 02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - FERIAS NACOES SHOPPING,8641,13.64,103.0,52.0,25.0,13.0,735.0,130.0
TikTok Ads,ALC - LIQUIDA,9999,18.94,169.0,76.0,46.0,35.0,421.0,81.0
TikTok Ads,ALC - LEGUEIROS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Carna PET,18256,36.44,241.0,82.0,44.0,25.0,1506.0,276.0
TikTok Ads,TRAF - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - FERIAS NACOES SHOPPING,5774,9.41,48.0,16.0,9.0,6.0,363.0,67.0
TikTok Ads,ALC - FERIAS NACOES SHOPPING,7616,12.16,65.0,29.0,18.0,7.0,541.0,100.0
TikTok Ads,ALC - LIQUIDA,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - LIQUIDA,8470,16.96,142.0,69.0,44.0,30.0,338.0,64.0
TikTok Ads,ALC - Smart Zoo,10768,19.16,306.0,130.0,80.0,53.0,1453.0,266.0
TikTok Ads,ALC - LEGUEIROS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - BLACK FRIDAY - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Bloko Rosa,17022,30.54,138.0,41.0,19.0,10.0,1486.0,321.0
TikTok Ads,ALC - LEGUEIROS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Giftcard ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Tráfego - App instal - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - FERIAS NACOES SHOPPING,5215,8.08,41.0,14.0,6.0,2.0,294.0,53.0
TikTok Ads,ALC - NATAL 25 02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Carna PET,7672,12.25,74.0,23.0,15.0,7.0,536.0,91.0
TikTok Ads,ALC - FERIAS NACOES SHOPPING,8707,13.71,132.0,59.0,33.0,23.0,803.0,154.0
TikTok Ads,ALC - LIQUIDA,8355,18.39,171.0,80.0,57.0,43.0,436.0,82.0
TikTok Ads,ALC - BLACK FRIDAY - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Smart Zoo,10900,19.71,357.0,159.0,94.0,71.0,1692.0,342.0
TikTok Ads,ALC - NATAL 25 02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - LIQUIDA,5345,7.1,96.0,40.0,19.0,17.0,193.0,44.0
TikTok Ads,ALC - FERIAS NACOES SHOPPING,2164,3.49,22.0,7.0,2.0,0.0,147.0,28.0
TikTok Ads,ALC - Bloko Rosa,18871,31.47,119.0,44.0,20.0,11.0,1575.0,335.0
TikTok Ads,TRAF - NATAL 25,1,0.0,2.0,2.0,1.0,1.0,3.0,3.0
TikTok Ads,ALC - FERIAS NACOES SHOPPING,7360,12.24,84.0,33.0,22.0,13.0,600.0,105.0
TikTok Ads,ALC - BLACK FRIDAY - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - LIQUIDA,2968,6.62,63.0,26.0,12.0,8.0,133.0,30.0
TikTok Ads,ALC - Bloko Rosa,12752,29.89,105.0,47.0,21.0,13.0,1157.0,273.0
