plataforma,campanha,impressoes,custo,video_p25,video_p50,video_p75,video_p100,video_2s,video_6s
TikTok Ads,Alcance - Conteúdos Set ,9891,19.28,43.0,22.0,13.0,7.0,712.0,132.0
TikTok Ads,Alcance - Conteúdos Set ,8600,21.55,40.0,15.0,6.0,3.0,604.0,122.0
TikTok Ads,ALC - Baby shark ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Baby shark ,17150,39.5,266.0,102.0,57.0,34.0,948.0,191.0
TikTok Ads,ALC - Baby shark ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance - Giftcard ,9524,18.92,100.0,45.0,23.0,16.0,668.0,108.0
TikTok Ads,Alcance - Giftcard ,8311,20.62,87.0,33.0,14.0,9.0,633.0,93.0
TikTok Ads,ALC - Baby shark ,28863,77.44,519.0,204.0,127.0,77.0,1814.0,369.0
TikTok Ads,Alcance - Conteúdos Set ,9818,19.55,49.0,18.0,10.0,3.0,721.0,144.0
TikTok Ads,Alcance - Conteúdos Set ,8791,21.92,43.0,26.0,16.0,6.0,570.0,106.0
TikTok Ads,Alcance - Conteúdos Ago/Set ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance - Conteúdos Ago/Set ,18881,42.0,293.0,133.0,64.0,39.0,2205.0,517.0
TikTok Ads,Tráfego - App instal - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance - Conteúdos Set ,9651,21.02,56.0,28.0,13.0,6.0,834.0,153.0
TikTok Ads,Alcance - Conteúdos Set ,8998,21.78,39.0,17.0,8.0,5.0,534.0,100.0
TikTok Ads,Alcance - Giftcard ,9035,19.73,143.0,59.0,34.0,23.0,778.0,131.0
TikTok Ads,Alcance - Giftcard ,8469,20.51,86.0,34.0,18.0,8.0,539.0,96.0
TikTok Ads,Alcance - Conteúdos Set ,9138,19.02,50.0,25.0,14.0,10.0,719.0,145.0
TikTok Ads,Alcance - Conteúdos Ago/Set ,7177,17.18,113.0,57.0,23.0,8.0,922.0,212.0
TikTok Ads,ALC - Baby shark ,10275,30.17,193.0,77.0,57.0,37.0,704.0,140.0
TikTok Ads,Alcance - Conteúdos Set ,9848,20.69,61.0,29.0,13.0,5.0,797.0,166.0
TikTok Ads,Alcance - Conteúdos Set ,4555,10.4,18.0,9.0,5.0,3.0,276.0,47.0
TikTok Ads,ALC - Baby shark ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,NSpromopais24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance - Giftcard ,9346,18.23,116.0,39.0,21.0,14.0,653.0,102.0
TikTok Ads,Alcance - Giftcard ,7984,20.01,99.0,45.0,19.0,10.0,636.0,107.0
TikTok Ads,Alcance | Ritmi Mana Spolini,4792,9.95,36.0,24.0,10.0,3.0,315.0,116.0
TikTok Ads,Alcance - Conteúdos Set ,8328,17.47,44.0,16.0,7.0,5.0,562.0,113.0
TikTok Ads,Alcance | Giftcard ,6599,12.37,47.0,25.0,13.0,10.0,683.0,70.0
TikTok Ads,Alcance - Giftcard ,4788,12.17,68.0,18.0,8.0,7.0,323.0,51.0
TikTok Ads,Alcance - Giftcard ,7846,16.51,95.0,33.0,25.0,16.0,567.0,108.0
TikTok Ads,Visualizações de vídeo | Natal ,7963,23.05,2381.0,886.0,573.0,250.0,4447.0,2249.0
TikTok Ads,Alcance - Conteúdos Set ,4207,10.78,18.0,6.0,5.0,1.0,248.0,55.0
TikTok Ads,Alcance | Chillibeans Vini ,5559,11.51,78.0,35.0,16.0,7.0,507.0,104.0
TikTok Ads,Alcance | Giftcard ,3156,6.95,24.0,10.0,9.0,2.0,341.0,37.0
TikTok Ads,Alcance | Chillibeans Vini ,2895,6.31,40.0,19.0,10.0,1.0,237.0,57.0
TikTok Ads,Alcance - Giftcard ,6827,16.26,83.0,27.0,15.0,10.0,530.0,86.0
TikTok Ads,Visualizações de vídeo | Natal ,7986,26.17,2494.0,969.0,583.0,274.0,4590.0,2486.0
TikTok Ads,Alcance - Giftcard ,825,1.63,6.0,3.0,1.0,1.0,45.0,6.0
TikTok Ads,Visualizações de vídeo | Natal 02 ,3173,11.56,349.0,174.0,125.0,83.0,1443.0,369.0
TikTok Ads,Alcance | Ritmi Mana Spolini,4223,9.93,48.0,14.0,5.0,0.0,370.0,138.0
TikTok Ads,Alcance - Conteúdos Set ,9093,19.38,56.0,27.0,19.0,8.0,631.0,149.0
TikTok Ads,Alcance - Conteúdos Set ,6262,13.99,25.0,11.0,4.0,1.0,399.0,75.0
TikTok Ads,Alcance - Giftcard ,7536,16.85,83.0,37.0,26.0,20.0,557.0,89.0
TikTok Ads,Alcance - Conteúdos Set ,1266,3.03,4.0,0.0,0.0,0.0,86.0,17.0
TikTok Ads,Alcance - Giftcard ,4644,10.9,64.0,28.0,14.0,9.0,316.0,47.0
TikTok Ads,Alcance | Giftcard ,6824,13.77,47.0,19.0,12.0,9.0,707.0,63.0
TikTok Ads,Visualizações de vídeo | Natal 02 ,3443,11.3,320.0,169.0,113.0,73.0,1395.0,360.0
TikTok Ads,Promo Natura 2024 - Tráfego,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance - Conteúdos Set ,7700,17.09,46.0,16.0,9.0,3.0,550.0,125.0
TikTok Ads,Alcance | Ritmi Mana Spolini,4602,8.95,55.0,19.0,10.0,3.0,421.0,162.0
TikTok Ads,Alcance - Conteúdos Set ,8826,19.67,41.0,22.0,9.0,2.0,686.0,117.0
TikTok Ads,Alcance - Conteúdos Set ,7279,16.62,34.0,17.0,8.0,4.0,426.0,85.0
TikTok Ads,Visualizações de vídeo | Natal ,6468,21.43,1980.0,761.0,477.0,207.0,3522.0,1845.0
TikTok Ads,Alcance - Giftcard ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance - Giftcard ,7365,16.97,92.0,31.0,14.0,11.0,538.0,93.0
TikTok Ads,Alcance - Giftcard ,8242,18.34,101.0,34.0,19.0,13.0,713.0,107.0
TikTok Ads,Alcance - Conteúdos Set ,8739,17.74,43.0,19.0,6.0,2.0,581.0,118.0
TikTok Ads,Visualizações de vídeo | Natal 02 ,3063,12.04,335.0,173.0,120.0,78.0,1408.0,365.0
TikTok Ads,Alcance | Ritmi Mana Spolini,2422,5.38,23.0,10.0,4.0,0.0,175.0,59.0
TikTok Ads,Alcance - Conteúdos Set ,5492,13.47,18.0,8.0,3.0,2.0,380.0,59.0
TikTok Ads,Alcance | Chillibeans Vini ,5863,13.7,72.0,35.0,24.0,9.0,455.0,100.0
TikTok Ads,Alcance | Giftcard ,5821,13.28,43.0,20.0,9.0,7.0,675.0,52.0
TikTok Ads,Alcance - Giftcard ,6475,14.55,70.0,28.0,16.0,10.0,417.0,70.0
TikTok Ads,Alcance - Giftcard ,8473,18.2,99.0,30.0,15.0,11.0,570.0,83.0
TikTok Ads,Visualizações de vídeo | Natal 02 ,1601,6.02,173.0,90.0,65.0,42.0,821.0,184.0
TikTok Ads,Visualizações de vídeo | Natal ,7222,23.77,2498.0,1027.0,632.0,301.0,4392.0,2266.0
TikTok Ads,Alcance - Conteúdos Set ,7316,15.53,33.0,21.0,9.0,7.0,394.0,93.0
TikTok Ads,Alcance - Conteúdos Set ,8150,19.04,32.0,11.0,7.0,1.0,658.0,114.0
TikTok Ads,Alcance - Giftcard ,7200,15.41,72.0,20.0,12.0,8.0,405.0,66.0
TikTok Ads,Alcance - Giftcard ,7845,18.25,105.0,45.0,24.0,18.0,623.0,101.0
TikTok Ads,Visualizações de vídeo | Natal ,3181,14.32,1285.0,560.0,356.0,176.0,2011.0,1157.0
TikTok Ads,Visualizações de vídeo | Natal 02 ,2988,11.64,360.0,188.0,135.0,89.0,1286.0,411.0
TikTok Ads,Alcance | Ritmi Mana Spolini,4371,9.45,46.0,25.0,10.0,5.0,431.0,158.0
TikTok Ads,Alcance | Giftcard ,5704,12.98,52.0,16.0,9.0,6.0,653.0,78.0
TikTok Ads,Alcance | Chillibeans Vini ,5320,12.02,75.0,40.0,29.0,13.0,465.0,109.0
TikTok Ads,Alcance - Giftcard ,8362,16.98,90.0,37.0,21.0,15.0,537.0,83.0
TikTok Ads,Alcance - Giftcard ,5547,13.71,67.0,19.0,11.0,8.0,386.0,51.0
TikTok Ads,Alcance - Conteúdos Set ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Ritmi Mana Spolini,4494,10.9,41.0,14.0,6.0,0.0,300.0,113.0
TikTok Ads,Alcance | Chillibeans Vini ,6393,12.75,70.0,27.0,18.0,4.0,443.0,100.0
TikTok Ads,Alcance - Conteúdos Set ,7137,16.75,37.0,21.0,10.0,1.0,529.0,104.0
TikTok Ads,Visualizações de vídeo | Natal ,6921,23.01,2307.0,934.0,583.0,260.0,3997.0,2105.0
TikTok Ads,Alcance - Giftcard ,7737,17.83,120.0,48.0,30.0,12.0,599.0,118.0
TikTok Ads,Alcance - Giftcard ,6808,14.5,79.0,24.0,15.0,10.0,424.0,70.0
TikTok Ads,Visualizações de vídeo | Natal 02 ,2901,13.21,319.0,180.0,125.0,84.0,1351.0,352.0
TikTok Ads,Alcance - Conteúdos Set ,6989,14.85,40.0,22.0,11.0,4.0,451.0,99.0
TikTok Ads,Alcance - Conteúdos Set ,8229,18.93,47.0,22.0,11.0,8.0,655.0,135.0
TikTok Ads,Alcance | Chillibeans Vini ,6275,11.68,81.0,30.0,19.0,12.0,554.0,116.0
TikTok Ads,Alcance - Conteúdos Set ,8985,17.73,38.0,16.0,8.0,4.0,601.0,120.0
TikTok Ads,Alcance - Conteúdos Set ,4832,12.6,26.0,14.0,7.0,2.0,325.0,64.0
TikTok Ads,Alcance | Giftcard ,5747,12.0,44.0,16.0,10.0,8.0,653.0,68.0
TikTok Ads,Alcance - Giftcard ,4890,12.64,55.0,22.0,11.0,10.0,292.0,41.0
TikTok Ads,Alcance - Giftcard ,8651,17.13,90.0,31.0,24.0,12.0,571.0,84.0
TikTok Ads,Alcance - Conteúdos Set ,7088,16.88,40.0,14.0,9.0,5.0,494.0,103.0
TikTok Ads,Alcance | Ritmi Mana Spolini,4060,9.55,50.0,14.0,5.0,0.0,450.0,171.0
TikTok Ads,Visualizações de vídeo | Natal ,6344,25.59,2125.0,832.0,528.0,233.0,3695.0,2125.0
TikTok Ads,Alcance - Conteúdos Set ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Giftcard ,6016,14.24,41.0,18.0,7.0,4.0,631.0,58.0
TikTok Ads,Alcance - Giftcard ,6785,15.95,79.0,39.0,21.0,12.0,514.0,97.0
TikTok Ads,Alcance | Chillibeans Vini ,5280,11.89,77.0,30.0,21.0,9.0,448.0,107.0
TikTok Ads,Alcance - Giftcard ,4005,8.84,38.0,14.0,3.0,2.0,250.0,32.0
TikTok Ads,Visualizações de vídeo | Natal 02 ,3810,11.71,375.0,203.0,123.0,81.0,1627.0,433.0
TikTok Ads,Alcance | Ritmi Mana Spolini,900,2.59,10.0,7.0,3.0,2.0,86.0,26.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Giftcard ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Chillibeans Vini ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Chillibeans Vini ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Visualizações de vídeo | Natal ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Visualizações de vídeo | Natal 02 ,2893,12.02,266.0,139.0,96.0,66.0,1110.0,308.0
TikTok Ads,Alcance | Ritmi Mana Spolini,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,4420,32.24,1113.0,473.0,293.0,238.0,1285.0,1159.0
TikTok Ads,Alcance | Giftcard ,5128,12.18,43.0,18.0,10.0,8.0,520.0,56.0
TikTok Ads,Alcance | Chillibeans Vini ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Giftcard ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,7169,40.9,2162.0,1748.0,1616.0,1284.0,2179.0,1691.0
TikTok Ads,ALC - NATAL 25 02,10657,38.39,179.0,65.0,34.0,25.0,494.0,99.0
TikTok Ads,TRAF - NATAL 25,7348,37.77,1635.0,671.0,439.0,339.0,1996.0,1840.0
TikTok Ads,ALC - BLACK FRIDAY - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Visualizações de vídeo | Natal 02 ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Giftcard ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Chillibeans Vini ,4834,10.73,41.0,17.0,9.0,5.0,333.0,60.0
TikTok Ads,Alcance | Chillibeans Vini ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25,9186,33.01,339.0,131.0,76.0,51.0,458.0,103.0
TikTok Ads,Visualizações de vídeo | Natal ,1469,4.81,411.0,171.0,104.0,42.0,817.0,380.0
TikTok Ads,Alcance | Ritmi Mana Spolini,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,4308,31.17,1423.0,722.0,523.0,430.0,1621.0,1386.0
TikTok Ads,Alcance | Chillibeans Vini ,4500,10.25,38.0,13.0,8.0,3.0,298.0,55.0
TikTok Ads,Alcance | Chillibeans Vini ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,9297,42.63,1878.0,740.0,513.0,405.0,2258.0,2053.0
TikTok Ads,ALC - NATAL 25,10467,37.95,379.0,158.0,86.0,48.0,569.0,118.0
TikTok Ads,Alcance | Giftcard ,5359,12.25,42.0,13.0,6.0,4.0,537.0,61.0
TikTok Ads,Visualizações de vídeo | Natal 02 ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Ritmi Mana Spolini,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - BLACK FRIDAY - NS,19972,61.99,139.0,47.0,25.0,20.0,1229.0,255.0
TikTok Ads,ALC - NATAL 25,10174,35.65,337.0,137.0,83.0,57.0,469.0,113.0
TikTok Ads,TRAF - NATAL 25,6490,52.44,2790.0,2251.0,2051.0,1797.0,2809.0,2248.0
TikTok Ads,TRAF - NATAL 25,5820,32.76,2158.0,1747.0,1426.0,1130.0,2176.0,1720.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Giftcard ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Chillibeans Vini ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Giftcard ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,12487,39.48,240.0,79.0,41.0,25.0,555.0,103.0
TikTok Ads,ALC - BLACK FRIDAY - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25,11006,38.47,405.0,156.0,87.0,61.0,568.0,123.0
TikTok Ads,Alcance | Ritmi Mana Spolini,3883,9.09,32.0,14.0,13.0,3.0,299.0,107.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Giftcard ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,13708,41.3,349.0,142.0,68.0,43.0,708.0,158.0
TikTok Ads,Alcance | Chillibeans Vini ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Ritmi Mana Spolini,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Ritmi Mana Spolini,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,7148,33.32,2954.0,2521.0,2069.0,1502.0,2973.0,2477.0
TikTok Ads,Alcance | Giftcard ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,5644,31.57,791.0,331.0,224.0,182.0,956.0,838.0
TikTok Ads,ALC - BLACK FRIDAY - NS,17930,61.37,136.0,52.0,21.0,15.0,1156.0,230.0
TikTok Ads,Visualizações de vídeo | Natal ,5560,20.41,1673.0,662.0,429.0,198.0,3045.0,1520.0
TikTok Ads,Visualizações de vídeo | Natal 02 ,2927,10.3,240.0,123.0,92.0,62.0,1195.0,281.0
TikTok Ads,Alcance | Ritmi Mana Spolini,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Chillibeans Vini ,902,2.46,12.0,8.0,4.0,1.0,74.0,16.0
TikTok Ads,Alcance | Giftcard ,1216,3.37,6.0,0.0,0.0,0.0,130.0,9.0
TikTok Ads,Alcance | Chillibeans Vini ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Giftcard ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25,3427,12.73,138.0,68.0,42.0,31.0,185.0,55.0
TikTok Ads,ALC - NATAL 25 02,16939,42.08,524.0,213.0,129.0,83.0,767.0,195.0
TikTok Ads,Alcance | Ritmi Mana Spolini,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Chillibeans Vini ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,5712,31.86,2034.0,1652.0,1358.0,1099.0,2053.0,1602.0
TikTok Ads,Alcance | Ritmi Mana Spolini,3489,8.37,22.0,8.0,2.0,0.0,239.0,77.0
TikTok Ads,Alcance | Chillibeans Vini ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25,9969,35.73,357.0,135.0,81.0,50.0,492.0,100.0
TikTok Ads,Visualizações de vídeo | Natal 02 ,2650,11.51,253.0,138.0,92.0,65.0,1078.0,289.0
TikTok Ads,Alcance | Ritmi Mana Spolini,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Ritmi Mana Spolini,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25,7031,26.2,218.0,82.0,53.0,29.0,311.0,65.0
TikTok Ads,TRAF - NATAL 25,5497,33.17,745.0,298.0,175.0,143.0,983.0,838.0
TikTok Ads,ALC - LEGUEIROS,4457,8.45,244.0,105.0,65.0,28.0,904.0,408.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,6903,44.71,2399.0,1917.0,1790.0,1501.0,2370.0,1900.0
TikTok Ads,ALC - NATAL 25,11709,38.42,431.0,154.0,96.0,67.0,557.0,130.0
TikTok Ads,Alcance | Giftcard ,4977,12.38,41.0,19.0,12.0,8.0,514.0,47.0
TikTok Ads,Alcance | Chillibeans Vini ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,4780,12.75,58.0,21.0,11.0,6.0,219.0,52.0
TikTok Ads,Visualizações de vídeo | Natal 02 ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - BLACK FRIDAY - NS,17967,58.66,142.0,57.0,31.0,15.0,1112.0,230.0
TikTok Ads,Alcance | Ritmi Mana Spolini,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Visualizações de vídeo | Natal ,4552,17.44,1224.0,478.0,306.0,128.0,2408.0,1177.0
TikTok Ads,ALC - NATAL 25,9113,32.79,343.0,132.0,86.0,56.0,476.0,106.0
TikTok Ads,Alcance | Giftcard ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Giftcard ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,10621,38.74,132.0,41.0,25.0,13.0,515.0,114.0
TikTok Ads,ALC - BLACK FRIDAY - NS,3121,9.73,20.0,6.0,5.0,2.0,208.0,34.0
TikTok Ads,ALC - NATAL 25 02,15454,40.06,231.0,73.0,44.0,27.0,517.0,106.0
TikTok Ads,Alcance | Ritmi Mana Spolini,3832,9.17,35.0,19.0,10.0,2.0,283.0,102.0
TikTok Ads,TRAF - NATAL 25,5987,41.14,1606.0,1336.0,1252.0,1111.0,1635.0,1334.0
TikTok Ads,Alcance | Giftcard ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Chillibeans Vini ,3891,8.86,37.0,19.0,10.0,6.0,260.0,56.0
TikTok Ads,Alcance | Chillibeans Vini ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,5095,32.63,2285.0,1950.0,1568.0,1409.0,2192.0,1899.0
TikTok Ads,Alcance | Ritmi Mana Spolini,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Ritmi Mana Spolini,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Giftcard ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Giftcard ,5745,12.99,53.0,22.0,6.0,3.0,589.0,79.0
TikTok Ads,Alcance | Chillibeans Vini ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25,8013,27.19,264.0,108.0,55.0,35.0,376.0,87.0
TikTok Ads,ALC - NATAL 25 02,8077,32.27,89.0,26.0,19.0,12.0,390.0,73.0
TikTok Ads,Alcance | Ritmi Mana Spolini,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Chillibeans Vini ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,6531,41.72,2702.0,2277.0,2140.0,1828.0,2686.0,2312.0
TikTok Ads,ALC - BLACK FRIDAY - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25,7915,29.1,277.0,105.0,59.0,47.0,385.0,83.0
TikTok Ads,ALC - LEGUEIROS,6668,15.03,233.0,107.0,68.0,31.0,1190.0,430.0
TikTok Ads,Alcance | Giftcard ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Ritmi Mana Spolini,3588,8.79,27.0,10.0,4.0,1.0,264.0,93.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,5039,33.22,2099.0,1761.0,1525.0,1327.0,2096.0,1773.0
TikTok Ads,TRAF - NATAL 25,7978,45.26,2811.0,2327.0,2133.0,1759.0,2826.0,2314.0
TikTok Ads,TRAF - NATAL 25,7122,29.65,1593.0,626.0,365.0,278.0,2016.0,1802.0
TikTok Ads,ALC - NATAL 25,9540,35.51,365.0,124.0,65.0,46.0,498.0,96.0
TikTok Ads,Alcance | Giftcard ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Chillibeans Vini ,3520,8.48,30.0,14.0,8.0,2.0,269.0,51.0
TikTok Ads,Visualizações de vídeo | Natal 02 ,2464,10.36,212.0,111.0,82.0,53.0,1022.0,243.0
TikTok Ads,Alcance | Ritmi Mana Spolini,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25,9241,32.26,310.0,116.0,57.0,41.0,436.0,85.0
TikTok Ads,Alcance | Giftcard ,5286,12.33,44.0,19.0,12.0,6.0,547.0,59.0
TikTok Ads,Alcance | Giftcard ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - BLACK FRIDAY - NS,17149,46.17,311.0,114.0,51.0,35.0,796.0,166.0
TikTok Ads,ALC - NATAL 25 02,9565,36.8,138.0,56.0,28.0,21.0,483.0,93.0
TikTok Ads,Visualizações de vídeo | Natal ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Visualizações de vídeo | Natal 02 ,853,5.31,84.0,50.0,39.0,24.0,358.0,99.0
TikTok Ads,Alcance | Ritmi Mana Spolini,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,6881,34.21,1384.0,574.0,385.0,299.0,1707.0,1587.0
TikTok Ads,TRAF - NATAL 25,7338,49.3,3590.0,2974.0,2779.0,2306.0,3553.0,3055.0
TikTok Ads,Alcance | Chillibeans Vini ,4298,9.63,41.0,18.0,8.0,5.0,299.0,55.0
TikTok Ads,Alcance | Chillibeans Vini ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Giftcard ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Giftcard ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,13792,38.64,33.0,14.0,9.0,4.0,142.0,31.0
TikTok Ads,TRAF - NATAL 25,5147,38.84,2479.0,2006.0,1702.0,1504.0,2439.0,2024.0
TikTok Ads,Visualizações de vídeo | Natal 02 ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Ritmi Mana Spolini,3539,9.15,35.0,17.0,6.0,5.0,297.0,107.0
TikTok Ads,Alcance | Giftcard ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Chillibeans Vini ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25,9942,36.08,374.0,139.0,85.0,56.0,507.0,109.0
TikTok Ads,TRAF - NATAL 25,7092,41.89,2548.0,2056.0,1927.0,1699.0,2545.0,2120.0
TikTok Ads,Visualizações de vídeo | Natal 02 ,2644,11.47,252.0,144.0,95.0,65.0,1002.0,267.0
TikTok Ads,Alcance | Chillibeans Vini ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Ritmi Mana Spolini,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,6007,31.45,1499.0,747.0,514.0,394.0,1683.0,1588.0
TikTok Ads,Alcance | Giftcard ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - BLACK FRIDAY - NS,22632,62.08,282.0,105.0,50.0,31.0,1124.0,222.0
TikTok Ads,Visualizações de vídeo | Natal ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Giftcard ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - BLACK FRIDAY - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25,9752,36.17,347.0,132.0,83.0,56.0,467.0,110.0
TikTok Ads,TRAF - NATAL 25,4530,41.52,2266.0,1808.0,1717.0,1572.0,2228.0,1884.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,4912,33.02,1696.0,1207.0,881.0,751.0,1771.0,1394.0
