hora,plataforma,impressoes,cliques,custo,conversoes,ctr,cpc
0,Google Ads,248,0,0.748739,1.0,0.0,0.0
0,Google Ads,148,1,1.044373,4.0,0.6756756756756757,1.044373
0,Google Ads,120,1,0.753646,1.0,0.8333333333333334,0.753646
0,Google Ads,44,4,0.050695,0.0,9.090909090909092,0.01267375
0,Google Ads,28,0,0.023769,0.0,0.0,0.0
0,Google Ads,792,3,3.124953,13.0,0.3787878787878788,1.041651
0,Google Ads,270,4,1.604293,11.0,1.4814814814814816,0.40107325
0,Google Ads,84,0,0.786873,3.0,0.0,0.0
0,Google Ads,217,2,1.018853,5.0,0.9216589861751152,0.5094265
0,Google Ads,28,2,0.041356,0.0,7.142857142857142,0.020678
0,Google Ads,97,3,0.122825,0.0,3.0927835051546393,0.04094166666666667
0,Google Ads,4025,0,8.209595,92.0,0.0,0.0
0,Google Ads,3939,3,9.287369,66.0,0.07616146230007616,3.0957896666666667
0,Google Ads,117,6,2.201318,5.0,5.128205128205128,0.36688633333333337
0,Google Ads,73,2,0.078289,0.0,2.73972602739726,0.0391445
0,Google Ads,18,0,0.050825,0.0,0.0,0.0
0,Google Ads,1,1,0.22,1.0,100.0,0.22
0,Google Ads,1,0,0.0,0.0,0.0,0.0
0,Google Ads,546,0,1.198856,0.0,0.0,0.0
0,Google Ads,197,0,0.618109,0.0,0.0,0.0
0,Google Ads,228,0,0.706559,0.0,0.0,0.0
0,Google Ads,202,0,0.654878,0.0,0.0,0.0
0,Google Ads,4629,19,13.099394,5.0,0.41045582199179087,0.6894417894736842
0,Google Ads,1,0,0.0,0.0,0.0,0.0
0,Google Ads,158,0,0.501916,0.0,0.0,0.0
0,Google Ads,221,0,1.461551,2.0,0.0,0.0
0,Google Ads,2,0,0.0,0.0,0.0,0.0
0,Google Ads,2,1,0.14,1.0,50.0,0.14
0,Google Ads,562,3,2.668043,10.0,0.5338078291814947,0.8893476666666666
0,Google Ads,427,6,1.467126,22.0,1.405152224824356,0.244521
0,Google Ads,67,0,0.395807,0.0,0.0,0.0
0,Google Ads,81,3,0.318125,3.0,3.7037037037037033,0.10604166666666666
0,Google Ads,19,1,0.130567,0.0,5.263157894736842,0.130567
0,Google Ads,5,0,0.0,0.0,0.0,0.0
0,Google Ads,2,0,0.0,0.0,0.0,0.0
0,Google Ads,4,0,0.0,0.0,0.0,0.0
0,Google Ads,3,0,0.0,0.0,0.0,0.0
0,Google Ads,130,2,0.79163,14.0,1.5384615384615385,0.395815
0,Google Ads,23,0,0.152347,0.0,0.0,0.0
0,Google Ads,126,0,0.354853,5.0,0.0,0.0
0,Google Ads,2,1,0.43,0.0,50.0,0.43
0,Google Ads,1469,0,4.841126,0.0,0.0,0.0
0,Google Ads,4,0,0.009914,0.0,0.0,0.0
0,Google Ads,19,3,0.56,0.0,15.789473684210526,0.18666666666666668
0,Google Ads,7,0,0.010444,0.0,0.0,0.0
0,Google Ads,312,11,0.827722,3.0,3.5256410256410255,0.07524745454545455
0,Google Ads,11,1,0.097603,1.0,9.090909090909092,0.097603
0,Google Ads,1914,0,9.248249,20.0,0.0,0.0
0,Google Ads,78,0,0.747029,2.0,0.0,0.0
0,Google Ads,487,2,2.980083,2.0,0.41067761806981523,1.4900415
0,Google Ads,9,0,0.0,0.0,0.0,0.0
0,Google Ads,6,1,0.11,0.0,16.666666666666664,0.11
0,Google Ads,11,1,0.018613,0.0,9.090909090909092,0.018613
0,Google Ads,61,2,0.152276,1.0,3.278688524590164,0.076138
0,Google Ads,399,3,4.35702,2.0,0.7518796992481203,1.4523400000000002
0,Google Ads,106,0,1.349367,1.0,0.0,0.0
0,Google Ads,35,7,1.06,2.0,20.0,0.15142857142857144
0,Google Ads,4,0,0.0,0.0,0.0,0.0
0,Google Ads,8,3,0.3,0.0,37.5,0.09999999999999999
0,Google Ads,39,0,0.089534,3.0,0.0,0.0
0,Google Ads,165,1,0.897728,9.0,0.6060606060606061,0.897728
0,Google Ads,180,9,0.478875,2.0,5.0,0.05320833333333333
0,Google Ads,34,0,0.236068,0.0,0.0,0.0
0,Google Ads,300,1,0.984865,0.0,0.33333333333333337,0.984865
0,Google Ads,426,0,0.99576,3.0,0.0,0.0
0,Google Ads,146,1,0.795402,7.0,0.684931506849315,0.795402
0,Google Ads,45,0,0.385654,1.0,0.0,0.0
0,Google Ads,33,0,0.478334,0.0,0.0,0.0
0,Google Ads,23,0,0.168086,0.0,0.0,0.0
0,Google Ads,2,0,0.0,0.0,0.0,0.0
0,Google Ads,40,0,0.358696,1.0,0.0,0.0
0,Google Ads,12,0,0.0,0.0,0.0,0.0
0,Google Ads,120,0,0.454131,1.0,0.0,0.0
0,Google Ads,142,23,2.673422,11.0,16.19718309859155,0.11623573913043478
0,Google Ads,80,11,0.477628,6.916668,13.750000000000002,0.04342072727272727
0,Google Ads,240,108,2.249332,38.9,45.0,0.020827148148148147
0,Google Ads,165,52,1.27956,12.325,31.515151515151512,0.02460692307692308
0,Google Ads,38,6,4.027351,5.0,15.789473684210526,0.6712251666666668
0,Google Ads,310,75,1.499721,36.545454,24.193548387096776,0.01999628
0,Google Ads,417,46,14.055834,18.0,11.031175059952037,0.3055616086956522
0,Google Ads,318,33,14.63328,13.0,10.377358490566039,0.44343272727272726
0,Google Ads,367,36,11.498116,12.0,9.809264305177113,0.3193921111111111
0,Google Ads,346,38,12.04316,12.0,10.982658959537572,0.31692526315789477
0,Google Ads,368,33,9.335293,9.0,8.967391304347826,0.28288766666666665
0,Google Ads,413,47,13.623404,14.0,11.380145278450362,0.2898596595744681
0,Google Ads,86,12,0.879093,7.1875,13.953488372093023,0.07325775
0,Google Ads,43,3,0.29,3.0,6.976744186046512,0.09666666666666666
0,Google Ads,2055,10,3.704011,88.0,0.48661800486618007,0.3704011
0,Google Ads,3842,0,9.756533,96.0,0.0,0.0
0,Google Ads,3099,0,5.799856,82.0,0.0,0.0
0,Google Ads,331,0,1.037939,0.0,0.0,0.0
0,Google Ads,400,0,0.908075,0.0,0.0,0.0
0,Google Ads,43,4,0.3,4.5,9.30232558139535,0.075
0,Google Ads,47,4,0.19,2.5,8.51063829787234,0.0475
0,Google Ads,2897,1,5.764231,62.0,0.03451846738004832,5.764231
0,Google Ads,227,0,0.691798,1.0,0.0,0.0
0,Google Ads,351,0,0.935377,1.0,0.0,0.0
0,Google Ads,402,0,0.821277,0.0,0.0,0.0
0,Google Ads,43,5,0.88,2.0,11.627906976744185,0.176
0,Google Ads,21,2,0.2,1.8125,9.523809523809524,0.1
0,Google Ads,448,19,5.19612,11.0,4.241071428571429,0.27348
0,Google Ads,99,1,0.232201,0.0,1.0101010101010102,0.232201
0,Google Ads,92,4,0.272103,4.0,4.3478260869565215,0.06802575
0,Google Ads,311,5,7.547467,3.0,1.607717041800643,1.5094934
0,Google Ads,418,12,4.238179,4.0,2.8708133971291865,0.3531815833333333
0,Google Ads,2900,5,5.471102,57.0,0.1724137931034483,1.0942204
0,Google Ads,2721,3,5.90982,100.0,0.11025358324145534,1.96994
0,Google Ads,496,2,1.26935,1.0,0.4032258064516129,0.634675
0,Google Ads,555,14,1.817052,2.0,2.5225225225225225,0.12978942857142856
0,Google Ads,173,0,0.343784,2.0,0.0,0.0
0,Google Ads,5427,5,12.991275,3.0,0.09213193292795283,2.598255
0,Google Ads,1174,2,2.95098,23.0,0.17035775127768313,1.47549
0,Google Ads,58,0,0.434098,1.0,0.0,0.0
0,Google Ads,283,0,0.80089,1.0,0.0,0.0
