data,shopping,shopping_sigla,plataforma,impressoes,cliques,custo,conversoes,receita,roas,cpa,ctr
2026-01-18,NR,NR,Meta Ads,127317,191,229.20000000000002,0.0,0.0,0.0,0.0,0.15001924330607855
2026-01-18,NS,NS,Meta Ads,229529,377,320.08,0.0,0.0,0.0,0.0,0.16424939767959604
2026-01-19,GERAL,GERAL,Google Ads,227570,5658,1143.3131899999998,6607.349732,19.0,0.016618368585426712,0.17303657841249562,2.4862679615063494
2026-01-19,NS,NS,Meta Ads,129499,209,161.62,0.0,0.0,0.0,0.0,0.16139120765411316
2026-01-19,NR,NR,Meta Ads,59169,78,74.14,0.0,0.0,0.0,0.0,0.13182578715205598
2026-01-19,BS,BS,Meta Ads,70807,43,78.69,0.0,0.0,0.0,0.0,0.06072845905065883
2026-01-19,GS,GS,Meta Ads,72842,75,83.53999999999999,0.0,0.0,0.0,0.0,0.10296257653551523
2026-01-19,CS,CS,Meta Ads,93302,138,106.14,0.0,0.0,0.0,0.0,0.14790679728194464
2026-01-20,GS,GS,Meta Ads,77163,81,94.41,0.0,0.0,0.0,0.0,0.10497259049026088
2026-01-20,BS,BS,Meta Ads,65210,29,76.81,0.0,0.0,0.0,0.0,0.04447170679343659
2026-01-20,GERAL,GERAL,Google Ads,250294,4629,1123.847211,5991.651933000001,9.0,0.008008206019385672,0.18756884137581958,1.849425076110494
2026-01-20,NR,NR,Meta Ads,54270,65,71.80000000000001,0.0,0.0,0.0,0.0,0.11977151280633867
2026-01-20,NS,NS,Meta Ads,120886,208,158.29,0.0,0.0,0.0,0.0,0.17206293532749864
2026-01-20,CS,CS,Meta Ads,141376,193,160.93999999999997,0.0,0.0,0.0,0.0,0.13651539157990042
2026-01-21,CS,CS,Meta Ads,278418,453,313.37,0.0,0.0,0.0,0.0,0.16270499752171194
2026-01-21,BS,BS,Meta Ads,62059,31,73.97,0.0,0.0,0.0,0.0,0.049952464590148085
2026-01-21,NR,NR,Meta Ads,83743,156,113.8,0.0,0.0,0.0,0.0,0.18628422674133957
2026-01-21,NS,NS,Meta Ads,117944,184,154.25,0.0,0.0,0.0,0.0,0.15600624024961
2026-01-21,GS,GS,Meta Ads,75671,95,92.8,0.0,0.0,0.0,0.0,0.1255434710787488
2026-01-21,GERAL,GERAL,Google Ads,247465,4888,1214.4968039999999,6273.858703,14.0,0.011527407856398116,0.19358051583457855,1.9752288202372053
2026-01-22,NS,NS,Meta Ads,115940,211,154.53,0.0,0.0,0.0,0.0,0.18199068483698463
2026-01-22,NR,NR,Meta Ads,114703,165,161.2,0.0,0.0,0.0,0.0,0.14384976853264517
2026-01-22,GS,GS,Meta Ads,75471,75,95.49,0.0,0.0,0.0,0.0,0.09937591922725285
2026-01-22,CS,CS,Meta Ads,393692,754,460.52,0.0,0.0,0.0,0.0,0.19152027473253203
2026-01-22,BS,BS,Meta Ads,69154,28,83.0,0.0,0.0,0.0,0.0,0.0404893426266015
2026-01-22,GERAL,GERAL,Google Ads,244481,5124,1216.564015,5699.570174,8.0,0.006575897282314404,0.21344837906368058,2.09586839059068
2026-01-23,GERAL,GERAL,Google Ads,234361,4610,1266.257717,5892.4814320000005,11.0,0.008687015172599339,0.21489379841290604,1.967050831836355
2026-01-23,BS,BS,Meta Ads,64777,27,78.47,0.0,0.0,0.0,0.0,0.04168146101239638
2026-01-23,CS,CS,Meta Ads,388184,748,467.58,0.0,0.0,0.0,0.0,0.1926921253838386
2026-01-23,GS,GS,Meta Ads,75216,101,96.38,0.0,0.0,0.0,0.0,0.13427994043820463
2026-01-23,NR,NR,Meta Ads,120428,193,165.49999999999997,0.0,0.0,0.0,0.0,0.16026173315175873
2026-01-23,NS,NS,Meta Ads,120072,199,162.64,0.0,0.0,0.0,0.0,0.16573389299753483
2026-01-24,NR,NR,Meta Ads,127395,197,167.86,0.0,0.0,0.0,0.0,0.15463715216452764
2026-01-24,NS,NS,Meta Ads,130154,216,169.53000000000003,0.0,0.0,0.0,0.0,0.1659572506415477
2026-01-24,CS,CS,Meta Ads,425602,819,505.96999999999997,0.0,0.0,0.0,0.0,0.1924333062344632
2026-01-24,GS,GS,Meta Ads,81396,108,102.41,0.0,0.0,0.0,0.0,0.13268465280849182
2026-01-24,GERAL,GERAL,Google Ads,222947,5503,1272.3305489999998,6322.687046999999,15.0,0.011789389173897767,0.20123256766341102,2.468299640721786
2026-01-24,BS,BS,Meta Ads,72279,36,85.22,0.0,0.0,0.0,0.0,0.04980699788320259
2026-01-25,GERAL,GERAL,Google Ads,212033,5234,1177.231927,5128.936495,5.0,0.0042472514424084255,0.22952749135179146,2.468483679427259
2026-01-25,BS,BS,Meta Ads,78676,28,87.28999999999999,0.0,0.0,0.0,0.0,0.03558899791550155
2026-01-25,CS,CS,Meta Ads,472140,982,521.3000000000001,0.0,0.0,0.0,0.0,0.2079891557588851
2026-01-25,GS,GS,Meta Ads,89815,101,107.1,0.0,0.0,0.0,0.0,0.11245337638479097
2026-01-25,NR,NR,Meta Ads,141366,217,174.59,0.0,0.0,0.0,0.0,0.15350225655390973
2026-01-25,NS,NS,Meta Ads,145323,209,178.5,0.0,0.0,0.0,0.0,0.14381756501035625
2026-01-26,NS,NS,Meta Ads,133294,206,165.22,0.0,0.0,0.0,0.0,0.15454559094933007
2026-01-26,GS,GS,Meta Ads,79701,84,95.09,0.0,0.0,0.0,0.0,0.10539390973764444
2026-01-26,NR,NR,Meta Ads,172166,268,217.42999999999998,0.0,0.0,0.0,0.0,0.15566371989823774
2026-01-26,BS,BS,Meta Ads,68400,31,75.57,0.0,0.0,0.0,0.0,0.04532163742690059
2026-01-26,GERAL,GERAL,Google Ads,242934,3932,1191.088054,5243.304063,9.0,0.007556116417905069,0.227163643322739,1.6185466011344647
2026-01-26,CS,CS,Meta Ads,378751,608,427.05,0.0,0.0,0.0,0.0,0.1605276289699565
2026-01-27,BS,BS,Meta Ads,62405,26,74.07000000000001,0.0,0.0,0.0,0.0,0.04166332825895361
2026-01-27,CS,CS,Meta Ads,339097,547,410.02,0.0,0.0,0.0,0.0,0.16131077538285504
2026-01-27,GS,GS,Meta Ads,156484,181,217.25,0.0,0.0,0.0,0.0,0.11566677743411466
2026-01-27,NR,NR,Meta Ads,234961,356,316.28,0.0,0.0,0.0,0.0,0.15151450666280789
2026-01-27,NS,NS,Meta Ads,151327,217,202.08,0.0,0.0,0.0,0.0,0.1433980717254687
2026-01-27,GERAL,GERAL,Google Ads,180186,4484,1009.522607,5416.856266,8.0,0.007924537741431679,0.18636688097789744,2.4885396201702688
2026-01-28,BS,BS,Meta Ads,61215,30,73.46,0.0,0.0,0.0,0.0,0.0490075961774075
2026-01-28,CS,CS,Meta Ads,320309,539,393.01,0.0,0.0,0.0,0.0,0.1682750094440056
2026-01-28,GS,GS,Meta Ads,197851,221,294.32,0.0,0.0,0.0,0.0,0.11170021885156001
2026-01-28,NS,NS,Meta Ads,156175,227,210.6,0.0,0.0,0.0,0.0,0.14534976788858653
2026-01-28,GERAL,GERAL,Google Ads,151654,4100,982.878252,4568.932697,11.0,0.011191620099047629,0.21512206836519307,2.703522491988342
2026-01-28,NR,NR,Meta Ads,225897,379,309.73,0.0,0.0,0.0,0.0,0.16777557913562377
2026-01-29,BS,BS,Meta Ads,63499,38,77.72,0.0,0.0,0.0,0.0,0.05984346210176539
2026-01-29,NS,NS,Meta Ads,159426,231,222.84999999999997,0.0,0.0,0.0,0.0,0.1448948101313462
2026-01-29,NR,NR,Meta Ads,222323,349,317.69,0.0,0.0,0.0,0.0,0.15697881010961529
2026-01-29,GS,GS,Meta Ads,195002,232,299.70000000000005,0.0,0.0,0.0,0.0,0.11897313873703859
2026-01-29,CS,CS,Meta Ads,329057,547,416.46999999999997,0.0,0.0,0.0,0.0,0.16623259799973866
2026-01-29,GERAL,GERAL,Google Ads,144415,4590,981.891882,5467.163813,11.0,0.011202862760810563,0.17959803576128916,3.1783402001177166
2026-01-30,NR,NR,Meta Ads,224123,323,326.79,0.0,0.0,0.0,0.0,0.14411729273657767
2026-01-30,GERAL,GERAL,Google Ads,141425,3586,966.1168700000001,4752.561738,6.0,0.0062104287652072565,0.20328339183376223,2.5356195863531905
2026-01-30,BS,BS,Meta Ads,62320,33,78.2,0.0,0.0,0.0,0.0,0.052952503209242614
2026-01-30,CS,CS,Meta Ads,325391,549,418.98,0.0,0.0,0.0,0.0,0.16872009367192084
2026-01-30,GS,GS,Meta Ads,188921,238,302.2,0.0,0.0,0.0,0.0,0.12597858364078107
2026-01-30,NS,NS,Meta Ads,158071,221,222.92000000000002,0.0,0.0,0.0,0.0,0.1398105914430857
2026-01-31,CS,CS,Meta Ads,377038,862,455.22,0.0,0.0,0.0,0.0,0.22862417050801245
2026-01-31,NS,NS,Meta Ads,173659,241,233.57999999999998,0.0,0.0,0.0,0.0,0.13877771955383827
2026-01-31,GS,GS,Meta Ads,202164,241,320.59,0.0,0.0,0.0,0.0,0.11921014621792207
2026-01-31,NR,NR,Meta Ads,211425,303,292.36,0.0,0.0,0.0,0.0,0.1433132316424264
2026-01-31,GERAL,GERAL,Google Ads,132304,5190,994.614533,5059.204321,15.0,0.015081219409449348,0.19659505129522126,3.922783891643488
2026-01-31,BS,BS,Meta Ads,78924,54,90.71000000000001,0.0,0.0,0.0,0.0,0.06842025239470884
2026-02-01,GERAL,GERAL,Google Ads,126484,4847,895.290631,4208.816458,6.0,0.006701734377917332,0.21271790773823285,3.832105246513393
2026-02-01,BS,BS,Meta Ads,109752,54,91.37,0.0,0.0,0.0,0.0,0.04920183686857643
2026-02-01,CS,CS,Meta Ads,274942,454,273.78999999999996,0.0,0.0,0.0,0.0,0.16512573560969224
2026-02-01,GS,GS,Meta Ads,232272,311,328.33,0.0,0.0,0.0,0.0,0.13389474409313218
2026-02-01,NR,NR,Meta Ads,222591,319,253.17,0.0,0.0,0.0,0.0,0.14331217344816277
2026-02-01,NS,NS,Meta Ads,213295,303,244.09000000000003,0.0,0.0,0.0,0.0,0.1420567758269064
2026-02-02,GS,GS,Meta Ads,201133,218,284.51,0.0,0.0,0.0,0.0,0.10838599334768537
2026-02-02,GERAL,GERAL,Google Ads,188433,4755,1467.6179279999997,4708.559353,8.0,0.005451009998836701,0.3116915000901338,2.5234433459107484
2026-02-02,BS,BS,Meta Ads,82199,41,74.6,0.0,0.0,0.0,0.0,0.049878952298689765
2026-02-02,CS,CS,Meta Ads,244040,381,237.5,0.0,0.0,0.0,0.0,0.15612194722176692
2026-02-02,NR,NR,Meta Ads,182509,223,202.18,0.0,0.0,0.0,0.0,0.1221857552230301
2026-02-02,NS,NS,Meta Ads,180219,276,201.08,0.0,0.0,0.0,0.0,0.15314700447788523
2026-02-03,NS,NS,Meta Ads,199169,297,243.41,0.0,0.0,0.0,0.0,0.1491195919043626
2026-02-03,NR,NR,Meta Ads,254816,417,319.28000000000003,0.0,0.0,0.0,0.0,0.16364749466281553
2026-02-03,GERAL,GERAL,Google Ads,574901,8872,6910.471547,8683.417472000001,7.0,0.0010129554766836232,0.7958239448101015,1.5432222243481921
2026-02-03,BS,BS,Meta Ads,108831,120,114.99,0.0,0.0,0.0,0.0,0.11026270088485818
2026-02-03,GS,GS,Meta Ads,195813,246,296.22999999999996,0.0,0.0,0.0,0.0,0.12563006541955846
2026-02-03,CS,CS,Meta Ads,242062,394,259.34000000000003,0.0,0.0,0.0,0.0,0.16276821640736672
2026-02-04,BS,BS,Meta Ads,380229,600,522.26,0.0,0.0,0.0,0.0,0.15779964179481312
2026-02-04,GS,GS,Meta Ads,185580,206,273.73,0.0,0.0,0.0,0.0,0.11100334087724971
2026-02-04,NR,NR,Meta Ads,281224,457,358.23,0.0,0.0,0.0,0.0,0.16250391147270504
2026-02-04,NS,NS,Meta Ads,218416,320,276.5,0.0,0.0,0.0,0.0,0.14650941322980002
2026-02-04,CS,CS,Meta Ads,252900,448,281.7,0.0,0.0,0.0,0.0,0.177145116646896
2026-02-04,GERAL,GERAL,Google Ads,529988,9855,7777.871197000001,8760.602809,6.0,0.0007714193058782276,0.8878237453031871,1.8594760636089873
2026-02-05,BS,BS,Meta Ads,482033,898,703.74,0.0,0.0,0.0,0.0,0.18629429935294886
2026-02-05,NR,NR,Meta Ads,270148,461,377.01,0.0,0.0,0.0,0.0,0.17064720079363904
2026-02-05,NS,NS,Meta Ads,213038,293,297.03,0.0,0.0,0.0,0.0,0.13753414883729664
2026-02-05,CS,CS,Meta Ads,335136,605,420.87,0.0,0.0,0.0,0.0,0.18052372768070274
2026-02-05,GS,GS,Meta Ads,281585,355,434.46,0.0,0.0,0.0,0.0,0.12607205639504945
2026-02-05,GERAL,GERAL,Google Ads,377631,3398,4686.870352,7200.542294999999,4.0,0.0008534479726526047,0.6509051901902619,0.8998201948462916
2026-02-06,GERAL,GERAL,Google Ads,715,32,7.184525,27.333334,0.0,0.0,0.2628484691988178,4.475524475524476
2026-02-06,BS,BS,Meta Ads,795530,1246,1088.95,0.0,0.0,0.0,0.0,0.15662514298643673
2026-02-06,CS,CS,Meta Ads,306801,525,383.67,0.0,0.0,0.0,0.0,0.17112069386996784
2026-02-06,GS,GS,Meta Ads,386643,522,626.29,0.0,0.0,0.0,0.0,0.1350082634368138
2026-02-06,NR,NR,Meta Ads,254427,427,358.26000000000005,0.0,0.0,0.0,0.0,0.16782810000510953
2026-02-06,NS,NS,Meta Ads,211948,307,299.11999999999995,0.0,0.0,0.0,0.0,0.14484684922716892
2026-02-07,NS,NS,Meta Ads,210266,318,278.47,0.0,0.0,0.0,0.0,0.15123700455613368
2026-02-07,GERAL,GERAL,Google Ads,1282300,17102,11396.384164,17931.396208000002,7.0,0.0006142299082995357,0.6355547572428052,1.3336972627310302
2026-02-07,BS,BS,Meta Ads,1085577,1527,1341.6699999999998,0.0,0.0,0.0,0.0,0.14066252324800543
2026-02-07,CS,CS,Meta Ads,351018,700,425.77,0.0,0.0,0.0,0.0,0.19941997276492945
2026-02-07,GS,GS,Meta Ads,357881,505,551.3100000000001,0.0,0.0,0.0,0.0,0.14110835724724138
2026-02-07,NR,NR,Meta Ads,247099,379,331.87,0.0,0.0,0.0,0.0,0.1533798194246031
2026-02-08,BS,BS,Meta Ads,454190,451,461.71,0.0,0.0,0.0,0.0,0.09929765076289658
2026-02-08,GS,GS,Meta Ads,167895,280,217.73,0.0,0.0,0.0,0.0,0.16677089847821555
2026-02-08,GERAL,GERAL,Google Ads,986492,16279,9163.022110999998,15347.354175000002,13.0,0.001418745894369697,0.5970424612944724,1.6501907770159312
2026-02-08,NR,NR,Meta Ads,248696,421,313.11000000000007,0.0,0.0,0.0,0.0,0.16928298002380418
2026-02-08,NS,NS,Meta Ads,184883,283,229.39000000000001,0.0,0.0,0.0,0.0,0.15306977926580592
2026-02-08,CS,CS,Meta Ads,320465,637,367.54,0.0,0.0,0.0,0.0,0.19877365702962885
2026-02-09,GERAL,GERAL,Google Ads,204568,4285,1616.43303,4479.756375999999,6.0,0.0037118766374131815,0.3608305662914916,2.094658011028118
2026-02-09,BS,BS,Meta Ads,220511,174,250.88,0.0,0.0,0.0,0.0,0.0789076281908839
2026-02-09,CS,CS,Meta Ads,179217,379,206.07999999999998,0.0,0.0,0.0,0.0,0.21147547386687646
2026-02-09,GS,GS,Meta Ads,129429,206,160.11,0.0,0.0,0.0,0.0,0.15916062088094632
2026-02-09,NR,NR,Meta Ads,229605,332,291.47,0.0,0.0,0.0,0.0,0.14459615426493325
2026-02-09,NS,NS,Meta Ads,148913,217,186.48000000000002,0.0,0.0,0.0,0.0,0.14572267028399133
2026-02-10,BS,BS,Meta Ads,204217,162,248.65,0.0,0.0,0.0,0.0,0.07932738214742162
2026-02-10,CS,CS,Meta Ads,232601,464,280.87,0.0,0.0,0.0,0.0,0.1994832352397453
2026-02-10,NS,NS,Meta Ads,149880,243,200.27999999999997,0.0,0.0,0.0,0.0,0.16212970376301042
2026-02-10,GS,GS,Meta Ads,120184,203,158.38,0.0,0.0,0.0,0.0,0.16890767489848899
2026-02-10,NR,NR,Meta Ads,207603,360,276.46,0.0,0.0,0.0,0.0,0.17340789872978715
2026-02-10,GERAL,GERAL,Google Ads,58718,3418,514.608951,2856.2348620000002,6.0,0.011659338587758066,0.18017039069387286,5.821042951054191
2026-02-11,GS,GS,Meta Ads,94056,118,128.67000000000002,0.0,0.0,0.0,0.0,0.12545717444926427
2026-02-11,NR,NR,Meta Ads,180649,272,248.77999999999997,0.0,0.0,0.0,0.0,0.1505682289965624
2026-02-11,GERAL,GERAL,Google Ads,61133,3085,467.5206219999999,2660.945921,1.0,0.0021389430817449592,0.17569715277201226,5.0463742986602975
2026-02-11,CS,CS,Meta Ads,271630,474,346.19,0.0,0.0,0.0,0.0,0.17450208003534218
2026-02-11,BS,BS,Meta Ads,175998,140,220.12,0.0,0.0,0.0,0.0,0.07954635848134638
2026-02-11,NS,NS,Meta Ads,155349,269,213.64000000000001,0.0,0.0,0.0,0.0,0.17315850118121134
2026-02-12,GS,GS,Meta Ads,65550,62,86.78999999999999,0.0,0.0,0.0,0.0,0.09458428680396644
2026-02-12,NR,NR,Meta Ads,218188,355,301.42,0.0,0.0,0.0,0.0,0.16270372339450384
2026-02-12,NS,NS,Meta Ads,156957,255,216.19,0.0,0.0,0.0,0.0,0.16246487891588143
2026-02-12,BS,BS,Meta Ads,254466,910,445.25,0.0,0.0,0.0,0.0,0.3576116259146605
2026-02-12,GERAL,GERAL,Google Ads,59913,3025,547.599542,2877.8305920000003,4.0,0.0073046080086020225,0.19028206299643088,5.04898769882997
2026-02-12,CS,CS,Meta Ads,236910,503,309.09999999999997,0.0,0.0,0.0,0.0,0.2123169135958803
2026-02-13,BS,BS,Meta Ads,300613,1259,537.99,0.0,0.0,0.0,0.0,0.4188108964016859
2026-02-13,CS,CS,Meta Ads,255834,614,385.43000000000006,0.0,0.0,0.0,0.0,0.2399993745944636
2026-02-13,GS,GS,Meta Ads,67241,88,87.27,0.0,0.0,0.0,0.0,0.13087253312710995
2026-02-13,NR,NR,Meta Ads,244211,352,332.53,0.0,0.0,0.0,0.0,0.14413765145714158
2026-02-13,NS,NS,Meta Ads,163923,242,220.95000000000002,0.0,0.0,0.0,0.0,0.14763028983120124
2026-02-13,GERAL,GERAL,Google Ads,97684,3417,718.034024,3643.343911,1.0,0.0013926916644273113,0.19708104465024798,3.4980140043405266
2026-02-14,GERAL,GERAL,Google Ads,103054,4873,693.343873,5254.2501919999995,4.0,0.005769143069935227,0.1319586711069963,4.7285888951423525
2026-02-14,NR,NR,Meta Ads,245187,385,317.90999999999997,0.0,0.0,0.0,0.0,0.1570230069294049
2026-02-14,NS,NS,Meta Ads,178333,322,227.32999999999998,0.0,0.0,0.0,0.0,0.18056108516090685
2026-02-14,GS,GS,Meta Ads,75847,81,93.83000000000001,0.0,0.0,0.0,0.0,0.10679394043271323
2026-02-14,BS,BS,Meta Ads,343768,896,550.38,0.0,0.0,0.0,0.0,0.2606408973493751
2026-02-14,CS,CS,Meta Ads,282153,753,395.85,0.0,0.0,0.0,0.0,0.26687648190875163
2026-02-15,GS,GS,Meta Ads,85304,106,98.9,0.0,0.0,0.0,0.0,0.12426146487855201
2026-02-15,NR,NR,Meta Ads,250208,360,302.84000000000003,0.0,0.0,0.0,0.0,0.14388029159739096
2026-02-15,BS,BS,Meta Ads,373437,1071,584.52,0.0,0.0,0.0,0.0,0.28679536307328946
2026-02-15,CS,CS,Meta Ads,456993,1125,688.1199999999999,0.0,0.0,0.0,0.0,0.246174449061583
2026-02-15,NS,NS,Meta Ads,187798,308,225.63,0.0,0.0,0.0,0.0,0.16400600645374286
2026-02-15,GERAL,GERAL,Google Ads,96372,4507,590.888508,4432.366582000001,8.0,0.013538933134912145,0.1333121927233229,4.676669572074877
2026-02-16,BS,BS,Meta Ads,376045,1100,556.8,0.0,0.0,0.0,0.0,0.2925181826643088
2026-02-16,CS,CS,Meta Ads,402656,974,641.5699999999999,0.0,0.0,0.0,0.0,0.24189382500198678
2026-02-16,GS,GS,Meta Ads,81019,90,88.89999999999999,0.0,0.0,0.0,0.0,0.11108505412310693
2026-02-16,NR,NR,Meta Ads,210160,289,238.99,0.0,0.0,0.0,0.0,0.1375142748382185
2026-02-16,NS,NS,Meta Ads,180188,280,206.0,0.0,0.0,0.0,0.0,0.15539325593269251
2026-02-16,GERAL,GERAL,Google Ads,95031,4559,586.991626,4348.469656,6.0,0.010221610895689336,0.1349880929236959,4.7973819069566765
2026-02-17,NS,NS,Meta Ads,182311,258,199.99999999999997,0.0,0.0,0.0,0.0,0.1415164197442831
2026-02-17,NR,NR,Meta Ads,211280,265,229.66000000000003,0.0,0.0,0.0,0.0,0.12542597500946612
2026-02-17,GS,GS,Meta Ads,81966,92,85.82,0.0,0.0,0.0,0.0,0.1122416611765854
2026-02-17,GERAL,GERAL,Google Ads,105149,4359,509.614863,3687.373579,3.0,0.00588679847824611,0.1382053789999237,4.145545844468326
2026-02-17,BS,BS,Meta Ads,244045,433,303.67999999999995,0.0,0.0,0.0,0.0,0.17742629433096355
2026-02-17,CS,CS,Meta Ads,137298,210,149.79000000000002,0.0,0.0,0.0,0.0,0.15295197308045275
2026-02-18,CS,CS,Meta Ads,38944,42,40.88,0.0,0.0,0.0,0.0,0.10784716516023006
2026-02-18,GS,GS,Meta Ads,75984,78,80.74999999999999,0.0,0.0,0.0,0.0,0.10265319014529375
2026-02-18,NR,NR,Meta Ads,199598,316,218.76000000000002,0.0,0.0,0.0,0.0,0.1583182196214391
2026-02-18,NS,NS,Meta Ads,172711,257,192.18,0.0,0.0,0.0,0.0,0.14880349253956032
2026-02-18,GERAL,GERAL,Google Ads,93739,2422,429.65646499999997,2567.442003,1.0,0.002327440831130052,0.16734807037430866,2.5837698289932685
2026-02-18,BS,BS,Meta Ads,72410,42,71.28999999999999,0.0,0.0,0.0,0.0,0.058003038254384756
2026-02-19,BS,BS,Meta Ads,44269,19,46.71,0.0,0.0,0.0,0.0,0.04291942442792925
2026-02-19,NR,NR,Meta Ads,152399,183,180.85,0.0,0.0,0.0,0.0,0.12007952808089292
2026-02-19,GS,GS,Meta Ads,41571,38,47.96,0.0,0.0,0.0,0.0,0.09140987707777055
2026-02-19,GERAL,GERAL,Google Ads,77890,1999,469.411167,2037.4657929999998,2.0,0.004260657054202547,0.23038971678087947,2.5664398510720243
2026-02-19,NS,NS,Meta Ads,165198,219,201.20000000000002,0.0,0.0,0.0,0.0,0.13256819089819488
2026-02-19,CS,CS,Meta Ads,81955,113,96.32,0.0,0.0,0.0,0.0,0.13788054420108597
2026-02-20,GERAL,GERAL,Google Ads,115545,2942,676.7428439999999,3087.446329,0.0,0.0,0.21919177594876335,2.546194123501666
2026-02-20,BS,BS,Meta Ads,40508,20,44.61,0.0,0.0,0.0,0.0,0.04937296336526119
2026-02-20,CS,CS,Meta Ads,230399,938,365.93,0.0,0.0,0.0,0.0,0.40711982256867435
2026-02-20,GS,GS,Meta Ads,33145,36,39.74,0.0,0.0,0.0,0.0,0.10861366721979183
2026-02-20,NR,NR,Meta Ads,187121,242,230.92,0.0,0.0,0.0,0.0,0.1293280818294045
2026-02-20,NS,NS,Meta Ads,168260,244,210.2,0.0,0.0,0.0,0.0,0.14501366932128848
2026-02-21,NS,NS,Meta Ads,169445,270,208.69,0.0,0.0,0.0,0.0,0.15934373985659062
2026-02-21,NR,NR,Meta Ads,213581,285,256.23,0.0,0.0,0.0,0.0,0.13343883585150365
2026-02-21,BS,BS,Meta Ads,46310,20,49.68,0.0,0.0,0.0,0.0,0.04318721658389117
2026-02-21,GERAL,GERAL,Google Ads,109841,4134,718.574974,3673.987728,0.0,0.0,0.19558447855544933,3.763621962655111
2026-02-21,CS,CS,Meta Ads,404433,3979,953.99,0.0,0.0,0.0,0.0,0.9838465209317736
2026-02-21,GS,GS,Meta Ads,35473,42,41.42,0.0,0.0,0.0,0.0,0.11839990979054492
2026-02-22,BS,BS,Meta Ads,50161,26,50.85,0.0,0.0,0.0,0.0,0.05183309742628735
2026-02-22,CS,CS,Meta Ads,168021,1856,409.4,0.0,0.0,0.0,0.0,1.1046238267835569
2026-02-22,NR,NR,Meta Ads,220221,255,250.28000000000003,0.0,0.0,0.0,0.0,0.11579277180650348
2026-02-22,NS,NS,Meta Ads,172623,265,201.89999999999998,0.0,0.0,0.0,0.0,0.15351372644433245
2026-02-22,GS,GS,Meta Ads,40232,41,45.0,0.0,0.0,0.0,0.0,0.1019089282163452
2026-02-22,GERAL,GERAL,Google Ads,106725,3153,630.130904,3072.32218,0.0,0.0,0.20509922693068602,2.9543218552354182
2026-02-23,BS,BS,Meta Ads,50570,41,53.31999999999999,0.0,0.0,0.0,0.0,0.08107573660272889
2026-02-23,NS,NS,Meta Ads,131221,165,156.60999999999999,0.0,0.0,0.0,0.0,0.12574206872375612
2026-02-23,GS,GS,Meta Ads,90804,135,113.16,0.0,0.0,0.0,0.0,0.14867186467556495
2026-02-23,NR,NR,Meta Ads,199334,211,236.23999999999998,0.0,0.0,0.0,0.0,0.10585248878766292
2026-02-23,GERAL,GERAL,Google Ads,42991,2009,349.981427,1778.4274540000001,0.0,0.0,0.19679263622074064,4.673071107906306
2026-02-24,NS,NS,Meta Ads,97983,134,122.03999999999999,0.0,0.0,0.0,0.0,0.13675841727646632
2026-02-24,NR,NR,Meta Ads,207290,233,270.16,0.0,0.0,0.0,0.0,0.1124029137922717
2026-02-24,GS,GS,Meta Ads,126302,186,157.87,0.0,0.0,0.0,0.0,0.1472660765466897
2026-02-24,BS,BS,Meta Ads,93952,97,105.57000000000001,0.0,0.0,0.0,0.0,0.10324420980926431
2026-02-24,GERAL,GERAL,Google Ads,48733,2369,413.77025,2064.199585,0.0,0.0,0.20045069915078004,4.861182361028462
2026-02-25,NS,NS,Meta Ads,71796,90,91.66000000000001,0.0,0.0,0.0,0.0,0.12535517299013874
2026-02-25,NR,NR,Meta Ads,219174,217,297.75000000000006,0.0,0.0,0.0,0.0,0.09900809402575123
2026-02-25,GERAL,GERAL,Google Ads,26789,2307,375.476434,1566.363858,0.0,0.0,0.23971214100881022,8.611743626115196
2026-02-25,BS,BS,Meta Ads,89942,65,106.19999999999999,0.0,0.0,0.0,0.0,0.07226879544595405
2026-02-25,GS,GS,Meta Ads,120489,194,157.69,0.0,0.0,0.0,0.0,0.16101054868079245
2026-02-26,NR,NR,Meta Ads,204644,222,285.63,0.0,0.0,0.0,0.0,0.10848106956470749
2026-02-26,BS,BS,Meta Ads,87450,77,106.57000000000001,0.0,0.0,0.0,0.0,0.0880503144654088
2026-02-26,NS,NS,Meta Ads,67201,100,94.37,0.0,0.0,0.0,0.0,0.14880730941503847
2026-02-26,GS,GS,Meta Ads,111982,147,154.07999999999998,0.0,0.0,0.0,0.0,0.1312710971406119
2026-02-26,GERAL,GERAL,Google Ads,35282,2223,436.39123800000004,1441.851091,0.0,0.0,0.3026604069754108,6.3006632277081795
2026-02-27,NS,NS,Meta Ads,81058,127,110.34,0.0,0.0,0.0,0.0,0.15667793431863603
2026-02-27,NR,NR,Meta Ads,241843,217,357.48,0.0,0.0,0.0,0.0,0.08972763321659093
2026-02-27,GS,GS,Meta Ads,224472,545,440.72999999999996,0.0,0.0,0.0,0.0,0.24279197405467054
2026-02-27,BS,BS,Meta Ads,87693,77,111.82,0.0,0.0,0.0,0.0,0.08780632433603594
2026-02-27,GERAL,GERAL,Google Ads,42381,2354,548.567769,1566.7327329999998,1.0,0.0018229288275957752,0.3501348745995722,5.554375781600245
2026-02-28,NR,NR,Meta Ads,206422,226,291.0,0.0,0.0,0.0,0.0,0.10948445417639592
2026-02-28,GS,GS,Meta Ads,487034,969,893.8199999999999,0.0,0.0,0.0,0.0,0.19895941556441646
2026-02-28,BS,BS,Meta Ads,98142,100,120.59,0.0,0.0,0.0,0.0,0.10189317519512543
