localizacao,plataforma,impressoes,cliques,custo,conversoes,ctr,cpa
,Google Ads,2,0,0.0,0.0,0.0,0.0
,Google Ads,7,0,0.03197,0.0,0.0,0.0
,Google Ads,8,0,0.001792,0.0,0.0,0.0
,Google Ads,7,1,0.594125,0.0,14.285714285714285,0.0
,Google Ads,4,2,0.09,3.0,50.0,0.03
,Google Ads,1,1,0.03,0.0,100.0,0.0
,Google Ads,6,0,0.002607,0.0,0.0,0.0
,Google Ads,86,0,0.082314,0.0,0.0,0.0
,Google Ads,13,0,0.048748,0.0,0.0,0.0
,Google Ads,7,0,0.018528,0.0,0.0,0.0
,Google Ads,2,1,0.007628,0.0,50.0,0.0
,Google Ads,2,0,0.0,0.0,0.0,0.0
,Google Ads,12,0,0.033655,0.0,0.0,0.0
,Google Ads,2,0,0.0,0.0,0.0,0.0
,Google Ads,4,0,0.0,0.0,0.0,0.0
,Google Ads,15,2,3.790704,0.0,13.333333333333334,0.0
,Google Ads,14,0,0.004269,0.0,0.0,0.0
,Google Ads,21,1,1.357084,3.0,4.761904761904762,0.45236133333333334
,Google Ads,16,1,3.030689,0.0,6.25,0.0
,Google Ads,10,0,0.01053,0.0,0.0,0.0
,Google Ads,76,0,0.09497,2.0,0.0,0.047485
,Google Ads,42,0,0.100602,0.0,0.0,0.0
,Google Ads,39,0,0.092605,0.0,0.0,0.0
,Google Ads,60,0,0.159343,0.0,0.0,0.0
,Google Ads,2,0,0.0,0.0,0.0,0.0
,Google Ads,6,1,0.930112,1.0,16.666666666666664,0.930112
,Google Ads,5,0,0.008758,0.0,0.0,0.0
,Google Ads,10,1,0.071397,1.0,10.0,0.071397
,Google Ads,4,0,0.0,0.0,0.0,0.0
,Google Ads,8,0,0.01656,0.0,0.0,0.0
,Google Ads,11,0,0.013323,0.0,0.0,0.0
,Google Ads,5,2,0.43,0.0,40.0,0.0
,Google Ads,1,0,0.0,0.0,0.0,0.0
,Google Ads,1,0,0.0,0.0,0.0,0.0
,Google Ads,4,0,0.007502,0.0,0.0,0.0
,Google Ads,8,0,0.020533,0.0,0.0,0.0
,Google Ads,12,0,0.027451,0.0,0.0,0.0
,Google Ads,1,0,0.000696,0.0,0.0,0.0
,Google Ads,6,0,0.007881,0.0,0.0,0.0
,Google Ads,8,0,0.017641,0.0,0.0,0.0
,Google Ads,14,0,0.0,0.0,0.0,0.0
,Google Ads,1,0,0.0,0.0,0.0,0.0
,Google Ads,9,1,0.154564,0.0,11.11111111111111,0.0
,Google Ads,11,0,0.0,0.0,0.0,0.0
,Google Ads,9,3,0.432801,2.0,33.33333333333333,0.2164005
,Google Ads,4,0,0.001247,0.0,0.0,0.0
,Google Ads,409,0,0.471198,2.0,0.0,0.235599
,Google Ads,1,0,0.000845,0.0,0.0,0.0
,Google Ads,19,1,0.071127,0.0,5.263157894736842,0.0
,Google Ads,4,0,0.0,0.0,0.0,0.0
,Google Ads,3,0,0.0,0.0,0.0,0.0
,Google Ads,17,0,0.044881,0.0,0.0,0.0
,Google Ads,2,0,0.0,0.0,0.0,0.0
,Google Ads,3,0,0.0,0.0,0.0,0.0
,Google Ads,15,1,1.060168,0.0,6.666666666666667,0.0
,Google Ads,3,0,0.0,0.0,0.0,0.0
,Google Ads,16,1,5.122245,7.0,6.25,0.7317492857142858
,Google Ads,2,0,0.001462,0.0,0.0,0.0
,Google Ads,48,0,0.062584,2.0,0.0,0.031292
,Google Ads,78,0,0.200821,2.0,0.0,0.1004105
,Google Ads,78,0,0.185708,0.0,0.0,0.0
,Google Ads,12,0,0.004406,0.0,0.0,0.0
,Google Ads,52,2,0.915496,0.0,3.8461538461538463,0.0
,Google Ads,1,0,0.0,0.0,0.0,0.0
,Google Ads,12,1,0.07,5.0,8.333333333333332,0.014000000000000002
,Google Ads,7,1,0.065584,1.0,14.285714285714285,0.065584
,Google Ads,2,0,0.000625,0.0,0.0,0.0
,Google Ads,1,0,0.000881,0.0,0.0,0.0
,Google Ads,6,0,0.019585,0.0,0.0,0.0
,Google Ads,4,0,0.004932,0.0,0.0,0.0
,Google Ads,1,0,0.0023,0.0,0.0,0.0
,Google Ads,2,0,0.0,0.0,0.0,0.0
,Google Ads,5,0,0.0,0.0,0.0,0.0
,Google Ads,1,0,0.0,0.0,0.0,0.0
,Google Ads,3,0,0.0,0.0,0.0,0.0
,Google Ads,6,0,0.011035,0.0,0.0,0.0
,Google Ads,1,0,0.002508,0.0,0.0,0.0
,Google Ads,22,0,0.066605,1.0,0.0,0.066605
,Google Ads,1,0,0.0,0.0,0.0,0.0
,Google Ads,2,0,0.000692,0.0,0.0,0.0
,Google Ads,20,0,0.033264,0.0,0.0,0.0
,Google Ads,7,0,0.012606,0.0,0.0,0.0
,Google Ads,1,0,0.001826,0.0,0.0,0.0
,Google Ads,2,0,0.0,0.0,0.0,0.0
,Google Ads,7,0,0.006006,0.0,0.0,0.0
,Google Ads,3,0,0.002783,0.0,0.0,0.0
,Google Ads,13,0,0.015676,0.0,0.0,0.0
,Google Ads,2,0,0.0,0.0,0.0,0.0
,Google Ads,2,0,0.0,0.0,0.0,0.0
,Google Ads,71,0,0.119458,0.0,0.0,0.0
,Google Ads,30,0,0.044431,0.0,0.0,0.0
,Google Ads,193,0,0.423276,1.0,0.0,0.423276
,Google Ads,7,2,0.515361,2.0,28.57142857142857,0.2576805
,Google Ads,53,4,1.677641,2.0,7.547169811320755,0.8388205
,Google Ads,4,0,0.0,0.0,0.0,0.0
,Google Ads,27,1,0.890024,0.0,3.7037037037037033,0.0
,Google Ads,1,0,0.001604,0.0,0.0,0.0
,Google Ads,62,0,0.179406,0.0,0.0,0.0
,Google Ads,105,22,3.483016,16.622709,20.952380952380953,0.20953359647937048
,Google Ads,4,0,0.0,0.0,0.0,0.0
,Google Ads,1,0,0.000661,0.0,0.0,0.0
,Google Ads,58,0,0.129032,0.0,0.0,0.0
,Google Ads,270,0,0.360484,0.0,0.0,0.0
,Google Ads,126,8,1.19,2.0,6.349206349206349,0.595
,Google Ads,7,1,0.16,0.0,14.285714285714285,0.0
,Google Ads,14,4,0.94,3.0,28.57142857142857,0.3133333333333333
,Google Ads,6,1,0.15,0.0,16.666666666666664,0.0
,Google Ads,10,0,0.014512,0.0,0.0,0.0
,Google Ads,2,0,0.0,0.0,0.0,0.0
,Google Ads,12,1,1.126853,0.0,8.333333333333332,0.0
,Google Ads,132,0,0.312139,0.0,0.0,0.0
,Google Ads,320,0,0.700262,2.0,0.0,0.350131
,Google Ads,513,0,1.17039,2.0,0.0,0.585195
,Google Ads,5,0,0.014171,0.0,0.0,0.0
,Google Ads,6,1,0.009065,0.0,16.666666666666664,0.0
,Google Ads,3,0,0.005208,0.0,0.0,0.0
,Google Ads,2,0,0.015223,0.0,0.0,0.0
,Google Ads,3,0,0.003927,0.0,0.0,0.0
,Google Ads,79,0,0.105529,1.0,0.0,0.105529
,Google Ads,7,0,0.013339,0.0,0.0,0.0
,Google Ads,35,0,0.1451,0.0,0.0,0.0
,Google Ads,34,0,0.070288,0.0,0.0,0.0
,Google Ads,5,0,0.0,0.0,0.0,0.0
,Google Ads,115,13,3.864394,11.0,11.304347826086957,0.35130854545454543
,Google Ads,15,1,0.17,5.0,6.666666666666667,0.034
,Google Ads,66,10,0.923529,8.5,15.151515151515152,0.10865047058823529
,Google Ads,228,0,0.404977,0.0,0.0,0.0
,Google Ads,58,1,3.960383,0.0,1.7241379310344827,0.0
,Google Ads,394,6,0.766625,5.0,1.5228426395939088,0.153325
,Google Ads,3421,1,4.843634,66.0,0.029231218941829874,0.07338839393939393
,Google Ads,1322,2,3.359103,3.0,0.15128593040847202,1.119701
,Google Ads,35,2,1.07,1.0,5.714285714285714,1.07
,Google Ads,6,0,0.0,0.0,0.0,0.0
,Google Ads,865,6,1.132097,14.0,0.6936416184971098,0.08086407142857142
,Google Ads,47,4,0.374188,5.0,8.51063829787234,0.0748376
,Google Ads,625,0,1.477203,4.0,0.0,0.36930075
,Google Ads,12,3,0.979239,1.0,25.0,0.979239
,Google Ads,8,0,0.013666,0.0,0.0,0.0
,Google Ads,4,0,0.0,0.0,0.0,0.0
,Google Ads,287,0,0.320217,2.0,0.0,0.1601085
,Google Ads,2,0,0.004482,0.0,0.0,0.0
,Google Ads,18,0,0.069402,0.0,0.0,0.0
,Google Ads,8,2,0.097628,2.0,25.0,0.048814
,Google Ads,16,0,0.050824,0.0,0.0,0.0
,Google Ads,2,0,0.002573,0.0,0.0,0.0
,Google Ads,2,1,0.11,2.0,50.0,0.055
,Google Ads,3,2,0.22,2.0,66.66666666666666,0.11
,Google Ads,44,4,0.61,6.333333,9.090909090909092,0.09631579454293655
,Google Ads,22,0,0.007416,0.0,0.0,0.0
,Google Ads,11,1,1.406008,6.0,9.090909090909092,0.23433466666666666
,Google Ads,19,2,2.318101,7.0,10.526315789473683,0.3311572857142857
,Google Ads,2,1,0.05,1.0,50.0,0.05
,Google Ads,76,0,0.092927,1.0,0.0,0.092927
,Google Ads,41,0,0.08235,0.0,0.0,0.0
,Google Ads,41,0,0.095592,0.0,0.0,0.0
,Google Ads,1,0,0.001993,0.0,0.0,0.0
,Google Ads,1,0,0.001809,0.0,0.0,0.0
,Google Ads,4,0,0.0,0.0,0.0,0.0
,Google Ads,1,0,0.0,0.0,0.0,0.0
,Google Ads,32,2,0.1,2.0,6.25,0.05
,Google Ads,18,1,0.07,1.0,5.555555555555555,0.07
,Google Ads,1,0,0.0,0.0,0.0,0.0
,Google Ads,3,0,0.001052,0.0,0.0,0.0
,Google Ads,5,0,0.017902,0.0,0.0,0.0
,Google Ads,3,0,0.006534,0.0,0.0,0.0
,Google Ads,1,0,0.0,0.0,0.0,0.0
,Google Ads,7,0,0.01134,0.0,0.0,0.0
,Google Ads,21,0,0.033715,0.0,0.0,0.0
,Google Ads,2,1,0.22,1.0,50.0,0.22
,Google Ads,1,0,0.0,0.0,0.0,0.0
,Google Ads,1,0,0.0,0.0,0.0,0.0
,Google Ads,8,0,0.0,0.0,0.0,0.0
,Google Ads,1,0,0.002876,0.0,0.0,0.0
,Google Ads,9,0,0.021154,0.0,0.0,0.0
,Google Ads,1,0,0.003712,0.0,0.0,0.0
,Google Ads,7,1,0.037667,0.0,14.285714285714285,0.0
,Google Ads,4,1,0.08,0.0,25.0,0.0
,Google Ads,21,0,0.04149,0.0,0.0,0.0
,Google Ads,6,0,0.0,0.0,0.0,0.0
,Google Ads,16,0,0.011557,0.0,0.0,0.0
,Google Ads,2,0,0.001004,0.0,0.0,0.0
,Google Ads,108,0,0.288329,0.0,0.0,0.0
,Google Ads,5,0,0.0,0.0,0.0,0.0
,Google Ads,1,0,0.0,0.0,0.0,0.0
,Google Ads,45,0,0.040357,2.0,0.0,0.0201785
,Google Ads,26,0,0.069293,0.0,0.0,0.0
,Google Ads,5,0,0.0,0.0,0.0,0.0
,Google Ads,4,0,0.0096,0.0,0.0,0.0
,Google Ads,1,0,0.0,0.0,0.0,0.0
,Google Ads,4,0,0.009801,0.0,0.0,0.0
,Google Ads,23,0,0.045162,0.0,0.0,0.0
,Google Ads,22,3,1.546319,2.0,13.636363636363635,0.7731595
,Google Ads,33,0,0.079087,0.0,0.0,0.0
,Google Ads,27,0,0.044651,0.0,0.0,0.0
,Google Ads,4,1,0.391565,1.0,25.0,0.391565
,Google Ads,33,3,1.189117,1.0,9.090909090909092,1.189117
,Google Ads,71,0,0.076488,0.0,0.0,0.0
,Google Ads,34,0,0.084706,0.0,0.0,0.0
,Google Ads,10,2,0.506112,1.0,20.0,0.506112
,Google Ads,5,0,0.005979,0.0,0.0,0.0
,Google Ads,13,0,0.011937,0.0,0.0,0.0
,Google Ads,50,0,0.098849,0.0,0.0,0.0
,Google Ads,6,3,0.24,4.0,50.0,0.06
,Google Ads,2,0,0.0,0.0,0.0,0.0
,Google Ads,162,1,0.400188,0.0,0.6172839506172839,0.0
,Google Ads,3,0,0.036088,0.0,0.0,0.0
,Google Ads,1,0,0.0,0.0,0.0,0.0
,Google Ads,1,0,0.0,0.0,0.0,0.0
,Google Ads,6,0,0.010491,0.0,0.0,0.0
,Google Ads,15,0,0.0,0.0,0.0,0.0
,Google Ads,9,0,0.006842,0.0,0.0,0.0
,Google Ads,191,0,0.340562,3.0,0.0,0.11352066666666666
,Google Ads,59,0,0.156462,0.0,0.0,0.0
,Google Ads,19,0,0.017953,0.0,0.0,0.0
,Google Ads,4,0,0.004903,0.0,0.0,0.0
,Google Ads,24,0,0.056629,0.0,0.0,0.0
,Google Ads,1,0,0.001067,0.0,0.0,0.0
,Google Ads,50,1,0.483185,1.0,2.0,0.483185
,Google Ads,1,0,0.001083,0.0,0.0,0.0
,Google Ads,1,0,0.001278,0.0,0.0,0.0
,Google Ads,4,0,0.005658,0.0,0.0,0.0
,Google Ads,5,0,0.006966,0.0,0.0,0.0
,Google Ads,2,0,0.002963,0.0,0.0,0.0
,Google Ads,1,0,0.004362,0.0,0.0,0.0
,Google Ads,2,0,0.009606,0.0,0.0,0.0
,Google Ads,1,0,0.0,0.0,0.0,0.0
,Google Ads,8,0,0.0,0.0,0.0,0.0
,Google Ads,2,0,0.0,0.0,0.0,0.0
,Google Ads,15,0,0.0,0.0,0.0,0.0
,Google Ads,1,0,0.0,0.0,0.0,0.0
,Google Ads,4,0,0.019336,0.0,0.0,0.0
,Google Ads,1,1,0.001408,0.0,100.0,0.0
,Google Ads,30,2,0.22,1.0,6.666666666666667,0.22
,Google Ads,7,0,0.008824,0.0,0.0,0.0
,Google Ads,6,0,0.006039,0.0,0.0,0.0
,Google Ads,22,5,0.87,6.0,22.727272727272727,0.145
,Google Ads,1,1,0.06,0.0,100.0,0.0
,Google Ads,1,0,0.0,0.0,0.0,0.0
,Google Ads,2,0,0.0,0.0,0.0,0.0
,Google Ads,13,1,0.236771,0.0,7.6923076923076925,0.0
,Google Ads,7,0,0.015979,0.0,0.0,0.0
,Google Ads,19,0,0.043579,0.0,0.0,0.0
,Google Ads,14,0,0.034389,0.0,0.0,0.0
,Google Ads,18,0,0.013365,1.0,0.0,0.013365
,Google Ads,4,0,0.007859,0.0,0.0,0.0
,Google Ads,5,0,0.009692,0.0,0.0,0.0
,Google Ads,11,0,0.018207,0.0,0.0,0.0
,Google Ads,19,0,0.036475,1.0,0.0,0.036475
,Google Ads,18,3,2.185511,1.0,16.666666666666664,2.185511
,Google Ads,73,8,2.279788,1.0,10.95890410958904,2.279788
,Google Ads,24,0,0.023066,1.0,0.0,0.023066
,Google Ads,35,4,0.67,2.0,11.428571428571429,0.335
,Google Ads,29,7,0.9,6.0,24.137931034482758,0.15
,Google Ads,195,0,0.476532,0.0,0.0,0.0
,Google Ads,127,1,0.310836,0.0,0.7874015748031495,0.0
,Google Ads,609,2,1.424447,1.0,0.3284072249589491,1.424447
,Google Ads,11,0,0.00587,0.0,0.0,0.0
,Google Ads,4,1,0.04,0.0,25.0,0.0
,Google Ads,63,0,0.081462,0.0,0.0,0.0
,Google Ads,13,2,1.510621,0.0,15.384615384615385,0.0
,Google Ads,114,0,0.264212,1.0,0.0,0.264212
,Google Ads,5,0,0.0,0.0,0.0,0.0
,Google Ads,1,0,0.0,0.0,0.0,0.0
,Google Ads,6,1,0.06,2.0,16.666666666666664,0.03
,Google Ads,1,2,0.08,0.0,200.0,0.0
,Google Ads,6,0,0.014773,0.0,0.0,0.0
,Google Ads,6,0,0.016539,0.0,0.0,0.0
,Google Ads,1,0,0.0,0.0,0.0,0.0
,Google Ads,1,0,0.001071,0.0,0.0,0.0
,Google Ads,5,0,0.008033,0.0,0.0,0.0
,Google Ads,4,4,0.651764,5.0,100.0,0.1303528
,Google Ads,8,0,0.0,0.0,0.0,0.0
,Google Ads,8,1,0.774902,0.0,12.5,0.0
,Google Ads,7,0,0.002583,0.0,0.0,0.0
,Google Ads,6,0,0.0,0.0,0.0,0.0
,Google Ads,14,0,0.028812,0.0,0.0,0.0
,Google Ads,21,0,0.048924,0.0,0.0,0.0
,Google Ads,26,0,0.062125,0.0,0.0,0.0
,Google Ads,5,0,0.003483,0.0,0.0,0.0
,Google Ads,1,0,0.0,0.0,0.0,0.0
,Google Ads,1,1,0.559014,0.0,100.0,0.0
,Google Ads,20,0,0.0,0.0,0.0,0.0
,Google Ads,2,1,0.15,0.0,50.0,0.0
,Google Ads,31,0,0.079011,0.0,0.0,0.0
,Google Ads,1,0,0.0,0.0,0.0,0.0
,Google Ads,114,0,0.259313,0.0,0.0,0.0
,Google Ads,3,0,0.0,0.0,0.0,0.0
,Google Ads,7,0,0.018221,0.0,0.0,0.0
,Google Ads,13,1,0.492327,0.0,7.6923076923076925,0.0
,Google Ads,20,1,0.01,1.0,5.0,0.01
,Google Ads,22,8,0.33,8.0,36.36363636363637,0.04125
,Google Ads,3,1,0.01,0.0,33.33333333333333,0.0
,Google Ads,33,1,0.030065,3.0,3.0303030303030303,0.010021666666666667
,Google Ads,36,0,0.090048,0.0,0.0,0.0
,Google Ads,28,0,0.064563,0.0,0.0,0.0
,Google Ads,1,0,0.0,0.0,0.0,0.0
,Google Ads,6,0,0.0,0.0,0.0,0.0
,Google Ads,27,0,0.04951,0.0,0.0,0.0
,Google Ads,4,0,0.003548,0.0,0.0,0.0
,Google Ads,11,0,0.0,0.0,0.0,0.0
,Google Ads,11,2,0.3,2.0,18.181818181818183,0.15
,Google Ads,15,0,0.0,0.0,0.0,0.0
,Google Ads,11,0,0.0,0.0,0.0,0.0
,Google Ads,16,0,0.007223,0.0,0.0,0.0
,Google Ads,11,0,0.0,0.0,0.0,0.0
,Google Ads,100,0,0.236524,0.0,0.0,0.0
,Google Ads,125,0,0.299032,1.0,0.0,0.299032
,Google Ads,106,0,0.238153,0.0,0.0,0.0
,Google Ads,102,0,0.1383,0.0,0.0,0.0
,Google Ads,1,0,0.0,0.0,0.0,0.0
,Google Ads,6,4,0.4,1.0,66.66666666666666,0.4
,Google Ads,224,0,0.517018,0.0,0.0,0.0
,Google Ads,7,0,0.001825,0.0,0.0,0.0
,Google Ads,8,2,0.05,1.0,25.0,0.05
,Google Ads,2,0,0.0,0.0,0.0,0.0
,Google Ads,1,0,0.0,0.0,0.0,0.0
,Google Ads,1,0,0.0,0.0,0.0,0.0
,Google Ads,13,0,0.022944,0.0,0.0,0.0
,Google Ads,2,0,0.023656,0.0,0.0,0.0
,Google Ads,4,0,0.004566,0.0,0.0,0.0
,Google Ads,1,0,0.0,0.0,0.0,0.0
,Google Ads,2,1,1.109249,0.0,50.0,0.0
,Google Ads,3,0,0.0,0.0,0.0,0.0
,Google Ads,1,0,0.00067,0.0,0.0,0.0
,Google Ads,56,0,0.120298,0.0,0.0,0.0
,Google Ads,1,0,0.004311,0.0,0.0,0.0
,Google Ads,1,0,0.0,0.0,0.0,0.0
,Google Ads,27,5,1.019097,3.0,18.51851851851852,0.339699
,Google Ads,1,0,0.0,0.0,0.0,0.0
,Google Ads,1,0,0.0,0.0,0.0,0.0
,Google Ads,83,0,0.113729,0.0,0.0,0.0
,Google Ads,3,0,0.0,0.0,0.0,0.0
,Google Ads,5,0,0.0,0.0,0.0,0.0
,Google Ads,213,0,0.540232,0.0,0.0,0.0
,Google Ads,1,0,0.001195,0.0,0.0,0.0
,Google Ads,27,0,0.0,0.0,0.0,0.0
,Google Ads,4,0,0.0,0.0,0.0,0.0
,Google Ads,4,0,0.0,0.0,0.0,0.0
,Google Ads,4,0,0.0,0.0,0.0,0.0
,Google Ads,9,0,0.011885,0.0,0.0,0.0
,Google Ads,1,0,0.0,0.0,0.0,0.0
,Google Ads,12,0,0.025474,0.0,0.0,0.0
,Google Ads,2,1,0.2,1.0,50.0,0.2
,Google Ads,50,0,0.111996,0.0,0.0,0.0
,Google Ads,12,0,0.021177,0.0,0.0,0.0
,Google Ads,1,0,0.0,0.0,0.0,0.0
,Google Ads,14,0,0.0,0.0,0.0,0.0
,Google Ads,4,1,0.06,1.0,25.0,0.06
,Google Ads,177,22,3.804796,30.0,12.429378531073446,0.12682653333333332
,Google Ads,2,0,0.0,0.0,0.0,0.0
,Google Ads,4,1,0.01,1.0,25.0,0.01
,Google Ads,56,0,0.172453,0.0,0.0,0.0
,Google Ads,3,0,0.002788,0.0,0.0,0.0
,Google Ads,23,0,0.036534,0.0,0.0,0.0
,Google Ads,5,1,1.65122,2.0,20.0,0.82561
,Google Ads,8,0,0.0,0.0,0.0,0.0
,Google Ads,174,12,8.04,13.1875,6.896551724137931,0.6096682464454976
,Google Ads,121,0,0.279921,0.0,0.0,0.0
,Google Ads,34,0,0.07611,0.0,0.0,0.0
,Google Ads,12,1,0.078685,1.0,8.333333333333332,0.078685
,Google Ads,3,0,0.0,0.0,0.0,0.0
,Google Ads,6,0,0.0,0.0,0.0,0.0
,Google Ads,5,1,0.038327,0.0,20.0,0.0
,Google Ads,15,0,0.049518,1.0,0.0,0.049518
,Google Ads,12,0,0.03138,0.0,0.0,0.0
,Google Ads,2,1,0.11,0.0,50.0,0.0
,Google Ads,5,1,0.152606,0.0,20.0,0.0
,Google Ads,20,0,0.028109,0.0,0.0,0.0
,Google Ads,43,0,0.05291,0.0,0.0,0.0
,Google Ads,1,0,0.0,0.0,0.0,0.0
,Google Ads,3,0,0.0,0.0,0.0,0.0
,Google Ads,7,1,0.12,0.0,14.285714285714285,0.0
,Google Ads,1,0,0.0,0.0,0.0,0.0
,Google Ads,9,1,0.506734,0.0,11.11111111111111,0.0
,Google Ads,2,0,0.001376,0.0,0.0,0.0
,Google Ads,10,0,0.006811,0.0,0.0,0.0
,Google Ads,6,0,0.0,0.0,0.0,0.0
,Google Ads,83,0,0.190541,0.0,0.0,0.0
,Google Ads,93,0,0.220711,0.0,0.0,0.0
,Google Ads,82,0,0.207955,0.0,0.0,0.0
,Google Ads,102,0,0.223154,0.0,0.0,0.0
,Google Ads,92,5,0.963613,2.0,5.434782608695652,0.4818065
,Google Ads,7,0,0.0,0.0,0.0,0.0
,Google Ads,68,5,1.764951,3.0,7.352941176470589,0.588317
,Google Ads,103,17,0.916865,30.5,16.50485436893204,0.03006114754098361
,Google Ads,37,3,0.19,1.0,8.108108108108109,0.19
,Google Ads,13,2,0.37,2.0,15.384615384615385,0.185
,Google Ads,346,6,0.496015,16.0,1.7341040462427744,0.0310009375
,Google Ads,95,1,0.092431,3.0,1.0526315789473684,0.030810333333333332
,Google Ads,58,0,0.021805,1.0,0.0,0.021805
,Google Ads,175,1,0.507477,0.0,0.5714285714285714,0.0
,Google Ads,178,0,0.574515,0.0,0.0,0.0
,Google Ads,50,7,1.12,10.333333,14.000000000000002,0.10838710027055164
,Google Ads,25,5,0.81,2.0,20.0,0.405
,Google Ads,1,1,0.08,1.0,100.0,0.08
,Google Ads,181,1,0.361303,0.0,0.5524861878453038,0.0
,Google Ads,10,0,0.012446,0.0,0.0,0.0
,Google Ads,27,3,0.455758,3.0,11.11111111111111,0.15191933333333332
,Google Ads,11,0,0.0,0.0,0.0,0.0
,Google Ads,2,0,0.0,0.0,0.0,0.0
,Google Ads,42,1,0.026175,0.0,2.380952380952381,0.0
,Google Ads,13,0,0.028196,0.0,0.0,0.0
,Google Ads,37,0,0.061547,0.0,0.0,0.0
,Google Ads,26,0,0.0,0.0,0.0,0.0
,Google Ads,37,0,0.055546,0.0,0.0,0.0
,Google Ads,8,0,0.006336,0.0,0.0,0.0
,Google Ads,5,0,0.0,0.0,0.0,0.0
,Google Ads,2,0,0.001201,0.0,0.0,0.0
,Google Ads,686,0,1.552727,0.0,0.0,0.0
,Google Ads,692,0,1.503009,2.0,0.0,0.7515045
,Google Ads,675,0,1.60928,0.0,0.0,0.0
,Google Ads,9,1,0.42275,1.0,11.11111111111111,0.42275
,Google Ads,15,2,1.170555,0.0,13.333333333333334,0.0
,Google Ads,1,0,0.0,0.0,0.0,0.0
,Google Ads,1,1,0.02,1.0,100.0,0.02
,Google Ads,41,3,0.32,4.0,7.317073170731707,0.08
,Google Ads,32,0,0.131912,0.0,0.0,0.0
,Google Ads,3,0,0.002705,0.0,0.0,0.0
,Google Ads,11,0,0.008505,0.0,0.0,0.0
,Google Ads,46,0,0.081916,0.0,0.0,0.0
,Google Ads,7,0,0.0,0.0,0.0,0.0
,Google Ads,1,0,0.0,0.0,0.0,0.0
,Google Ads,1,0,0.001726,0.0,0.0,0.0
,Google Ads,19,1,1.1,1.0,5.263157894736842,1.1
,Google Ads,3,0,0.005709,0.0,0.0,0.0
,Google Ads,2,0,0.003745,0.0,0.0,0.0
,Google Ads,107,0,0.245932,1.0,0.0,0.245932
,Google Ads,132,0,0.330889,0.0,0.0,0.0
,Google Ads,11,0,0.027601,0.0,0.0,0.0
,Google Ads,10,0,0.0,0.0,0.0,0.0
,Google Ads,294,49,1.559973,30.0,16.666666666666664,0.0519991
,Google Ads,45,4,0.12,4.0,8.88888888888889,0.03
,Google Ads,4,0,0.0,0.0,0.0,0.0
,Google Ads,3,1,0.02,1.0,33.33333333333333,0.02
,Google Ads,24,0,0.05003,1.0,0.0,0.05003
,Google Ads,1,0,0.001331,0.0,0.0,0.0
,Google Ads,23,0,0.037301,0.0,0.0,0.0
,Google Ads,14,1,0.21,1.0,7.142857142857142,0.21
,Google Ads,13,1,0.12,1.0,7.6923076923076925,0.12
,Google Ads,1,0,0.0,0.0,0.0,0.0
,Google Ads,6,0,0.0,0.0,0.0,0.0
,Google Ads,13,0,0.0,0.0,0.0,0.0
,Google Ads,41,0,0.087488,0.0,0.0,0.0
,Google Ads,3,0,0.009945,0.0,0.0,0.0
,Google Ads,57,0,0.14338,0.0,0.0,0.0
,Google Ads,1,0,0.0,0.0,0.0,0.0
,Google Ads,25,2,0.517734,1.0,8.0,0.517734
,Google Ads,11,1,0.188854,0.0,9.090909090909092,0.0
,Google Ads,13,1,0.06,0.0,7.6923076923076925,0.0
,Google Ads,11,1,0.028143,0.0,9.090909090909092,0.0
,Google Ads,1,0,0.002261,0.0,0.0,0.0
,Google Ads,7,0,0.006895,0.0,0.0,0.0
,Google Ads,31,0,0.098261,0.0,0.0,0.0
,Google Ads,26,0,0.063437,0.0,0.0,0.0
,Google Ads,19,2,0.3,3.0,10.526315789473683,0.09999999999999999
,Google Ads,11,4,0.3,4.0,36.36363636363637,0.075
,Google Ads,39,0,0.104891,1.0,0.0,0.104891
,Google Ads,1,0,0.0,0.0,0.0,0.0
,Google Ads,1,0,0.0,0.0,0.0,0.0
,Google Ads,15,0,0.003233,0.0,0.0,0.0
,Google Ads,8,0,0.003349,0.0,0.0,0.0
,Google Ads,25,0,0.009222,0.0,0.0,0.0
,Google Ads,9,1,3.745001,0.0,11.11111111111111,0.0
,Google Ads,151,0,0.359372,1.0,0.0,0.359372
,Google Ads,155,0,0.34443,1.0,0.0,0.34443
,Google Ads,147,0,0.37107,0.0,0.0,0.0
,Google Ads,8,2,1.3,2.0,25.0,0.65
,Google Ads,143,20,4.827566,15.0,13.986013986013987,0.3218377333333333
,Google Ads,5,0,0.0,0.0,0.0,0.0
,Google Ads,466,36,4.801347,32.45,7.725321888412018,0.14796138674884435
,Google Ads,109,10,1.15,8.0,9.174311926605505,0.14375
,Google Ads,8,0,0.013122,0.0,0.0,0.0
,Google Ads,331,0,0.55852,3.0,0.0,0.18617333333333333
,Google Ads,130,5,0.190385,0.0,3.8461538461538463,0.0
,Google Ads,4114,45,6.199318,80.0,1.0938259601361207,0.077491475
,Google Ads,4842,2,7.121407,75.0,0.04130524576621231,0.09495209333333333
,Google Ads,2051,4,4.971859,1.0,0.19502681618722573,4.971859
,Google Ads,126,6,1.71,3.45,4.761904761904762,0.49565217391304345
,Google Ads,3,0,0.0,0.0,0.0,0.0
,Google Ads,5477,43,10.836187,119.0,0.7851013328464489,0.0910603949579832
,Google Ads,56,1,0.103842,0.0,1.7857142857142856,0.0
