stat_time_day,campaign_id,impressions,total_complete_payment_rate,shares,follows,clicks_on_music_disc,cpm,conversion,conversion_rate,cpc,profile_visits,likes,clicks,ctr,spend,cost_per_conversion,comments,shopping,shopping_sigla,campaign_name,objective_type
2025-05-22 00:00:00,1832195984469169,3585,0.0,0,2,0,1.93,0,0.0,0.0,10,6,0,0.0,6.91,0.0,0,Nacoes Shopping,NS,ALC - Boliche,REACH
2025-05-06 00:00:00,1830747281548321,1112,0.0,0,7,0,4.89,0,0.0,0.0,3,15,0,0.0,5.44,0.0,1,Nacoes Shopping,NS,Interação com a comunidade | Conteúdos abr - mai,ENGAGEMENT
2025-05-14 00:00:00,1830745925410866,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,Nacoes Shopping,NS,ALC - Promo mães,REACH
2025-05-14 00:00:00,1831563577497601,29653,0.0,1,6,0,2.45,0,0.0,1.19,23,43,61,0.21,72.76,0.0,3,Nacoes Shopping,NS,Alcance - Promo mães,REACH
2025-05-17 00:00:00,1831563577497601,32299,0.0,0,4,0,2.21,0,0.0,1.25,11,35,57,0.18,71.46,0.0,2,Nacoes Shopping,NS,Alcance - Promo mães,REACH
2025-05-21 00:00:00,1832195369412610,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,Nacoes Shopping,NS,Reach - show beatles,REACH
2025-05-05 00:00:00,1830746252922946,7535,0.0,3,3,0,1.49,0,0.0,0.59,1,32,19,0.25,11.22,0.0,1,Nacoes Shopping,NS,Alcance - Me nota Way,REACH
2025-04-28 00:00:00,1828407150156946,4577,0.0,1,0,0,1.58,0,0.0,0.0,5,4,0,0.0,7.21,0.0,0,Nacoes Shopping,NS,Alcance | Dino,REACH
2025-05-11 00:00:00,1831563577497601,32374,0.0,1,5,0,2.25,0,0.0,1.87,27,34,39,0.12,72.85,0.0,0,Nacoes Shopping,NS,Alcance - Promo mães,REACH
2025-05-03 00:00:00,1830747281548321,2130,0.0,1,17,0,5.23,0,0.0,0.0,7,39,0,0.0,11.15,0.0,0,Nacoes Shopping,NS,Interação com a comunidade | Conteúdos abr - mai,ENGAGEMENT
2025-05-18 00:00:00,1832310190695458,5957,0.0,2,1,0,1.38,0,0.0,0.0,17,22,0,0.0,8.22,0.0,2,Nacoes Shopping,NS,Alcance - Balde Stich,REACH
2025-05-21 00:00:00,1831563577497601,29770,0.0,2,8,0,2.44,0,0.0,1.04,9,49,70,0.24,72.65,0.0,1,Nacoes Shopping,NS,Alcance - Promo mães,REACH
2025-05-07 00:00:00,1830745925410866,21443,0.0,0,1,0,2.49,0,0.0,0.0,37,15,0,0.0,53.41,0.0,1,Nacoes Shopping,NS,ALC - Promo mães,REACH
2025-04-29 00:00:00,1830746252922946,5433,0.0,0,4,0,1.59,0,0.0,0.33,3,26,26,0.48,8.63,0.0,1,Nacoes Shopping,NS,Alcance - Me nota Way,REACH
2025-05-10 00:00:00,1830745925410866,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,Nacoes Shopping,NS,ALC - Promo mães,REACH
2025-05-02 00:00:00,1830746252922946,8737,0.0,7,4,0,1.36,0,0.0,0.44,1,34,27,0.31,11.91,0.0,2,Nacoes Shopping,NS,Alcance - Me nota Way,REACH
2025-05-21 00:00:00,1832310190695458,4728,0.0,0,0,0,1.59,0,0.0,0.0,9,9,0,0.0,7.53,0.0,0,Nacoes Shopping,NS,Alcance - Balde Stich,REACH
2025-04-25 00:00:00,1828314519850002,3373,0.0,0,0,0,1.71,0,0.0,0.0,6,6,0,0.0,5.76,0.0,0,Nacoes Shopping,NS,Alcance | Abr,REACH
2025-05-19 00:00:00,1832195984469169,4383,0.0,0,2,0,1.5,0,0.0,0.0,5,9,0,0.0,6.57,0.0,2,Nacoes Shopping,NS,ALC - Boliche,REACH
2025-04-26 00:00:00,1828314519850002,3243,0.0,0,0,0,1.59,0,0.0,0.0,4,7,0,0.0,5.15,0.0,0,Nacoes Shopping,NS,Alcance | Abr,REACH
2025-05-06 00:00:00,1830746252922946,4644,0.0,3,2,0,1.54,0,0.0,0.72,0,18,10,0.22,7.15,0.0,1,Nacoes Shopping,NS,Alcance - Me nota Way,REACH
2025-05-17 00:00:00,1832195369412610,12243,0.0,3,5,0,2.31,0,0.0,0.0,35,36,0,0.0,28.24,0.0,2,Nacoes Shopping,NS,Reach - show beatles,REACH
2025-04-29 00:00:00,1828407150156946,1272,0.0,0,1,0,1.78,0,0.0,0.0,3,2,0,0.0,2.27,0.0,0,Nacoes Shopping,NS,Alcance | Dino,REACH
2025-05-16 00:00:00,1832195984469169,5277,0.0,1,1,0,1.43,0,0.0,0.0,16,15,0,0.0,7.52,0.0,0,Nacoes Shopping,NS,ALC - Boliche,REACH
2025-05-20 00:00:00,1832195369412610,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,Nacoes Shopping,NS,Reach - show beatles,REACH
2025-05-18 00:00:00,1831563577497601,32800,0.0,0,9,0,2.22,0,0.0,0.99,18,40,74,0.23,72.94,0.0,0,Nacoes Shopping,NS,Alcance - Promo mães,REACH
2025-05-08 00:00:00,1830745925410866,8276,0.0,0,0,0,2.66,0,0.0,0.0,10,7,0,0.0,22.01,0.0,0,Nacoes Shopping,NS,ALC - Promo mães,REACH
2025-05-08 00:00:00,1831563577497601,36853,0.0,0,2,0,1.98,0,0.0,0.95,8,20,77,0.21,72.97,0.0,0,Nacoes Shopping,NS,Alcance - Promo mães,REACH
2025-05-05 00:00:00,1830747281548321,1896,0.0,2,12,0,5.46,0,0.0,0.0,10,35,0,0.0,10.35,0.0,1,Nacoes Shopping,NS,Interação com a comunidade | Conteúdos abr - mai,ENGAGEMENT
2025-04-23 00:00:00,1828314519850002,4225,0.0,0,0,0,1.52,0,0.0,0.0,5,3,0,0.0,6.43,0.0,0,Nacoes Shopping,NS,Alcance | Abr,REACH
2025-05-03 00:00:00,1830746252922946,8474,0.0,5,0,0,1.44,0,0.0,0.53,1,31,23,0.27,12.23,0.0,2,Nacoes Shopping,NS,Alcance - Me nota Way,REACH
2025-05-11 00:00:00,1830745925410866,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,Nacoes Shopping,NS,ALC - Promo mães,REACH
2025-05-01 00:00:00,1830745925410866,1,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,Nacoes Shopping,NS,ALC - Promo mães,REACH
2025-05-17 00:00:00,1832310190695458,5642,0.0,1,1,0,1.46,0,0.0,0.0,8,12,0,0.0,8.21,0.0,0,Nacoes Shopping,NS,Alcance - Balde Stich,REACH
2025-04-29 00:00:00,1828314519850002,622,0.0,0,0,0,1.78,0,0.0,0.0,2,1,0,0.0,1.11,0.0,0,Nacoes Shopping,NS,Alcance | Abr,REACH
2025-05-20 00:00:00,1832195984469169,4284,0.0,1,1,0,1.73,0,0.0,0.0,23,7,0,0.0,7.41,0.0,2,Nacoes Shopping,NS,ALC - Boliche,REACH
2025-04-29 00:00:00,1830747281548321,995,0.0,0,24,0,7.82,0,0.0,0.0,7,32,0,0.0,7.78,0.0,2,Nacoes Shopping,NS,Interação com a comunidade | Conteúdos abr - mai,ENGAGEMENT
2025-05-15 00:00:00,1831563577497601,33008,0.0,0,2,0,2.2,0,0.0,1.08,19,44,67,0.2,72.48,0.0,1,Nacoes Shopping,NS,Alcance - Promo mães,REACH
2025-05-02 00:00:00,1830747281548321,2036,0.0,0,16,0,4.85,0,0.0,0.0,6,24,0,0.0,9.87,0.0,2,Nacoes Shopping,NS,Interação com a comunidade | Conteúdos abr - mai,ENGAGEMENT
2025-04-25 00:00:00,1828407150156946,4570,0.0,0,1,0,1.68,0,0.0,0.0,5,4,0,0.0,7.67,0.0,0,Nacoes Shopping,NS,Alcance | Dino,REACH
2025-06-12 00:00:00,1834189805149297,4706,0.0,0,1,0,2.2,0,0.0,0.0,5,4,0,0.0,10.34,0.0,0,Nacoes Shopping,NS,Alcance - Menu Mamma Mia,REACH
2025-06-17 00:00:00,1834023865172002,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,Nacoes Shopping,NS,Alcance - Campanha Namorados,REACH
2025-06-07 00:00:00,1834023865172002,21482,0.0,0,4,0,2.27,0,0.0,1.16,37,10,42,0.2,48.76,0.0,0,Nacoes Shopping,NS,Alcance - Campanha Namorados,REACH
2025-05-27 00:00:00,1832195984469169,3441,0.0,0,2,0,1.7,0,0.0,0.0,10,5,0,0.0,5.86,0.0,0,Nacoes Shopping,NS,ALC - Boliche,REACH
2025-06-13 00:00:00,1834024046778385,983,0.0,0,9,0,11.26,0,0.0,0.0,1,16,0,0.0,11.07,0.0,0,Nacoes Shopping,NS,Interação com a comunidade - Panda Cafe,ENGAGEMENT
2025-05-30 00:00:00,1832310190695458,2048,0.0,0,1,0,1.89,0,0.0,0.0,3,4,0,0.0,3.88,0.0,0,Nacoes Shopping,NS,Alcance - Balde Stich,REACH
2025-05-29 00:00:00,1831563577497601,29645,0.0,0,4,0,2.44,0,0.0,1.86,31,28,39,0.13,72.45,0.0,0,Nacoes Shopping,NS,Alcance - Promo mães,REACH
2025-06-10 00:00:00,1834023865172002,17567,0.0,0,2,0,2.59,0,0.0,1.38,23,9,33,0.19,45.48,0.0,0,Nacoes Shopping,NS,Alcance - Campanha Namorados,REACH
2025-06-06 00:00:00,1834024046778385,2157,0.0,2,9,0,11.64,0,0.0,0.0,9,24,0,0.0,25.1,0.0,1,Nacoes Shopping,NS,Interação com a comunidade - Panda Cafe,ENGAGEMENT
2025-06-14 00:00:00,1834023865172002,16713,0.0,1,3,0,2.41,0,0.0,0.94,5,5,43,0.26,40.36,0.0,0,Nacoes Shopping,NS,Alcance - Campanha Namorados,REACH
2025-06-04 00:00:00,1834023865172002,13494,0.0,0,0,0,1.76,0,0.0,1.32,16,6,18,0.13,23.71,0.0,0,Nacoes Shopping,NS,Alcance - Campanha Namorados,REACH
2025-05-23 00:00:00,1832310190695458,3821,0.0,0,1,0,1.83,0,0.0,0.0,15,12,0,0.0,6.98,0.0,0,Nacoes Shopping,NS,Alcance - Balde Stich,REACH
2025-06-05 00:00:00,1831563577497601,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,Nacoes Shopping,NS,Alcance - Promo mães,REACH
2025-05-26 00:00:00,1831563577497601,28935,0.0,1,8,0,2.52,0,0.0,2.02,50,37,36,0.12,72.79,0.0,0,Nacoes Shopping,NS,Alcance - Promo mães,REACH
2025-06-16 00:00:00,1834024046778385,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,Nacoes Shopping,NS,Interação com a comunidade - Panda Cafe,ENGAGEMENT
2025-06-02 00:00:00,1832310190695458,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,Nacoes Shopping,NS,Alcance - Balde Stich,REACH
2025-06-15 00:00:00,1834189805149297,5246,0.0,0,1,0,1.87,0,0.0,0.0,7,3,0,0.0,9.83,0.0,0,Nacoes Shopping,NS,Alcance - Menu Mamma Mia,REACH
2025-06-18 00:00:00,1834189805149297,4195,0.0,0,0,0,2.25,0,0.0,0.0,5,2,0,0.0,9.44,0.0,0,Nacoes Shopping,NS,Alcance - Menu Mamma Mia,REACH
2025-06-08 00:00:00,1834189805149297,6739,0.0,0,0,0,1.59,0,0.0,0.0,8,2,0,0.0,10.72,0.0,0,Nacoes Shopping,NS,Alcance - Menu Mamma Mia,REACH
2025-06-09 00:00:00,1834024046778385,2221,0.0,0,13,0,8.01,0,0.0,0.0,6,21,0,0.0,17.78,0.0,0,Nacoes Shopping,NS,Interação com a comunidade - Panda Cafe,ENGAGEMENT
2025-05-26 00:00:00,1832310190695458,4122,0.0,0,4,0,1.51,0,0.0,0.0,7,7,0,0.0,6.22,0.0,0,Nacoes Shopping,NS,Alcance - Balde Stich,REACH
2025-05-24 00:00:00,1832195984469169,4605,0.0,0,1,0,1.45,0,0.0,0.0,11,7,0,0.0,6.67,0.0,0,Nacoes Shopping,NS,ALC - Boliche,REACH
2025-05-28 00:00:00,1832195984469169,3048,0.0,0,1,0,1.76,0,0.0,0.0,5,5,0,0.0,5.37,0.0,0,Nacoes Shopping,NS,ALC - Boliche,REACH
2025-06-11 00:00:00,1834023865172002,19090,0.0,1,2,0,2.45,0,0.0,1.2,39,23,39,0.2,46.85,0.0,0,Nacoes Shopping,NS,Alcance - Campanha Namorados,REACH
2025-05-29 00:00:00,1832310190695458,3056,0.0,0,0,0,1.87,0,0.0,0.0,3,10,0,0.0,5.71,0.0,0,Nacoes Shopping,NS,Alcance - Balde Stich,REACH
2025-05-31 00:00:00,1832195984469169,1,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,Nacoes Shopping,NS,ALC - Boliche,REACH
2025-06-12 00:00:00,1834024046778385,1460,0.0,0,4,0,9.6,0,0.0,0.0,3,14,0,0.0,14.02,0.0,0,Nacoes Shopping,NS,Interação com a comunidade - Panda Cafe,ENGAGEMENT
2025-05-23 00:00:00,1831563577497601,31636,0.0,0,10,0,2.28,0,0.0,1.45,6,40,50,0.16,72.28,0.0,0,Nacoes Shopping,NS,Alcance - Promo mães,REACH
2025-06-02 00:00:00,1831563577497601,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,Nacoes Shopping,NS,Alcance - Promo mães,REACH
2025-06-16 00:00:00,1834189805149297,4880,0.0,1,0,0,2.01,0,0.0,0.0,8,2,0,0.0,9.82,0.0,0,Nacoes Shopping,NS,Alcance - Menu Mamma Mia,REACH
2025-06-06 00:00:00,1834189805149297,2907,0.0,0,0,0,1.54,0,0.0,0.0,3,0,0,0.0,4.48,0.0,0,Nacoes Shopping,NS,Alcance - Menu Mamma Mia,REACH
2025-05-25 00:00:00,1832195984469169,4654,0.0,0,0,0,1.36,0,0.0,0.0,13,6,0,0.0,6.31,0.0,2,Nacoes Shopping,NS,ALC - Boliche,REACH
2025-06-08 00:00:00,1834023865172002,20843,0.0,0,5,0,2.29,0,0.0,1.49,31,8,32,0.15,47.76,0.0,0,Nacoes Shopping,NS,Alcance - Campanha Namorados,REACH
2025-05-30 00:00:00,1831563577497601,28361,0.0,0,14,0,2.55,0,0.0,1.81,41,28,40,0.14,72.31,0.0,3,Nacoes Shopping,NS,Alcance - Promo mães,REACH
2025-06-15 00:00:00,1834024046778385,790,0.0,0,7,0,9.48,0,0.0,0.0,2,11,0,0.0,7.49,0.0,0,Nacoes Shopping,NS,Interação com a comunidade - Panda Cafe,ENGAGEMENT
2025-06-05 00:00:00,1834024046778385,2702,0.0,1,14,0,8.03,0,0.0,0.0,8,27,0,0.0,21.7,0.0,0,Nacoes Shopping,NS,Interação com a comunidade - Panda Cafe,ENGAGEMENT
2025-06-19 00:00:00,1831563577497601,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,Nacoes Shopping,NS,Alcance - Promo mães,REACH
2025-06-18 00:00:00,1834023865172002,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,Nacoes Shopping,NS,Alcance - Campanha Namorados,REACH
2025-06-19 00:00:00,1834189805149297,4592,0.0,0,0,0,2.21,0,0.0,0.0,7,5,0,0.0,10.13,0.0,0,Nacoes Shopping,NS,Alcance - Menu Mamma Mia,REACH
2025-06-09 00:00:00,1834189805149297,5631,0.0,0,2,0,1.79,0,0.0,0.0,10,0,0,0.0,10.07,0.0,0,Nacoes Shopping,NS,Alcance - Menu Mamma Mia,REACH
2025-06-17 00:00:00,1834189805149297,4498,0.0,0,1,0,2.1,0,0.0,0.0,8,3,0,0.0,9.45,0.0,0,Nacoes Shopping,NS,Alcance - Menu Mamma Mia,REACH
2025-06-07 00:00:00,1834189805149297,6668,0.0,0,0,0,1.57,0,0.0,0.0,14,4,0,0.0,10.46,0.0,0,Nacoes Shopping,NS,Alcance - Menu Mamma Mia,REACH
2025-06-12 00:00:00,1834023865172002,17842,0.0,0,0,0,2.44,0,0.0,1.11,29,10,39,0.22,43.48,0.0,0,Nacoes Shopping,NS,Alcance - Campanha Namorados,REACH
2025-06-08 00:00:00,1834024046778385,2507,0.0,0,8,0,8.36,0,0.0,0.0,10,25,0,0.0,20.97,0.0,0,Nacoes Shopping,NS,Interação com a comunidade - Panda Cafe,ENGAGEMENT
2025-05-25 00:00:00,1832310190695458,4177,0.0,0,2,0,1.73,0,0.0,0.0,8,4,0,0.0,7.23,0.0,0,Nacoes Shopping,NS,Alcance - Balde Stich,REACH
2025-06-03 00:00:00,1831563577497601,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,Nacoes Shopping,NS,Alcance - Promo mães,REACH
2025-05-24 00:00:00,1831563577497601,31216,0.0,0,7,0,2.29,0,0.0,0.94,12,41,76,0.24,71.61,0.0,4,Nacoes Shopping,NS,Alcance - Promo mães,REACH
2025-05-27 00:00:00,1831563577497601,28320,0.0,0,7,0,2.57,0,0.0,1.43,51,26,51,0.18,72.75,0.0,2,Nacoes Shopping,NS,Alcance - Promo mães,REACH
2025-06-15 00:00:00,1834023865172002,6518,0.0,0,2,0,2.37,0,0.0,1.41,0,2,11,0.17,15.48,0.0,0,Nacoes Shopping,NS,Alcance - Campanha Namorados,REACH
2025-06-05 00:00:00,1834023865172002,24625,0.0,0,0,0,1.95,0,0.0,1.3,30,7,37,0.15,47.95,0.0,0,Nacoes Shopping,NS,Alcance - Campanha Namorados,REACH
2025-06-11 00:00:00,1834024046778385,1770,0.0,0,8,0,10.34,0,0.0,0.0,5,15,0,0.0,18.31,0.0,0,Nacoes Shopping,NS,Interação com a comunidade - Panda Cafe,ENGAGEMENT
2025-06-19 00:00:00,1834023865172002,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,Nacoes Shopping,NS,Alcance - Campanha Namorados,REACH
2025-06-09 00:00:00,1834023865172002,19030,0.0,2,3,0,2.48,0,0.0,1.35,34,9,35,0.18,47.28,0.0,1,Nacoes Shopping,NS,Alcance - Campanha Namorados,REACH
2025-05-31 00:00:00,1831563577497601,21995,0.0,1,9,0,3.13,0,0.0,1.35,35,20,51,0.23,68.95,0.0,0,Nacoes Shopping,NS,Alcance - Promo mães,REACH
2025-05-28 00:00:00,1832310190695458,3448,0.0,4,0,0,1.7,0,0.0,0.0,7,4,0,0.0,5.86,0.0,0,Nacoes Shopping,NS,Alcance - Balde Stich,REACH
2025-06-10 00:00:00,1834189805149297,5034,0.0,0,0,0,1.96,0,0.0,0.0,3,1,0,0.0,9.85,0.0,0,Nacoes Shopping,NS,Alcance - Menu Mamma Mia,REACH
2025-06-20 00:00:00,1834189805149297,4016,0.0,0,0,0,2.18,0,0.0,0.0,6,2,0,0.0,8.74,0.0,0,Nacoes Shopping,NS,Alcance - Menu Mamma Mia,REACH
2025-06-13 00:00:00,1834189805149297,5364,0.0,0,2,0,2.05,0,0.0,0.0,11,1,0,0.0,10.99,0.0,0,Nacoes Shopping,NS,Alcance - Menu Mamma Mia,REACH
2025-05-31 00:00:00,1832310190695458,318,0.0,0,1,0,1.6,0,0.0,0.0,1,0,0,0.0,0.51,0.0,0,Nacoes Shopping,NS,Alcance - Balde Stich,REACH
2025-06-14 00:00:00,1834024046778385,736,0.0,0,3,0,9.48,0,0.0,0.0,0,8,0,0.0,6.98,0.0,0,Nacoes Shopping,NS,Interação com a comunidade - Panda Cafe,ENGAGEMENT
2025-06-04 00:00:00,1834024046778385,1011,0.0,0,7,0,11.19,0,0.0,0.0,3,12,0,0.0,11.31,0.0,0,Nacoes Shopping,NS,Interação com a comunidade - Panda Cafe,ENGAGEMENT
2025-05-29 00:00:00,1832195984469169,2677,0.0,0,0,0,1.76,0,0.0,0.0,6,4,0,0.0,4.7,0.0,0,Nacoes Shopping,NS,ALC - Boliche,REACH
2025-06-16 00:00:00,1834023865172002,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,Nacoes Shopping,NS,Alcance - Campanha Namorados,REACH
2025-05-23 00:00:00,1832195984469169,4111,0.0,0,0,0,1.66,0,0.0,0.0,9,10,0,0.0,6.84,0.0,0,Nacoes Shopping,NS,ALC - Boliche,REACH
2025-06-06 00:00:00,1834023865172002,22032,0.0,0,1,0,2.27,0,0.0,1.31,31,10,38,0.17,49.93,0.0,0,Nacoes Shopping,NS,Alcance - Campanha Namorados,REACH
2025-05-26 00:00:00,1832195984469169,3745,0.0,0,1,0,1.6,0,0.0,0.0,11,5,0,0.0,6.0,0.0,1,Nacoes Shopping,NS,ALC - Boliche,REACH
2025-06-03 00:00:00,1832310190695458,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,Nacoes Shopping,NS,Alcance - Balde Stich,REACH
2025-05-24 00:00:00,1832310190695458,4201,0.0,0,3,0,1.72,0,0.0,0.0,8,5,0,0.0,7.21,0.0,2,Nacoes Shopping,NS,Alcance - Balde Stich,REACH
2025-06-17 00:00:00,1834024046778385,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,Nacoes Shopping,NS,Interação com a comunidade - Panda Cafe,ENGAGEMENT
2025-06-07 00:00:00,1834024046778385,2535,0.0,2,9,0,8.61,0,0.0,0.0,5,20,0,0.0,21.83,0.0,0,Nacoes Shopping,NS,Interação com a comunidade - Panda Cafe,ENGAGEMENT
2025-05-28 00:00:00,1831563577497601,28332,0.0,1,8,0,2.57,0,0.0,1.48,42,31,49,0.17,72.73,0.0,0,Nacoes Shopping,NS,Alcance - Promo mães,REACH
2025-06-21 00:00:00,1834189805149297,3819,0.0,0,2,0,2.18,0,0.0,0.0,7,4,0,0.0,8.32,0.0,0,Nacoes Shopping,NS,Alcance - Menu Mamma Mia,REACH
2025-06-11 00:00:00,1834189805149297,4852,0.0,0,0,0,1.98,0,0.0,0.0,7,4,0,0.0,9.6,0.0,0,Nacoes Shopping,NS,Alcance - Menu Mamma Mia,REACH
2025-06-01 00:00:00,1831563577497601,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,Nacoes Shopping,NS,Alcance - Promo mães,REACH
2025-05-27 00:00:00,1832310190695458,3877,0.0,0,0,0,1.68,0,0.0,0.0,5,7,0,0.0,6.51,0.0,0,Nacoes Shopping,NS,Alcance - Balde Stich,REACH
2025-05-30 00:00:00,1832195984469169,1390,0.0,0,0,0,1.81,0,0.0,0.0,2,1,0,0.0,2.51,0.0,0,Nacoes Shopping,NS,ALC - Boliche,REACH
2025-05-25 00:00:00,1831563577497601,31196,0.0,0,5,0,2.34,0,0.0,1.49,10,33,49,0.16,72.87,0.0,2,Nacoes Shopping,NS,Alcance - Promo mães,REACH
2025-06-10 00:00:00,1834024046778385,2072,0.0,2,10,0,9.13,0,0.0,0.0,4,23,0,0.0,18.91,0.0,0,Nacoes Shopping,NS,Interação com a comunidade - Panda Cafe,ENGAGEMENT
2025-06-04 00:00:00,1831563577497601,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,Nacoes Shopping,NS,Alcance - Promo mães,REACH
2025-06-13 00:00:00,1834023865172002,17698,0.0,0,2,0,2.42,0,0.0,1.22,6,8,35,0.2,42.75,0.0,0,Nacoes Shopping,NS,Alcance - Campanha Namorados,REACH
2025-06-14 00:00:00,1834189805149297,5353,0.0,0,0,0,1.96,0,0.0,0.0,6,6,0,0.0,10.47,0.0,0,Nacoes Shopping,NS,Alcance - Menu Mamma Mia,REACH
2025-07-16 00:00:00,1837827299194945,5659,0.0,1,0,0,1.93,0,0.0,0.0,7,10,0,0.0,10.93,0.0,0,Nacoes Shopping,NS,ALC - Cafés ,REACH
2025-06-30 00:00:00,1836365551154273,2315,0.0,0,0,0,2.14,0,0.0,0.0,5,3,0,0.0,4.95,0.0,0,Nacoes Shopping,NS,ALC - Villa - Vinicius Camilo ,REACH
2025-07-16 00:00:00,1837825011433617,3604,0.0,0,0,0,1.89,0,0.0,0.0,1,1,0,0.0,6.82,0.0,0,Nacoes Shopping,NS,Alcance - Copo smurf ,REACH
2025-07-02 00:00:00,1836365112269874,4630,0.0,1,1,0,1.69,0,0.0,0.0,17,10,0,0.0,7.83,0.0,0,Nacoes Shopping,NS,ALC - planet games,REACH
2025-07-20 00:00:00,1836365551154273,8206,0.0,0,1,0,2.1,0,0.0,0.0,13,9,0,0.0,17.25,0.0,0,Nacoes Shopping,NS,ALC - Villa - Vinicius Camilo ,REACH
2025-07-18 00:00:00,1836105652221986,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,Nacoes Shopping,NS,ALC - Cafés,REACH
2025-06-28 00:00:00,1836105652221986,4810,0.0,0,0,0,2.78,0,0.0,0.0,10,0,0,0.0,13.35,0.0,0,Nacoes Shopping,NS,ALC - Cafés,REACH
2025-07-11 00:00:00,1836105652221986,5816,0.0,0,0,0,1.91,0,0.0,0.0,8,7,0,0.0,11.09,0.0,0,Nacoes Shopping,NS,ALC - Cafés,REACH
2025-07-09 00:00:00,1836365112269874,8982,0.0,1,2,0,2.04,0,0.0,0.0,15,27,0,0.0,18.29,0.0,0,Nacoes Shopping,NS,ALC - planet games,REACH
2025-07-21 00:00:00,1837825955991570,1186,0.0,0,6,0,10.16,0,0.0,0.0,1,17,0,0.0,12.05,0.0,1,Nacoes Shopping,NS,Interação com a comunidade - Festa junina pet,ENGAGEMENT
2025-07-07 00:00:00,1836365551154273,10061,0.0,0,1,0,1.94,0,0.0,0.0,16,8,0,0.0,19.52,0.0,1,Nacoes Shopping,NS,ALC - Villa - Vinicius Camilo ,REACH
2025-07-05 00:00:00,1836105652221986,6477,0.0,0,0,0,1.73,0,0.0,0.0,6,2,0,0.0,11.23,0.0,0,Nacoes Shopping,NS,ALC - Cafés,REACH
2025-06-25 00:00:00,1834189805149297,2578,0.0,0,0,0,2.53,0,0.0,0.0,4,0,0,0.0,6.51,0.0,0,Nacoes Shopping,NS,Alcance - Menu Mamma Mia,REACH
2025-07-16 00:00:00,1836365112269874,8732,0.0,1,5,0,2.11,0,0.0,0.0,16,19,0,0.0,18.42,0.0,0,Nacoes Shopping,NS,ALC - planet games,REACH
2025-07-17 00:00:00,1837823875988513,6200,0.0,0,0,0,1.99,0,0.0,0.0,7,3,0,0.0,12.31,0.0,0,Nacoes Shopping,NS,ALC -  tendência athleisure ,REACH
2025-07-21 00:00:00,1837986374341105,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,Nacoes Shopping,NS,Alcance - Tres porquinhos ,REACH
2025-07-12 00:00:00,1836105652221986,6197,0.0,0,0,0,1.72,0,0.0,0.0,2,7,0,0.0,10.68,0.0,0,Nacoes Shopping,NS,ALC - Cafés,REACH
2025-07-08 00:00:00,1836365112269874,9554,0.0,0,4,0,1.92,0,0.0,0.0,24,23,0,0.0,18.34,0.0,0,Nacoes Shopping,NS,ALC - planet games,REACH
2025-06-26 00:00:00,1834189805149297,2201,0.0,0,0,0,2.61,0,0.0,0.0,1,1,0,0.0,5.74,0.0,0,Nacoes Shopping,NS,Alcance - Menu Mamma Mia,REACH
2025-07-14 00:00:00,1836365551154273,10019,0.0,1,5,0,1.89,0,0.0,0.0,16,13,0,0.0,18.94,0.0,0,Nacoes Shopping,NS,ALC - Villa - Vinicius Camilo ,REACH
2025-07-18 00:00:00,1837823875988513,6005,0.0,0,2,0,2.01,0,0.0,0.0,11,4,0,0.0,12.1,0.0,0,Nacoes Shopping,NS,ALC -  tendência athleisure ,REACH
