stat_time_day,engaged_view_15s,engaged_view,profile_visits,spend,ctr,video_watched_6s,video_views_p75,cost_per_conversion,average_video_play,video_watched_2s,conversion_rate,video_views_p100,total_complete_payment_rate,video_play_actions,clicks,video_views_p25,cpm,cpc,video_views_p50,comments,conversion,impressions,shares,follows,clicks_on_music_disc,likes,average_video_play_per_user,shopping,shopping_sigla
2025-05-09 00:00:00,193,503,12,72.64,0.17,489,44,0.0,1.24,2298,0.0,27,0.0,34495,58,219,2.09,1.25,90,0,0,34746,0,3,0,14,1.87,Nacoes Shopping,NS
2025-05-04 00:00:00,415,930,11,23.39,0.39,924,193,0.0,2.57,2443,0.0,87,0.0,8917,35,671,2.61,0.67,342,2,0,8974,7,17,0,65,2.7,Nacoes Shopping,NS
2025-04-29 00:00:00,364,723,15,19.79,0.31,710,133,0.0,2.11,1790,0.0,53,0.0,8280,26,541,2.38,0.76,289,3,0,8322,0,29,0,61,2.4,Nacoes Shopping,NS
2025-04-24 00:00:00,44,134,9,13.4,0.0,140,30,0.0,1.27,832,0.0,23,0.0,8564,0,184,1.55,0.0,67,1,0,8620,0,1,0,9,1.83,Nacoes Shopping,NS
2025-04-19 00:00:00,84,218,23,16.05,0.0,217,61,0.0,1.38,1237,0.0,35,0.0,10976,0,246,1.45,0.0,101,1,0,11036,0,3,0,9,2.4,Nacoes Shopping,NS
2025-04-14 00:00:00,97,238,13,16.14,0.0,235,62,0.0,1.42,1270,0.0,33,0.0,10497,0,258,1.53,0.0,108,0,0,10550,0,3,0,15,2.04,Nacoes Shopping,NS
2025-05-12 00:00:00,248,638,26,72.85,0.16,617,45,0.0,1.43,2996,0.0,29,0.0,30698,49,249,2.35,1.49,82,0,0,31023,0,1,0,31,1.93,Nacoes Shopping,NS
2025-05-07 00:00:00,128,320,37,53.41,0.0,324,86,0.0,1.24,1350,0.0,55,0.0,21143,0,266,2.49,0.0,125,1,0,21443,0,1,0,15,1.29,Nacoes Shopping,NS
2025-05-02 00:00:00,495,1009,7,21.78,0.25,1008,194,0.0,2.41,2502,0.0,81,0.0,10722,27,739,2.02,0.81,391,4,0,10773,7,20,0,58,2.67,Nacoes Shopping,NS
2025-04-27 00:00:00,49,133,8,11.92,0.0,132,41,0.0,1.28,780,0.0,29,0.0,8350,0,177,1.42,0.0,70,0,0,8388,0,0,0,7,2.16,Nacoes Shopping,NS
2025-04-22 00:00:00,71,203,13,14.74,0.0,203,53,0.0,1.38,1118,0.0,36,0.0,9633,0,241,1.52,0.0,96,1,0,9686,1,3,0,12,2.26,Nacoes Shopping,NS
2025-04-17 00:00:00,73,198,17,17.13,0.0,198,59,0.0,1.31,1064,0.0,39,0.0,11020,0,227,1.55,0.0,93,0,0,11078,2,1,0,13,2.02,Nacoes Shopping,NS
2025-05-13 00:00:00,366,903,13,72.87,0.18,887,198,0.0,1.58,4024,0.0,100,0.0,30336,55,619,2.38,1.32,276,3,0,30681,1,6,0,43,2.12,Nacoes Shopping,NS
2025-05-08 00:00:00,234,633,18,94.98,0.17,619,83,0.0,1.16,2674,0.0,54,0.0,44780,77,339,2.1,1.23,148,0,0,45129,0,2,0,27,1.94,Nacoes Shopping,NS
2025-05-03 00:00:00,432,920,8,23.38,0.22,908,191,0.0,2.32,2371,0.0,92,0.0,10534,23,653,2.2,1.02,337,2,0,10604,6,17,0,70,2.49,Nacoes Shopping,NS
2025-04-28 00:00:00,44,109,9,10.51,0.0,106,38,0.0,1.26,570,0.0,27,0.0,6641,0,161,1.57,0.0,68,0,0,6677,1,0,0,7,1.83,Nacoes Shopping,NS
2025-04-23 00:00:00,54,179,11,14.9,0.0,180,53,0.0,3.87,991,0.0,34,0.0,9412,0,232,1.57,0.0,86,0,0,9465,2,0,0,7,5.53,Nacoes Shopping,NS
2025-04-18 00:00:00,71,211,23,16.87,0.0,207,55,0.0,1.34,1217,0.0,32,0.0,11535,0,236,1.46,0.0,94,1,0,11584,0,1,0,21,2.3,Nacoes Shopping,NS
2025-05-10 00:00:00,201,534,24,71.89,0.17,517,55,0.0,1.29,2391,0.0,38,0.0,31990,54,243,2.23,1.33,97,1,0,32278,1,2,0,34,1.9,Nacoes Shopping,NS
2025-05-05 00:00:00,418,891,11,21.57,0.2,875,181,0.0,2.37,2295,0.0,79,0.0,9371,19,627,2.29,1.14,338,2,0,9431,5,15,0,67,2.54,Nacoes Shopping,NS
2025-04-30 00:00:00,367,808,15,23.39,0.31,791,140,0.0,2.71,1994,0.0,61,0.0,7079,22,548,3.27,1.06,271,1,0,7143,6,39,0,72,2.87,Nacoes Shopping,NS
2025-04-25 00:00:00,48,140,11,13.43,0.0,140,31,0.0,1.29,750,0.0,23,0.0,7915,0,154,1.69,0.0,60,0,0,7943,0,1,0,10,2.09,Nacoes Shopping,NS
2025-04-20 00:00:00,87,240,20,15.52,0.0,245,65,0.0,1.39,1307,0.0,36,0.0,11231,0,264,1.37,0.0,109,3,0,11289,0,1,0,16,2.38,Nacoes Shopping,NS
2025-04-15 00:00:00,102,236,18,16.3,0.0,239,73,0.0,1.45,1222,0.0,44,0.0,9828,0,276,1.65,0.0,120,0,0,9880,0,0,0,15,2.12,Nacoes Shopping,NS
2025-05-11 00:00:00,211,567,27,72.85,0.12,557,46,0.0,1.32,2677,0.0,28,0.0,32085,39,255,2.25,1.87,74,0,0,32374,1,5,0,34,1.88,Nacoes Shopping,NS
2025-05-06 00:00:00,272,636,33,41.12,0.06,636,127,0.0,1.6,2054,0.0,73,0.0,17071,10,459,2.38,4.11,231,2,0,17260,3,10,0,41,1.75,Nacoes Shopping,NS
2025-05-01 00:00:00,437,918,15,21.72,0.33,906,191,0.0,2.9,2347,0.0,96,0.0,8156,27,662,2.65,0.8,339,1,0,8204,9,26,0,55,3.09,Nacoes Shopping,NS
2025-04-26 00:00:00,53,149,13,13.35,0.0,147,36,0.0,1.25,745,0.0,23,0.0,8476,0,185,1.57,0.0,73,0,0,8506,0,2,0,15,2.11,Nacoes Shopping,NS
2025-04-21 00:00:00,88,251,17,15.07,0.0,252,66,0.0,1.39,1257,0.0,49,0.0,11285,0,270,1.33,0.0,121,1,0,11347,1,0,0,6,2.37,Nacoes Shopping,NS
2025-04-16 00:00:00,76,228,15,16.67,0.0,234,67,0.0,1.39,1145,0.0,40,0.0,10071,0,254,1.65,0.0,108,0,0,10125,0,5,0,10,1.9,Nacoes Shopping,NS
2025-05-24 00:00:00,464,1118,31,85.49,0.19,1089,313,0.0,1.51,4674,0.0,155,0.0,39731,76,905,2.14,1.12,432,6,0,40022,0,11,0,53,2.2,Nacoes Shopping,NS
2025-06-03 00:00:00,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,Nacoes Shopping,NS
2025-06-08 00:00:00,154,433,49,79.45,0.11,421,68,0.0,1.21,2166,0.0,48,0.0,29881,32,307,2.64,2.48,122,0,0,30089,0,13,0,35,1.42,Nacoes Shopping,NS
2025-05-29 00:00:00,304,786,40,82.86,0.11,768,183,0.0,1.84,3656,0.0,98,0.0,35085,39,618,2.34,2.12,271,0,0,35378,0,4,0,42,2.51,Nacoes Shopping,NS
2025-05-19 00:00:00,571,1332,22,87.02,0.19,1288,354,0.0,1.59,5458,0.0,166,0.0,40704,78,1108,2.12,1.12,512,3,0,41091,1,11,0,91,2.25,Nacoes Shopping,NS
2025-05-14 00:00:00,379,918,23,72.76,0.21,896,206,0.0,1.9,3973,0.0,109,0.0,29265,61,656,2.45,1.19,301,3,0,29653,1,6,0,43,2.43,Nacoes Shopping,NS
2025-06-01 00:00:00,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,Nacoes Shopping,NS
2025-06-11 00:00:00,149,391,51,74.76,0.15,359,54,0.0,1.27,1717,0.0,40,0.0,25512,39,270,2.91,1.92,106,0,0,25712,1,10,0,42,1.47,Nacoes Shopping,NS
2025-06-06 00:00:00,110,322,43,79.51,0.14,309,47,0.0,1.16,1650,0.0,34,0.0,26886,38,222,2.93,2.09,85,1,0,27096,2,10,0,34,1.32,Nacoes Shopping,NS
2025-05-27 00:00:00,359,947,66,85.12,0.14,937,213,0.0,1.5,4363,0.0,120,0.0,35276,51,765,2.39,1.67,350,2,0,35638,0,9,0,38,2.08,Nacoes Shopping,NS
2025-05-22 00:00:00,497,1249,24,87.02,0.12,1233,320,0.0,1.61,5069,0.0,170,0.0,40498,48,1048,2.13,1.81,488,1,0,40902,1,16,0,54,2.22,Nacoes Shopping,NS
2025-05-17 00:00:00,832,2058,66,115.85,0.1,2041,450,0.0,1.71,7787,0.0,240,0.0,55338,57,1573,2.08,2.03,746,5,0,55747,4,11,0,92,2.72,Nacoes Shopping,NS
2025-05-23 00:00:00,440,1007,30,86.1,0.13,1000,271,0.0,1.45,4446,0.0,137,0.0,39223,50,847,2.18,1.72,429,0,0,39568,0,11,0,62,2.09,Nacoes Shopping,NS
2025-05-18 00:00:00,535,1370,60,88.82,0.17,1334,320,0.0,1.52,5620,0.0,160,0.0,44045,74,1142,2.0,1.2,551,4,0,44406,2,12,0,74,2.28,Nacoes Shopping,NS
2025-06-02 00:00:00,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,Nacoes Shopping,NS
2025-05-28 00:00:00,345,910,54,83.96,0.14,915,214,0.0,1.51,4211,0.0,112,0.0,34490,49,730,2.41,1.71,323,0,0,34828,5,9,0,40,2.13,Nacoes Shopping,NS
2025-05-30 00:00:00,245,699,46,78.7,0.13,678,151,0.0,1.4,3052,0.0,76,0.0,31559,40,512,2.47,1.97,219,3,0,31799,0,15,0,33,1.92,Nacoes Shopping,NS
2025-05-25 00:00:00,306,894,31,86.41,0.12,863,160,0.0,1.36,3800,0.0,92,0.0,39709,49,631,2.16,1.76,282,4,0,40027,0,7,0,43,1.9,Nacoes Shopping,NS
2025-06-09 00:00:00,160,387,50,75.13,0.13,368,60,0.0,1.2,1791,0.0,43,0.0,26668,35,278,2.79,2.15,118,1,0,26882,2,18,0,30,1.41,Nacoes Shopping,NS
2025-06-04 00:00:00,73,168,19,35.02,0.12,156,38,0.0,1.11,760,0.0,22,0.0,14417,18,115,2.41,1.95,53,0,0,14505,0,7,0,18,1.14,Nacoes Shopping,NS
