stat_time_day,engaged_view_15s,engaged_view,profile_visits,spend,ctr,video_watched_6s,video_views_p75,cost_per_conversion,average_video_play,video_watched_2s,conversion_rate,video_views_p100,total_complete_payment_rate,video_play_actions,clicks,video_views_p25,cpm,cpc,video_views_p50,comments,conversion,impressions,shares,follows,clicks_on_music_disc,likes,average_video_play_per_user,shopping,shopping_sigla
2025-10-26 00:00:00,1,6,2,1.63,0.0,6,1,0.0,0.98,45,0.0,1,0.0,824,0,6,1.98,0.0,3,0,0,825,0,0,0,0,1.1,Nacoes Shopping,NS
2025-10-21 00:00:00,31,111,12,27.18,0.0,110,14,0.0,1.09,766,0.0,10,0.0,10966,0,85,2.46,0.0,27,0,0,11039,0,1,0,7,1.82,Nacoes Shopping,NS
2025-10-18 00:00:00,49,154,17,30.94,0.0,159,21,0.0,1.66,799,0.0,15,0.0,14430,0,105,2.13,0.0,41,0,0,14516,0,3,0,9,3.28,Nacoes Shopping,NS
2025-10-13 00:00:00,77,214,20,33.98,0.0,221,32,0.0,1.19,1129,0.0,21,0.0,16070,0,139,2.1,0.0,49,1,0,16174,0,0,0,13,2.18,Nacoes Shopping,NS
2025-10-19 00:00:00,62,170,16,29.35,0.0,169,26,0.0,1.14,875,0.0,14,0.0,13707,0,119,2.13,0.0,46,0,0,13797,0,2,0,10,2.14,Nacoes Shopping,NS
2025-10-14 00:00:00,76,212,26,33.94,0.0,214,35,0.0,1.21,1107,0.0,23,0.0,15119,0,129,2.23,0.0,53,0,0,15236,0,1,0,10,2.17,Nacoes Shopping,NS
2025-11-08 00:00:00,284,803,27,46.16,0.08,879,220,0.0,1.93,3131,0.0,115,0.0,17737,15,769,2.58,3.08,344,1,0,17885,0,4,0,38,2.9,Nacoes Shopping,NS
2025-11-03 00:00:00,831,2583,55,67.53,0.03,2804,744,0.0,2.71,7031,0.0,363,0.0,25540,7,2824,2.62,9.65,1184,1,0,25771,0,15,0,101,3.89,Nacoes Shopping,NS
2025-10-24 00:00:00,21,68,3,13.93,0.0,64,14,0.0,1.11,402,0.0,9,0.0,5868,0,68,2.36,0.0,28,0,0,5910,0,0,0,5,1.47,Nacoes Shopping,NS
2025-10-17 00:00:00,60,179,12,33.59,0.0,178,22,0.0,1.18,964,0.0,15,0.0,14542,0,126,2.29,0.0,48,0,0,14644,0,0,0,6,2.06,Nacoes Shopping,NS
2025-10-12 00:00:00,54,201,26,34.86,0.0,204,32,0.0,1.14,1172,0.0,16,0.0,17533,0,128,1.98,0.0,47,0,0,17636,0,1,0,6,2.21,Nacoes Shopping,NS
2025-10-27 00:00:00,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,Nacoes Shopping,NS
2025-11-06 00:00:00,598,1883,44,65.24,0.05,2074,553,0.0,2.34,5376,0.0,275,0.0,22720,11,2065,2.85,5.93,854,4,0,22915,0,11,0,73,3.43,Nacoes Shopping,NS
2025-11-01 00:00:00,856,2936,72,74.28,0.05,3176,758,0.0,2.46,7341,0.0,379,0.0,28781,15,3007,2.56,4.95,1227,2,0,28983,1,6,0,130,3.96,Nacoes Shopping,NS
2025-10-22 00:00:00,38,102,17,25.24,0.0,105,18,0.0,1.14,617,0.0,12,0.0,9635,0,81,2.6,0.0,36,0,0,9722,1,0,0,3,1.83,Nacoes Shopping,NS
2025-11-09 00:00:00,169,429,21,40.19,0.03,448,106,0.0,1.58,2066,0.0,68,0.0,14976,5,319,2.67,8.04,158,0,0,15071,0,7,0,21,2.3,Nacoes Shopping,NS
2025-11-04 00:00:00,839,2749,85,69.31,0.04,3040,739,0.0,2.79,7642,0.0,350,0.0,26545,10,2933,2.58,6.93,1159,2,0,26857,1,10,0,142,4.0,Nacoes Shopping,NS
2025-10-30 00:00:00,437,1371,25,38.98,0.04,1494,444,0.0,2.6,3585,0.0,221,0.0,13183,5,1545,2.94,7.8,689,0,0,13255,0,8,0,40,4.42,Nacoes Shopping,NS
2025-10-25 00:00:00,5,31,8,8.84,0.0,32,3,0.0,1.01,250,0.0,2,0.0,3989,0,38,2.21,0.0,14,0,0,4005,0,0,0,0,1.25,Nacoes Shopping,NS
2025-10-20 00:00:00,48,143,18,28.54,0.0,145,20,0.0,1.11,816,0.0,11,0.0,12647,0,95,2.24,0.0,39,0,0,12737,0,1,0,7,2.0,Nacoes Shopping,NS
2025-10-15 00:00:00,60,194,19,32.7,0.0,201,31,0.0,1.23,1043,0.0,13,0.0,13811,0,116,2.35,0.0,60,0,0,13922,0,0,0,7,2.17,Nacoes Shopping,NS
2025-12-07 00:00:00,1363,2787,180,94.33,3.22,2262,488,0.0,3.82,3435,0.0,315,0.0,11338,848,1978,3.58,0.11,806,0,0,26315,0,4,0,36,2.76,Nacoes Shopping,NS
2025-12-02 00:00:00,1342,2368,21,72.75,5.28,1746,582,0.0,2.3,2391,0.0,437,0.0,17328,1040,1848,3.69,0.07,889,0,0,19715,1,0,0,6,3.09,Nacoes Shopping,NS
2025-11-27 00:00:00,1168,2196,28,131.9,1.99,1755,573,0.0,1.64,3365,0.0,463,0.0,33414,696,1694,3.78,0.19,810,0,0,34901,0,4,0,18,2.79,Nacoes Shopping,NS
2025-11-22 00:00:00,1638,2227,9,64.4,5.73,1705,1435,0.0,2.76,2524,0.0,1146,0.0,12261,843,2376,4.38,0.08,1786,0,0,14718,0,1,0,4,3.46,Nacoes Shopping,NS
2025-11-17 00:00:00,2518,3126,14,77.23,6.45,2408,2205,0.0,3.5,3184,0.0,1874,0.0,14098,1037,3067,4.81,0.07,2401,0,0,16071,0,0,0,5,4.51,Nacoes Shopping,NS
2025-11-12 00:00:00,2359,2905,24,80.31,4.98,2250,2023,0.0,2.76,3102,0.0,1766,0.0,16281,937,2979,4.27,0.09,2210,0,0,18801,1,2,0,3,3.72,Nacoes Shopping,NS
2025-12-05 00:00:00,1385,2856,170,91.44,3.25,2301,516,0.0,3.7,3328,0.0,374,0.0,11976,905,1901,3.29,0.1,792,0,0,27808,2,6,0,30,2.67,Nacoes Shopping,NS
2025-11-30 00:00:00,960,1591,12,79.69,5.23,971,263,0.0,1.47,1658,0.0,209,0.0,18575,1015,990,4.1,0.08,402,0,0,19422,0,1,0,6,2.67,Nacoes Shopping,NS
2025-11-25 00:00:00,1963,2737,19,105.0,2.7,2130,1672,0.0,2.0,3299,0.0,1473,0.0,27706,790,2814,3.59,0.13,2146,0,0,29275,0,3,0,18,3.09,Nacoes Shopping,NS
2025-11-20 00:00:00,2117,2780,24,74.49,5.68,2137,1785,0.0,3.08,2908,0.0,1561,0.0,14145,870,2816,4.86,0.09,2143,0,0,15321,0,0,0,4,3.95,Nacoes Shopping,NS
2025-11-15 00:00:00,1799,2336,29,77.07,4.47,1801,1699,0.0,2.64,2646,0.0,1340,0.0,14899,756,2509,4.55,0.1,1880,0,0,16921,0,1,0,4,3.27,Nacoes Shopping,NS
2025-11-10 00:00:00,195,463,27,41.48,0.06,472,121,0.0,1.73,2082,0.0,80,0.0,14523,9,358,2.83,4.61,194,1,0,14680,0,6,0,33,2.39,Nacoes Shopping,NS
2025-12-08 00:00:00,1883,4002,134,99.44,3.6,3284,726,0.0,3.48,4777,0.0,533,0.0,18819,1057,2866,3.38,0.09,1131,0,0,29389,0,7,0,32,3.95,Nacoes Shopping,NS
2025-12-03 00:00:00,1259,2381,21,76.29,4.3,1782,514,0.0,1.99,2474,0.0,382,0.0,21264,1024,1908,3.2,0.07,787,1,0,23820,0,1,0,9,2.44,Nacoes Shopping,NS
2025-11-28 00:00:00,915,1871,22,125.88,2.35,1462,333,0.0,1.59,2831,0.0,265,0.0,29036,716,1338,4.14,0.18,551,0,0,30427,2,2,0,15,2.59,Nacoes Shopping,NS
2025-11-23 00:00:00,2082,3142,6,65.58,5.49,2562,2126,0.0,3.17,3409,0.0,1543,0.0,13391,900,3264,4.0,0.07,2637,0,0,16389,1,1,0,6,4.1,Nacoes Shopping,NS
2025-11-18 00:00:00,1534,1849,27,73.93,4.13,1440,1338,0.0,2.51,2111,0.0,1167,0.0,14121,624,1949,4.9,0.12,1468,0,0,15100,0,0,0,9,3.02,Nacoes Shopping,NS
2025-11-13 00:00:00,3142,4048,13,87.77,6.69,3178,2866,0.0,3.55,4121,0.0,2367,0.0,16498,1227,3995,4.78,0.07,3130,0,0,18344,1,0,0,7,4.78,Nacoes Shopping,NS
2025-12-06 00:00:00,1410,2819,186,97.27,3.91,2224,563,0.0,3.85,3236,0.0,413,0.0,11006,1018,1833,3.74,0.1,823,3,0,26033,0,12,0,24,2.83,Nacoes Shopping,NS
2025-12-01 00:00:00,1168,2498,10,69.13,4.94,1905,406,0.0,2.18,2571,0.0,303,0.0,17569,968,1833,3.53,0.07,705,0,0,19609,0,0,0,2,3.72,Nacoes Shopping,NS
2025-11-26 00:00:00,1361,2230,26,120.58,2.27,1723,984,0.0,1.58,3299,0.0,819,0.0,34188,811,2174,3.37,0.15,1401,0,0,35751,0,1,0,6,2.6,Nacoes Shopping,NS
2025-11-21 00:00:00,1672,2353,11,65.77,5.52,1823,1502,0.0,2.74,2634,0.0,1181,0.0,12685,829,2497,4.38,0.08,1878,0,0,15006,0,1,0,6,3.38,Nacoes Shopping,NS
2025-11-16 00:00:00,2234,2776,19,80.79,6.28,2009,1875,0.0,3.03,2877,0.0,1557,0.0,14288,1058,2773,4.8,0.08,2056,0,0,16845,0,1,0,7,3.84,Nacoes Shopping,NS
2025-11-11 00:00:00,2337,3056,28,86.18,4.41,2551,2234,0.0,2.97,3850,0.0,1821,0.0,16139,875,3187,4.34,0.1,2500,2,0,19862,0,3,0,9,3.74,Nacoes Shopping,NS
2025-12-04 00:00:00,1540,3189,159,91.14,3.55,2567,622,0.0,2.99,3679,0.0,460,0.0,17223,1037,2353,3.12,0.09,918,0,0,29208,2,9,0,21,3.04,Nacoes Shopping,NS
2025-11-29 00:00:00,806,1598,16,128.63,2.68,1161,234,0.0,1.51,2578,0.0,179,0.0,31191,884,1025,3.89,0.15,411,6,0,33029,1,2,0,14,2.58,Nacoes Shopping,NS
2025-12-09 00:00:00,1615,3453,83,94.18,3.35,2861,639,0.0,2.6,4911,0.0,421,0.0,24774,1027,2406,3.07,0.09,1025,1,0,30672,0,10,0,38,3.67,Nacoes Shopping,NS
2025-11-24 00:00:00,1909,2431,8,62.32,6.56,1856,1584,0.0,3.06,2481,0.0,1374,0.0,11277,850,2376,4.81,0.07,1866,0,0,12954,0,0,0,1,3.88,Nacoes Shopping,NS
2025-11-19 00:00:00,2198,2649,28,77.25,6.11,1984,1798,0.0,3.19,2720,0.0,1622,0.0,13729,886,2623,5.33,0.09,1943,0,0,14499,0,1,0,7,4.12,Nacoes Shopping,NS
2025-11-14 00:00:00,2619,3206,15,90.39,7.87,2366,2137,0.0,3.29,3378,0.0,1845,0.0,14956,1334,3169,5.33,0.07,2409,0,0,16957,0,0,0,2,4.17,Nacoes Shopping,NS
2025-12-22 00:00:00,1511,2940,144,81.74,3.62,2260,544,0.0,3.48,3313,0.0,410,0.0,12780,976,1957,3.04,0.08,852,0,0,26926,2,7,0,19,2.89,Nacoes Shopping,NS
2025-12-17 00:00:00,1204,2495,240,83.48,2.98,2009,391,0.0,3.6,2955,0.0,255,0.0,10883,839,1555,2.97,0.1,663,2,0,28140,2,5,0,26,2.55,Nacoes Shopping,NS
2025-12-12 00:00:00,1414,2541,94,101.73,4.34,1837,472,0.0,2.03,3563,0.0,349,0.0,24425,1258,1664,3.51,0.08,748,0,0,29014,0,4,0,21,3.1,Nacoes Shopping,NS
2026-01-06 00:00:00,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,Nacoes Shopping,NS
2026-01-01 00:00:00,2,4,1,0.0,7.41,4,2,0.0,5.52,10,0.0,2,0.0,21,4,7,0.0,0.0,4,0,0,54,0,0,0,0,2.52,Nacoes Shopping,NS
2025-12-27 00:00:00,2111,4131,147,85.52,4.26,3182,703,0.0,4.23,4487,0.0,549,0.0,14568,1431,2878,2.55,0.06,1153,2,0,33573,0,5,0,24,3.5,Nacoes Shopping,NS
2026-01-04 00:00:00,1,1,0,0.0,0.0,1,1,0.0,4.76,1,0.0,1,0.0,5,0,1,0.0,0.0,1,0,0,6,0,0,0,0,5.95,Nacoes Shopping,NS
2025-12-30 00:00:00,1876,3463,131,73.63,5.55,2378,425,0.0,4.49,3214,0.0,318,0.0,9628,1634,2184,2.5,0.05,779,1,0,29421,2,8,0,21,2.93,Nacoes Shopping,NS
2025-12-25 00:00:00,1443,2846,148,78.99,3.47,2202,478,0.0,3.14,3367,0.0,370,0.0,14126,1062,1845,2.58,0.07,798,0,0,30600,0,7,0,23,2.64,Nacoes Shopping,NS
2025-12-20 00:00:00,1293,2719,137,82.64,3.42,2090,356,0.0,3.47,2944,0.0,258,0.0,11748,858,1875,3.29,0.1,647,0,0,25104,1,4,0,17,2.92,Nacoes Shopping,NS
2025-12-15 00:00:00,1223,2497,222,88.06,3.17,1922,356,0.0,2.12,3706,0.0,237,0.0,24643,964,1684,2.89,0.09,614,0,0,30421,0,3,0,27,2.84,Nacoes Shopping,NS
2025-12-10 00:00:00,1318,2712,191,93.45,2.43,2219,477,0.0,2.35,4125,0.0,329,0.0,24106,744,1943,3.05,0.13,780,2,0,30615,2,10,0,55,3.11,Nacoes Shopping,NS
2026-01-02 00:00:00,3,3,0,0.0,40.0,1,1,0.0,2.17,2,0.0,1,0.0,8,2,1,0.0,0.0,1,0,0,5,0,0,0,0,5.8,Nacoes Shopping,NS
2025-12-28 00:00:00,2045,3856,102,83.09,4.76,2856,665,0.0,3.68,4269,0.0,525,0.0,15791,1527,2577,2.59,0.05,1041,1,0,32098,0,8,0,26,3.43,Nacoes Shopping,NS
2025-12-23 00:00:00,1196,2316,205,81.88,3.01,1784,386,0.0,3.57,2681,0.0,269,0.0,10256,779,1541,3.16,0.11,636,1,0,25875,0,8,0,30,2.35,Nacoes Shopping,NS
2025-12-18 00:00:00,1062,2128,221,80.14,3.35,1567,263,0.0,2.87,2425,0.0,176,0.0,11220,838,1377,3.2,0.1,463,1,0,25010,0,4,0,16,2.17,Nacoes Shopping,NS
2025-12-13 00:00:00,1428,2770,131,92.54,3.13,2143,482,0.0,2.22,3927,0.0,350,0.0,24808,937,1881,3.09,0.1,785,0,0,29979,2,3,0,22,3.22,Nacoes Shopping,NS
2026-01-07 00:00:00,0,0,0,0.0,0.0,0,0,0.0,0.69,0,0.0,0,0.0,2,0,0,0.0,0.0,0,0,0,2,0,0,0,0,1.37,Nacoes Shopping,NS
2025-12-11 00:00:00,1190,2347,155,94.49,2.66,1868,416,0.0,2.3,3693,0.0,299,0.0,23244,767,1665,3.28,0.12,710,0,0,28815,0,4,0,25,3.17,Nacoes Shopping,NS
2026-01-05 00:00:00,3,4,0,0.0,12.5,3,1,0.0,14.6,4,0.0,1,0.0,4,1,2,0.0,0.0,2,0,0,8,0,0,0,0,19.47,Nacoes Shopping,NS
2025-12-31 00:00:00,1155,2049,123,50.26,5.05,1352,269,0.0,4.11,1759,0.0,181,0.0,6063,1094,1286,2.32,0.05,470,2,0,21654,0,1,0,8,2.1,Nacoes Shopping,NS
2025-12-26 00:00:00,1484,2758,182,74.82,3.28,2043,500,0.0,3.27,3151,0.0,376,0.0,13227,1008,1839,2.43,0.07,781,1,0,30730,2,7,0,15,2.47,Nacoes Shopping,NS
2025-12-21 00:00:00,1146,2575,218,82.57,2.85,2084,364,0.0,3.3,3131,0.0,254,0.0,12235,799,1792,2.95,0.1,647,0,0,27991,0,6,0,25,2.58,Nacoes Shopping,NS
2025-12-16 00:00:00,1086,2106,231,84.94,3.63,1530,277,0.0,1.99,2848,0.0,183,0.0,18926,1030,1319,2.99,0.08,484,0,0,28378,0,10,0,23,2.26,Nacoes Shopping,NS
2025-12-14 00:00:00,1621,3245,120,92.57,3.73,2487,497,0.0,2.34,4399,0.0,343,0.0,26166,1142,2216,3.03,0.08,850,0,0,30583,0,8,0,39,3.5,Nacoes Shopping,NS
2026-01-08 00:00:00,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,Nacoes Shopping,NS
2026-01-03 00:00:00,0,1,0,0.0,0.0,1,0,0.0,4.89,3,0.0,0,0.0,4,0,1,0.0,0.0,0,0,0,3,0,0,0,0,6.52,Nacoes Shopping,NS
2025-12-29 00:00:00,1917,3457,112,79.37,4.7,2501,603,0.0,3.49,3773,0.0,430,0.0,14917,1579,2256,2.36,0.05,950,1,0,33576,0,3,0,20,3.07,Nacoes Shopping,NS
2025-12-24 00:00:00,1502,3297,180,79.95,2.84,2711,556,0.0,4.06,3949,0.0,420,0.0,12294,866,2330,2.63,0.09,973,2,0,30440,2,8,0,33,3.02,Nacoes Shopping,NS
2025-12-19 00:00:00,1272,2579,200,83.03,3.87,1936,309,0.0,3.21,2761,0.0,204,0.0,11558,996,1698,3.23,0.08,602,2,0,25731,1,4,0,17,2.62,Nacoes Shopping,NS
2026-01-26 00:00:00,56,157,27,28.46,0.0,164,60,0.0,1.02,828,0.0,40,0.0,14591,0,224,1.94,0.0,100,1,0,14688,0,0,0,9,1.44,Nacoes Shopping,NS
2026-01-21 00:00:00,67,205,33,33.74,0.0,203,82,0.0,1.06,1115,0.0,60,0.0,18910,0,280,1.77,0.0,135,0,0,19038,0,2,0,9,1.76,Nacoes Shopping,NS
2026-01-11 00:00:00,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,Nacoes Shopping,NS
2026-02-05 00:00:00,186,673,70,83.04,0.0,671,118,0.0,1.28,3546,0.0,82,0.0,41603,0,586,1.97,0.0,216,2,0,42084,0,4,0,33,2.31,Nacoes Shopping,NS
2026-01-31 00:00:00,292,974,81,92.03,0.0,978,164,0.0,1.32,4760,0.0,112,0.0,47407,0,752,1.93,0.0,300,1,0,47769,5,2,0,34,2.75,Nacoes Shopping,NS
2026-01-16 00:00:00,73,209,33,33.66,0.0,209,81,0.0,1.04,1230,0.0,55,0.0,20253,0,303,1.65,0.0,142,0,0,20387,0,0,0,5,1.76,Nacoes Shopping,NS
2026-01-09 00:00:00,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,Nacoes Shopping,NS
2026-01-19 00:00:00,76,208,29,31.47,0.0,211,73,0.0,1.1,1156,0.0,55,0.0,17176,0,281,1.82,0.0,127,0,0,17300,0,1,0,9,1.64,Nacoes Shopping,NS
2026-01-14 00:00:00,26,89,17,11.98,0.0,89,25,0.0,0.96,439,0.0,20,0.0,9347,0,130,1.27,0.0,52,0,0,9413,0,0,0,1,1.68,Nacoes Shopping,NS
2026-01-24 00:00:00,53,167,28,30.78,0.0,170,59,0.0,1.02,1012,0.0,38,0.0,17623,0,242,1.74,0.0,92,0,0,17731,0,1,0,8,1.57,Nacoes Shopping,NS
2026-02-03 00:00:00,210,705,101,82.03,0.0,709,143,0.0,1.29,3535,0.0,102,0.0,40085,0,590,2.02,0.0,231,2,0,40649,0,8,0,36,2.01,Nacoes Shopping,NS
2026-01-29 00:00:00,163,588,71,52.07,0.0,580,105,0.0,1.26,2986,0.0,71,0.0,31284,0,509,1.65,0.0,182,0,0,31480,0,6,0,34,2.96,Nacoes Shopping,NS
2026-01-12 00:00:00,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,Nacoes Shopping,NS
2026-01-27 00:00:00,96,272,34,26.41,0.0,264,73,0.0,1.26,1356,0.0,51,0.0,14760,0,314,1.78,0.0,131,0,0,14869,1,2,0,14,2.02,Nacoes Shopping,NS
2026-01-22 00:00:00,42,163,31,31.49,0.0,168,70,0.0,0.96,992,0.0,47,0.0,19471,0,251,1.61,0.0,110,0,0,19593,0,1,0,7,1.69,Nacoes Shopping,NS
2026-01-17 00:00:00,84,246,32,33.8,0.0,243,85,0.0,1.08,1323,0.0,65,0.0,20394,0,371,1.64,0.0,141,0,0,20552,0,3,0,12,1.75,Nacoes Shopping,NS
2026-02-06 00:00:00,208,730,79,79.32,0.0,726,118,0.0,1.24,3566,0.0,87,0.0,43254,0,567,1.82,0.0,203,0,0,43683,0,10,0,48,2.34,Nacoes Shopping,NS
2026-02-01 00:00:00,268,1003,93,84.8,0.0,1009,161,0.0,1.31,4896,0.0,113,0.0,49635,0,822,1.69,0.0,302,1,0,50195,1,7,0,50,2.4,Nacoes Shopping,NS
2026-02-04 00:00:00,220,760,71,81.69,0.0,756,156,0.0,1.6,3729,0.0,109,0.0,38899,0,626,2.08,0.0,259,1,0,39335,3,5,0,32,2.41,Nacoes Shopping,NS
2026-01-30 00:00:00,278,936,101,97.28,0.0,934,154,0.0,1.27,4944,0.0,98,0.0,51967,0,728,1.86,0.0,279,1,0,52380,2,7,0,66,2.81,Nacoes Shopping,NS
2026-01-10 00:00:00,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,Nacoes Shopping,NS
2026-01-25 00:00:00,78,213,31,28.72,0.0,216,86,0.0,1.05,1073,0.0,60,0.0,18117,0,308,1.57,0.0,138,0,0,18244,0,2,0,7,1.59,Nacoes Shopping,NS
2026-01-20 00:00:00,76,203,30,30.59,0.0,207,87,0.0,1.1,1047,0.0,65,0.0,15018,0,280,2.02,0.0,126,0,0,15140,0,0,0,6,1.52,Nacoes Shopping,NS
2026-01-15 00:00:00,78,239,36,34.65,0.0,244,89,0.0,1.04,1232,0.0,68,0.0,21348,0,365,1.61,0.0,159,0,0,21494,0,1,0,3,1.9,Nacoes Shopping,NS
2026-02-02 00:00:00,252,845,98,82.54,0.0,841,154,0.0,1.31,4217,0.0,98,0.0,44634,0,706,1.82,0.0,272,2,0,45254,3,6,0,46,2.08,Nacoes Shopping,NS
2026-01-28 00:00:00,111,378,37,30.18,0.0,363,93,0.0,1.28,2021,0.0,67,0.0,19384,0,405,1.55,0.0,165,0,0,19483,1,2,0,29,2.61,Nacoes Shopping,NS
2026-01-13 00:00:00,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,Nacoes Shopping,NS
2026-02-07 00:00:00,177,608,57,63.57,0.0,604,127,0.0,1.45,2992,0.0,85,0.0,32582,0,549,1.93,0.0,210,1,0,32928,0,5,0,30,2.43,Nacoes Shopping,NS
2026-01-23 00:00:00,61,195,33,30.4,0.0,189,65,0.0,1.0,955,0.0,47,0.0,18143,0,260,1.66,0.0,107,0,0,18274,1,3,0,14,1.61,Nacoes Shopping,NS
2026-01-18 00:00:00,94,264,43,33.46,0.0,272,95,0.0,1.11,1308,0.0,64,0.0,20113,0,339,1.65,0.0,165,0,0,20265,0,1,0,8,1.71,Nacoes Shopping,NS
2026-03-02 00:00:00,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,Nacoes Shopping,NS
2026-02-25 00:00:00,15,44,5,3.25,0.0,43,8,0.0,1.36,211,0.0,6,0.0,2040,0,39,1.59,0.0,16,1,0,2044,0,1,0,3,1.8,Nacoes Shopping,NS
2026-02-20 00:00:00,44,170,16,15.15,0.0,165,45,0.0,1.29,901,0.0,31,0.0,8912,0,182,1.69,0.0,73,0,0,8981,2,2,0,4,1.69,Nacoes Shopping,NS
2026-02-15 00:00:00,92,266,19,16.9,0.0,264,67,0.0,1.5,1206,0.0,40,0.0,8869,0,280,1.88,0.0,115,0,0,8968,0,6,0,7,1.96,Nacoes Shopping,NS
2026-02-10 00:00:00,74,259,19,19.58,0.0,260,67,0.0,1.47,1222,0.0,45,0.0,11811,0,264,1.65,0.0,104,1,0,11900,1,1,0,12,2.21,Nacoes Shopping,NS
2026-03-05 00:00:00,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,Nacoes Shopping,NS
2026-02-23 00:00:00,23,105,2,12.04,0.0,100,18,0.0,1.26,574,0.0,9,0.0,5594,0,107,2.13,0.0,35,0,0,5650,0,1,0,4,1.52,Nacoes Shopping,NS
2026-02-18 00:00:00,43,154,15,15.84,0.0,151,35,0.0,1.18,879,0.0,22,0.0,11338,0,145,1.39,0.0,59,0,0,11417,0,1,0,5,1.73,Nacoes Shopping,NS
2026-02-13 00:00:00,70,222,22,18.12,0.0,216,52,0.0,1.36,1103,0.0,40,0.0,10548,0,240,1.7,0.0,90,0,0,10651,0,4,0,16,1.87,Nacoes Shopping,NS
2026-02-08 00:00:00,126,389,37,31.43,0.0,384,87,0.0,1.4,1968,0.0,68,0.0,16756,0,368,1.86,0.0,159,0,0,16942,1,3,0,20,1.86,Nacoes Shopping,NS
2026-03-03 00:00:00,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,Nacoes Shopping,NS
2026-02-21 00:00:00,53,185,19,14.61,0.0,178,36,0.0,1.36,916,0.0,24,0.0,8444,0,189,1.72,0.0,71,0,0,8479,0,4,0,11,1.82,Nacoes Shopping,NS
2026-02-16 00:00:00,59,202,23,16.27,0.0,200,43,0.0,1.44,1010,0.0,34,0.0,8489,0,215,1.89,0.0,72,1,0,8598,1,4,0,7,1.77,Nacoes Shopping,NS
2026-02-11 00:00:00,55,210,29,18.44,0.0,210,46,0.0,1.27,1091,0.0,31,0.0,12087,0,243,1.51,0.0,84,0,0,12188,1,2,0,9,1.9,Nacoes Shopping,NS
2026-02-24 00:00:00,30,105,10,11.38,0.0,103,26,0.0,1.23,622,0.0,18,0.0,6825,0,117,1.66,0.0,42,0,0,6869,2,0,0,3,1.76,Nacoes Shopping,NS
2026-02-19 00:00:00,52,169,22,15.54,0.0,169,48,0.0,1.28,878,0.0,33,0.0,10070,0,178,1.53,0.0,76,0,0,10159,0,2,0,7,1.71,Nacoes Shopping,NS
2026-02-14 00:00:00,93,281,19,18.04,0.0,268,73,0.0,1.51,1321,0.0,52,0.0,10200,0,296,1.76,0.0,129,2,0,10271,1,4,0,13,2.09,Nacoes Shopping,NS
2026-02-09 00:00:00,82,251,34,18.45,0.0,253,84,0.0,1.58,1256,0.0,55,0.0,9019,0,299,2.03,0.0,123,1,0,9109,0,4,0,18,1.9,Nacoes Shopping,NS
2026-03-06 00:00:00,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,Nacoes Shopping,NS
2026-03-09 00:00:00,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,Nacoes Shopping,NS
2026-03-04 00:00:00,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,Nacoes Shopping,NS
2026-02-27 00:00:00,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,Nacoes Shopping,NS
2026-02-22 00:00:00,63,172,11,13.25,0.0,164,40,0.0,1.36,828,0.0,25,0.0,7620,0,181,1.72,0.0,72,0,0,7699,0,3,0,11,1.74,Nacoes Shopping,NS
