shopping,shopping_sigla,grupo_anuncio,keyword,match_type,quality_score,data,impressoes,cliques,ctr,cpc_medio,custo,conversoes,valor_conversoes
GERAL,GERAL,Narbona - Alta intenção,shopping continente são josé,BROAD,7.0,2026-02-20,26,2,0.07692307692307693,0.985,1.97,3.0,0.0
GERAL,GERAL,Narbona - Genérico Awareness,onde comer perto de mim,BROAD,1.0,2026-02-26,17,1,0.058823529411764705,1.97,1.97,1.0,0.0
GERAL,GERAL,GS searchLpnova,cinema garten,BROAD,10.0,2026-01-15,89,30,0.33707865168539325,0.06566293333333334,1.969888,6.583334,0.0
GERAL,GERAL,GS searchLpnova,cinema garten shopping joinville,BROAD,10.0,2026-02-07,181,88,0.4861878453038674,0.022343920454545457,1.966265,29.250001,0.0
GERAL,GERAL,NS_Search,shopping,BROAD,8.0,2026-01-20,311,95,0.3054662379421222,0.020696126315789477,1.966132,61.384798,0.0
GERAL,GERAL,GS searchLpnova,cinema garten,BROAD,10.0,2026-02-21,205,150,0.7317073170731707,0.013103459999999999,1.965519,47.650003,0.0
GERAL,GERAL,Grupo de anúncios 1,shopping en florianopolis,BROAD,3.0,2026-03-07,315,72,0.22857142857142856,0.027281569444444445,1.964273,0.0,0.0
GERAL,GERAL,Grupo de anúncios 1,promoção na lojas,BROAD,,2026-01-09,34,5,0.14705882352941177,0.3925152,1.962576,6.0,0.0
GERAL,GERAL,Grupo de anúncios 1,cinema,BROAD,8.0,2026-01-30,346,82,0.23699421965317918,0.023902439024390244,1.96,37.989246,1.0
GERAL,GERAL,Grupo de anúncios 1,shopping promocao,BROAD,,2025-12-12,42,4,0.09523809523809523,0.49,1.96,3.0,0.0
GERAL,GERAL,Grupo de anúncios 1,lojas no Continente shopping,BROAD,,2026-01-11,50,4,0.08,0.49,1.96,4.0,0.0
GERAL,GERAL,Narbona - Genérico Awareness,restaurants,BROAD,,2026-02-23,41,1,0.024390243902439025,1.96,1.96,1.0,0.0
GERAL,GERAL,Grupo BS Search,lojas,BROAD,,2026-02-24,56,7,0.125,0.2797442857142857,1.95821,6.5,0.0
GERAL,GERAL,NR Search,lojas shopping,BROAD,4.0,2026-02-19,16,5,0.3125,0.39101640000000004,1.955082,5.0,0.0
GERAL,GERAL,Grupo de anúncios 1,ofertas roupas,BROAD,,2025-12-13,92,2,0.021739130434782608,0.977208,1.954416,2.0,0.0
GERAL,GERAL,NS_Search,gnc cinemas,BROAD,6.0,2026-01-14,74,28,0.3783783783783784,0.06977964285714286,1.95383,11.0,0.0
GERAL,GERAL,Grupo de anúncios 1,shopping,BROAD,8.0,2026-03-07,364,65,0.17857142857142858,0.030021707692307692,1.951411,0.0,0.0
GERAL,GERAL,Grupo de anúncios 1,filmes em cartaz cinepolis,BROAD,8.0,2026-02-04,25,8,0.32,0.2439015,1.951212,2.333333,0.0
GERAL,GERAL,Grupo BS Search,shopping,BROAD,8.0,2026-02-13,105,21,0.2,0.09285714285714286,1.95,23.166666,0.0
GERAL,GERAL,Grupo de anúncios 1,promoção do shopping,BROAD,,2025-12-18,64,5,0.078125,0.39,1.95,7.0,0.0
GERAL,GERAL,Grupo de anúncios 1,lojas em promoção,BROAD,,2025-12-28,174,8,0.04597701149425287,0.24375,1.95,4.0,0.0
GERAL,GERAL,Grupo de anúncios 1,shopping promocao,BROAD,,2025-12-21,42,7,0.16666666666666666,0.2785714285714286,1.95,7.0,0.0
GERAL,GERAL,Narbona - Alta intenção,sorvetes artesanais,BROAD,,2025-12-24,10,2,0.2,0.975,1.95,3.0,0.0
GERAL,GERAL,NK Search,Cinema Neumarkt,BROAD,10.0,2026-01-29,89,18,0.20224719101123595,0.1083038888888889,1.94947,8.0,0.0
GERAL,GERAL,Grupo de anúncios 1,shopping sao jose,BROAD,8.0,2025-12-22,53,11,0.20754716981132076,0.1772129090909091,1.949342,8.0,0.0
GERAL,GERAL,NR Search,shopping blumenau,BROAD,3.0,2026-01-14,96,25,0.2604166666666667,0.07781024,1.945256,25.6875,0.0
GERAL,GERAL,Narbona - Alta intenção,restaurante mais próximo de mim,BROAD,1.0,2026-02-19,12,2,0.16666666666666666,0.9721345,1.944269,1.0,0.0
GERAL,GERAL,NK Search,Cinema Neumarkt,BROAD,10.0,2026-01-14,104,31,0.2980769230769231,0.06260877419354839,1.940872,21.0,0.0
GERAL,GERAL,NR Search,lojas shopping,BROAD,4.0,2026-03-02,30,5,0.16666666666666666,0.388,1.94,6.0,0.0
GERAL,GERAL,Grupo de anúncios 1,shopping promocao,BROAD,,2025-12-12,8,1,0.125,1.94,1.94,1.0,0.0
GERAL,GERAL,Narbona - Alta intenção,shopping continente são josé,BROAD,7.0,2026-02-23,27,2,0.07407407407407407,0.97,1.94,3.0,0.0
GERAL,GERAL,Grupo de anúncios 1,material escolar,BROAD,5.0,2026-02-01,33,2,0.06060606060606061,0.97,1.94,1.0,0.0
GERAL,GERAL,Grupo de anúncios 1,material escolar,BROAD,,2026-02-07,50,2,0.04,0.97,1.94,1.0,0.0
GERAL,GERAL,Grupo BS Search,lojas cerca de mi,BROAD,,2026-03-01,26,5,0.19230769230769232,0.3875564,1.937782,7.0,0.0
GERAL,GERAL,Grupo de anúncios 1,shopping,BROAD,8.0,2026-02-01,399,87,0.21804511278195488,0.02227158620689655,1.937628,41.155914,0.0
GERAL,GERAL,GS searchLpnova,gnc garten,BROAD,9.0,2026-01-28,140,38,0.2714285714285714,0.050877368421052636,1.93334,26.0,0.0
GERAL,GERAL,Grupo de anúncios 1,shopping em promoção,BROAD,,2026-01-11,24,4,0.16666666666666666,0.4827245,1.930898,2.0,0.0
GERAL,GERAL,Grupo de anúncios 1,lojas de promoção,BROAD,,2025-12-08,61,3,0.04918032786885246,0.6433333333333334,1.93,3.0,0.0
GERAL,GERAL,Narbona - Alta intenção,restaurante continente shopping,BROAD,,2026-01-06,10,2,0.2,0.965,1.93,6.5,0.0
GERAL,GERAL,Narbona - Genérico Awareness,restaurante em São José,BROAD,,2026-02-20,24,1,0.041666666666666664,1.93,1.93,1.0,0.0
GERAL,GERAL,Grupo de anúncios 1,material escolar,BROAD,3.0,2026-02-04,26,2,0.07692307692307693,0.965,1.93,0.0,0.0
GERAL,GERAL,Grupo de anúncios 1,shopping florianopolis,BROAD,6.0,2026-02-24,299,50,0.16722408026755853,0.03858142,1.929071,34.5,0.0
GERAL,GERAL,Grupo de anúncios 1,shopping,BROAD,8.0,2026-02-03,324,67,0.20679012345679013,0.028724044776119406,1.924511,65.0,0.0
GERAL,GERAL,Grupo de anúncios 1,filmes em cartaz continente shopping,BROAD,10.0,2026-02-04,36,9,0.25,0.21358133333333335,1.922232,2.0,0.0
GERAL,GERAL,Grupo de anúncios 1,shopping balneario,BROAD,,2025-12-16,42,8,0.19047619047619047,0.240272125,1.922177,8.0,0.0
GERAL,GERAL,Grupo de anúncios 1,cinema continente shopping,BROAD,9.0,2026-02-11,557,164,0.29443447037701975,0.011715817073170732,1.921394,43.047618,0.0
GERAL,GERAL,Grupo de anúncios 1,shopping balneario,BROAD,,2025-12-12,55,5,0.09090909090909091,0.3842664,1.921332,3.0,0.0
GERAL,GERAL,Grupo de anúncios 1,promoção na lojas,BROAD,,2025-12-16,21,4,0.19047619047619047,0.48025,1.921,7.0,0.0
GERAL,GERAL,Grupo BS Search,shopping em balneário camboriú,BROAD,7.0,2026-02-28,59,14,0.23728813559322035,0.13714285714285712,1.92,11.0,0.0
GERAL,GERAL,NS_Search,cinema nações,BROAD,10.0,2026-02-03,136,76,0.5588235294117647,0.025263157894736845,1.92,22.424243,0.0
GERAL,GERAL,NR Search,norte shopping,BROAD,7.0,2026-02-04,26,3,0.11538461538461539,0.64,1.92,2.0,0.0
GERAL,GERAL,Narbona - Alta intenção,shopping continente restaurantes,BROAD,7.0,2025-12-14,15,2,0.13333333333333333,0.96,1.92,1.90909,0.0
GERAL,GERAL,Grupo de anúncios 1,material escolar,BROAD,1.0,2026-02-08,28,2,0.07142857142857142,0.96,1.92,0.0,0.0
GERAL,GERAL,Grupo BS Search,shopping cerca de mi,BROAD,3.0,2026-01-16,173,26,0.15028901734104047,0.07379669230769231,1.918714,38.0,0.0
GERAL,GERAL,Grupo BS Search,cinema balneário camboriú shopping,BROAD,9.0,2026-03-02,16,8,0.5,0.239717,1.917736,1.0,0.0
GERAL,GERAL,Grupo de anúncios 1,shopping sao jose,BROAD,8.0,2025-12-26,60,13,0.21666666666666667,0.14750984615384616,1.917628,20.7,0.0
GERAL,GERAL,GS searchLpnova,cinema,BROAD,10.0,2026-03-07,257,91,0.3540856031128405,0.021063373626373623,1.916767,0.0,0.0
GERAL,GERAL,Grupo BS Search,balneario shopping,BROAD,8.0,2026-01-27,86,24,0.27906976744186046,0.07974445833333332,1.913867,7.25,0.0
GERAL,GERAL,NK Search,ingresso cinema,BROAD,7.0,2026-02-24,76,18,0.23684210526315788,0.10623722222222222,1.91227,8.5,0.0
GERAL,GERAL,Grupo de anúncios 1,shopping em balneário camboriú,BROAD,8.0,2025-12-24,118,26,0.22033898305084745,0.07351096153846153,1.911285,36.0,0.0
GERAL,GERAL,Grupo de anúncios 1,Continente shopping telefone,BROAD,7.0,2026-01-09,14,3,0.21428571428571427,0.6366666666666666,1.91,4.0,0.0
GERAL,GERAL,Grupo de anúncios 1,outlet promoção,BROAD,,2026-01-10,71,3,0.04225352112676056,0.6366666666666666,1.91,4.0,0.0
GERAL,GERAL,Narbona - Alta intenção,restaurantes shopping continente,BROAD,8.0,2026-01-10,26,3,0.11538461538461539,0.6366666666666666,1.91,1.0,0.0
GERAL,GERAL,Narbona - Genérico Awareness,restaurantes near me,BROAD,,2026-02-22,28,2,0.07142857142857142,0.955,1.91,0.0,0.0
GERAL,GERAL,NR Search,Shopping em Santa Catarina,BROAD,,2026-02-22,79,16,0.20253164556962025,0.119319375,1.90911,4.0,0.0
GERAL,GERAL,Grupo de anúncios 1,lojas em promoção,BROAD,,2025-12-08,25,7,0.28,0.2727172857142857,1.909021,8.0,0.0
GERAL,GERAL,Grupo de anúncios 1,shopping en florianopolis,BROAD,3.0,2026-02-21,291,41,0.140893470790378,0.046552853658536585,1.908667,24.5,0.0
GERAL,GERAL,Grupo BS Search,cinema,BROAD,10.0,2026-01-14,173,46,0.2658959537572254,0.04148767391304348,1.908433,21.331019,0.0
GERAL,GERAL,GS searchLpnova,garten,BROAD,10.0,2026-03-05,208,64,0.3076923076923077,0.029814828125,1.908149,4.0,0.0
GERAL,GERAL,Narbona - Alta intenção,restaurante mais próximo de mim,BROAD,1.0,2025-12-28,42,3,0.07142857142857142,0.6343666666666666,1.9031,2.0,0.0
GERAL,GERAL,NR Search,cinema norte shopping,BROAD,5.0,2026-01-16,19,1,0.05263157894736842,1.90125,1.90125,0.0,0.0
GERAL,GERAL,NR Search,cinema blumenau,BROAD,4.0,2026-01-17,102,4,0.0392156862745098,0.475217,1.900868,5.0,0.0
GERAL,GERAL,Grupo BS Search,balneario shopping,BROAD,8.0,2026-02-24,35,7,0.2,0.27153814285714284,1.900767,9.0,0.0
GERAL,GERAL,NK Search,shopping en camboriu,BROAD,,2026-01-19,46,22,0.4782608695652174,0.08636363636363636,1.9,32.666667,0.0
GERAL,GERAL,Grupo de anúncios 1,shopping sao jose,BROAD,8.0,2025-12-19,20,4,0.2,0.475,1.9,4.0,0.0
GERAL,GERAL,Grupo de anúncios 1,lojas com promoção,BROAD,,2025-12-23,101,10,0.09900990099009901,0.19,1.9,11.0,0.0
GERAL,GERAL,Narbona - Alta intenção,restaurantes próximos a mim,BROAD,1.0,2026-01-13,34,2,0.058823529411764705,0.95,1.9,1.5,0.0
GERAL,GERAL,Narbona - Genérico Awareness,gastronomia florianopolis,BROAD,,2026-02-27,7,2,0.2857142857142857,0.95,1.9,1.0,0.0
GERAL,GERAL,Grupo de anúncios 1,cinema,BROAD,8.0,2026-01-19,388,152,0.3917525773195876,0.012494756578947368,1.899203,53.733333,0.0
GERAL,GERAL,Grupo de anúncios 1,shopping perto de mim,BROAD,8.0,2025-12-24,186,29,0.15591397849462366,0.06547420689655173,1.898752,23.0,0.0
GERAL,GERAL,NS_Search,shopping,BROAD,8.0,2026-01-15,187,66,0.35294117647058826,0.028766257575757577,1.898573,24.627089,0.0
GERAL,GERAL,Narbona - Alta intenção,restaurantes para jantar hoje,BROAD,,2025-12-16,27,2,0.07407407407407407,0.948698,1.897396,3.0,0.0
GERAL,GERAL,Grupo de anúncios 1,balneário shopping,BROAD,8.0,2025-12-31,311,46,0.14790996784565916,0.04121986956521739,1.896114,56.5,0.0
GERAL,GERAL,Grupo de anúncios 1,shopping sao jose,BROAD,8.0,2026-01-07,56,14,0.25,0.13527178571428572,1.893805,15.0,0.0
GERAL,GERAL,NS_Search,nações shopping cinema,BROAD,10.0,2026-02-07,211,151,0.7156398104265402,0.0125378940397351,1.893222,49.182985,1.0
GERAL,GERAL,Grupo de anúncios 1,lojas com promoção,BROAD,,2026-01-09,76,8,0.10526315789473684,0.236564375,1.892515,11.0,0.0
GERAL,GERAL,GS searchLpnova,cinema garten,BROAD,10.0,2026-01-27,284,99,0.3485915492957746,0.01911469696969697,1.892355,27.566666,0.0
GERAL,GERAL,NR Search,Shopping em Santa Catarina,BROAD,,2026-03-06,49,10,0.20408163265306123,0.1891739,1.891739,1.0,0.0
GERAL,GERAL,Grupo de anúncios 1,shopping,BROAD,8.0,2026-01-20,543,122,0.22467771639042358,0.01549894262295082,1.890871,81.642425,0.0
GERAL,GERAL,Grupo BS Search,shopping,BROAD,8.0,2026-01-12,136,25,0.18382352941176472,0.0756,1.89,37.740741,0.0
GERAL,GERAL,Narbona - Alta intenção,restaurante gourmet sc,BROAD,,2026-01-09,25,1,0.04,1.89,1.89,2.0,0.0
GERAL,GERAL,Narbona - Alta intenção,restaurantes cerca de mi,BROAD,3.0,2026-02-04,117,2,0.017094017094017096,0.945,1.89,0.0,0.0
GERAL,GERAL,Narbona - Genérico Awareness,restaurantes cerca de mi,BROAD,,2026-02-27,46,2,0.043478260869565216,0.945,1.89,1.0,0.0
GERAL,GERAL,Grupo de anúncios 1,utilidade,BROAD,,2026-01-18,8,1,0.125,1.89,1.89,1.0,0.0
GERAL,GERAL,Narbona - Genérico Awareness,restaurantes cerca de mi,BROAD,,2026-03-05,34,2,0.058823529411764705,0.945,1.89,0.0,0.0
GERAL,GERAL,NK Search,neumarkt,BROAD,10.0,2026-01-20,75,24,0.32,0.07873133333333333,1.889552,15.5,0.0
GERAL,GERAL,Grupo BS Search,balneario shopping,BROAD,8.0,2026-02-07,171,40,0.23391812865497075,0.047225724999999996,1.889029,20.0,0.0
GERAL,GERAL,NK Search,shopping camboriu,BROAD,,2026-02-28,41,12,0.2926829268292683,0.1573775,1.88853,14.833333,0.0
GERAL,GERAL,NS_Search,cinema,BROAD,10.0,2026-01-14,154,56,0.36363636363636365,0.03358094642857143,1.880533,24.242425,0.0
GERAL,GERAL,GS searchLpnova,shopping joinville,BROAD,8.0,2026-02-22,153,39,0.2549019607843137,0.0482114358974359,1.880246,41.314816,0.0
GERAL,GERAL,Grupo BS Search,shopping camboriu,BROAD,8.0,2026-02-23,80,15,0.1875,0.12533333333333332,1.88,18.333333,0.0
GERAL,GERAL,NR Search,cinépolis blumenau,BROAD,5.0,2026-01-29,22,2,0.09090909090909091,0.94,1.88,2.0,1.0
GERAL,GERAL,Grupo de anúncios 1,outlet promoção,BROAD,,2026-01-11,40,5,0.125,0.376,1.88,4.0,0.0
GERAL,GERAL,Grupo de anúncios 1,lojas em promoção,BROAD,,2025-12-10,46,2,0.043478260869565216,0.94,1.88,1.0,0.0
GERAL,GERAL,Narbona - Alta intenção,shopping continente,BROAD,7.0,2026-02-18,33,3,0.09090909090909091,0.6266666666666666,1.88,2.0,0.0
GERAL,GERAL,Narbona - Alta intenção,restaurante narbona,PHRASE,7.0,2026-02-26,1,2,2.0,0.94,1.88,0.0,0.0
GERAL,GERAL,Grupo de anúncios 1,material escolar,BROAD,3.0,2026-02-03,33,2,0.06060606060606061,0.94,1.88,0.0,0.0
GERAL,GERAL,Grupo de anúncios 1,shopping em balneário camboriú,BROAD,8.0,2025-12-23,133,32,0.24060150375939848,0.058691875,1.87814,46.566665,0.0
GERAL,GERAL,NK Search,ingresso cinema,BROAD,7.0,2026-02-17,163,61,0.37423312883435583,0.030770311475409835,1.876989,40.619047,0.0
GERAL,GERAL,Grupo de anúncios 1,shopping sao jose,BROAD,8.0,2025-12-09,50,11,0.22,0.1706221818181818,1.876844,1.6875,0.0
GERAL,GERAL,NR Search,norte shopping,BROAD,7.0,2026-03-06,56,2,0.03571428571428571,0.937235,1.87447,0.0,0.0
GERAL,GERAL,GS searchLpnova,gnc garten,BROAD,9.0,2026-02-13,160,28,0.175,0.06689932142857144,1.873181,18.833334,0.0
GERAL,GERAL,NK Search,gnc cinemas blumenau,BROAD,6.0,2026-02-01,11,4,0.36363636363636365,0.4675,1.87,26.0,1.0
GERAL,GERAL,NK Search,shopping,BROAD,8.0,2026-02-12,123,30,0.24390243902439024,0.06233333333333334,1.87,29.333333,0.0
GERAL,GERAL,GS searchLpnova,shopping joinville,BROAD,8.0,2026-02-13,76,17,0.2236842105263158,0.11,1.87,19.0,0.0
GERAL,GERAL,Grupo de anúncios 1,lojas de promoção,BROAD,,2025-12-17,78,5,0.0641025641025641,0.374,1.87,12.0,0.0
GERAL,GERAL,Grupo de anúncios 1,lojas no Nações shopping,BROAD,3.0,2026-01-09,44,9,0.20454545454545456,0.20777777777777778,1.87,16.0,0.0
GERAL,GERAL,Narbona - Alta intenção,continente shopping florianópolis,BROAD,7.0,2026-02-26,2,1,0.5,1.87,1.87,1.0,0.0
GERAL,GERAL,NS_Search,shopping criciuma,BROAD,8.0,2026-01-17,105,34,0.3238095238095238,0.054972441176470585,1.869063,38.0,0.0
GERAL,GERAL,Grupo de anúncios 1,shopping camboriu,BROAD,8.0,2025-12-24,129,30,0.23255813953488372,0.0622976,1.868928,26.8125,0.0
GERAL,GERAL,Grupo de anúncios 1,continente shopping,BROAD,10.0,2026-02-09,451,149,0.3303769401330377,0.012542496644295303,1.868832,82.983334,1.0
GERAL,GERAL,Grupo BS Search,lojas,BROAD,,2026-02-20,80,17,0.2125,0.10984958823529412,1.867443,15.666666,0.0
GERAL,GERAL,GS searchLpnova,cinema joinville,BROAD,10.0,2026-02-08,406,136,0.33497536945812806,0.013715117647058824,1.865256,27.833333,0.0
GERAL,GERAL,NR Search,shopping norte blumenau,BROAD,5.0,2026-01-29,28,4,0.14285714285714285,0.466058,1.864232,4.0,0.0
GERAL,GERAL,Grupo de anúncios 1,shopping em promoção,BROAD,,2025-12-31,99,16,0.16161616161616163,0.116513375,1.864214,17.0,0.0
GERAL,GERAL,Grupo de anúncios 1,roupas promoção,BROAD,,2025-12-10,30,4,0.13333333333333333,0.465,1.86,1.0,0.0
GERAL,GERAL,Grupo de anúncios 1,shopping promocao,BROAD,,2025-12-31,59,10,0.1694915254237288,0.186,1.86,16.0,0.0
GERAL,GERAL,Grupo de anúncios 1,shopping em promoção,BROAD,,2025-12-19,35,9,0.2571428571428571,0.20666666666666667,1.86,17.3125,0.0
GERAL,GERAL,Narbona - Alta intenção,restaurante para jantar,BROAD,,2025-12-23,12,1,0.08333333333333333,1.86,1.86,1.0,0.0
GERAL,GERAL,NS_Search,cinema nações shopping,BROAD,10.0,2026-02-18,342,149,0.43567251461988304,0.012478073825503356,1.859233,57.592076,0.0
GERAL,GERAL,NK Search,Cinema Neumarkt,BROAD,10.0,2026-02-17,137,60,0.43795620437956206,0.03096046666666667,1.857628,27.666666,0.0
GERAL,GERAL,GS searchLpnova,cinema garten,BROAD,10.0,2026-02-22,162,126,0.7777777777777778,0.01474186507936508,1.857475,35.083333,0.0
GERAL,GERAL,GS searchLpnova,cinema garten,BROAD,10.0,2026-01-31,186,105,0.5645161290322581,0.017646514285714284,1.852884,32.249999,1.0
GERAL,GERAL,Grupo BS Search,camboriu brazil,BROAD,,2026-03-01,35,5,0.14285714285714285,0.3702296,1.851148,8.0,0.0
GERAL,GERAL,NK Search,shopping camboriu,BROAD,,2026-02-20,45,23,0.5111111111111111,0.08046817391304348,1.850768,35.0,0.0
GERAL,GERAL,Grupo BS Search,shopping balneário camboriú,BROAD,8.0,2026-02-25,56,11,0.19642857142857142,0.168199,1.850189,8.0,0.0
GERAL,GERAL,Grupo de anúncios 1,shopping,BROAD,8.0,2026-01-26,377,78,0.20689655172413793,0.023719346153846153,1.850109,68.259523,0.0
GERAL,GERAL,NK Search,Cinema Neumarkt,BROAD,10.0,2026-03-06,91,29,0.31868131868131866,0.06379479310344828,1.850049,0.0,0.0
GERAL,GERAL,Grupo de anúncios 1,promoção norte shopping,BROAD,9.0,2025-12-11,32,4,0.125,0.4625,1.85,4.238095,0.0
GERAL,GERAL,Grupo de anúncios 1,ofertas roupas,BROAD,,2025-12-12,53,3,0.05660377358490566,0.6166666666666666,1.85,7.0,0.0
GERAL,GERAL,Narbona - Alta intenção,outback shopping continente,BROAD,3.0,2026-02-24,5,1,0.2,1.85,1.85,0.0,0.0
GERAL,GERAL,Grupo de anúncios 1,cinema shopping balneario camboriu,BROAD,9.0,2026-02-08,151,29,0.19205298013245034,0.06379310344827586,1.85,11.025,0.0
GERAL,GERAL,Grupo BS Search,cinema balneário shopping,BROAD,9.0,2026-02-27,50,14,0.28,0.1320552142857143,1.848773,7.666667,0.0
GERAL,GERAL,GS searchLpnova,cinema garten,BROAD,10.0,2026-01-29,135,61,0.45185185185185184,0.030292409836065574,1.847837,17.333336,0.0
GERAL,GERAL,Grupo de anúncios 1,shopping em balneário camboriú,BROAD,8.0,2025-12-28,129,34,0.26356589147286824,0.054342,1.847628,39.3125,0.0
GERAL,GERAL,NK Search,cinema neumarkt blumenau,BROAD,8.0,2026-01-25,78,28,0.358974358974359,0.06597357142857144,1.84726,21.163934,0.0
GERAL,GERAL,Grupo de anúncios 1,lojas Continente shopping,BROAD,3.0,2026-01-01,206,20,0.0970873786407767,0.09236075,1.847215,30.533333,0.0
GERAL,GERAL,Grupo de anúncios 1,shopping balneário camboriú,BROAD,8.0,2026-01-01,658,52,0.0790273556231003,0.03550126923076923,1.846066,56.409091,0.0
GERAL,GERAL,GS searchLpnova,gnc garten,BROAD,9.0,2026-02-16,146,86,0.589041095890411,0.021458058139534886,1.845393,36.833333,0.0
GERAL,GERAL,Grupo de anúncios 1,promoção do shopping,BROAD,,2025-12-15,28,5,0.17857142857142858,0.369029,1.845145,6.0,0.0
GERAL,GERAL,NS_Search,gnc cinemas,BROAD,6.0,2026-03-04,52,9,0.17307692307692307,0.20499077777777777,1.844917,1.0,0.0
GERAL,GERAL,Grupo BS Search,Balneário,BROAD,,2026-03-01,30,4,0.13333333333333333,0.46031225,1.841249,6.0,0.0
GERAL,GERAL,Grupo BS Search,shopping em balneário camboriú,BROAD,7.0,2026-03-05,44,7,0.1590909090909091,0.26285714285714284,1.84,5.0,0.0
GERAL,GERAL,Grupo de anúncios 1,shopping em promoção,BROAD,,2025-12-17,21,4,0.19047619047619047,0.46,1.84,11.0,0.0
GERAL,GERAL,Grupo de anúncios 1,shopping promocao,BROAD,,2025-12-18,55,6,0.10909090909090909,0.3066666666666667,1.84,3.0,0.0
GERAL,GERAL,Narbona - Alta intenção,restaurante gourmet sc,BROAD,,2026-01-19,11,2,0.18181818181818182,0.92,1.84,2.0,0.0
GERAL,GERAL,Narbona - Alta intenção,restaurante de,BROAD,,2026-03-03,11,2,0.18181818181818182,0.9195095,1.839019,2.0,0.0
GERAL,GERAL,GS searchLpnova,shopping,BROAD,8.0,2026-02-22,137,37,0.27007299270072993,0.04969008108108108,1.838533,27.6875,0.0
GERAL,GERAL,Grupo de anúncios 1,materiais escolares,BROAD,3.0,2026-01-29,13,2,0.15384615384615385,0.919073,1.838146,0.0,0.0
GERAL,GERAL,Grupo de anúncios 1,loja garten shopping,BROAD,6.0,2025-12-31,125,10,0.08,0.1835868,1.835868,7.0,0.0
GERAL,GERAL,Grupo de anúncios 1,continente shopping,BROAD,10.0,2026-02-23,338,70,0.20710059171597633,0.026218,1.83526,37.5,0.0
GERAL,GERAL,Grupo de anúncios 1,cinema,BROAD,8.0,2026-02-13,252,67,0.26587301587301587,0.027367373134328358,1.833614,20.5,0.0
GERAL,GERAL,NK Search,shopping neumarkt,BROAD,10.0,2026-03-06,164,27,0.16463414634146342,0.0678935925925926,1.833127,0.0,0.0
GERAL,GERAL,Grupo BS Search,shopping cerca de mi,BROAD,3.0,2026-01-23,118,20,0.1694915254237288,0.0915,1.83,23.0,0.0
GERAL,GERAL,NK Search,cinema neumarkt blumenau,BROAD,8.0,2026-02-03,54,22,0.4074074074074074,0.08318181818181818,1.83,14.919047,0.0
GERAL,GERAL,Narbona - Alta intenção,cardápio pizzaria,BROAD,,2026-01-23,7,1,0.14285714285714285,1.83,1.83,1.0,0.0
GERAL,GERAL,Narbona - Alta intenção,restaurante no shopping,BROAD,,2026-02-08,1,1,1.0,1.83,1.83,2.0,0.0
GERAL,GERAL,Grupo de anúncios 1,material escolar,BROAD,3.0,2026-01-25,20,1,0.05,1.83,1.83,0.0,0.0
GERAL,GERAL,Grupo de anúncios 1,volta às aulas material escolar,BROAD,,2026-01-24,1,1,1.0,1.83,1.83,0.0,0.0
GERAL,GERAL,Grupo BS Search,balneário shopping,BROAD,8.0,2026-02-04,99,24,0.24242424242424243,0.07615116666666667,1.827628,16.333333,0.0
GERAL,GERAL,GS searchLpnova,gnc garten,BROAD,9.0,2026-01-22,133,43,0.3233082706766917,0.0424786511627907,1.826582,25.0,0.0
GERAL,GERAL,Grupo BS Search,balneário shopping,BROAD,8.0,2026-02-15,254,49,0.19291338582677164,0.03724924489795919,1.825213,30.0,0.0
GERAL,GERAL,GS searchLpnova,shopping,BROAD,8.0,2026-02-14,142,53,0.3732394366197183,0.034411490566037733,1.823809,41.0,0.0
GERAL,GERAL,GS searchLpnova,cinema,BROAD,10.0,2026-02-12,293,73,0.24914675767918087,0.024981260273972603,1.823632,18.333334,0.0
GERAL,GERAL,NK Search,ingresso cinema,BROAD,7.0,2026-03-05,144,29,0.2013888888888889,0.06287479310344828,1.823369,2.0,0.0
GERAL,GERAL,Grupo BS Search,lojas,BROAD,,2026-02-01,72,13,0.18055555555555555,0.14,1.82,10.0,0.0
GERAL,GERAL,NR Search,cinema,BROAD,5.0,2026-01-25,52,4,0.07692307692307693,0.455,1.82,1.799014,0.0
GERAL,GERAL,NR Search,Shopping em Santa Catarina,BROAD,,2026-02-14,79,18,0.22784810126582278,0.10111111111111111,1.82,17.6875,0.0
GERAL,GERAL,Grupo de anúncios 1,balneario shopping,BROAD,8.0,2025-12-21,195,15,0.07692307692307693,0.12133333333333333,1.82,20.666667,0.0
GERAL,GERAL,Grupo de anúncios 1,lojas Nações shopping,BROAD,3.0,2025-12-11,48,1,0.020833333333333332,1.82,1.82,2.0,0.0
GERAL,GERAL,Narbona - Alta intenção,restaurantes em florianópolis,BROAD,,2025-12-31,26,2,0.07692307692307693,0.91,1.82,1.0,0.0
GERAL,GERAL,Narbona - Genérico Awareness,restaurante em São José,BROAD,,2026-02-24,7,1,0.14285714285714285,1.82,1.82,0.0,0.0
GERAL,GERAL,Grupo de anúncios 1,shopping,BROAD,8.0,2026-01-29,333,64,0.1921921921921922,0.028418234375,1.818767,56.0,0.0
GERAL,GERAL,Grupo de anúncios 1,roupas promoção,BROAD,,2026-01-10,38,5,0.13157894736842105,0.3631288,1.815644,5.0,0.0
GERAL,GERAL,Narbona - Genérico Awareness,restaurantes near me,BROAD,,2026-02-26,13,1,0.07692307692307693,1.815176,1.815176,0.0,0.0
