shopping,shopping_sigla,grupo_anuncio,keyword,match_type,quality_score,data,impressoes,cliques,ctr,cpc_medio,custo,conversoes,valor_conversoes
GERAL,GERAL,Grupo de anúncios 1,cinema continente park shopping,BROAD,9.0,2026-02-11,41,13,0.3170731707317073,0.015384615384615385,0.2,5.333334,0.0
GERAL,GERAL,Grupo de anúncios 1,shopping continente florianópolis,BROAD,8.0,2026-02-17,22,9,0.4090909090909091,0.022222222222222223,0.2,11.5,0.0
GERAL,GERAL,Grupo de anúncios 1,shopping mais próximo,BROAD,8.0,2026-03-04,3,2,0.6666666666666666,0.1,0.2,0.0,0.0
GERAL,GERAL,Grupo de anúncios 1,shopping são josé sc,BROAD,7.0,2026-03-05,16,2,0.125,0.1,0.2,2.0,0.0
GERAL,GERAL,Grupo de anúncios 1,shopping balneário,BROAD,,2025-12-11,5,1,0.2,0.2,0.2,1.0,0.0
GERAL,GERAL,Grupo de anúncios 1,shopping em itapema sc,BROAD,,2025-12-13,9,3,0.3333333333333333,0.06666666666666667,0.2,0.0,0.0
GERAL,GERAL,Grupo de anúncios 1,balneário shopping balneário camboriú,BROAD,8.0,2025-12-14,15,2,0.13333333333333333,0.1,0.2,5.5,0.0
GERAL,GERAL,Grupo de anúncios 1,shopping em promoção,BROAD,,2025-12-18,15,1,0.06666666666666667,0.2,0.2,0.0,0.0
GERAL,GERAL,Grupo de anúncios 1,atlantico shopping balneário camboriú,BROAD,6.0,2025-12-20,11,2,0.18181818181818182,0.1,0.2,3.0,0.0
GERAL,GERAL,Grupo de anúncios 1,shopping em itapema,BROAD,4.0,2025-12-22,15,3,0.2,0.06666666666666667,0.2,1.0,0.0
GERAL,GERAL,Grupo de anúncios 1,shopping balneario,BROAD,,2025-12-25,89,2,0.02247191011235955,0.1,0.2,0.0,0.0
GERAL,GERAL,Grupo de anúncios 1,melhor shopping de balneário camboriú,BROAD,6.0,2025-12-29,16,7,0.4375,0.028571428571428574,0.2,9.0,0.0
GERAL,GERAL,Grupo de anúncios 1,shopping em balneario,BROAD,8.0,2025-12-30,27,8,0.2962962962962963,0.025,0.2,9.0,0.0
GERAL,GERAL,Grupo de anúncios 1,camboriu shopping,BROAD,,2026-01-09,24,1,0.041666666666666664,0.2,0.2,2.0,0.0
GERAL,GERAL,Grupo de anúncios 1,Continente shopping telefone,BROAD,7.0,2026-01-01,7,1,0.14285714285714285,0.2,0.2,1.0,0.0
GERAL,GERAL,Grupo de anúncios 1,shopping em promoção,BROAD,,2025-12-28,30,1,0.03333333333333333,0.2,0.2,0.0,0.0
GERAL,GERAL,Grupo de anúncios 1,promoção na lojas,BROAD,,2026-01-07,23,1,0.043478260869565216,0.2,0.2,1.0,0.0
GERAL,GERAL,Grupo de anúncios 1,shopping promocao,BROAD,,2026-01-10,12,1,0.08333333333333333,0.2,0.2,1.0,0.0
GERAL,GERAL,Grupo de anúncios 1,promoção em shopping,BROAD,,2025-12-11,15,1,0.06666666666666667,0.2,0.2,1.5,0.0
GERAL,GERAL,Grupo de anúncios 1,lojas com promoção,BROAD,,2025-12-19,22,1,0.045454545454545456,0.2,0.2,1.0,0.0
GERAL,GERAL,Grupo de anúncios 1,lojas de promoção,BROAD,,2025-12-29,35,1,0.02857142857142857,0.2,0.2,2.5,0.0
GERAL,GERAL,Grupo de anúncios 1,lojas no neumarkt shopping,BROAD,,2026-01-09,15,1,0.06666666666666667,0.2,0.2,0.0,0.0
GERAL,GERAL,Grupo de anúncios 1,promoções de natal,BROAD,,2025-12-27,1,1,1.0,0.2,0.2,1.0,0.0
GERAL,GERAL,Grupo de anúncios 1,lojas em promoção,BROAD,,2025-12-30,39,2,0.05128205128205128,0.1,0.2,0.0,0.0
GERAL,GERAL,Grupo de anúncios 1,lojas do norte shopping,BROAD,,2025-12-31,15,1,0.06666666666666667,0.2,0.2,1.0,0.0
GERAL,GERAL,Grupo de anúncios 1,sessao de cinema,BROAD,,2026-02-02,10,1,0.1,0.2,0.2,0.0,0.0
GERAL,GERAL,Grupo de anúncios 1,filmes assistir,BROAD,,2026-02-08,35,5,0.14285714285714285,0.04,0.2,1.0,0.0
GERAL,GERAL,Grupo de anúncios 1,filme nos cinemas,BROAD,10.0,2026-02-03,8,1,0.125,0.2,0.2,0.0,0.0
GERAL,GERAL,Grupo de anúncios 1,lojas com promoção,BROAD,,2026-01-01,11,3,0.2727272727272727,0.06665866666666667,0.199976,5.0,0.0
GERAL,GERAL,GS searchLpnova,cinema garten shopping joinville,BROAD,10.0,2026-02-19,44,15,0.3409090909090909,0.013321600000000001,0.199824,4.033334,0.0
GERAL,GERAL,GS searchLpnova,shopping santa catarina,BROAD,,2026-03-03,26,3,0.11538461538461539,0.06648,0.19944,3.0,0.0
GERAL,GERAL,Grupo de anúncios 1,shopping perto de mim,BROAD,6.0,2026-02-24,32,6,0.1875,0.0331975,0.199185,5.0,0.0
GERAL,GERAL,GS searchLpnova,garden cinema,BROAD,8.0,2026-01-21,39,15,0.38461538461538464,0.013274600000000001,0.199119,6.25,0.0
GERAL,GERAL,Grupo de anúncios 1,shopping centers,BROAD,,2026-02-23,21,4,0.19047619047619047,0.049746,0.198984,5.0,0.0
GERAL,GERAL,Grupo de anúncios 1,lojas,BROAD,,2026-02-23,62,5,0.08064516129032258,0.0397586,0.198793,2.0,0.0
GERAL,GERAL,NS_Search,Filmes em cartaz Nações Shopping,BROAD,10.0,2026-02-26,3,2,0.6666666666666666,0.099352,0.198704,0.0,0.0
GERAL,GERAL,Grupo de anúncios 1,cinepolis continente,BROAD,8.0,2026-01-18,96,16,0.16666666666666666,0.01241625,0.19866,2.5,0.0
GERAL,GERAL,Grupo BS Search,shopping en camboriu,BROAD,5.0,2026-01-21,18,4,0.2222222222222222,0.049458,0.197832,9.5,0.0
GERAL,GERAL,Grupo de anúncios 1,shopping centers,BROAD,,2026-01-21,53,9,0.16981132075471697,0.021974777777777777,0.197773,9.0,0.0
GERAL,GERAL,Grupo BS Search,shopping balneário camboriú cinema,BROAD,10.0,2026-02-21,12,4,0.3333333333333333,0.04941675,0.197667,2.0,0.0
GERAL,GERAL,NK Search,shopping de blumenau,BROAD,9.0,2026-01-12,5,3,0.6,0.065876,0.197628,2.0,0.0
GERAL,GERAL,GS searchLpnova,cinema joinville garten,BROAD,10.0,2026-02-09,34,11,0.3235294117647059,0.01796618181818182,0.197628,4.0,0.0
GERAL,GERAL,GS searchLpnova,shopping próximo a mim,BROAD,8.0,2026-02-17,36,7,0.19444444444444445,0.028232571428571426,0.197628,8.0,0.0
GERAL,GERAL,GS searchLpnova,gnc cinemas shopping garten,BROAD,10.0,2026-01-21,16,4,0.25,0.04938275,0.197531,3.0,0.0
GERAL,GERAL,Grupo de anúncios 1,shopping em palhoça sc,BROAD,6.0,2026-01-16,28,10,0.35714285714285715,0.0196478,0.196478,7.0,0.0
GERAL,GERAL,Grupo BS Search,shopping balneário camboriú cinema,BROAD,10.0,2026-03-07,6,2,0.3333333333333333,0.0980635,0.196127,0.0,0.0
GERAL,GERAL,NR Search,norte shopping cinema,BROAD,7.0,2026-01-19,5,1,0.2,0.196024,0.196024,0.0,0.0
GERAL,GERAL,NS_Search,gnc nações,BROAD,8.0,2026-02-13,34,5,0.14705882352941177,0.039051199999999994,0.195256,3.0,0.0
GERAL,GERAL,NS_Search,cinema shopping criciúma,BROAD,9.0,2026-03-05,3,1,0.3333333333333333,0.195073,0.195073,0.0,0.0
GERAL,GERAL,NS_Search,cinema nações shopping criciúma,BROAD,10.0,2026-02-27,14,7,0.5,0.027855285714285714,0.194987,1.0,0.0
GERAL,GERAL,GS searchLpnova,garten cinema,BROAD,10.0,2026-02-09,73,12,0.1643835616438356,0.016242083333333334,0.194905,10.0,0.0
GERAL,GERAL,NS_Search,gnc cinemas,BROAD,6.0,2026-01-26,41,7,0.17073170731707318,0.027801285714285712,0.194609,4.0,0.0
GERAL,GERAL,NK Search,lojas shopping,BROAD,7.0,2026-02-04,14,5,0.35714285714285715,0.0389152,0.194576,2.0,0.0
GERAL,GERAL,NK Search,lojas shopping,BROAD,7.0,2026-01-28,13,2,0.15384615384615385,0.0972225,0.194445,2.0,0.0
GERAL,GERAL,Grupo de anúncios 1,qual o melhor shopping de balneário camboriú,BROAD,5.0,2025-12-29,22,2,0.09090909090909091,0.097213,0.194426,4.0,0.0
GERAL,GERAL,NK Search,shopping perto de mim,BROAD,6.0,2026-01-20,14,3,0.21428571428571427,0.06475633333333333,0.194269,5.0,0.0
GERAL,GERAL,NS_Search,filmes em cartaz,BROAD,10.0,2026-02-25,15,4,0.26666666666666666,0.048526,0.194104,0.0,0.0
GERAL,GERAL,NS_Search,cinema shopping nações,BROAD,10.0,2026-02-11,35,14,0.4,0.01379707142857143,0.193159,3.5,0.0
GERAL,GERAL,NS_Search,filmes em cartaz,BROAD,10.0,2026-01-12,54,16,0.2962962962962963,0.0120406875,0.192651,6.5,0.0
GERAL,GERAL,NR Search,shopping store,BROAD,,2026-03-06,5,1,0.2,0.191959,0.191959,0.0,0.0
GERAL,GERAL,NS_Search,filmes no nações shopping,BROAD,10.0,2026-01-22,25,9,0.36,0.021271222222222223,0.191441,2.0,0.0
GERAL,GERAL,NS_Search,cinema nações shopping criciúma,BROAD,10.0,2026-03-04,27,9,0.3333333333333333,0.021258444444444444,0.191326,1.0,0.0
GERAL,GERAL,GS searchLpnova,cinema shopping garten,BROAD,10.0,2026-03-06,22,9,0.4090909090909091,0.02121277777777778,0.190915,0.0,0.0
GERAL,GERAL,NS_Search,cinema nações,BROAD,10.0,2026-02-19,34,15,0.4411764705882353,0.0127212,0.190818,12.609091,0.0
GERAL,GERAL,GS searchLpnova,cinema shopping garten,BROAD,10.0,2026-02-26,16,7,0.4375,0.027212571428571426,0.190488,1.0,0.0
GERAL,GERAL,Grupo BS Search,shopping near me,BROAD,,2026-01-18,12,3,0.25,0.06347466666666667,0.190424,5.0,0.0
GERAL,GERAL,Grupo BS Search,cual es el mejor shopping de camboriú,BROAD,3.0,2026-01-13,6,4,0.6666666666666666,0.0475,0.19,7.0,0.0
GERAL,GERAL,Grupo BS Search,shopping near me,BROAD,,2026-01-16,13,2,0.15384615384615385,0.095,0.19,0.0,0.0
GERAL,GERAL,Grupo BS Search,cinema balneário camboriú shopping,BROAD,9.0,2026-01-22,19,3,0.15789473684210525,0.06333333333333334,0.19,0.0,0.0
GERAL,GERAL,Grupo BS Search,balneário camboriú brasil,BROAD,,2026-01-25,4,1,0.25,0.19,0.19,2.0,0.0
GERAL,GERAL,Grupo BS Search,shopping mall cerca de mi,BROAD,,2026-01-25,10,2,0.2,0.095,0.19,1.0,0.0
GERAL,GERAL,Grupo BS Search,qual o melhor shopping em balneário camboriú,BROAD,,2026-01-25,6,2,0.3333333333333333,0.095,0.19,7.0,0.0
GERAL,GERAL,Grupo BS Search,cual es el mejor shopping de camboriú,BROAD,3.0,2026-01-26,19,3,0.15789473684210525,0.06333333333333334,0.19,5.0,0.0
GERAL,GERAL,Grupo BS Search,shopping camboriu brasil,BROAD,,2026-01-29,4,1,0.25,0.19,0.19,2.0,0.0
GERAL,GERAL,Grupo BS Search,cual es el mejor shopping de camboriú,BROAD,3.0,2026-01-29,15,5,0.3333333333333333,0.038,0.19,9.0,0.0
GERAL,GERAL,Grupo BS Search,cinema balneario shopping,BROAD,9.0,2026-01-30,67,3,0.04477611940298507,0.06333333333333334,0.19,2.0,0.0
GERAL,GERAL,Grupo BS Search,shopping em balneário camboriú,BROAD,7.0,2026-01-30,49,8,0.16326530612244897,0.02375,0.19,14.0,0.0
GERAL,GERAL,Grupo BS Search,shopping de camboriú,BROAD,,2026-01-30,2,1,0.5,0.19,0.19,2.0,0.0
GERAL,GERAL,Grupo BS Search,balneario santa catarina,BROAD,,2026-01-31,2,1,0.5,0.19,0.19,3.0,0.0
GERAL,GERAL,Grupo BS Search,balneário camboriú shopping,BROAD,8.0,2026-02-08,14,3,0.21428571428571427,0.06333333333333334,0.19,2.0,0.0
GERAL,GERAL,Grupo BS Search,balneário camboriú brasil,BROAD,,2026-02-15,8,2,0.25,0.095,0.19,2.0,0.0
GERAL,GERAL,Grupo BS Search,shopping balneário camboriú,BROAD,8.0,2026-02-15,53,6,0.11320754716981132,0.03166666666666667,0.19,6.0,0.0
GERAL,GERAL,Grupo BS Search,shopping mais próximo de mim,BROAD,8.0,2026-02-15,3,2,0.6666666666666666,0.095,0.19,2.0,0.0
GERAL,GERAL,Grupo BS Search,cinema shopping balneário camboriú,BROAD,9.0,2026-02-17,25,7,0.28,0.027142857142857142,0.19,9.0,0.0
GERAL,GERAL,Grupo BS Search,shopping balneário camboriú,BROAD,8.0,2026-02-18,33,4,0.12121212121212122,0.0475,0.19,5.0,0.0
GERAL,GERAL,Grupo BS Search,cinema bc,BROAD,10.0,2026-02-20,5,2,0.4,0.095,0.19,0.0,0.0
GERAL,GERAL,Grupo BS Search,balneario santa catarina,BROAD,,2026-02-20,7,2,0.2857142857142857,0.095,0.19,5.0,0.0
GERAL,GERAL,Grupo BS Search,shopping camboriu brasil,BROAD,,2026-02-20,2,1,0.5,0.19,0.19,2.0,0.0
GERAL,GERAL,Grupo BS Search,shopping balneário camboriú cinema,BROAD,10.0,2026-02-23,3,1,0.3333333333333333,0.19,0.19,0.0,0.0
GERAL,GERAL,Grupo BS Search,balneario shopping mall,BROAD,7.0,2026-03-01,2,1,0.5,0.19,0.19,2.0,0.0
GERAL,GERAL,Grupo BS Search,shopping em bc,BROAD,,2026-03-06,3,1,0.3333333333333333,0.19,0.19,0.0,0.0
GERAL,GERAL,Grupo BS Search,shopping em penha sc,BROAD,,2026-03-06,11,3,0.2727272727272727,0.06333333333333334,0.19,0.0,0.0
GERAL,GERAL,NK Search,filmes em cartaz,BROAD,8.0,2026-01-13,16,3,0.1875,0.06333333333333334,0.19,3.0,0.0
GERAL,GERAL,NK Search,neomarket,BROAD,10.0,2026-01-13,2,1,0.5,0.19,0.19,2.0,0.0
GERAL,GERAL,NK Search,shopping cerca de mi,BROAD,,2026-01-14,20,2,0.1,0.095,0.19,3.0,0.0
GERAL,GERAL,NK Search,shopping centers,BROAD,,2026-01-20,12,2,0.16666666666666666,0.095,0.19,2.0,0.0
GERAL,GERAL,NK Search,cinema em blumenau,BROAD,9.0,2026-01-26,4,3,0.75,0.06333333333333334,0.19,1.0,0.0
GERAL,GERAL,NK Search,blumenau shopping,BROAD,10.0,2026-01-27,7,4,0.5714285714285714,0.0475,0.19,1.0,0.0
GERAL,GERAL,NK Search,shopping newmarketing,BROAD,10.0,2026-01-27,4,2,0.5,0.095,0.19,2.0,1.0
GERAL,GERAL,NK Search,cinema no shopping neumarkt,BROAD,10.0,2026-01-28,4,2,0.5,0.095,0.19,1.0,0.0
GERAL,GERAL,NK Search,"blumenau""",BROAD,,2026-01-29,9,1,0.1111111111111111,0.19,0.19,2.0,0.0
GERAL,GERAL,NK Search,filmes em cartaz,BROAD,8.0,2026-01-31,27,3,0.1111111111111111,0.06333333333333334,0.19,0.333334,0.0
GERAL,GERAL,NK Search,Shopping Neumarkt Blumenau,BROAD,10.0,2026-01-31,6,2,0.3333333333333333,0.095,0.19,2.0,0.0
GERAL,GERAL,NK Search,centro blumenau -,BROAD,,2026-02-02,6,1,0.16666666666666666,0.19,0.19,1.0,0.0
GERAL,GERAL,NK Search,Shopping Neumarkt Blumenau,BROAD,10.0,2026-02-04,6,2,0.3333333333333333,0.095,0.19,2.0,0.0
GERAL,GERAL,NK Search,shopping newmarketing,BROAD,10.0,2026-02-12,11,2,0.18181818181818182,0.095,0.19,1.0,0.0
GERAL,GERAL,NK Search,cinema blumenau neumarkt,BROAD,10.0,2026-02-21,9,1,0.1111111111111111,0.19,0.19,1.0,0.0
GERAL,GERAL,NK Search,cinema shopping neumarkt,BROAD,10.0,2026-02-23,14,7,0.5,0.027142857142857142,0.19,3.0,0.0
GERAL,GERAL,NK Search,shopping de blumenau,BROAD,9.0,2026-02-25,3,1,0.3333333333333333,0.19,0.19,1.0,0.0
GERAL,GERAL,NS_Search,nacoes,BROAD,10.0,2026-01-13,26,10,0.38461538461538464,0.019,0.19,1.666667,0.0
GERAL,GERAL,NS_Search,gnc cinemas nações shopping,BROAD,10.0,2026-01-13,39,13,0.3333333333333333,0.014615384615384615,0.19,7.757576,0.0
GERAL,GERAL,NS_Search,cinema nações shopping filmes,BROAD,10.0,2026-01-14,6,6,1.0,0.03166666666666667,0.19,2.666666,0.0
GERAL,GERAL,NS_Search,Filmes em cartaz Nações Shopping,BROAD,10.0,2026-01-23,12,5,0.4166666666666667,0.038,0.19,0.0,0.0
GERAL,GERAL,NS_Search,cinema criciúma,BROAD,9.0,2026-01-29,16,5,0.3125,0.038,0.19,10.0,0.0
GERAL,GERAL,NS_Search,filmes nações shopping,BROAD,10.0,2026-02-03,9,5,0.5555555555555556,0.038,0.19,4.0,0.0
GERAL,GERAL,NS_Search,cinema shopping nações,BROAD,10.0,2026-02-22,15,4,0.26666666666666666,0.0475,0.19,3.0,0.0
GERAL,GERAL,NS_Search,cinema shopping nações,BROAD,10.0,2026-03-03,10,5,0.5,0.038,0.19,0.0,0.0
GERAL,GERAL,GS searchLpnova,shopping mueller,BROAD,6.0,2026-01-14,11,2,0.18181818181818182,0.095,0.19,1.0,0.0
GERAL,GERAL,GS searchLpnova,cinema shopping garten,BROAD,10.0,2026-01-15,13,6,0.46153846153846156,0.03166666666666667,0.19,0.0,0.0
GERAL,GERAL,GS searchLpnova,garten,BROAD,10.0,2026-01-16,13,2,0.15384615384615385,0.095,0.19,5.0,0.0
GERAL,GERAL,GS searchLpnova,garden cinema,BROAD,8.0,2026-01-17,23,6,0.2608695652173913,0.03166666666666667,0.19,2.0,0.0
GERAL,GERAL,GS searchLpnova,shopping garden joinville,BROAD,10.0,2026-01-17,8,4,0.5,0.0475,0.19,5.0,0.0
GERAL,GERAL,GS searchLpnova,cinema shopping garten,BROAD,10.0,2026-01-18,16,11,0.6875,0.017272727272727273,0.19,3.583334,0.0
GERAL,GERAL,GS searchLpnova,programação cinema garten joinville,BROAD,10.0,2026-01-22,2,1,0.5,0.19,0.19,1.0,0.0
GERAL,GERAL,GS searchLpnova,garden shopping,BROAD,8.0,2026-01-23,10,3,0.3,0.06333333333333334,0.19,2.0,0.0
GERAL,GERAL,GS searchLpnova,cinema garden,BROAD,10.0,2026-01-24,19,8,0.42105263157894735,0.02375,0.19,2.0,0.0
GERAL,GERAL,GS searchLpnova,garden shopping cinema,BROAD,8.0,2026-02-16,19,11,0.5789473684210527,0.017272727272727273,0.19,3.0,0.0
GERAL,GERAL,GS searchLpnova,cinema joinville garten,BROAD,10.0,2026-02-17,24,15,0.625,0.012666666666666666,0.19,3.0,0.0
GERAL,GERAL,GS searchLpnova,shopping garden,BROAD,10.0,2026-02-24,8,3,0.375,0.06333333333333334,0.19,3.0,0.0
GERAL,GERAL,GS searchLpnova,shopping mueller,BROAD,6.0,2026-03-01,13,3,0.23076923076923078,0.06333333333333334,0.19,5.0,0.0
GERAL,GERAL,NR Search,norte shopping blumenau lojas,BROAD,6.0,2026-02-15,4,1,0.25,0.19,0.19,0.0,0.0
GERAL,GERAL,NR Search,cinema,BROAD,5.0,2026-03-03,12,1,0.08333333333333333,0.19,0.19,0.0,0.0
GERAL,GERAL,NR Search,Shopping Center em Blumenau,BROAD,,2026-03-07,7,2,0.2857142857142857,0.095,0.19,0.0,0.0
GERAL,GERAL,Grupo de anúncios 1,cinepolis,BROAD,8.0,2026-01-12,34,12,0.35294117647058826,0.015833333333333335,0.19,1.0,0.0
GERAL,GERAL,Grupo de anúncios 1,shopping sao jose,BROAD,8.0,2026-01-12,11,4,0.36363636363636365,0.0475,0.19,8.0,0.0
GERAL,GERAL,Grupo de anúncios 1,cinepolis,BROAD,8.0,2026-01-23,15,6,0.4,0.03166666666666667,0.19,1.0,0.0
GERAL,GERAL,Grupo de anúncios 1,shopping são josé sc,BROAD,7.0,2026-01-25,10,4,0.4,0.0475,0.19,2.0,0.0
GERAL,GERAL,Grupo de anúncios 1,continente,BROAD,10.0,2026-01-30,28,5,0.17857142857142858,0.038,0.19,2.55425,0.0
GERAL,GERAL,Grupo de anúncios 1,cinépolis continente shopping,BROAD,9.0,2026-01-30,47,7,0.14893617021276595,0.027142857142857142,0.19,4.0,0.0
GERAL,GERAL,Grupo de anúncios 1,shopping cerca de mi,BROAD,8.0,2026-01-31,42,6,0.14285714285714285,0.03166666666666667,0.19,5.0,0.0
GERAL,GERAL,Grupo de anúncios 1,cinema continente,BROAD,9.0,2026-02-10,113,19,0.168141592920354,0.01,0.19,5.5,0.0
GERAL,GERAL,Grupo de anúncios 1,shopping em palhoça sc,BROAD,6.0,2026-02-12,15,4,0.26666666666666666,0.0475,0.19,5.0,0.0
GERAL,GERAL,Grupo de anúncios 1,shopping near me,BROAD,8.0,2026-02-14,22,7,0.3181818181818182,0.027142857142857142,0.19,10.0,0.0
GERAL,GERAL,Grupo de anúncios 1,outlet near me,BROAD,,2026-02-14,36,9,0.25,0.02111111111111111,0.19,11.0,0.0
GERAL,GERAL,Grupo de anúncios 1,cinépolis continente shopping,BROAD,9.0,2026-02-20,14,4,0.2857142857142857,0.0475,0.19,3.0,0.0
GERAL,GERAL,Grupo de anúncios 1,continente park shopping,BROAD,10.0,2026-02-21,11,4,0.36363636363636365,0.0475,0.19,2.0,0.0
GERAL,GERAL,Grupo de anúncios 1,cinema continente park shopping,BROAD,9.0,2026-02-24,9,5,0.5555555555555556,0.038,0.19,1.0,0.0
GERAL,GERAL,Grupo de anúncios 1,cinema continente park shopping,BROAD,9.0,2026-02-25,21,9,0.42857142857142855,0.02111111111111111,0.19,5.0,0.0
GERAL,GERAL,Grupo de anúncios 1,shopping em itapema,BROAD,4.0,2025-12-11,5,1,0.2,0.19,0.19,1.0,0.0
GERAL,GERAL,Grupo de anúncios 1,camboriu shopping,BROAD,,2025-12-12,17,2,0.11764705882352941,0.095,0.19,1.0,0.0
GERAL,GERAL,Grupo de anúncios 1,shopping em balneario camboriu,BROAD,8.0,2025-12-13,17,3,0.17647058823529413,0.06333333333333334,0.19,5.0,0.0
GERAL,GERAL,Grupo de anúncios 1,mall camboriu,BROAD,6.0,2025-12-14,27,3,0.1111111111111111,0.06333333333333334,0.19,3.0,0.0
GERAL,GERAL,Grupo de anúncios 1,shopping em itapema,BROAD,4.0,2025-12-15,12,3,0.25,0.06333333333333334,0.19,2.0,0.0
GERAL,GERAL,Grupo de anúncios 1,shopping balneario camboriu,BROAD,,2025-12-17,60,2,0.03333333333333333,0.095,0.19,2.0,0.0
GERAL,GERAL,Grupo de anúncios 1,shopping em camboriú,BROAD,8.0,2025-12-20,20,3,0.15,0.06333333333333334,0.19,1.5,0.0
GERAL,GERAL,Grupo de anúncios 1,qual o melhor shopping de balneário camboriú,BROAD,5.0,2025-12-20,13,1,0.07692307692307693,0.19,0.19,2.0,0.0
GERAL,GERAL,Grupo de anúncios 1,shopping camboriú,BROAD,8.0,2025-12-23,53,3,0.05660377358490566,0.06333333333333334,0.19,2.0,0.0
GERAL,GERAL,Grupo de anúncios 1,shopping em balneario camboriu,BROAD,8.0,2025-12-24,13,2,0.15384615384615385,0.095,0.19,1.0,0.0
GERAL,GERAL,Grupo de anúncios 1,shopping em itapema,BROAD,4.0,2025-12-24,38,7,0.18421052631578946,0.027142857142857142,0.19,8.5,0.0
GERAL,GERAL,Grupo de anúncios 1,shopping bc,BROAD,8.0,2025-12-26,48,2,0.041666666666666664,0.095,0.19,2.0,0.0
GERAL,GERAL,Grupo de anúncios 1,shopping balneario,BROAD,,2025-12-28,41,3,0.07317073170731707,0.06333333333333334,0.19,3.5,0.0
GERAL,GERAL,Grupo de anúncios 1,outlet promoção,BROAD,,2025-12-11,23,1,0.043478260869565216,0.19,0.19,0.0,0.0
GERAL,GERAL,Grupo de anúncios 1,telefone Continente shopping,BROAD,7.0,2025-12-14,1,1,1.0,0.19,0.19,0.0,0.0
GERAL,GERAL,Grupo de anúncios 1,telefone Continente shopping,BROAD,7.0,2025-12-18,1,1,1.0,0.19,0.19,1.0,0.0
GERAL,GERAL,Grupo de anúncios 1,onde comer no Continente,BROAD,,2025-12-28,4,1,0.25,0.19,0.19,0.0,0.0
GERAL,GERAL,Grupo de anúncios 1,roupas promoção,BROAD,,2025-12-24,11,1,0.09090909090909091,0.19,0.19,1.0,0.0
GERAL,GERAL,Grupo de anúncios 1,lojas de promoção,BROAD,,2025-12-15,22,1,0.045454545454545456,0.19,0.19,0.0,0.0
GERAL,GERAL,Grupo de anúncios 1,outlet promoção,BROAD,,2026-01-07,8,1,0.125,0.19,0.19,2.0,0.0
GERAL,GERAL,Narbona - Alta intenção,restaurantes florianopolis,BROAD,4.0,2025-12-14,26,1,0.038461538461538464,0.19,0.19,1.0,0.0
GERAL,GERAL,Grupo de anúncios 1,cinema shopping nações criciuma,BROAD,8.0,2026-01-15,3,1,0.3333333333333333,0.19,0.19,0.0,0.0
GERAL,GERAL,Grupo de anúncios 1,liquida shopping,BROAD,,2026-01-18,18,1,0.05555555555555555,0.19,0.19,0.0,0.0
GERAL,GERAL,Grupo de anúncios 1,cinema shopping,BROAD,8.0,2026-02-02,3,1,0.3333333333333333,0.19,0.19,1.0,0.0
GERAL,GERAL,NS_Search,filmes em cartaz criciuma,BROAD,8.0,2026-02-26,4,3,0.75,0.06327566666666666,0.189827,0.0,0.0
GERAL,GERAL,Grupo de anúncios 1,cinema continente park shopping,BROAD,9.0,2026-03-06,18,7,0.3888888888888889,0.027111,0.189777,0.0,0.0
GERAL,GERAL,Narbona - Alta intenção,jantar em são josé,BROAD,,2026-01-22,5,1,0.2,0.189737,0.189737,0.0,0.0
GERAL,GERAL,Grupo BS Search,camboriu shopping,BROAD,8.0,2026-02-07,8,4,0.5,0.04741225,0.189649,6.0,0.0
GERAL,GERAL,NK Search,neumarkt blumenau,BROAD,10.0,2026-03-06,2,1,0.5,0.189634,0.189634,0.0,0.0
GERAL,GERAL,Grupo de anúncios 1,shopping sao jose sc,BROAD,6.0,2026-01-13,3,2,0.6666666666666666,0.094661,0.189322,2.0,0.0
GERAL,GERAL,Grupo BS Search,cinema shopping balneário camboriú,BROAD,9.0,2026-02-20,7,2,0.2857142857142857,0.0946435,0.189287,2.0,0.0
GERAL,GERAL,Grupo de anúncios 1,continente,BROAD,10.0,2026-03-02,36,6,0.16666666666666666,0.031524333333333335,0.189146,7.0,0.0
GERAL,GERAL,Grupo de anúncios 1,roupas promoção,BROAD,,2026-01-09,25,1,0.04,0.189058,0.189058,1.0,0.0
GERAL,GERAL,Grupo BS Search,cual es el mejor shopping de camboriú,BROAD,3.0,2026-02-19,14,3,0.21428571428571427,0.06301433333333334,0.189043,2.0,0.0
GERAL,GERAL,NK Search,cinema neumarkt blumenau,BROAD,8.0,2026-02-23,11,2,0.18181818181818182,0.0943335,0.188667,1.0,0.0
GERAL,GERAL,Grupo de anúncios 1,continente park shopping,BROAD,10.0,2026-03-05,7,3,0.42857142857142855,0.062859,0.188577,0.0,0.0
GERAL,GERAL,Grupo de anúncios 1,continente,BROAD,10.0,2026-02-19,21,6,0.2857142857142857,0.03141683333333333,0.188501,8.0,0.0
GERAL,GERAL,Grupo BS Search,cual es el mejor shopping de camboriú,BROAD,3.0,2026-01-22,4,1,0.25,0.188418,0.188418,6.0,0.0
GERAL,GERAL,NS_Search,cinema criciuma shopping,BROAD,8.0,2026-02-25,19,4,0.21052631578947367,0.04708325,0.188333,0.0,0.0
GERAL,GERAL,Grupo de anúncios 1,lojas com promoção,BROAD,,2025-12-29,19,2,0.10526315789473684,0.094157,0.188314,5.0,0.0
