shopping,shopping_sigla,campanha_id,campanha,status,tipo_canal,estrategia_lance,data,impressoes,cliques,ctr,cpc_medio,custo,conversoes,valor_conversoes,cpa,impression_share,view_through_conv,todas_conversoes,valor_todas_conversoes,interacoes,taxa_interacao
GERAL,GERAL,23791036478,[SEARCH - PROMO MAES - CS],PAUSED,SEARCH,MAXIMIZE_CONVERSIONS,2026-05-17,47,4,0.0851063829787234,2.345,9.38,4.0,0.0,2.345,0.359375,3,6.0,0.0,4,0.0851063829787234
GERAL,GERAL,23792723737,[GEN - PROMO MAES - NR],PAUSED,DEMAND_GEN,MAXIMIZE_CONVERSIONS,2026-05-17,5507,118,0.02142727437806428,0.08153166949152542,9.620737,19.221533,1.221533,0.5005187151305778,0.0,2,21.221533,3.221533,118,0.02142727437806428
GERAL,GERAL,23799464157,[SEARCH - PROMO MAES - NR],PAUSED,SEARCH,MAXIMIZE_CONVERSIONS,2026-05-17,222,31,0.13963963963963963,0.25426938709677416,7.882351,27.232558,1.0,0.28944585374609316,0.49097472924187724,9,33.232558,1.0,31,0.13963963963963963
GERAL,GERAL,23799483831,[SEARCH - PROMO MAES - NK],PAUSED,SEARCH,MAXIMIZE_CONVERSIONS,2026-05-17,476,65,0.13655462184873948,0.16994106153846153,11.046169,38.825,2.0,0.2845117578879588,0.20855263157894738,9,58.825,2.0,65,0.13655462184873948
GERAL,GERAL,23799540879,[SEARCH - PROMO MAES - NS],PAUSED,SEARCH,MAXIMIZE_CONVERSIONS,2026-05-17,174,6,0.034482758620689655,1.7641628333333332,10.584977,0.0,0.0,0.0,0.0,0,0.0,0.0,6,0.034482758620689655
GERAL,GERAL,23799605682,[YT - PROMO MAES 26 - CS],PAUSED,VIDEO,TARGET_CPV,2026-05-17,1436,2,0.001392757660167131,4.409048,8.818096,9.0,0.0,0.9797884444444445,0.0,0,10.0,0.0,963,0.6706128133704735
GERAL,GERAL,23799610464,[YT - PROMO MAES 26 - GS],PAUSED,VIDEO,TARGET_CPV,2026-05-17,2010,4,0.001990049751243781,2.2248265,8.899306,14.0,0.0,0.6356647142857144,0.0,0,14.0,0.0,1069,0.5318407960199005
GERAL,GERAL,23801366633,[SEARCH - PROMO MAES - GS],PAUSED,SEARCH,MAXIMIZE_CONVERSIONS,2026-05-17,72,20,0.2777777777777778,0.68929615,13.785923,22.333333,0.0,0.6172801435414947,0.3853211009174312,0,22.333333,0.0,20,0.2777777777777778
GERAL,GERAL,23809425565,[YT - PROMO MAES 26 - BS],PAUSED,VIDEO,TARGET_CPV,2026-05-17,1666,3,0.001800720288115246,3.0127206666666666,9.038162,10.0,0.0,0.9038162,0.0,0,10.0,0.0,936,0.5618247298919568
GERAL,GERAL,23809443964,[YT - PROMO MAES 26 - NS],PAUSED,VIDEO,TARGET_CPV,2026-05-17,1845,5,0.0027100271002710027,1.8970848,9.485424,10.0,0.0,0.9485424,0.0,0,11.0,0.0,1042,0.564769647696477
GERAL,GERAL,23809456204,[YT - PROMO MAES 26 - NR],PAUSED,VIDEO,TARGET_CPV,2026-05-17,1692,2,0.001182033096926714,4.610116,9.220232,24.0,0.0,0.3841763333333333,0.0,0,25.0,0.0,1099,0.6495271867612293
GERAL,GERAL,23809464454,[YT - PROMO MAES 26 - NK],PAUSED,VIDEO,TARGET_CPV,2026-05-17,1903,1,0.0005254860746190226,9.909364,9.909364,20.0,0.0,0.4954682,0.0,0,22.0,0.0,1188,0.6242774566473989
GERAL,GERAL,23846004215,[PMAX - CAPIVALLEY - GS],PAUSED,PERFORMANCE_MAX,MAXIMIZE_CONVERSION_VALUE,2026-05-17,1845,92,0.04986449864498645,0.2449551956521739,22.535878,93.0,0.0,0.2423212688172043,0.14197257850508624,80,273.666664,2.666664,92,0.04986449864498645
GERAL,GERAL,19864983969,[SEARCH - AJFANS - BS],ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,2026-05-16,2238,1031,0.4606791778373548,0.035866126091173615,36.977976,544.891067,0.0,0.06786306151721148,0.4664739884393064,42,665.870644,11.97619,1031,0.4606791778373548
GERAL,GERAL,19897114487,[SEARCH - AJFANS - NK],ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,2026-05-16,1499,405,0.2701801200800534,0.07160260987654321,28.999057,242.166667,0.0,0.11974834257433126,0.26988125224901044,0,312.24724,8.083333,405,0.2701801200800534
GERAL,GERAL,19897741874,[SEARCH - AJFANS - NS],ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,2026-05-16,3961,2126,0.5367331481949003,0.04877507196613358,103.695803,952.222911,0.0,0.10889866417003277,0.6417330880850194,44,1268.849926,31.625304741,2126,0.5367331481949003
GERAL,GERAL,21623191643,[SEARCH - AJFANS - GS],ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,2026-05-16,6729,2017,0.29974736216376874,0.0686457967278136,138.458572,912.043273,0.0,0.15181140643093147,0.4869116698903933,0,1068.811482,63.764244995,2017,0.29974736216376874
GERAL,GERAL,21623213450,[SEARCH - AJFANS - NR],ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,2026-05-16,2213,331,0.14957071848169906,0.4239225981873112,140.31838,356.167623,0.0,0.3939672528853079,0.17834394904458598,0,945.874283,10.70666,331,0.14957071848169906
GERAL,GERAL,21690592680,[SEARCH - AJFANS - CS],ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,2026-05-16,6442,1805,0.28019248680534,0.022111185595567864,39.91069,831.996361,0.0,0.04796978913709456,0.4929065114587123,173,1167.430808,40.425920469,1805,0.28019248680534
GERAL,GERAL,21741027756,[APP INSTAL - GS],PAUSED,MULTI_CHANNEL,MAXIMIZE_CONVERSIONS,2026-05-16,32,10,0.3125,0.0601926,0.601926,0.0,0.0,0.0,0.0,0,0.0,0.0,11,0.34375
GERAL,GERAL,21741076989,[APP INSTAL - NK],PAUSED,MULTI_CHANNEL,MAXIMIZE_CONVERSIONS,2026-05-16,12,3,0.25,0.06707466666666667,0.201224,0.0,0.0,0.0,0.0,0,0.0,0.0,3,0.25
GERAL,GERAL,21741092154,[APP INSTAL - NS],PAUSED,MULTI_CHANNEL,MAXIMIZE_CONVERSIONS,2026-05-16,75,18,0.24,0.07313394444444443,1.316411,1.0,0.0,1.316411,0.0,0,2.0,0.0,19,0.25333333333333335
GERAL,GERAL,21747173498,[APP INSTAL - CS],PAUSED,MULTI_CHANNEL,MAXIMIZE_CONVERSIONS,2026-05-16,21,4,0.19047619047619047,0.05885275,0.235411,1.0,0.0,0.235411,0.0,0,1.0,0.0,4,0.19047619047619047
GERAL,GERAL,21750784471,[APP INSTAL - UNIFICADA],PAUSED,MULTI_CHANNEL,MAXIMIZE_CONVERSIONS,2026-05-16,117,52,0.4444444444444444,0.06885786538461539,3.580609,3.0,0.0,1.1935363333333333,0.0,0,5.0,0.0,52,0.4444444444444444
GERAL,GERAL,21751147342,[APP INSTAL - NR],PAUSED,MULTI_CHANNEL,MAXIMIZE_CONVERSIONS,2026-05-16,23,7,0.30434782608695654,0.04879728571428572,0.341581,0.0,0.0,0.0,0.0,0,1.0,0.0,7,0.30434782608695654
GERAL,GERAL,23761119039,[PMAX - LEGUEIROS - BS],ENABLED,PERFORMANCE_MAX,MAXIMIZE_CONVERSIONS,2026-05-16,10983,357,0.032504780114722756,0.0796662857142857,28.440864,1217.0,0.0,0.023369649958915363,0.6873428331936295,937,1306.25,11.25,484,0.04406810525357371
GERAL,GERAL,23782575999,[PMAX- PROMO MAES 26 - BS],PAUSED,PERFORMANCE_MAX,MAXIMIZE_CONVERSIONS,2026-05-16,284,9,0.03169014084507042,0.05737444444444444,0.51637,26.0,1.0,0.019860384615384617,0.6470588235294118,22,27.0,1.0,9,0.03169014084507042
GERAL,GERAL,23782637184,[PMAX- PROMO MAES 26 - NS],PAUSED,PERFORMANCE_MAX,MAXIMIZE_CONVERSIONS,2026-05-16,2548,26,0.01020408163265306,0.20042211538461538,5.210975,259.0,0.0,0.020119594594594593,0.56,238,372.0,0.0,34,0.013343799058084773
GERAL,GERAL,23782770933,[GEN - PROMO MAES - NS],PAUSED,DEMAND_GEN,MAXIMIZE_CONVERSIONS,2026-05-16,5164,111,0.02149496514329977,0.08771964864864866,9.736881,16.0,0.0,0.6085550625,0.0,0,16.0,0.0,111,0.02149496514329977
GERAL,GERAL,23787920057,[PMAX- PROMO MAES 26 - CS],PAUSED,PERFORMANCE_MAX,MAXIMIZE_CONVERSION_VALUE,2026-05-16,626,16,0.025559105431309903,0.22095,3.5352,14.0,1.0,0.2525142857142857,0.0,50,29.0,1.0,123,0.1964856230031949
GERAL,GERAL,23787937085,[PMAX- PROMO MAES 26 - GS],PAUSED,PERFORMANCE_MAX,MAXIMIZE_CONVERSION_VALUE,2026-05-16,275,8,0.02909090909090909,0.4308295,3.446636,17.0,0.0,0.20274329411764705,0.0,13,20.0,0.0,90,0.32727272727272727
GERAL,GERAL,23787945764,[PMAX- PROMO MAES 26 - NR],PAUSED,PERFORMANCE_MAX,MAXIMIZE_CONVERSIONS,2026-05-16,2270,26,0.01145374449339207,0.20087619230769233,5.222781,175.0,2.0,0.02984446285714286,0.55,162,237.0,2.0,39,0.017180616740088105
GERAL,GERAL,23787957020,[PMAX- PROMO MAES 26 - NK],PAUSED,PERFORMANCE_MAX,MAXIMIZE_CONVERSIONS,2026-05-16,4170,19,0.004556354916067146,0.2167018947368421,4.117336,315.0,0.0,0.013070907936507937,0.2,313,345.0,0.0,22,0.005275779376498801
GERAL,GERAL,23788059056,[GEN - PROMO MAES - BS],PAUSED,DEMAND_GEN,MAXIMIZE_CONVERSIONS,2026-05-16,988,36,0.03643724696356275,0.04945875,1.780515,9.0,0.0,0.197835,0.0,0,9.0,0.0,36,0.03643724696356275
GERAL,GERAL,23788073459,[GEN - PROMO MAES - GS],PAUSED,DEMAND_GEN,MAXIMIZE_CONVERSIONS,2026-05-16,6621,242,0.036550370034737954,0.07850573966942148,18.998389,16.5,0.5,1.1514175151515151,0.0,0,20.5,0.5,242,0.036550370034737954
GERAL,GERAL,23788149488,[GEN - PROMO MAES - NK],PAUSED,DEMAND_GEN,MAXIMIZE_CONVERSIONS,2026-05-16,1069,21,0.019644527595884004,0.129582,2.721222,5.25,0.25,0.518328,0.0,1,6.25,1.25,21,0.019644527595884004
GERAL,GERAL,23791010045,[SEARCH - PROMO MAES - BS],PAUSED,SEARCH,MAXIMIZE_CONVERSIONS,2026-05-16,1024,411,0.4013671875,0.02220722627737226,9.12717,193.352737,6.269405,0.04720476235099791,0.45571847507331376,24,203.352737,6.269405,411,0.4013671875
GERAL,GERAL,23791036478,[SEARCH - PROMO MAES - CS],PAUSED,SEARCH,MAXIMIZE_CONVERSIONS,2026-05-16,34,3,0.08823529411764706,3.9,11.7,2.0,1.0,5.85,0.1981981981981982,0,2.0,1.0,3,0.08823529411764706
GERAL,GERAL,23792723737,[GEN - PROMO MAES - NR],PAUSED,DEMAND_GEN,MAXIMIZE_CONVERSIONS,2026-05-16,6020,136,0.022591362126245847,0.07097261764705882,9.652276,25.793077,0.793077,0.37421964040971145,0.0,0,27.793077,0.793077,136,0.022591362126245847
GERAL,GERAL,23799464157,[SEARCH - PROMO MAES - NR],PAUSED,SEARCH,MAXIMIZE_CONVERSIONS,2026-05-16,143,27,0.1888111888111888,0.4836205925925926,13.057756,40.0,1.0,0.3264439,0.30324909747292417,6,52.0,2.0,27,0.1888111888111888
GERAL,GERAL,23799483831,[SEARCH - PROMO MAES - NK],PAUSED,SEARCH,MAXIMIZE_CONVERSIONS,2026-05-16,676,78,0.11538461538461539,0.15573457692307693,12.147297,47.833333,4.999995655,0.2539504617000032,0.10575635876840696,14,53.833333,4.999995655,78,0.11538461538461539
GERAL,GERAL,23799605682,[YT - PROMO MAES 26 - CS],PAUSED,VIDEO,TARGET_CPV,2026-05-16,1733,6,0.003462204270051933,1.4785058333333332,8.871035,8.0,0.0,1.108879375,0.0,0,11.0,0.0,907,0.5233698788228506
GERAL,GERAL,23799610464,[YT - PROMO MAES 26 - GS],PAUSED,VIDEO,TARGET_CPV,2026-05-16,1788,2,0.0011185682326621924,4.5473165,9.094633,15.0,0.0,0.6063088666666667,0.0,0,20.0,0.0,913,0.5106263982102909
GERAL,GERAL,23801366633,[SEARCH - PROMO MAES - GS],PAUSED,SEARCH,MAXIMIZE_CONVERSIONS,2026-05-16,53,16,0.3018867924528302,0.917425375,14.678806,15.333333,3.0,0.9573134555937708,0.43037974683544306,1,20.333333,3.0,16,0.3018867924528302
GERAL,GERAL,23809425565,[YT - PROMO MAES 26 - BS],PAUSED,VIDEO,TARGET_CPV,2026-05-16,1762,0,0.0,0.0,8.907883,17.0,0.0,0.5239931176470588,0.0,0,17.0,0.0,964,0.547105561861521
GERAL,GERAL,23809443964,[YT - PROMO MAES 26 - NS],PAUSED,VIDEO,TARGET_CPV,2026-05-16,1837,4,0.002177463255307567,2.3463785,9.385514,24.0,0.0,0.39106308333333334,0.0,0,26.0,0.0,1191,0.648339684267828
GERAL,GERAL,23809456204,[YT - PROMO MAES 26 - NR],PAUSED,VIDEO,TARGET_CPV,2026-05-16,1689,4,0.002368265245707519,2.293466,9.173864,29.0,0.0,0.3163401379310345,0.0,0,41.0,0.0,929,0.5500296033155714
GERAL,GERAL,23809464454,[YT - PROMO MAES 26 - NK],PAUSED,VIDEO,TARGET_CPV,2026-05-16,1817,0,0.0,0.0,9.953638,28.0,0.0,0.35548707142857144,0.0,0,29.0,0.0,1164,0.6406164006604292
GERAL,GERAL,23846004215,[PMAX - CAPIVALLEY - GS],PAUSED,PERFORMANCE_MAX,MAXIMIZE_CONVERSION_VALUE,2026-05-16,1675,98,0.05850746268656717,0.3541286836734694,34.704611,89.0,0.0,0.38993944943820225,0.15403624382207579,101,207.0,4.0,98,0.05850746268656717
GERAL,GERAL,19864983969,[SEARCH - AJFANS - BS],ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,2026-05-15,2050,706,0.344390243902439,0.05495530169971671,38.798443,440.9336,0.0,0.08799157741664504,0.5570828560519282,38,554.525754,14.583530527,706,0.344390243902439
GERAL,GERAL,19897114487,[SEARCH - AJFANS - NK],ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,2026-05-15,961,216,0.2247658688865765,0.062410625,13.480695,151.15447,0.0,0.08918489145574061,0.32206632653061223,0,207.15447,10.009734005,216,0.2247658688865765
GERAL,GERAL,19897741874,[SEARCH - AJFANS - NS],ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,2026-05-15,4760,1612,0.33865546218487397,0.067866520471464,109.400831,668.502729,0.0,0.16365053761807455,0.6967038809144073,30,1101.746347,42.243611053,1612,0.33865546218487397
GERAL,GERAL,21623191643,[SEARCH - AJFANS - GS],ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,2026-05-15,4458,1207,0.27074921489457154,0.0661929478044739,79.894888,595.743936,0.0,0.1341094439608362,0.5231104939496132,0,869.931444,31.187508,1207,0.27074921489457154
GERAL,GERAL,21623213450,[SEARCH - AJFANS - NR],ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,2026-05-15,1506,182,0.12084993359893759,0.42128837362637367,76.674484,207.366362,0.0,0.36975372119418287,0.23135391923990498,0,385.566362,4.2,182,0.12084993359893759
GERAL,GERAL,21690592680,[SEARCH - AJFANS - CS],ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,2026-05-15,4481,998,0.22271814327159117,0.021030945891783566,20.988884,436.266664,0.0,0.04811021728673727,0.5421245421245421,69,600.987833,23.724064897,998,0.22271814327159117
GERAL,GERAL,21741027756,[APP INSTAL - GS],PAUSED,MULTI_CHANNEL,MAXIMIZE_CONVERSIONS,2026-05-15,21,0,0.0,0.0,0.0402,0.0,0.0,0.0,0.0,0,0.0,0.0,3,0.14285714285714285
GERAL,GERAL,21741092154,[APP INSTAL - NS],PAUSED,MULTI_CHANNEL,MAXIMIZE_CONVERSIONS,2026-05-15,93,8,0.08602150537634409,0.096339,0.770712,1.0,0.0,0.770712,0.0,0,1.0,0.0,10,0.10752688172043011
GERAL,GERAL,21747173498,[APP INSTAL - CS],PAUSED,MULTI_CHANNEL,MAXIMIZE_CONVERSIONS,2026-05-15,19,6,0.3157894736842105,0.05166933333333334,0.310016,0.0,0.0,0.0,0.0,0,0.0,0.0,6,0.3157894736842105
GERAL,GERAL,21750784471,[APP INSTAL - UNIFICADA],PAUSED,MULTI_CHANNEL,MAXIMIZE_CONVERSIONS,2026-05-15,79,25,0.31645569620253167,0.06147504,1.536876,0.0,0.0,0.0,0.0,0,1.0,0.0,25,0.31645569620253167
GERAL,GERAL,21751147342,[APP INSTAL - NR],PAUSED,MULTI_CHANNEL,MAXIMIZE_CONVERSIONS,2026-05-15,9,4,0.4444444444444444,0.215386,0.861544,0.0,0.0,0.0,0.0,0,1.0,0.0,4,0.4444444444444444
GERAL,GERAL,23761119039,[PMAX - LEGUEIROS - BS],ENABLED,PERFORMANCE_MAX,MAXIMIZE_CONVERSIONS,2026-05-15,9303,119,0.012791572610985704,0.2417355714285714,28.766533,755.0,0.0,0.03810136821192053,0.5578125,656,790.0,3.0,156,0.01676878426314092
GERAL,GERAL,23782575999,[PMAX- PROMO MAES 26 - BS],PAUSED,PERFORMANCE_MAX,MAXIMIZE_CONVERSIONS,2026-05-15,1106,29,0.026220614828209764,0.04386606896551724,1.272116,101.0,0.0,0.01259520792079208,0.5,76,166.0,0.0,29,0.026220614828209764
GERAL,GERAL,23782637184,[PMAX- PROMO MAES 26 - NS],PAUSED,PERFORMANCE_MAX,MAXIMIZE_CONVERSIONS,2026-05-15,2387,7,0.002932551319648094,0.7428397142857143,5.199878,166.0,1.0,0.03132456626506024,1.0,162,166.0,1.0,8,0.0033514872224549644
GERAL,GERAL,23782770933,[GEN - PROMO MAES - NS],PAUSED,DEMAND_GEN,MAXIMIZE_CONVERSIONS,2026-05-15,4606,102,0.02214502822405558,0.09464794117647059,9.65409,10.5,1.5,0.9194371428571428,0.0,0,10.5,1.5,102,0.02214502822405558
GERAL,GERAL,23787920057,[PMAX- PROMO MAES 26 - CS],PAUSED,PERFORMANCE_MAX,MAXIMIZE_CONVERSION_VALUE,2026-05-15,428,6,0.014018691588785047,0.6789416666666667,4.07365,23.0,0.0,0.17711521739130434,0.0,4,23.0,0.0,177,0.4135514018691589
GERAL,GERAL,23787937085,[PMAX- PROMO MAES 26 - GS],PAUSED,PERFORMANCE_MAX,MAXIMIZE_CONVERSION_VALUE,2026-05-15,467,3,0.006423982869379015,1.5633226666666666,4.689968,18.0,0.0,0.2605537777777778,0.0999,5,20.947859,0.0,191,0.4089935760171306
GERAL,GERAL,23787945764,[PMAX- PROMO MAES 26 - NR],PAUSED,PERFORMANCE_MAX,MAXIMIZE_CONVERSIONS,2026-05-15,2641,14,0.005301022340022719,0.37288728571428575,5.220422,127.0,0.0,0.04110568503937008,0.6,126,218.0,0.0,17,0.006436955698599016
GERAL,GERAL,23787957020,[PMAX- PROMO MAES 26 - NK],PAUSED,PERFORMANCE_MAX,MAXIMIZE_CONVERSIONS,2026-05-15,4629,23,0.0049686757399006265,0.23136239130434783,5.321335,288.0,2.0,0.01847685763888889,0.4117647058823529,279,322.0,2.0,26,0.005616763879887665
GERAL,GERAL,23788059056,[GEN - PROMO MAES - BS],PAUSED,DEMAND_GEN,MAXIMIZE_CONVERSIONS,2026-05-15,865,22,0.025433526011560695,0.07885981818181817,1.734916,4.0,0.0,0.433729,0.0,1,5.0,1.0,22,0.025433526011560695
GERAL,GERAL,23788073459,[GEN - PROMO MAES - GS],PAUSED,DEMAND_GEN,MAXIMIZE_CONVERSIONS,2026-05-15,5276,221,0.04188779378316907,0.085813407239819,18.964763,11.0,0.0,1.7240693636363635,0.0,1,13.0,1.0,221,0.04188779378316907
GERAL,GERAL,23788149488,[GEN - PROMO MAES - NK],PAUSED,DEMAND_GEN,MAXIMIZE_CONVERSIONS,2026-05-15,795,33,0.04150943396226415,0.0806849696969697,2.662604,5.0,0.0,0.5325208,0.0,0,10.0,0.0,33,0.04150943396226415
GERAL,GERAL,23791010045,[SEARCH - PROMO MAES - BS],PAUSED,SEARCH,MAXIMIZE_CONVERSIONS,2026-05-15,1010,306,0.30297029702970296,0.03178657516339869,9.726692,192.64857,8.00273537,0.050489302879331004,0.5058986814712005,11,221.64857,8.00273537,306,0.30297029702970296
GERAL,GERAL,23791036478,[SEARCH - PROMO MAES - CS],PAUSED,SEARCH,MAXIMIZE_CONVERSIONS,2026-05-15,64,4,0.0625,2.04,8.16,1.333334,1.0,6.1199969400015295,0.3523809523809524,2,1.333334,1.0,4,0.0625
GERAL,GERAL,23792723737,[GEN - PROMO MAES - NR],PAUSED,DEMAND_GEN,MAXIMIZE_CONVERSIONS,2026-05-15,4850,101,0.02082474226804124,0.09563380198019802,9.659014,15.851356,0.851356,0.6093493831064043,0.0,0,15.851356,0.851356,101,0.02082474226804124
GERAL,GERAL,23799464157,[SEARCH - PROMO MAES - NR],PAUSED,SEARCH,MAXIMIZE_CONVERSIONS,2026-05-15,113,21,0.18584070796460178,0.6807763809523809,14.296304,25.833334,0.0,0.5534053018476052,0.38461538461538464,2,44.833334,0.0,21,0.18584070796460178
GERAL,GERAL,23799483831,[SEARCH - PROMO MAES - NK],PAUSED,SEARCH,MAXIMIZE_CONVERSIONS,2026-05-15,643,75,0.1166407465007776,0.17473106666666668,13.10483,58.071428,4.0,0.22566743149488247,0.3034920634920635,7,66.071428,4.0,75,0.1166407465007776
GERAL,GERAL,23799540879,[SEARCH - PROMO MAES - NS],PAUSED,SEARCH,MAXIMIZE_CONVERSIONS,2026-05-15,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0,0.0
GERAL,GERAL,23799605682,[YT - PROMO MAES 26 - CS],PAUSED,VIDEO,TARGET_CPV,2026-05-15,1860,3,0.0016129032258064516,2.951164,8.853492,4.276657,0.276657,2.07018987026549,0.0,0,5.276657,0.276657,875,0.47043010752688175
GERAL,GERAL,23799610464,[YT - PROMO MAES 26 - GS],PAUSED,VIDEO,TARGET_CPV,2026-05-15,1834,2,0.0010905125408942203,4.4155195,8.831039,18.0,0.0,0.49061327777777775,0.0,0,18.0,0.0,991,0.5403489640130862
GERAL,GERAL,23801366633,[SEARCH - PROMO MAES - GS],PAUSED,SEARCH,MAXIMIZE_CONVERSIONS,2026-05-15,43,10,0.23255813953488372,1.6747326999999999,16.747327,8.185185,1.0,2.046053571177682,0.3698630136986301,0,12.185185,1.0,10,0.23255813953488372
GERAL,GERAL,23809425565,[YT - PROMO MAES 26 - BS],PAUSED,VIDEO,TARGET_CPV,2026-05-15,1723,2,0.0011607661056297156,4.4594305,8.918861,13.0,0.0,0.6860662307692308,0.0,0,13.0,0.0,884,0.5130586186883344
GERAL,GERAL,23809443964,[YT - PROMO MAES 26 - NS],PAUSED,VIDEO,TARGET_CPV,2026-05-15,1692,1,0.000591016548463357,9.457946,9.457946,20.0,0.0,0.47289729999999996,0.0,0,20.0,0.0,1134,0.6702127659574468
GERAL,GERAL,23809456204,[YT - PROMO MAES 26 - NR],PAUSED,VIDEO,TARGET_CPV,2026-05-15,1457,3,0.002059025394646534,3.049897,9.149691,38.0,0.0,0.24078134210526314,0.0,0,38.0,0.0,919,0.6307481125600549
GERAL,GERAL,23809464454,[YT - PROMO MAES 26 - NK],PAUSED,VIDEO,TARGET_CPV,2026-05-15,1734,4,0.002306805074971165,2.4880245,9.952098,39.0,0.0,0.255182,0.0,0,39.0,0.0,993,0.5726643598615917
GERAL,GERAL,23846004215,[PMAX - CAPIVALLEY - GS],PAUSED,PERFORMANCE_MAX,MAXIMIZE_CONVERSION_VALUE,2026-05-15,1496,33,0.022058823529411766,0.9004416363636364,29.714574,30.0,0.0,0.9904858000000001,0.2,82,59.0,2.0,33,0.022058823529411766
GERAL,GERAL,19864983969,[SEARCH - AJFANS - BS],ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,2026-05-14,1337,497,0.3717277486910995,0.051813285714285715,25.751203,256.533333,0.0,0.10038150870631692,0.5320652173913043,21,340.030594,7.508558187,497,0.3717277486910995
GERAL,GERAL,19897114487,[SEARCH - AJFANS - NK],ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,2026-05-14,811,169,0.20838471023427868,0.06134021301775148,10.366496,109.14401,0.0,0.09497998103606418,0.35004042037186744,0,134.144012,6.000002,169,0.20838471023427868
GERAL,GERAL,19897741874,[SEARCH - AJFANS - NS],ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,2026-05-14,3694,1151,0.3115863562533839,0.06427314596003475,73.978391,413.191897,0.0,0.17904124339592264,0.6810902896081772,15,508.376098,33.184181565,1151,0.3115863562533839
GERAL,GERAL,21623191643,[SEARCH - AJFANS - GS],ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,2026-05-14,3413,873,0.2557866979197187,0.06835013974799542,59.669672,405.641669,0.0,0.14709946378807548,0.5279917822290704,0,565.275003,25.633330588,873,0.2557866979197187
GERAL,GERAL,21623213450,[SEARCH - AJFANS - NR],ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,2026-05-14,1266,165,0.13033175355450238,0.39383452121212126,64.982696,186.604167,0.0,0.34823818269824597,0.24476744186046512,0,323.304167,3.7,165,0.13033175355450238
GERAL,GERAL,21690592680,[SEARCH - AJFANS - CS],ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,2026-05-14,3317,701,0.21133554416641542,0.022905378031383736,16.05667,325.024374,0.0,0.04940143350602992,0.5528021349599695,35,413.202091,12.186124241,701,0.21133554416641542
GERAL,GERAL,21741027756,[APP INSTAL - GS],PAUSED,MULTI_CHANNEL,MAXIMIZE_CONVERSIONS,2026-05-14,13,2,0.15384615384615385,0.06349,0.12698,0.0,0.0,0.0,0.0,0,0.0,0.0,2,0.15384615384615385
GERAL,GERAL,21741076989,[APP INSTAL - NK],PAUSED,MULTI_CHANNEL,MAXIMIZE_CONVERSIONS,2026-05-14,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0
GERAL,GERAL,21741092154,[APP INSTAL - NS],PAUSED,MULTI_CHANNEL,MAXIMIZE_CONVERSIONS,2026-05-14,52,11,0.21153846153846154,0.08570190909090909,0.942721,1.0,0.0,0.942721,0.0,0,3.0,0.0,12,0.23076923076923078
GERAL,GERAL,21747173498,[APP INSTAL - CS],PAUSED,MULTI_CHANNEL,MAXIMIZE_CONVERSIONS,2026-05-14,8,1,0.125,0.053816,0.053816,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.125
GERAL,GERAL,21750784471,[APP INSTAL - UNIFICADA],PAUSED,MULTI_CHANNEL,MAXIMIZE_CONVERSIONS,2026-05-14,80,25,0.3125,0.06465852,1.616463,0.0,0.0,0.0,0.0,0,0.0,0.0,25,0.3125
GERAL,GERAL,21751147342,[APP INSTAL - NR],PAUSED,MULTI_CHANNEL,MAXIMIZE_CONVERSIONS,2026-05-14,5,1,0.2,0.051645,0.051645,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.2
GERAL,GERAL,23761119039,[PMAX - LEGUEIROS - BS],ENABLED,PERFORMANCE_MAX,MAXIMIZE_CONVERSIONS,2026-05-14,7460,107,0.014343163538873995,0.2691935981308411,28.803715,523.0,0.0,0.05507402485659656,0.5311942959001783,446,545.5,1.5,265,0.035522788203753354
GERAL,GERAL,23782575999,[PMAX- PROMO MAES 26 - BS],PAUSED,PERFORMANCE_MAX,MAXIMIZE_CONVERSIONS,2026-05-14,701,9,0.012838801711840228,0.18889844444444442,1.700086,58.0,1.0,0.029311827586206894,0.5555555555555556,49,61.0,1.0,9,0.012838801711840228
