shopping,shopping_sigla,hora,dia_semana,impressoes,cliques,ctr,custo,conversoes,valor_conversoes
GERAL,GERAL,4,WEDNESDAY,755,0,0.0,4.91471,9.0,0.0
GERAL,GERAL,5,WEDNESDAY,708,0,0.0,4.543879,4.0,0.0
GERAL,GERAL,6,WEDNESDAY,1366,1,0.0007320644216691069,8.02049,7.0,0.0
GERAL,GERAL,7,WEDNESDAY,1672,3,0.0017942583732057417,9.82566,10.0,0.0
GERAL,GERAL,8,WEDNESDAY,2411,0,0.0,12.744699,25.0,0.0
GERAL,GERAL,9,WEDNESDAY,3851,2,0.0005193456245131135,19.169739,31.0,0.0
GERAL,GERAL,10,WEDNESDAY,5201,0,0.0,25.41098,41.0,0.0
GERAL,GERAL,11,WEDNESDAY,5753,2,0.0003476447071093343,28.40027,51.0,0.0
GERAL,GERAL,12,WEDNESDAY,6923,2,0.0002888920988010978,34.186728,52.0,0.0
GERAL,GERAL,13,WEDNESDAY,6438,3,0.00046598322460391424,31.707713,60.0,0.0
GERAL,GERAL,14,WEDNESDAY,4963,6,0.0012089462018940156,24.447905,46.0,0.0
GERAL,GERAL,15,WEDNESDAY,6234,4,0.0006416426050689766,33.343966,60.0,0.0
GERAL,GERAL,16,WEDNESDAY,6079,2,0.0003290014805066623,30.307561,63.0,0.0
GERAL,GERAL,17,WEDNESDAY,6399,1,0.0001562744178777934,30.8322,65.0,0.0
GERAL,GERAL,18,WEDNESDAY,7636,3,0.000392875851231011,32.999073,68.0,0.0
GERAL,GERAL,19,WEDNESDAY,10644,10,0.0009394964299135663,40.06042,74.0,0.0
GERAL,GERAL,20,WEDNESDAY,10129,6,0.0005923585743903643,33.443691,64.0,0.0
GERAL,GERAL,21,WEDNESDAY,6340,0,0.0,23.734907,68.0,0.0
GERAL,GERAL,22,WEDNESDAY,6143,2,0.00032557382386456127,23.765683,46.0,0.0
GERAL,GERAL,23,WEDNESDAY,3668,1,0.0002726281352235551,14.479431,41.0,0.0
GERAL,GERAL,0,THURSDAY,2859,1,0.0003497726477789437,11.563915,25.0,0.0
GERAL,GERAL,1,THURSDAY,1616,1,0.0006188118811881188,6.4693,19.0,0.0
GERAL,GERAL,2,THURSDAY,1025,1,0.000975609756097561,4.36858,5.0,0.0
GERAL,GERAL,3,THURSDAY,799,0,0.0,3.772087,7.0,0.0
GERAL,GERAL,4,THURSDAY,669,0,0.0,3.377189,13.0,0.0
GERAL,GERAL,5,THURSDAY,708,0,0.0,3.708893,9.0,0.0
GERAL,GERAL,6,THURSDAY,1285,0,0.0,7.301758,14.0,0.0
GERAL,GERAL,7,THURSDAY,2018,3,0.0014866204162537165,10.126996,22.0,0.0
GERAL,GERAL,8,THURSDAY,3795,2,0.0005270092226613965,17.032201,35.0,0.0
GERAL,GERAL,9,THURSDAY,5085,1,0.00019665683382497542,22.33583,37.0,0.0
GERAL,GERAL,10,THURSDAY,5869,2,0.0003407735559720566,26.157224,53.0,0.0
GERAL,GERAL,11,THURSDAY,6370,0,0.0,27.527254,54.0,0.0
GERAL,GERAL,12,THURSDAY,6397,4,0.0006252931061435048,27.650232,79.0,0.0
GERAL,GERAL,13,THURSDAY,5385,2,0.0003714020427112349,22.345091,60.0,0.0
GERAL,GERAL,14,THURSDAY,5032,2,0.000397456279809221,21.289745,64.0,0.0
GERAL,GERAL,15,THURSDAY,5748,0,0.0,27.017586,61.0,0.0
GERAL,GERAL,16,THURSDAY,6246,1,0.0001601024655779699,31.288343,64.0,0.0
GERAL,GERAL,17,THURSDAY,7176,1,0.00013935340022296544,36.332597,78.0,0.0
GERAL,GERAL,18,THURSDAY,8603,1,0.0001162385214460072,39.260577,91.0,0.0
GERAL,GERAL,19,THURSDAY,8514,3,0.00035236081747709656,38.58768,77.0,0.0
GERAL,GERAL,20,THURSDAY,8002,2,0.00024993751562109475,34.973708,83.0,0.0
GERAL,GERAL,21,THURSDAY,8170,6,0.0007343941248470012,34.433275,88.0,0.0
GERAL,GERAL,22,THURSDAY,6994,6,0.0008578781812982557,28.686493,69.0,0.0
GERAL,GERAL,23,THURSDAY,4464,1,0.00022401433691756272,19.199,35.0,0.0
GERAL,GERAL,0,FRIDAY,2384,1,0.00041946308724832214,10.409467,18.0,0.0
GERAL,GERAL,1,FRIDAY,1123,0,0.0,4.947548,10.0,0.0
GERAL,GERAL,2,FRIDAY,842,0,0.0,3.794573,15.0,0.0
GERAL,GERAL,3,FRIDAY,579,0,0.0,2.651725,6.0,0.0
GERAL,GERAL,4,FRIDAY,527,0,0.0,2.438147,4.0,0.0
GERAL,GERAL,5,FRIDAY,685,2,0.00291970802919708,3.896012,8.0,0.0
GERAL,GERAL,6,FRIDAY,1125,3,0.0026666666666666666,6.377735,5.0,0.0
GERAL,GERAL,7,FRIDAY,1658,1,0.0006031363088057901,9.0714,20.0,0.0
GERAL,GERAL,8,FRIDAY,2774,0,0.0,14.375654,33.0,0.0
GERAL,GERAL,9,FRIDAY,4614,3,0.0006501950585175553,22.234444,58.0,0.0
GERAL,GERAL,10,FRIDAY,5933,4,0.0006741951795044666,26.569339,63.0,0.0
GERAL,GERAL,11,FRIDAY,6458,1,0.0001548467017652524,27.935935,82.0,0.0
GERAL,GERAL,12,FRIDAY,6989,3,0.00042924595793389613,30.739597,73.0,0.0
GERAL,GERAL,13,FRIDAY,6200,4,0.0006451612903225806,26.102085,65.0,0.0
GERAL,GERAL,14,FRIDAY,4338,3,0.0006915629322268327,17.91863,52.0,0.0
GERAL,GERAL,15,FRIDAY,3798,3,0.0007898894154818325,15.109718,35.0,0.0
GERAL,GERAL,16,FRIDAY,4005,3,0.000749063670411985,15.925752,26.0,0.0
GERAL,GERAL,17,FRIDAY,3996,0,0.0,17.233563,46.0,0.0
GERAL,GERAL,18,FRIDAY,4772,1,0.00020955574182732607,20.463815,50.0,0.0
GERAL,GERAL,19,FRIDAY,4758,6,0.0012610340479192938,20.526537,42.0,0.0
GERAL,GERAL,20,FRIDAY,4344,6,0.0013812154696132596,17.988545,35.0,0.0
GERAL,GERAL,21,FRIDAY,4504,3,0.0006660746003552398,18.924162,36.0,0.0
GERAL,GERAL,22,FRIDAY,3570,1,0.00028011204481792715,14.01071,26.0,0.0
GERAL,GERAL,23,FRIDAY,2131,1,0.0004692632566870014,7.429614,28.0,0.0
GERAL,GERAL,0,SATURDAY,1123,0,0.0,5.156479,10.0,0.0
GERAL,GERAL,1,SATURDAY,946,0,0.0,4.336686,11.0,0.0
GERAL,GERAL,2,SATURDAY,511,0,0.0,2.825383,7.0,0.0
GERAL,GERAL,3,SATURDAY,357,0,0.0,1.779655,5.0,0.0
GERAL,GERAL,4,SATURDAY,264,0,0.0,1.194598,3.0,0.0
GERAL,GERAL,5,SATURDAY,274,0,0.0,1.462112,4.0,0.0
GERAL,GERAL,6,SATURDAY,368,1,0.002717391304347826,1.755036,0.0,0.0
GERAL,GERAL,7,SATURDAY,984,0,0.0,5.807215,13.0,0.0
GERAL,GERAL,8,SATURDAY,2007,0,0.0,10.684536,14.0,0.0
GERAL,GERAL,9,SATURDAY,2894,3,0.0010366275051831375,14.417011,26.0,0.0
GERAL,GERAL,10,SATURDAY,3774,4,0.0010598834128245894,17.291667,39.0,0.0
GERAL,GERAL,11,SATURDAY,4512,3,0.0006648936170212766,18.387582,41.0,0.0
GERAL,GERAL,12,SATURDAY,4670,2,0.00042826552462526765,18.852131,46.0,0.0
GERAL,GERAL,13,SATURDAY,4570,5,0.0010940919037199124,17.501286,43.0,0.0
GERAL,GERAL,14,SATURDAY,4376,1,0.00022851919561243144,16.176398,40.0,0.0
GERAL,GERAL,15,SATURDAY,4347,0,0.0,14.489938,49.0,0.0
GERAL,GERAL,16,SATURDAY,5305,3,0.0005655042412818096,19.189405,39.0,0.0
GERAL,GERAL,17,SATURDAY,5749,2,0.00034788658897199514,22.52761,50.0,0.0
GERAL,GERAL,18,SATURDAY,5033,2,0.00039737730975561295,21.515233,46.0,0.0
GERAL,GERAL,19,SATURDAY,4711,3,0.0006368074718743367,21.353866,49.0,0.0
GERAL,GERAL,20,SATURDAY,5601,5,0.0008926977325477593,21.819791,34.0,0.0
GERAL,GERAL,21,SATURDAY,4752,4,0.0008417508417508417,18.639993,51.0,0.0
GERAL,GERAL,22,SATURDAY,4335,8,0.001845444059976932,16.913001,36.0,0.0
GERAL,GERAL,23,SATURDAY,2173,2,0.0009203865623561896,8.221303,15.0,0.0
GERAL,GERAL,0,SUNDAY,46,5,0.10869565217391304,11.694808,1.0,0.0
GERAL,GERAL,1,SUNDAY,22,0,0.0,0.0,0.0,0.0
GERAL,GERAL,2,SUNDAY,12,0,0.0,0.0,0.0,0.0
GERAL,GERAL,3,SUNDAY,12,1,0.08333333333333333,0.247074,0.0,0.0
GERAL,GERAL,4,SUNDAY,8,2,0.25,1.257463,0.0,0.0
GERAL,GERAL,5,SUNDAY,11,1,0.09090909090909091,0.590309,1.0,0.0
GERAL,GERAL,6,SUNDAY,7,0,0.0,0.0,0.0,0.0
GERAL,GERAL,7,SUNDAY,15,0,0.0,0.0,0.0,0.0
GERAL,GERAL,8,SUNDAY,35,2,0.05714285714285714,0.616603,0.0,0.0
GERAL,GERAL,9,SUNDAY,226,15,0.06637168141592921,9.469218,0.0,0.0
GERAL,GERAL,10,SUNDAY,784,61,0.0778061224489796,32.64881,4.142857,0.142857
GERAL,GERAL,11,SUNDAY,600,60,0.1,23.384666,9.0,0.0
GERAL,GERAL,12,SUNDAY,242,12,0.049586776859504134,5.721777,1.142857,0.142857
GERAL,GERAL,13,SUNDAY,445,26,0.058426966292134834,7.064053,0.0,0.0
GERAL,GERAL,14,SUNDAY,170,7,0.041176470588235294,8.022021,0.285714,0.285714
GERAL,GERAL,15,SUNDAY,36,4,0.1111111111111111,1.592305,0.0,0.0
GERAL,GERAL,16,SUNDAY,91,4,0.04395604395604396,1.270214,0.0,0.0
GERAL,GERAL,17,SUNDAY,160,13,0.08125,5.384858,0.0,0.0
GERAL,GERAL,18,SUNDAY,708,38,0.05367231638418079,14.487095,0.0,0.0
GERAL,GERAL,19,SUNDAY,399,34,0.08521303258145363,17.783471,1.0,0.0
GERAL,GERAL,20,SUNDAY,158,9,0.056962025316455694,2.785148,0.0,0.0
GERAL,GERAL,21,SUNDAY,193,10,0.05181347150259067,5.72679,0.0,0.0
GERAL,GERAL,22,SUNDAY,174,10,0.05747126436781609,9.669939,0.0,0.0
GERAL,GERAL,23,SUNDAY,205,8,0.03902439024390244,5.921647,1.0,0.0
GERAL,GERAL,0,MONDAY,115,3,0.02608695652173913,1.376995,1.0,0.0
GERAL,GERAL,1,MONDAY,75,4,0.05333333333333334,1.032486,1.0,0.0
GERAL,GERAL,2,MONDAY,90,2,0.022222222222222223,0.826568,0.0,0.0
GERAL,GERAL,3,MONDAY,86,4,0.046511627906976744,1.520349,0.0,0.0
GERAL,GERAL,4,MONDAY,123,6,0.04878048780487805,2.290171,0.0,0.0
GERAL,GERAL,5,MONDAY,199,9,0.04522613065326633,4.890022,0.0,0.0
GERAL,GERAL,6,MONDAY,292,18,0.06164383561643835,26.007591,1.0,0.0
GERAL,GERAL,7,MONDAY,234,16,0.06837606837606838,6.510331,0.0,0.0
GERAL,GERAL,8,MONDAY,174,14,0.08045977011494253,12.147268,2.0,1.0
GERAL,GERAL,9,MONDAY,115,3,0.02608695652173913,1.319059,0.0,0.0
GERAL,GERAL,10,MONDAY,349,23,0.0659025787965616,11.466259,1.0,0.0
GERAL,GERAL,11,MONDAY,632,38,0.060126582278481014,21.591095,0.0,0.0
GERAL,GERAL,12,MONDAY,262,17,0.0648854961832061,9.452716,1.0,0.0
GERAL,GERAL,13,MONDAY,181,7,0.03867403314917127,1.9741,0.0,0.0
GERAL,GERAL,14,MONDAY,159,8,0.050314465408805034,8.256817,2.0,0.0
GERAL,GERAL,15,MONDAY,191,7,0.03664921465968586,2.9452,1.0,0.0
GERAL,GERAL,16,MONDAY,121,5,0.04132231404958678,2.410421,0.0,0.0
GERAL,GERAL,17,MONDAY,209,5,0.023923444976076555,1.92092,0.0,0.0
GERAL,GERAL,18,MONDAY,212,12,0.05660377358490566,3.428178,2.0,0.0
GERAL,GERAL,19,MONDAY,360,18,0.05,7.241255,3.0,0.0
GERAL,GERAL,20,MONDAY,162,13,0.08024691358024691,8.418343,1.0,0.0
GERAL,GERAL,21,MONDAY,32,2,0.0625,0.257923,0.0,0.0
GERAL,GERAL,22,MONDAY,27,2,0.07407407407407407,0.245129,0.0,0.0
GERAL,GERAL,23,MONDAY,13,0,0.0,0.0,0.0,0.0
GERAL,GERAL,0,TUESDAY,73,3,0.0410958904109589,0.49236,0.0,0.0
GERAL,GERAL,1,TUESDAY,92,7,0.07608695652173914,2.1972,0.0,0.0
GERAL,GERAL,2,TUESDAY,39,1,0.02564102564102564,0.496608,0.0,0.0
GERAL,GERAL,3,TUESDAY,40,1,0.025,0.736948,0.0,0.0
GERAL,GERAL,4,TUESDAY,36,0,0.0,0.0,0.0,0.0
GERAL,GERAL,5,TUESDAY,79,1,0.012658227848101266,0.293666,0.0,0.0
GERAL,GERAL,6,TUESDAY,238,4,0.01680672268907563,1.805277,0.0,0.0
GERAL,GERAL,7,TUESDAY,155,5,0.03225806451612903,3.997375,0.0,0.0
GERAL,GERAL,8,TUESDAY,204,9,0.04411764705882353,5.157021,0.0,0.0
GERAL,GERAL,9,TUESDAY,170,3,0.01764705882352941,1.661876,1.0,0.0
GERAL,GERAL,10,TUESDAY,150,8,0.05333333333333334,5.164984,1.0,0.0
GERAL,GERAL,11,TUESDAY,241,25,0.1037344398340249,19.754972,0.0,0.0
GERAL,GERAL,12,TUESDAY,292,19,0.06506849315068493,9.047593,1.0,0.0
GERAL,GERAL,13,TUESDAY,704,37,0.052556818181818184,20.826247,4.0,0.0
GERAL,GERAL,14,TUESDAY,1185,81,0.06835443037974684,46.832869,3.0,0.0
GERAL,GERAL,15,TUESDAY,336,11,0.03273809523809524,4.544154,0.0,0.0
GERAL,GERAL,16,TUESDAY,209,9,0.0430622009569378,3.472007,1.0,0.0
GERAL,GERAL,17,TUESDAY,151,4,0.026490066225165563,2.43314,0.0,0.0
GERAL,GERAL,18,TUESDAY,180,11,0.06111111111111111,5.903817,0.0,0.0
GERAL,GERAL,19,TUESDAY,163,5,0.03067484662576687,3.840799,0.0,0.0
GERAL,GERAL,20,TUESDAY,197,4,0.02030456852791878,1.369924,0.0,0.0
GERAL,GERAL,21,TUESDAY,311,11,0.03536977491961415,2.971369,3.0,0.0
GERAL,GERAL,22,TUESDAY,145,5,0.034482758620689655,1.967805,0.0,0.0
GERAL,GERAL,0,WEDNESDAY,68,3,0.04411764705882353,0.58911,0.0,0.0
GERAL,GERAL,1,WEDNESDAY,82,6,0.07317073170731707,2.487353,0.0,0.0
GERAL,GERAL,2,WEDNESDAY,37,3,0.08108108108108109,0.721116,0.0,0.0
GERAL,GERAL,3,WEDNESDAY,46,2,0.043478260869565216,1.642898,0.0,0.0
GERAL,GERAL,4,WEDNESDAY,29,2,0.06896551724137931,0.533877,0.0,0.0
GERAL,GERAL,5,WEDNESDAY,34,0,0.0,0.0,0.0,0.0
GERAL,GERAL,6,WEDNESDAY,58,0,0.0,0.0,0.0,0.0
GERAL,GERAL,7,WEDNESDAY,92,0,0.0,0.0,0.0,0.0
GERAL,GERAL,8,WEDNESDAY,150,8,0.05333333333333334,2.415304,0.0,0.0
GERAL,GERAL,9,WEDNESDAY,161,5,0.031055900621118012,1.086706,0.0,0.0
GERAL,GERAL,10,WEDNESDAY,133,7,0.05263157894736842,6.755954,1.0,0.0
GERAL,GERAL,11,WEDNESDAY,117,7,0.05982905982905983,2.151541,0.0,0.0
GERAL,GERAL,12,WEDNESDAY,19358,32,0.0016530633329889452,19.311579,0.0,0.0
GERAL,GERAL,13,WEDNESDAY,17605,23,0.0013064470320931553,16.547009,0.0,0.0
GERAL,GERAL,14,WEDNESDAY,6550,21,0.0032061068702290076,9.00571,1.0,0.0
GERAL,GERAL,15,WEDNESDAY,522,35,0.06704980842911877,19.765138,1.0,0.0
GERAL,GERAL,16,WEDNESDAY,554,34,0.061371841155234655,11.718592,3.0,0.0
GERAL,GERAL,17,WEDNESDAY,1139,84,0.07374890254609306,39.478243,1.0,0.0
GERAL,GERAL,18,WEDNESDAY,619,42,0.06785137318255251,21.385375,3.0,0.0
GERAL,GERAL,19,WEDNESDAY,219,23,0.1050228310502283,8.741659,0.0,0.0
GERAL,GERAL,20,WEDNESDAY,126,5,0.03968253968253968,0.957955,0.0,0.0
GERAL,GERAL,21,WEDNESDAY,164,12,0.07317073170731707,5.11745,2.0,0.0
GERAL,GERAL,22,WEDNESDAY,87,4,0.04597701149425287,3.491549,0.0,0.0
GERAL,GERAL,0,THURSDAY,4343,6,0.001381533502187428,4.438758,1.0,0.0
GERAL,GERAL,1,THURSDAY,2480,3,0.0012096774193548388,2.785225,0.0,0.0
GERAL,GERAL,2,THURSDAY,1531,7,0.0045721750489875895,4.468827,0.0,0.0
GERAL,GERAL,3,THURSDAY,1510,4,0.0026490066225165563,15.886848,1.0,0.0
GERAL,GERAL,4,THURSDAY,1257,5,0.003977724741447892,27.912767,0.0,0.0
GERAL,GERAL,5,THURSDAY,1074,5,0.004655493482309125,4.504066,1.0,0.0
GERAL,GERAL,6,THURSDAY,1791,4,0.002233389168062535,2.392135,0.0,0.0
GERAL,GERAL,7,THURSDAY,2530,5,0.001976284584980237,2.845954,0.0,0.0
GERAL,GERAL,8,THURSDAY,3237,7,0.002162496138399753,4.197473,0.0,0.0
GERAL,GERAL,9,THURSDAY,3807,9,0.002364066193853428,5.932456,0.0,0.0
GERAL,GERAL,10,THURSDAY,4204,11,0.002616555661274976,6.605206,0.0,0.0
GERAL,GERAL,11,THURSDAY,4308,15,0.003481894150417827,8.45202,2.0,0.0
GERAL,GERAL,12,THURSDAY,4503,10,0.0022207417277370642,6.773,0.0,0.0
GERAL,GERAL,13,THURSDAY,3541,8,0.0022592487997740753,5.225023,0.0,0.0
GERAL,GERAL,14,THURSDAY,3543,7,0.0019757267852102737,3.476949,1.0,0.0
GERAL,GERAL,15,THURSDAY,2750,8,0.002909090909090909,4.377371,0.0,0.0
GERAL,GERAL,16,THURSDAY,847,15,0.01770956316410862,3.827828,1.0,0.0
GERAL,GERAL,17,THURSDAY,324,27,0.08333333333333333,11.723249,1.0,0.0
GERAL,GERAL,18,THURSDAY,543,35,0.06445672191528545,11.442203,1.0,0.0
GERAL,GERAL,19,THURSDAY,754,32,0.042440318302387266,11.88911,0.0,0.0
GERAL,GERAL,20,THURSDAY,978,43,0.04396728016359918,17.568306,1.0,0.0
GERAL,GERAL,21,THURSDAY,605,33,0.05454545454545454,13.370367,1.0,0.0
GERAL,GERAL,0,FRIDAY,3537,4,0.0011309018942606728,4.709789,0.0,0.0
GERAL,GERAL,1,FRIDAY,2334,3,0.0012853470437017994,2.926561,0.0,0.0
GERAL,GERAL,2,FRIDAY,1055,3,0.002843601895734597,2.744549,0.0,0.0
GERAL,GERAL,3,FRIDAY,945,3,0.0031746031746031746,0.711871,0.0,0.0
GERAL,GERAL,4,FRIDAY,631,3,0.004754358161648178,1.476555,0.0,0.0
GERAL,GERAL,5,FRIDAY,1209,5,0.0041356492969396195,3.515214,0.0,0.0
GERAL,GERAL,6,FRIDAY,1769,7,0.00395703787450537,6.132902,0.0,0.0
GERAL,GERAL,7,FRIDAY,3025,7,0.0023140495867768596,6.342281,0.0,0.0
GERAL,GERAL,8,FRIDAY,4124,15,0.0036372453928225023,13.100759,0.0,0.0
GERAL,GERAL,9,FRIDAY,4266,27,0.006329113924050633,19.395758,2.0,0.0
GERAL,GERAL,10,FRIDAY,4417,27,0.006112746207833371,15.381816,1.0,0.0
GERAL,GERAL,11,FRIDAY,4159,6,0.001442654484251022,4.254161,0.0,0.0
GERAL,GERAL,12,FRIDAY,4232,14,0.0033081285444234404,7.675909,0.0,0.0
GERAL,GERAL,13,FRIDAY,4310,14,0.0032482598607888632,8.544877,0.0,0.0
GERAL,GERAL,14,FRIDAY,4122,13,0.003153808830664726,3.978923,0.0,0.0
GERAL,GERAL,15,FRIDAY,3568,13,0.0036434977578475337,14.288826,0.0,0.0
GERAL,GERAL,16,FRIDAY,2207,7,0.0031717263253285004,9.506077,0.0,0.0
GERAL,GERAL,17,FRIDAY,69,4,0.057971014492753624,1.828096,1.0,0.0
GERAL,GERAL,18,FRIDAY,86,3,0.03488372093023256,1.212,0.0,0.0
GERAL,GERAL,19,FRIDAY,154,11,0.07142857142857142,13.166031,3.0,0.0
GERAL,GERAL,20,FRIDAY,103,6,0.05825242718446602,1.484226,0.0,0.0
GERAL,GERAL,21,FRIDAY,58,0,0.0,0.0,0.0,0.0
GERAL,GERAL,22,FRIDAY,62,5,0.08064516129032258,1.593385,1.0,0.0
GERAL,GERAL,23,FRIDAY,10,1,0.1,1.546197,0.0,0.0
GERAL,GERAL,0,SATURDAY,229,2,0.008733624454148471,0.97794,0.0,0.0
GERAL,GERAL,1,SATURDAY,220,4,0.01818181818181818,3.320528,0.0,0.0
GERAL,GERAL,2,SATURDAY,174,6,0.034482758620689655,6.242838,0.0,0.0
GERAL,GERAL,3,SATURDAY,57,0,0.0,0.028305,0.0,0.0
GERAL,GERAL,4,SATURDAY,29,2,0.06896551724137931,1.274771,0.0,0.0
GERAL,GERAL,5,SATURDAY,27,4,0.14814814814814814,2.021909,1.0,0.0
GERAL,GERAL,6,SATURDAY,28,2,0.07142857142857142,12.505181,1.0,0.0
GERAL,GERAL,7,SATURDAY,26,2,0.07692307692307693,1.064685,0.0,0.0
GERAL,GERAL,8,SATURDAY,49,5,0.10204081632653061,5.472601,0.0,0.0
GERAL,GERAL,9,SATURDAY,72,0,0.0,0.0,0.0,0.0
GERAL,GERAL,10,SATURDAY,87,9,0.10344827586206896,4.32235,0.0,0.0
GERAL,GERAL,11,SATURDAY,73,5,0.0684931506849315,6.219777,0.0,0.0
GERAL,GERAL,12,SATURDAY,132,10,0.07575757575757576,4.04378,0.0,0.0
GERAL,GERAL,13,SATURDAY,133,16,0.12030075187969924,10.866062,0.0,0.0
GERAL,GERAL,14,SATURDAY,151,14,0.09271523178807947,5.558843,0.0,0.0
GERAL,GERAL,15,SATURDAY,189,8,0.042328042328042326,4.091167,0.0,0.0
GERAL,GERAL,16,SATURDAY,111,11,0.0990990990990991,3.323634,0.0,0.0
GERAL,GERAL,17,SATURDAY,105,6,0.05714285714285714,2.621845,0.0,0.0
GERAL,GERAL,18,SATURDAY,188,5,0.026595744680851064,1.658681,0.0,0.0
GERAL,GERAL,19,SATURDAY,192,10,0.052083333333333336,1.927435,1.0,0.0
GERAL,GERAL,20,SATURDAY,263,14,0.053231939163498096,9.411628,1.0,0.0
GERAL,GERAL,21,SATURDAY,463,27,0.058315334773218146,18.496022,0.0,0.0
GERAL,GERAL,22,SATURDAY,8,1,0.125,0.107285,0.0,0.0
GERAL,GERAL,23,SATURDAY,17,1,0.058823529411764705,0.455236,0.0,0.0
GERAL,GERAL,0,SUNDAY,52,1,0.019230769230769232,0.132028,0.0,0.0
GERAL,GERAL,1,SUNDAY,65,2,0.03076923076923077,1.788477,0.0,0.0
GERAL,GERAL,2,SUNDAY,57,1,0.017543859649122806,0.285161,0.0,0.0
GERAL,GERAL,3,SUNDAY,73,7,0.0958904109589041,3.258086,0.0,0.0
GERAL,GERAL,4,SUNDAY,34,2,0.058823529411764705,0.59695,0.0,0.0
GERAL,GERAL,5,SUNDAY,27,3,0.1111111111111111,2.60115,0.0,0.0
GERAL,GERAL,6,SUNDAY,45,1,0.022222222222222223,0.786173,0.0,0.0
GERAL,GERAL,7,SUNDAY,91,3,0.03296703296703297,1.509897,0.0,0.0
GERAL,GERAL,8,SUNDAY,241,4,0.016597510373443983,1.719725,0.0,0.0
GERAL,GERAL,9,SUNDAY,703,22,0.031294452347083924,13.986699,0.0,0.0
GERAL,GERAL,10,SUNDAY,1123,34,0.030276046304541407,16.807808,0.0,0.0
GERAL,GERAL,11,SUNDAY,2338,89,0.03806672369546621,30.178138,6.0,2.0
GERAL,GERAL,12,SUNDAY,2506,96,0.03830806065442937,31.859968,3.0,1.0
GERAL,GERAL,13,SUNDAY,511,34,0.06653620352250489,14.91897,0.0,0.0
GERAL,GERAL,14,SUNDAY,545,32,0.05871559633027523,14.233753,0.0,0.0
GERAL,GERAL,15,SUNDAY,970,63,0.06494845360824743,25.978303,1.0,0.0
GERAL,GERAL,16,SUNDAY,295,13,0.04406779661016949,3.447006,0.0,0.0
GERAL,GERAL,17,SUNDAY,253,14,0.05533596837944664,5.675113,0.0,0.0
GERAL,GERAL,18,SUNDAY,161,20,0.12422360248447205,5.690813,0.0,0.0
GERAL,GERAL,19,SUNDAY,70,2,0.02857142857142857,1.370595,0.0,0.0
GERAL,GERAL,20,SUNDAY,66,6,0.09090909090909091,1.326255,0.0,0.0
GERAL,GERAL,21,SUNDAY,38,2,0.05263157894736842,2.714327,0.0,0.0
GERAL,GERAL,22,SUNDAY,2,0,0.0,0.0,0.0,0.0
GERAL,GERAL,23,SUNDAY,1,0,0.0,0.0,0.0,0.0
GERAL,GERAL,0,MONDAY,104,9,0.08653846153846154,3.889605,0.0,0.0
GERAL,GERAL,1,MONDAY,77,6,0.07792207792207792,3.409141,0.0,0.0
GERAL,GERAL,2,MONDAY,110,3,0.02727272727272727,0.611553,0.0,0.0
GERAL,GERAL,3,MONDAY,67,5,0.07462686567164178,1.883869,0.0,0.0
GERAL,GERAL,4,MONDAY,170,9,0.052941176470588235,4.709959,1.0,1.0
GERAL,GERAL,5,MONDAY,293,13,0.04436860068259386,8.257382,0.0,0.0
GERAL,GERAL,6,MONDAY,621,21,0.033816425120772944,13.708062,1.0,0.0
GERAL,GERAL,7,MONDAY,300,16,0.05333333333333334,11.288639,0.0,0.0
GERAL,GERAL,8,MONDAY,181,10,0.055248618784530384,4.342308,1.0,1.0
GERAL,GERAL,9,MONDAY,164,9,0.054878048780487805,3.911691,0.0,0.0
GERAL,GERAL,10,MONDAY,230,15,0.06521739130434782,9.09125,0.0,0.0
GERAL,GERAL,11,MONDAY,385,20,0.05194805194805195,10.059958,1.0,0.0
GERAL,GERAL,12,MONDAY,296,22,0.07432432432432433,7.849119,0.0,0.0
GERAL,GERAL,13,MONDAY,110,8,0.07272727272727272,4.765804,0.0,0.0
GERAL,GERAL,14,MONDAY,166,16,0.0963855421686747,4.311547,0.0,0.0
GERAL,GERAL,15,MONDAY,195,17,0.08717948717948718,7.059327,1.0,0.0
GERAL,GERAL,16,MONDAY,233,18,0.07725321888412018,6.991463,0.0,0.0
GERAL,GERAL,17,MONDAY,792,44,0.05555555555555555,19.375678,2.0,0.0
GERAL,GERAL,18,MONDAY,1093,54,0.04940530649588289,18.444941,1.0,1.0
GERAL,GERAL,19,MONDAY,766,44,0.057441253263707574,12.473907,0.0,0.0
GERAL,GERAL,20,MONDAY,150,21,0.14,6.290462,1.0,0.0
GERAL,GERAL,0,TUESDAY,52,3,0.057692307692307696,1.190843,0.0,0.0
GERAL,GERAL,1,TUESDAY,58,4,0.06896551724137931,1.407301,1.0,1.0
GERAL,GERAL,2,TUESDAY,58,9,0.15517241379310345,7.545051,0.0,0.0
GERAL,GERAL,3,TUESDAY,94,7,0.07446808510638298,4.17727,0.0,0.0
GERAL,GERAL,4,TUESDAY,48,8,0.16666666666666666,5.396254,0.0,0.0
GERAL,GERAL,5,TUESDAY,50,2,0.04,1.303995,0.0,0.0
GERAL,GERAL,6,TUESDAY,138,7,0.050724637681159424,3.678476,0.0,0.0
GERAL,GERAL,7,TUESDAY,181,10,0.055248618784530384,6.051784,1.0,0.0
GERAL,GERAL,8,TUESDAY,193,11,0.05699481865284974,6.686239,1.0,1.0
