shopping,shopping_sigla,conversion_action_name,categoria,data,conversoes,valor_conversoes
GERAL,GERAL,Almeida-Junior-Apps - AJFans (iOS) session_start,PAGE_VIEW,2026-03-10,9.0,0.0
GERAL,GERAL,Almeida-Junior-Apps - AJFans (iOS) session_start,PAGE_VIEW,2026-03-11,5.0,0.0
GERAL,GERAL,Almeida-Junior-Apps - AJFans (iOS) session_start,PAGE_VIEW,2026-03-12,2.0,0.0
GERAL,GERAL,Almeida-Junior-Apps - AJFans (iOS) session_start,PAGE_VIEW,2026-03-13,2.0,0.0
GERAL,GERAL,Almeida-Junior-Apps - AJFans (iOS) session_start,PAGE_VIEW,2026-03-14,2.0,0.0
GERAL,GERAL,Almeida-Junior-Apps - AJFans (iOS) session_start,PAGE_VIEW,2026-03-15,5.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-03-16,1225.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-03-17,769.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-03-18,860.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-03-19,671.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-03-20,767.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-03-21,913.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-03-22,1149.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-03-23,994.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-03-24,784.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-03-25,824.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-03-26,1080.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-03-27,726.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-03-28,896.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-03-29,1040.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-03-30,902.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-03-31,532.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-04-01,677.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-04-02,577.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-04-03,736.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-04-04,866.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-04-05,1180.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-04-06,1007.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-04-07,851.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-04-08,1001.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-04-09,710.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-04-10,963.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-04-11,805.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-04-12,1411.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-04-13,1347.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-04-14,859.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-04-15,944.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-04-16,1010.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-04-17,1129.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-04-18,1692.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-04-19,2360.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-04-20,1478.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-04-21,1208.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-04-22,619.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-04-23,551.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-04-24,661.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-04-25,565.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-04-26,758.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-04-27,818.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-04-28,626.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-04-29,555.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-04-30,685.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-05-01,808.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-05-02,956.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-05-03,1085.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-05-04,772.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-05-05,570.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-05-06,534.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-05-07,658.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-05-08,736.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-05-09,666.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-05-10,919.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-05-11,905.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-05-12,689.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-05-13,790.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-05-14,725.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-05-15,706.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-05-16,546.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-05-17,786.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-05-18,676.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-05-19,597.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-05-20,526.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-05-21,498.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-05-22,487.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-05-23,655.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-05-24,877.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-05-25,723.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-05-26,553.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-05-27,599.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-05-28,519.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-05-29,564.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-05-30,592.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-05-31,953.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-06-01,964.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-06-02,521.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-06-03,757.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-06-04,715.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-06-05,625.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-06-06,658.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-06-07,1087.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-06-08,871.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-06-09,495.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-06-10,646.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-06-11,728.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-06-12,764.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-06-13,797.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-06-14,898.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-06-15,879.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-06-16,474.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-06-17,478.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-06-18,535.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-06-19,766.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-06-20,930.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-06-21,932.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-06-22,693.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-06-23,535.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-06-24,504.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-06-25,465.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-06-26,576.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-06-27,682.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-06-28,880.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-06-29,722.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-06-30,585.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-07-01,546.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-07-02,671.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-07-03,611.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-07-04,774.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-07-05,1120.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-07-06,920.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-07-07,678.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-07-08,719.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-07-09,802.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-07-10,880.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-07-11,1037.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-07-12,1534.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-07-13,1270.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-07-14,930.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-07-15,837.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-07-16,903.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-07-17,1051.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-07-18,1254.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-07-19,1837.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-07-20,1522.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-07-21,1253.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-07-22,1223.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-07-23,1177.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-07-24,1322.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-07-25,1571.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-07-26,1498.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-07-27,1265.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-07-28,1020.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-07-29,849.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-07-30,886.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-07-31,754.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-08-01,718.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-08-02,1150.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-08-03,948.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-08-04,761.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-08-05,902.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-08-06,699.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-08-07,850.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-08-08,1038.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-08-09,1322.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-08-10,1119.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-08-11,680.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-08-12,763.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-08-13,743.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-08-14,766.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-08-15,851.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-08-16,1226.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-08-17,1147.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-08-18,650.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-08-19,709.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-08-20,704.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-08-21,757.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-08-22,871.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-08-23,1037.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-08-24,982.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-08-25,763.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-08-26,682.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-08-27,603.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-08-28,594.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-08-29,866.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-08-30,1433.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-08-31,1163.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-09-01,1014.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-09-02,1135.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-09-03,1084.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-09-04,831.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-09-05,1014.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-09-06,1429.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-09-07,1063.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-09-08,648.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-09-09,524.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-09-10,574.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-09-11,616.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-09-12,685.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-09-13,854.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-09-14,794.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-09-15,594.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-09-16,547.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-09-17,589.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-09-18,564.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-09-19,721.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-09-20,966.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-09-21,859.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-09-22,659.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-09-23,490.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-09-24,614.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-09-25,719.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-09-26,745.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-09-27,1138.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-09-28,914.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-09-29,486.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-09-30,455.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-10-01,573.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-10-02,873.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-10-03,912.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-10-04,1195.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-10-05,1083.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-10-06,984.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-10-07,897.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-10-08,751.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-10-09,1007.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-10-10,1055.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-10-11,1616.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-10-12,1242.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-10-13,788.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-10-14,846.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-10-15,780.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-10-16,771.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-10-17,917.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-10-18,1770.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-10-19,1039.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-10-20,805.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-10-21,673.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-10-22,686.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-10-23,696.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-10-24,883.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-10-25,1333.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-10-26,934.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-10-27,695.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-10-28,654.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-10-29,560.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-10-30,485.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-10-31,606.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-11-01,763.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-11-02,717.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-11-03,500.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-11-04,524.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-11-05,385.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-11-06,610.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-11-07,1025.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-11-08,1216.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-11-09,1184.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-11-10,737.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-11-11,742.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-11-12,962.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-11-13,906.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-11-14,975.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-11-15,1379.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-11-16,1103.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-11-17,812.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-11-18,862.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-11-19,696.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-11-20,1226.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-11-21,1278.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-11-22,1776.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-11-23,1561.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-11-24,972.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-11-25,822.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-11-26,825.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-11-27,800.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-11-28,994.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-11-29,1250.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-11-30,1084.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-12-01,1053.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-12-02,992.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-12-03,940.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-12-04,956.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-12-05,981.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-12-06,1554.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-12-07,1399.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-12-08,1157.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-12-09,1169.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-12-10,854.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-12-11,1019.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-12-12,1201.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-12-13,1340.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-12-14,1370.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-12-15,1012.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-12-16,1217.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-12-17,936.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-12-18,830.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-12-19,1012.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-12-20,1116.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-12-21,1224.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-12-22,1316.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-12-23,1334.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-12-24,881.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-12-25,576.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-12-26,1410.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-12-27,1326.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-12-28,1376.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-12-29,1933.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-12-30,1935.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2025-12-31,1103.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2026-01-01,954.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2026-01-02,4.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2026-01-03,9.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2026-01-06,917.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2026-01-07,845.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2026-01-08,1333.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2026-01-09,1478.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2026-01-10,2590.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2026-01-11,1898.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2026-01-12,1562.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2026-01-13,1583.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2026-01-14,1366.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2026-01-15,1634.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2026-01-16,1765.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2026-01-17,2476.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2026-01-18,2119.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2026-01-19,2035.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2026-01-20,1212.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2026-01-21,1351.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2026-01-22,1128.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2026-01-23,1213.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2026-01-24,1417.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2026-01-25,1357.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2026-01-26,1231.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2026-01-27,1293.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2026-01-28,1049.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2026-01-29,1856.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2026-01-30,1235.0,0.0
GERAL,GERAL,Rotas,GET_DIRECTIONS,2026-01-31,1313.0,0.0
