shopping,shopping_sigla,campanha,audiencia,data,impressoes,cliques,custo,conversoes,valor_conversoes
GERAL,GERAL,[SEARCH - NATAL 25 - BS],2453073048666,2025-12-13,131,14,2.75,7.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - CS],2453073048666,2025-12-13,60,6,4.42,3.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - NR],2453073048666,2025-12-13,104,14,6.93,7.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - NS],2453073048666,2025-12-13,54,6,3.741261,3.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - NK],2453073048666,2025-12-13,123,19,10.569418,8.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - GS],2453073048666,2025-12-13,33,6,6.39,8.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],51668100655,2025-12-13,107,6,5.66,2.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],51668101495,2025-12-13,58,2,1.945225,1.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],51668103415,2025-12-13,29,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],298229924760,2025-12-13,182,9,7.701309,4.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],345904698375,2025-12-13,196,11,9.42617,10.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],373127245340,2025-12-13,32,2,3.72,4.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],1964009779173,2025-12-13,31,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],2306825954293,2025-12-13,12,1,0.68,2.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],2307998249255,2025-12-13,3,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],2447226908048,2025-12-13,21,2,1.422328,2.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - BS],2453073048666,2025-12-14,193,17,3.37,5.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - CS],2453073048666,2025-12-14,123,12,6.200709,8.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - NR],2453073048666,2025-12-14,142,14,5.981918,5.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - NS],2453073048666,2025-12-14,86,18,9.446679,8.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - NK],2453073048666,2025-12-14,118,18,8.876751,12.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - GS],2453073048666,2025-12-14,66,9,5.4065,3.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],51668100655,2025-12-14,114,8,7.384839,4.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],51668101495,2025-12-14,80,3,2.05,0.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],51668103415,2025-12-14,35,3,3.85,1.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],298229924760,2025-12-14,212,10,6.373686,2.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],345904698375,2025-12-14,198,9,7.223997,2.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],373127245340,2025-12-14,52,4,5.81,2.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],1964009779173,2025-12-14,48,6,4.552196,4.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],2306825954293,2025-12-14,12,2,2.52,0.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],2307998249255,2025-12-14,5,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],2447226908048,2025-12-14,20,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - BS],2453073048666,2025-12-15,106,9,1.057628,2.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - CS],2453073048666,2025-12-15,52,4,1.78,5.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - NR],2453073048666,2025-12-15,80,3,1.269218,0.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - NS],2453073048666,2025-12-15,69,6,5.38,2.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - NK],2453073048666,2025-12-15,67,5,3.463499,3.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - GS],2453073048666,2025-12-15,40,2,0.89,1.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],51668100655,2025-12-15,131,4,3.143391,1.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],51668101495,2025-12-15,74,2,1.23,0.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],51668103415,2025-12-15,41,2,1.03,0.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],298229924760,2025-12-15,215,10,10.509216,7.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],345904698375,2025-12-15,237,7,6.845867,4.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],373127245340,2025-12-15,54,1,0.59,0.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],1964009779173,2025-12-15,38,4,2.876595,1.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],2306825954293,2025-12-15,10,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],2307998249255,2025-12-15,4,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],2447226908048,2025-12-15,17,1,1.22,0.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - BS],2453073048666,2025-12-16,94,4,1.16,7.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - CS],2453073048666,2025-12-16,64,6,3.209026,6.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - NR],2453073048666,2025-12-16,60,4,1.498194,1.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - NS],2453073048666,2025-12-16,53,3,1.48,2.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - NK],2453073048666,2025-12-16,85,10,4.968377,4.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - GS],2453073048666,2025-12-16,49,7,5.52,7.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],51668100655,2025-12-16,54,3,2.16,2.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],51668101495,2025-12-16,52,1,2.02,1.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],51668103415,2025-12-16,27,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],298229924760,2025-12-16,119,3,2.42,1.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],345904698375,2025-12-16,108,4,4.607396,3.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],373127245340,2025-12-16,28,3,2.05,0.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],1964009779173,2025-12-16,22,4,3.477795,1.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],2306825954293,2025-12-16,11,2,3.26,1.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],2307998249255,2025-12-16,3,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],2447226908048,2025-12-16,24,1,0.56,0.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - BS],2453073048666,2025-12-17,65,9,2.213534,8.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - CS],2453073048666,2025-12-17,34,3,1.701703,1.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - NR],2453073048666,2025-12-17,60,5,2.256688,6.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - NS],2453073048666,2025-12-17,46,9,5.08,5.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - NK],2453073048666,2025-12-17,50,7,4.961343,7.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - GS],2453073048666,2025-12-17,19,1,1.77,3.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],51668100655,2025-12-17,60,11,11.73,6.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],51668101495,2025-12-17,33,3,3.02,2.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],51668103415,2025-12-17,18,1,1.79,0.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],298229924760,2025-12-17,96,12,9.28,4.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],345904698375,2025-12-17,94,6,3.84,3.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],373127245340,2025-12-17,23,2,1.63,1.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],1964009779173,2025-12-17,54,12,10.376408,17.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],2306825954293,2025-12-17,14,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],2307998249255,2025-12-17,3,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],2447226908048,2025-12-17,13,1,0.28,3.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - BS],2453073048666,2025-12-18,70,11,1.94,11.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - CS],2453073048666,2025-12-18,38,4,1.07,0.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - NR],2453073048666,2025-12-18,31,6,2.30413,4.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - NS],2453073048666,2025-12-18,43,5,0.57,1.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - NK],2453073048666,2025-12-18,37,6,2.593445,0.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - GS],2453073048666,2025-12-18,20,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],51668100655,2025-12-18,69,5,2.52,2.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],51668101495,2025-12-18,48,4,2.17,1.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],51668103415,2025-12-18,30,6,5.58,2.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],298229924760,2025-12-18,127,11,8.190759,11.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],345904698375,2025-12-18,115,14,12.77,6.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],373127245340,2025-12-18,30,1,0.920618,0.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],1964009779173,2025-12-18,49,6,3.810623,1.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],2306825954293,2025-12-18,13,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],2307998249255,2025-12-18,5,1,0.75,1.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],2447226908048,2025-12-18,10,1,1.23,0.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - BS],2453073048666,2025-12-19,107,4,0.41,7.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - CS],2453073048666,2025-12-19,41,7,3.3,9.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - NR],2453073048666,2025-12-19,54,6,1.66,5.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - NS],2453073048666,2025-12-19,44,2,0.12,1.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - NK],2453073048666,2025-12-19,71,6,1.46,0.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - GS],2453073048666,2025-12-19,35,4,2.160239,3.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],51668100655,2025-12-19,68,6,1.968928,5.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],51668101495,2025-12-19,23,3,2.97,2.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],51668103415,2025-12-19,24,1,0.75,0.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],298229924760,2025-12-19,109,8,5.911128,3.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],345904698375,2025-12-19,105,11,11.67,6.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],373127245340,2025-12-19,24,3,2.990563,0.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],1964009779173,2025-12-19,67,14,11.432753,7.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],2306825954293,2025-12-19,8,1,0.86,0.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],2307998249255,2025-12-19,7,1,0.75,0.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],2447226908048,2025-12-19,14,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - BS],2453073048666,2025-12-20,136,10,0.852499,7.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - CS],2453073048666,2025-12-20,50,7,1.190365,4.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - NR],2453073048666,2025-12-20,77,4,1.099936,1.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - NS],2453073048666,2025-12-20,36,6,2.41,5.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - NK],2453073048666,2025-12-20,91,8,2.882708,2.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - GS],2453073048666,2025-12-20,45,7,2.60658,5.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],51668100655,2025-12-20,89,17,13.212677,12.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],51668101495,2025-12-20,45,10,6.361799,6.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],51668103415,2025-12-20,27,4,3.83,3.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],298229924760,2025-12-20,145,15,5.49,7.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],345904698375,2025-12-20,119,13,5.516015,9.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],373127245340,2025-12-20,25,4,2.05,3.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],1964009779173,2025-12-20,72,12,6.033657,8.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],2306825954293,2025-12-20,8,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],2307998249255,2025-12-20,1,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],2447226908048,2025-12-20,12,2,1.48,4.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - BS],2453073048666,2025-12-21,130,15,1.376613,14.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - CS],2453073048666,2025-12-21,65,7,1.513195,0.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - NR],2453073048666,2025-12-21,84,17,2.797926,7.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - NS],2453073048666,2025-12-21,78,6,1.282265,3.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - NK],2453073048666,2025-12-21,129,16,3.467619,13.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - GS],2453073048666,2025-12-21,40,2,0.26,1.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],51668100655,2025-12-21,61,11,3.52147,2.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],51668101495,2025-12-21,46,8,2.968412,0.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],51668103415,2025-12-21,27,8,2.83053,2.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],298229924760,2025-12-21,94,15,6.977673,9.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],345904698375,2025-12-21,103,18,5.778409,3.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],373127245340,2025-12-21,30,3,2.38,2.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],1964009779173,2025-12-21,72,3,2.087002,4.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],2306825954293,2025-12-21,11,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],2307998249255,2025-12-21,8,1,0.5,0.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],2447226908048,2025-12-21,12,1,0.33,1.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - BS],2453073048666,2025-12-22,101,4,0.5,3.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - CS],2453073048666,2025-12-22,43,7,1.95,4.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - NR],2453073048666,2025-12-22,100,12,2.455262,7.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - NS],2453073048666,2025-12-22,58,6,1.786982,4.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - NK],2453073048666,2025-12-22,68,3,0.05,1.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - GS],2453073048666,2025-12-22,41,6,0.78,8.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],51668100655,2025-12-22,67,9,3.36,7.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],51668101495,2025-12-22,40,4,2.24,1.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],51668103415,2025-12-22,20,1,0.32,0.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],298229924760,2025-12-22,104,7,4.935636,3.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],345904698375,2025-12-22,118,12,5.07072,5.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],373127245340,2025-12-22,38,1,0.43,1.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],1964009779173,2025-12-22,95,15,9.437128,3.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],2306825954293,2025-12-22,2,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],2307998249255,2025-12-22,9,1,1.16,0.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],2447226908048,2025-12-22,19,3,1.75,1.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - BS],2453073048666,2025-12-23,144,9,0.83,7.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - CS],2453073048666,2025-12-23,105,9,2.66,10.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - NR],2453073048666,2025-12-23,106,12,2.197628,6.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - NS],2453073048666,2025-12-23,74,13,3.530465,8.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - NK],2453073048666,2025-12-23,104,12,2.682776,4.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - GS],2453073048666,2025-12-23,57,8,3.59,7.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],51668100655,2025-12-23,76,5,5.33,3.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],51668101495,2025-12-23,58,4,5.17,3.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],51668103415,2025-12-23,25,2,1.43,1.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],298229924760,2025-12-23,169,11,8.28,5.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],345904698375,2025-12-23,194,20,16.083618,13.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],373127245340,2025-12-23,33,1,0.72,0.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],1964009779173,2025-12-23,56,5,4.24,1.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],2306825954293,2025-12-23,8,2,2.84,0.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],2307998249255,2025-12-23,5,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],2447226908048,2025-12-23,25,2,0.88,1.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - BS],2453073048666,2025-12-24,193,19,1.42,5.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - CS],2453073048666,2025-12-24,114,6,1.121918,2.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - NR],2453073048666,2025-12-24,150,17,3.91037,6.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - NS],2453073048666,2025-12-24,85,8,1.672341,1.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - NK],2453073048666,2025-12-24,153,16,2.707507,22.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - GS],2453073048666,2025-12-24,48,7,3.09445,0.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],51668100655,2025-12-24,58,4,3.91,1.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],51668101495,2025-12-24,32,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],51668103415,2025-12-24,17,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],298229924760,2025-12-24,91,3,2.066118,0.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],345904698375,2025-12-24,87,4,3.63,3.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],373127245340,2025-12-24,28,1,1.08,1.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],1964009779173,2025-12-24,17,3,2.11,3.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],2306825954293,2025-12-24,7,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],2447226908048,2025-12-24,11,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - BS],2453073048666,2025-12-25,193,21,1.343082,10.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - CS],2453073048666,2025-12-25,98,12,2.05,0.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - NR],2453073048666,2025-12-25,150,26,4.636234,3.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - NS],2453073048666,2025-12-25,90,12,2.32,4.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - NK],2453073048666,2025-12-25,185,13,2.8444,0.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - GS],2453073048666,2025-12-25,56,4,0.95,1.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],51668100655,2025-12-25,89,9,7.087021,2.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],51668101495,2025-12-25,51,7,3.79,0.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],51668103415,2025-12-25,37,9,5.245254,1.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],298229924760,2025-12-25,151,8,5.8,4.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],345904698375,2025-12-25,162,13,10.945,4.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],373127245340,2025-12-25,27,1,1.14,0.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],1964009779173,2025-12-25,47,2,1.19,0.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],2306825954293,2025-12-25,10,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],2307998249255,2025-12-25,2,1,0.91,0.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],2447226908048,2025-12-25,14,1,0.26,0.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - BS],2453073048666,2025-12-26,128,12,1.27,17.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - CS],2453073048666,2025-12-26,61,7,1.63,10.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - NR],2453073048666,2025-12-26,108,6,0.48,2.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - NS],2453073048666,2025-12-26,56,9,2.888413,4.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - NK],2453073048666,2025-12-26,48,4,0.977408,4.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - GS],2453073048666,2025-12-26,19,3,0.76,1.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],51668100655,2025-12-26,107,7,7.63129,3.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],51668101495,2025-12-26,70,5,5.48,1.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],51668103415,2025-12-26,30,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],298229924760,2025-12-26,176,5,6.91,3.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],345904698375,2025-12-26,194,9,12.220904,4.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],373127245340,2025-12-26,48,2,3.85,1.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],1964009779173,2025-12-26,28,4,4.85,2.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],2306825954293,2025-12-26,13,1,1.84,0.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],2307998249255,2025-12-26,2,1,0.62,0.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],2447226908048,2025-12-26,24,3,3.21,1.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - BS],2453073048666,2025-12-27,109,13,1.42,10.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - CS],2453073048666,2025-12-27,65,6,1.64,8.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - NR],2453073048666,2025-12-27,74,11,2.3,5.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - NS],2453073048666,2025-12-27,56,5,0.957118,10.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - NK],2453073048666,2025-12-27,78,4,1.31,10.0,0.0
GERAL,GERAL,[SEARCH - NATAL 25 - GS],2453073048666,2025-12-27,32,1,0.24,1.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],51668100655,2025-12-27,131,10,8.306392,5.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],51668101495,2025-12-27,104,8,5.87,8.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],51668103415,2025-12-27,43,2,1.36,1.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],298229924760,2025-12-27,236,13,8.508559,5.0,0.0
GERAL,GERAL,[SEARCH - NARBONA - JANTAR -CS],345904698375,2025-12-27,263,13,10.86,9.0,0.0
