date,pageTitle,pagePath,sessions,totalUsers,screenPageViews,bounceRate,averageSessionDuration,conversions,totalRevenue,engagementRate
20251013,AJFans Clientes - Almeida Junior,/pt-br/ajfans/,330.0,263.0,338.0,0.8848484848484849,50.929181815151516,0.0,0.0,0.11515151515151516
20260209,Almeida Junior,/pt-br/,330.0,305.0,334.0,0.7424242424242424,49.56811477272728,23.0,0.0,0.25757575757575757
20260818,Almeida Junior,/pt-br/,330.0,300.0,344.0,0.6424242424242425,51.05645681515151,46.0,0.0,0.3575757575757576
20260224,Almeida Junior,/pt-br/,329.0,276.0,332.0,0.6838905775075987,51.692342410334355,50.0,0.0,0.3161094224924012
20260304,Almeida Junior,/pt-br/,328.0,289.0,327.0,0.7286585365853658,35.840166176829264,42.0,0.0,0.27134146341463417
20260214,Almeida Junior,/pt-br/,327.0,310.0,326.0,0.7003058103975535,20.54768447706422,74.0,0.0,0.2996941896024465
20260909,Nossos shoppings - Almeida Junior,/pt-br/nossos-shoppings/,325.0,310.0,405.0,0.5692307692307692,65.00779821538461,2.0,0.0,0.4307692307692308
20260207,Almeida Junior,/pt-br/,324.0,306.0,332.0,0.7037037037037037,20.843020549382718,59.0,0.0,0.2962962962962963
20260706,Almeida Junior,/pt-br/,324.0,303.0,336.0,0.6820987654320988,23.38000552160494,62.0,0.0,0.31790123456790126
20260820,Almeida Junior,/pt-br/,324.0,300.0,323.0,0.6851851851851852,37.89476370987654,51.0,0.0,0.3148148148148148
20251014,AJFans Clientes - Almeida Junior,/pt-br/ajfans/,323.0,257.0,321.0,0.9009287925696594,55.661457739938086,2.0,0.0,0.09907120743034056
20260721,Almeida Junior,/pt-br/,323.0,301.0,323.0,0.6191950464396285,43.44200154179567,57.0,0.0,0.38080495356037153
20251007,AJFans Clientes - Almeida Junior,/pt-br/ajfans/,322.0,287.0,326.0,0.9130434782608695,27.1535245310559,0.0,0.0,0.08695652173913043
20260116,Almeida Junior,/pt-br/,322.0,286.0,333.0,0.6677018633540373,31.23480264285714,23.0,0.0,0.33229813664596275
20260212,Almeida Junior,/pt-br/,321.0,293.0,322.0,0.6479750778816199,47.456121046728974,50.0,0.0,0.35202492211838005
20260219,Almeida Junior,/pt-br/,321.0,282.0,325.0,0.6573208722741433,55.04751014330218,53.0,0.0,0.3426791277258567
20260715,Almeida Junior,/pt-br/,321.0,300.0,321.0,0.6728971962616822,50.06339313084112,46.0,0.0,0.32710280373831774
20260210,Almeida Junior,/pt-br/,319.0,293.0,327.0,0.6551724137931034,51.52171934796238,57.0,0.0,0.3448275862068966
20251006,AJFans Clientes - Almeida Junior,/pt-br/ajfans/,318.0,277.0,317.0,0.9088050314465409,35.00057613522012,0.0,0.0,0.09119496855345911
20260216,Almeida Junior,/pt-br/,318.0,294.0,326.0,0.7044025157232704,36.090354745283015,57.0,0.0,0.29559748427672955
20260317,Almeida Junior,/pt-br/,318.0,284.0,323.0,0.6918238993710691,40.37493511320755,44.0,0.0,0.3081761006289308
20260819,Almeida Junior,/pt-br/,313.0,285.0,327.0,0.645367412140575,142.4149290511182,47.0,0.0,0.3546325878594249
20260719,Almeida Junior,/pt-br/,312.0,308.0,317.0,0.6410256410256411,17.69030898076923,96.0,0.0,0.358974358974359
20260211,Almeida Junior,/pt-br/,311.0,290.0,319.0,0.6720257234726688,49.12902627974276,56.0,0.0,0.3279742765273312
20260619,Almeida Junior,/pt-br/,310.0,287.0,335.0,0.6516129032258065,47.81462163225807,54.0,0.0,0.34838709677419355
20260302,Almeida Junior,/pt-br/,309.0,283.0,312.0,0.6957928802588996,31.806734262135926,47.0,0.0,0.3042071197411003
20260128,Almeida Junior,/pt-br/,308.0,275.0,311.0,0.6493506493506493,40.36498495779221,41.0,0.0,0.35064935064935066
20260707,Almeida Junior,/pt-br/,308.0,293.0,309.0,0.6623376623376623,20.12795905194805,65.0,0.0,0.33766233766233766
20260722,Almeida Junior,/pt-br/,308.0,283.0,314.0,0.7077922077922078,36.93035456818182,47.0,0.0,0.2922077922077922
20260824,Almeida Junior,/pt-br/,306.0,281.0,313.0,0.6078431372549019,44.642193996732026,54.0,0.0,0.39215686274509803
20260203,Almeida Junior,/pt-br/,305.0,281.0,306.0,0.6459016393442623,42.69857560655738,37.0,0.0,0.3540983606557377
20260620,Nossos shoppings - Almeida Junior,/pt-br/nossos-shoppings/,303.0,294.0,400.0,0.5973597359735974,61.83278397689768,0.0,0.0,0.40264026402640263
20260710,Almeida Junior,/pt-br/,302.0,276.0,298.0,0.652317880794702,38.01834072516556,56.0,0.0,0.347682119205298
20260131,Almeida Junior,/pt-br/,301.0,281.0,304.0,0.770764119601329,26.53321066112957,40.0,0.0,0.2292358803986711
20260208,Almeida Junior,/pt-br/,300.0,282.0,304.0,0.6866666666666666,27.498200519999997,60.0,0.0,0.31333333333333335
20260120,Almeida Junior,/pt-br/,299.0,268.0,306.0,0.6755852842809364,39.832132107023405,32.0,0.0,0.32441471571906355
20260817,Almeida Junior,/pt-br/,299.0,269.0,315.0,0.6521739130434783,53.99367444816053,45.0,0.0,0.34782608695652173
20260121,Almeida Junior,/pt-br/,297.0,273.0,308.0,0.6363636363636364,48.78007962626262,53.0,0.0,0.36363636363636365
20260204,Almeida Junior,/pt-br/,296.0,275.0,318.0,0.6858108108108109,50.20191363175675,41.0,0.0,0.3141891891891892
20260721,Nossos shoppings - Almeida Junior,/pt-br/nossos-shoppings/,294.0,284.0,364.0,0.6054421768707483,53.78709520068028,0.0,0.0,0.3945578231292517
